"","numemp","asset","RBCT2","rbc1rwaj","rbcrwaj"
"15448",9,13783,96,14.7887401897298,15.8514041554589
"23309",46,87207,739.48,9.19950695808294,10.4560365859668
"16419",35,49277,398.39,12.7625353855289,14.015484245125
"4788",7,14142,58.75,41.1188297447089,42.3882628752931
"23406",165,881285,5455.28,14.3501220391069,15.6081196568977
"33619",40,88965,727,10.9819311489106,12.0512941204159
"27552",31,68645,390,14.7390829388533,15.8314893140248
"1673",65,33405,318.97,9.49574551402022,10.7715913213526
"19713",17,20554,120.89,34.2472539104336,35.5079574808454
"6646",26,60055,229,21.5754950531568,22.2512046219715
"26977",25,34036,245,17.3275178429818,18.5418318794607
"21170",41,52737,345,13.2101359457543,14.3535119872207
"28738",73,206104,1414,22.1921012066124,23.3588476053793
"20662",9,18494,120,15.5251848697201,16.6866700220682
"19593",9,18900,173.91,12.9398971285375,14.1914975232116
"9087",688,1541738,18915.43,11.0366194372051,12.7259089856846
"14181",12,43377,224.51,23.3932120930269,24.6541988990306
"22536",28,50986,242,14.3203129356841,15.2842950581974
"22543",6,14447,88,14.2869028799639,15.3328658195952
"27789",66,216080,1731.62,12.9173116496218,14.1735104140112
"27136",168,257312,2566.76,14.0706410736585,15.3432707886669
"8841",27,67435,557,10.6709181882903,11.7879453318493
"27831",59,157740,393,12.2404303227421,12.6501125844383
"32257",87,89616,700,13.3492018039946,14.601975803565
"30332",9,30989,133.65,30.9042475722454,32.1600556257664
"30619",13,42409,261,14.3571016721122,15.6111858543148
"19795",36,89250,876,12.1799299957512,13.4459027860072
"22051",146,417234,2593,12.8513640882926,14.0703116002153
"27942",55,231388,1263,13.8949620274407,14.7565328969314
"25002",30,56945,334,19.1015369155818,20.1004273695984
"32266",47,405863,1050,8.45832618848284,8.98788569584119
"26668",15,20755,171.08,17.5772890458761,18.8802017884968
"21109",44,62900,535.22,10.7548260728683,12.0097199055957
"14936",15,38010,278.78,17.353927261352,18.6105318956168
"23064",6,11752,64,23.0642789168613,24.1716411454278
"18489",85,148832,1436.32,9.69966654449685,10.9536561980695
"26568",30,88078,645.81,18.7662592996369,20.0165881883503
"14311",9,31938,280,13.8374416185323,15.0562159668145
"32304",6,19582,10,27.384409202591,27.4960911324548
"7506",175,459966,3054.2,19.9544257094399,21.2059362132034
"22658",38,82258,852.7,9.54532182974996,10.9132707245782
"9812",6,16776,84,38.2513147125507,39.0415533834445
"26202",20,27762,148.34,15.6166977751741,16.8798280630526
"5682",20,47554,418.05,10.3748512882834,11.6323771163689
"9531",10,24412,178.31,15.4135705458891,16.6662568558424
"28380",58,94871,750,8.09903272690823,9.35197714629379
"26973",29,37750,238.15,12.0782203521977,13.3370510641784
"10922",9,12387,87.33,15.5138125983055,16.7659579349137
"33914",12,39230,30,51.7785890143476,51.1843110620596
"8251",14,37601,208,24.2518438146068,25.2684466992175
"8822",11,19852,141,16.1968278876871,17.1846102112873
"13435",71,125006,904.46,12.7505787014555,14.0054631859298
"33104",130,320395,584,27.9358464797857,28.5039210765403
"31372",26,35411,110,30.9066015834276,31.5614024644324
"29472",29,81310,219,11.7259301514863,12.1886290169234
"33535",18,52376,729,18.9990274079625,20.1613546134345
"33979",0,268464,460,18.7446803409377,18.9170073246461
"28923",238,929408,5147,15.6450359432679,16.8950359432679
"25332",66,315704,2792.04,8.62104040423909,9.87489723865341
"13693",59,191463,1743.06,8.9900510295602,10.2559205139762
"91005",15,187831,1441.85,14.9404092372965,16.1942261896739
"27318",28,39016,394.38,11.1370510534851,12.3876860746905
"19600",34,59373,280.87,27.0917887120103,28.3585226383533
"15696",33,42939,329,13.6162086078492,14.7032585064133
"19158",149,491700,3944.37,8.67631227835673,9.92727495194601
"10361",66,84396,493,14.0058496751271,14.9735979427988
"29087",31,135134,568,31.2458304110573,32.116526112318
"29849",55,102285,357,12.5830062586189,13.2003818818288
"17230",105,289399,1910,14.2043327872253,15.2957869298652
"32106",927,2908073,15981,16.3793842464753,17.3334170468993
"230",13,25688,234.23,13.4430775358059,14.6935827189719
"29349",21,57552,233,15.5043283727264,16.2597672081185
"16321",9,16429,133.9,15.7165764870263,16.9722146681796
"17622",29,46142,394.57,13.8155885411996,15.0748208744639
"9831",61,120268,784.51,21.4957322021671,22.7472994331246
"4061",8,12816,93.45,20.539118113424,21.8002091697311
"29561",12,41047,138,36.7915820564888,38.0653498246262
"13080",49,116631,676.94,25.2224482377751,26.4740304185462
"10326",93,170789,718.86,45.3472904312605,46.6031986297277
"23032",23,31063,198.02,20.0419879011888,21.2987055845939
"20153",31,65112,658.63,8.99746087313447,10.2513748923627
"32575",57,48007,236,11.0635213494992,11.8410648392198
"6058",76,199218,1004,24.9132547592367,25.9981781068088
"26984",56,107601,943,13.071195976212,14.272573929971
"1078",80,211842,1700,10.7654674266725,11.99143839568
"8583",26,43305,223.31,36.8659743993189,38.1267003936699
"15062",22,41914,302,13.3531035389216,14.5935333355239
"23124",17,45493,946.65,7.91644185220363,10.7305986976368
"33468",25,47838,306,11.6498719830452,12.6568948154779
"163",243,439992,3432.37,13.4011374711119,14.6521617917636
"3640",23,48455,288,14.1622859917014,15.254610138892
"33684",NA,318964,0,NA,NA
"32474",182,361711,2518,8.7256727506451,9.91568759038536
"10623",12,19770,115,18.4487655669653,19.4537906925934
"15699",23,41178,347.89,16.4803924431758,17.7346833482418
"15426",8,10925,102.64,10.1153269886733,11.3737962760883
"24473",11,19603,164,10.3540696854281,11.5107913669065
"23091",41,70785,514,9.68132707414236,10.6904940009542
"18545",125,217339,1826.17,11.8056254794517,13.0556445599764
"27532",34,69823,554,9.47529187466046,10.6110148730512
"22306",19,39302,276,10.9672557114093,12.0021147118705
"20937",24,47229,367,10.131880733945,11.1840596330275
"33210",17,25013,169,9.29999373315786,10.3590900545215
"21687",16,49041,341,10.5561816696082,11.5920544607842
"23403",31,76547,440,14.1064863387496,15.0763072745387
"19590",29,56935,396.29,16.0845189580613,17.334594270454
"8276",12,27437,91,22.5881222446581,23.1789584401924
"14498",8,18423,137,19.5186314209018,20.7652759452204
"27711",32,83769,377,25.7834473783636,26.7725956089165
"10173",11,27163,164,15.2107459105665,16.0736176951853
"9465",29,133286,1041.48,25.4427994304215,26.7010817206915
"19950",11,21094,170.71,12.0933838744583,13.3491390820062
"11892",62,96194,600,16.9136984993763,17.9011675175358
"903",176,577892,3033.54,15.1721903666127,16.4244471649131
"622",422,1847364,5458,22.4975923570579,23.6380493045992
"14531",377,828118,7237.69,12.092146377403,13.3424564850384
"33197",49,138407,874,13.0070851690692,13.9590356327911
"28701",30,125091,296,14.6045490578694,15.0557960851271
"6423",175,944012,8061.37,14.3084939428175,15.5797911159536
"14341",65,151473,1318,12.4856579419147,13.6670849766942
"9266",144,462245,2904,15.3314428442082,16.3517588681238
"3735",409,1116646,7101,9.66645381837029,10.5856322610534
"15082",32,93843,512,20.9004548715206,21.9619599696476
"10447",20,33388,198.04,25.1546251012821,26.4062889090856
"10817",10,18286,110,13.3775843060591,14.6278258299899
"10459",57,109721,378,13.8647665995419,14.6125026210324
"27267",31,82129,512,13.8943602738413,14.6731136903938
"29031",106,286262,842,25.0137065823846,25.2646176669784
"31335",474,1052496,7390,10.0183143642773,10.5201313464714
"20289",78,154263,1328.66,12.491451828272,13.7436694520952
"29289",97,328120,1048,9.66058394160584,10.2069864442127
"6782",45,73873,442.28,14.0596315611614,15.3219729835874
"26213",29,64480,613.63,13.548336709202,14.799641022096
"20726",27,50537,449.53,18.5588146095673,19.8413271278515
"21946",21,32271,218.2,17.2176547449729,18.4792035244736
"22968",92,144716,918.79,16.7835687427515,18.038804813175
"21614",30,49480,241,12.2385664616208,13.0979762859945
"19838",37,87400,782.65,19.3099890708955,20.5876087298977
"20311",72,146563,1150,8.53995871670803,9.50100701147408
"19594",40,52050,381.67,16.415889420406,17.674265101283
"19234",30,32285,277.21,9.85462833746062,11.1135230477959
"17906",44,58136,358.84,20.8787863234282,22.1403023504191
"19281",76,82608,588.07,16.5383631381174,17.8016070932586
"26904",14,50949,365,12.1086790932497,13.2575399898019
"20156",46,103752,564,13.8796050568629,14.7423003678692
"20537",77,133778,929,10.6235421619042,11.6593598223166
"21919",59,73385,501.59,13.5294257957803,14.8159138877055
"20663",19,53904,485.81,11.0739801173713,12.32656458322
"10973",22,48625,371.65,14.4434446976513,15.6935392998596
"10570",61,140569,1306.84,11.4772400996817,12.730491808561
"5243",370,748529,6406.86,11.8747596129184,13.1291895684596
"4624",17,47010,231,15.7950658235721,16.7927853218617
"27501",69,140489,675,8.36518109435308,9.07740324857714
"22989",95,248693,806,15.4217460939094,15.9988086450557
"18609",99,174532,958,9.94032765021433,10.7063213671469
"26498",122,475693,3671.73,13.0369750080347,14.2946139194489
"20639",127,220104,1550,15.4956448297544,16.6069319942442
"10892",11,14892,80,15.5681997787261,16.6218850429377
"21260",41,67306,519.77,14.3667254609466,15.6272576845854
"16749",32,85091,484.01,17.9064543304034,19.1770749080985
"19862",44,129185,585,17.2422861281796,18.1213812462714
"24678",16,29275,220.82,13.3852324629512,14.6440599895563
"20473",163,315777,2545.2,10.1612211603389,11.4157002104599
"21567",18,18812,107,18.6387412905493,19.7448673682469
"23886",72,115516,723.54,16.4315463447455,17.6888307189288
"20504",46,95717,903.2,10.8674109339376,12.1192213606093
"27006",56,167141,1197,9.4554108145216,10.4563063526346
"21663",53,78619,407,10.2550914688296,11.0080812266888
"21224",63,111168,726,11.7318682613563,12.6229894538385
"9771",110,234376,2267.87,11.8072469830851,13.0603379660759
"33994",10,7762,24,148.519019696286,149.240715681852
"15001",141,413978,2529,13.1925310820914,14.2424039889359
"31581",6,19018,0,38.6390610576289,38.6390610576289
"30809",29,100827,511,11.8444096230067,12.6294282115095
"428",38,52019,242.29,40.2260622540183,41.5020995181615
"10647",9,22019,156.63,27.3823486204065,28.639721022756
"2328",16,28809,165,36.8052164223761,37.9401184425017
"26365",1079,10665284,92600.53,13.2909301126037,14.5836828789067
"27471",92,225335,2531.44,14.2313071200829,15.5083613595746
