"","numemp","asset","RBCT2","rbc1rwaj","rbcrwaj"
"15448",9,14993,101,12.1639539576087,13.1343799842426
"23309",50,96606,904.63,9.09482744867755,10.3497776858492
"16419",32,54163,425.48,12.6876662110761,13.9398926595773
"4788",7,14110,67.82,36.8352962668844,38.0995522349108
"23406",168,886448,5954.06,14.0901760281285,15.347915728318
"33619",45,119981,1007,9.46156699086603,10.6397292215822
"27552",32,73444,433,14.1707049169736,15.2897848420236
"1673",73,37539,368.88,9.0579018302586,10.3385759686817
"19713",18,23306,154.33,29.8029530534161,31.0617077728287
"6646",28,62297,213,21.9865017064362,22.590775882368
"26977",26,36948,248,16.3494813561295,17.4597418644318
"21170",38,55029,389,13.0127915393149,14.2423217576277
"28738",73,240923,1647,19.275420336269,20.4244877383388
"20662",9,19790,113,13.4671718158028,14.3498808733352
"19593",12,24278,195.31,12.2939182281374,13.5458083058942
"9087",707,1647818,19331.6,11.5093912291457,13.1382333522184
"22536",32,54422,245,14.6280805745956,15.5625994118253
"22543",6,14881,94,13.3688721647329,14.3514163269572
"27789",65,223326,1809.55,13.131814106878,14.3879021826313
"27136",165,293188,3038.85,11.3144393329992,12.5831804387957
"8841",27,75959,579,10.5924458222443,11.650776474717
"27831",60,176402,474,11.9174300533973,12.3702083353234
"32257",86,102919,663,12.9521864897056,14.0803130849073
"30332",10,32270,170,24.3589194742926,25.5718709419638
"30619",14,43541,269,14.1639099846247,15.4172296510274
"19795",36,93922,935.14,12.3824771813264,13.6450821002388
"22051",135,442015,1417,11.7845686770229,12.4316810124362
"27942",53,236139,1263,15.441982145739,16.3359692859145
"25002",30,61007,333,18.620756099626,19.5929592638116
"32266",48,481713,918,8.44678111587983,8.84077253218884
"26668",13,21448,157.15,18.9735754457684,20.2610095482306
"21109",46,64476,552.18,11.2361644921745,12.4913506765339
"14936",16,48253,305.75,18.6105365216373,19.8666450296926
"23064",7,11399,62,25.5491707884783,26.6766075065464
"18489",86,158794,1519.81,9.55674388000825,10.8135090367336
"26568",30,90411,649,18.871524724915,20.0856027925666
"14311",9,34974,285,12.732019203115,13.7828809097144
"32304",6,20328,10,28.3726625111309,28.4839715048976
"7506",176,455554,3163.63,19.10364246868,20.3542758142194
"22658",37,78842,838.95,10.0402884049672,11.358282452432
"9812",6,17240,84,38.3296074722371,39.0898641493723
"26202",18,27692,157.13,16.1784309576811,17.4425368037181
"5682",20,50534,451.55,11.0374448023581,12.2919019381509
"9531",10,25869,186.71,15.7904159215669,17.0423176441638
"28380",58,104931,789,9.28266793946019,10.4974672435295
"26973",31,40014,292.75,11.459431261585,12.7112030906257
"10922",9,12285,95.52,14.9550432020031,16.20592387333
"33914",15,60519,48,43.7309476474486,43.3863485752154
"8251",15,36640,217,17.1086758417646,18.1227656144122
"8822",12,21141,155,15.1165546228968,16.0831659952355
"13435",112,134437,1031.87,11.3823034980706,12.6348424242255
"33104",115,332561,605,26.2885906640321,26.8295081674073
"31372",25,35665,109,20.375640295959,20.7892240561563
"29472",30,85304,203,11.5811250123141,11.9810856073293
"33535",29,77607,1104,9.26211411979825,10.1722497662831
"33979",0,552818,3300,15.0987106310987,15.9798648256062
"28923",247,968325,5270,15.2676456210281,16.5062234422592
"25332",60,270904,2213,7.40425559699259,8.60837211934302
"13693",57,198209,1693.72,10.7224002217575,11.9831252272137
"91005",14,233152,2256.46,9.84396771036038,11.1004740673985
"19600",35,62715,306.75,25.0320064157144,26.2968010077125
"15696",34,43049,336,15.5461288717207,16.6836504964808
"19158",102,355978,3141.09,9.54927889135403,10.7992849103923
"10361",70,90003,697.92,13.3929805205083,14.6454565978061
"29087",31,138047,567,32.1778372054153,33.0269095771352
"29849",55,101773,559,12.6100641459819,13.7236543288577
"32106",913,2956874,15980,16.162808875919,17.0698358030774
"17230",108,303717,1938,14.0613413501308,15.0989562279647
"230",15,26700,252.11,10.8918965583299,12.1463305653287
"29349",25,57710,235,16.7737745265605,17.577083475764
"16321",8,16483,114,14.6005960168629,15.6363570286379
"17622",30,51406,414.33,13.8821029916947,15.13712628049
"9831",57,124280,875.12,20.3168537263717,21.567710982107
"4061",8,12967,90.88,21.9925134222065,23.2487545408804
"29561",12,41531,137,37.7430105536012,39.0112942047769
"13080",49,127494,678.34,26.3296957297585,27.5804300295711
"10326",92,166764,715.62,44.6475949779477,45.9091724839936
"23032",23,31679,198.14,20.7113958364003,21.9686740137974
"6058",73,214906,1060,24.6626853580608,25.7307266408792
"26984",56,121765,1045,11.0096848129943,12.0746779287565
"1078",85,240644,2025.37,13.355073653225,14.6053725126607
"8583",29,45529,234.37,36.5850971616994,37.8445638511511
"15062",23,39423,292.52,12.8862176065055,14.1558290495015
"23124",18,48350,960.1,9.00778260831786,11.7886096444098
"30196",68,179414,977,14.4135776408005,15.5679666107767
"33468",27,51456,410.67,11.1955733956892,12.4456240010203
"163",246,443725,3427.37,13.4017252591972,14.6519000258507
"3640",23,49646,284,12.7944856239082,13.9118392269802
"33684",NA,412417,0,NA,NA
"32474",183,305497,2246,8.51608039524521,9.52393773362232
"10623",12,19560,113,13.8091851753849,14.7435791423421
"15699",23,45827,368.18,16.3725328046207,17.6255028998202
"15426",8,11515,111.6,10.1594389193334,11.4178111539589
"24473",14,22444,170,10.7160477584449,11.8343584514686
"23091",45,78245,546,9.1823476281781,10.1145829954122
"18545",138,222275,1806,11.716905139137,12.8805416902111
"27532",30,69069,561,10.0505715864179,11.1342484382304
"22306",19,41871,274,10.8685681281533,11.7994801841439
"20937",24,52480,359,10.2366467312848,11.1620952773768
"33210",18,30737,167,9.57365634984978,10.5691735418952
"21687",16,42491,325,11.709082965344,12.7233292243357
"31751",7,23716,83,15.3067921365899,16.1448289092396
"23403",31,86064,528,14.5542193499645,15.6874781343298
"19590",29,57711,412,16.4855067040661,17.7188513131228
"8276",12,28222,97,23.9967425840387,24.6442207566817
"14498",8,18521,123,19.8975819975117,21.0065093131863
"27711",32,85767,379,26.096934371795,27.059068430833
"10173",10,27217,171,15.3368258613543,16.1908138855456
"9465",29,130965,440,28.257398489419,28.8212393735215
"11892",62,99731,556,18.0864208584782,18.9915558717378
"903",179,495966,2969.63,16.1590497660344,17.4117948112428
"622",427,1844987,4938,23.2534509169714,24.3075538493329
"14531",380,852351,7126,12.5537292168068,13.7813826002615
"33197",52,154413,952,12.4594656040971,13.4087582215521
"28701",31,127943,0,14.8579274116523,14.8579274116523
"6423",177,986747,8050.53,15.2144063203102,16.4877614977075
"3706",36,132532,918.34,22.5565936480502,23.8067971733535
"14341",64,188932,1360,10.0591525110821,10.9925254670125
"11980",25,51102,161,17.1894506866417,17.8175717852684
"9266",141,478525,2911,15.0932060082915,16.0790990339874
"3735",401,1208430,6453,9.36771591120507,10.1324008119667
"15082",32,103028,500,18.0673467615752,18.9533484662424
"10817",10,19205,111,12.3249134403525,13.4167453572553
"10459",72,154819,546,16.21751747121,17.0093232960585
"27267",33,102046,564,12.6997211222902,13.4238787113076
"29031",100,292112,849,23.1516987499041,23.4047856430708
"20289",80,155387,1376.91,12.881415201762,14.1339963744638
"29289",95,347435,1138,9.48373749037721,10.0312740569669
"6782",48,67490,414.75,16.2890617199369,17.5632767988399
"26213",31,69262,647.39,11.880444116397,13.1316692207592
"20726",27,56201,456.53,18.3329876824541,19.6072810543589
"21946",20,34030,228.22,17.6271515493803,18.8858713637106
"22968",87,158875,1031.63,15.5397349593021,16.7898329611787
"21614",35,52563,277,11.8821127822633,12.7560759369863
"20311",74,153527,1237,9.44271324641372,10.5221547292539
"19594",39,53434,417.09,16.4818821351044,17.7388629761596
"19838",36,95590,819.78,19.8789524899882,21.1544978619546
"19234",29,33106,281.04,10.587709825897,11.8480105329999
"17906",46,58094,369.8,22.0748670394109,23.3356061639165
"19281",78,86300,603.22,17.0567678534131,18.3192198171598
"34063",4,2662,20,108.750574184658,109.89894350023
"26904",15,64915,364,12.0624540369814,13.1289425649049
"20156",45,106917,592,13.4509619369385,14.2826036566949
"20537",71,133749,1097.29,10.0624395754779,11.3135913399851
"21919",59,71993,509.32,12.6586278126444,13.9159001054557
"20663",24,51230,418.4,11.9574605916649,13.2122891624079
"10973",22,49769,392.26,14.9461301951346,16.1961875576812
"10570",61,148282,1432.13,11.4323995215083,12.6826043418151
"5243",343,750582,6780.48,11.0964349666671,12.3478346633405
"4624",17,44861,216,15.5422142344249,16.4599611657086
"27501",77,149137,900,8.35062950460724,9.20593467749293
"22989",106,267157,1106,15.8676869450978,16.6000519144788
"18609",114,181510,1400,9.0961754919957,10.0593889923961
"26498",124,471572,3743.5,13.3121461952696,14.565264765024
"20639",132,225290,1443,16.6530901312985,17.6832885819315
"10892",12,14957,78,14.9787398531117,15.9209509083881
"16749",34,87834,477.36,19.2327864697454,20.5036838879621
"19862",47,134239,603,17.0492882188326,17.8830179079054
"24678",21,32807,252.58,12.4224035781306,13.6809878925166
"20473",182,331016,2766.6,10.5831333692453,11.8376019544789
"21567",18,20614,112,19.6607635933315,20.823385305292
"23886",74,117225,724.05,17.630267751989,18.887055717513
"20504",50,103396,980.07,10.3634126342485,11.6145668373094
"27006",62,181938,1321,9.65763383156753,10.7175984619681
"21663",51,79672,415,10.4951065054692,11.2914987526386
"21224",64,115287,727,12.2050299737616,13.0852935442899
"9771",97,240900,2371.93,12.4491574121811,13.700419327545
"33994",11,23017,187,27.9019718612972,28.908078444032
"15001",140,400618,2463,13.8152876746944,14.8595428087368
"31581",6,19116,0,35.7630979498861,35.7630979498861
"10647",9,23510,181.18,24.5284403873028,25.7831165107843
"428",39,50971,271.03,36.5537666425127,37.8216406344656
"2328",17,29534,148,37.1800136892539,38.1930184804928
"26365",827,11431418,98564.67,12.7332829396095,14.024234852309
"27471",100,211661,2517.99,15.2714136317028,16.5490156919889
"29140",104,211502,1412,9.70836565294532,10.9449808757055
"29242",14,52638,127,27.4572881798026,28.0093900795548
"28574",634,1312546,9231,12.9695574142427,14.2199045071281
"31346",5,19517,50,61.1567419575633,62.0123203285421
"30182",68,120631,565,14.785017351115,15.6642442539021
"27930",475,1584516,3497,12.1512708580081,12.5203715818951
"32328",16,67653,561,9.55170598869539,10.8354882262752
"22461",51,75875,542,11.4038205401602,12.376726369338
"18362",42,66062,544,13.6402886438685,14.8205522071363
"31758",18,31449,91,14.8355910962583,15.3786477293072
"25711",34,63003,359,12.3518364582371,13.4570979957514
"26306",116,22129,235.78,61.5363168026869,62.7908808126944
"23348",33,66685,341,10.4176250658682,11.1306740717817
"8843",51,83486,391,16.7601444423712,17.4754049179188
"25046",23,28234,248.07,11.4382237182885,12.6943016987205
"22675",127,277219,2424.29,4.59917101535258,5.90813136999089
"239",5,12122,114.32,10.1840401542155,11.4440395810877
"1439",21,44461,431,9.43396226415094,10.6616306626561
"14993",8,18714,187.87,15.3597558418005,16.6105739302266
"4488",10,21763,175,10.8325347018271,11.9145515812904
"25192",191,198066,2214.07,17.8550522205571,19.1401968995327
"26764",13,57744,521.97,32.7232534845399,33.9931833448615
"30950",3,6554,18,26.7993874425727,27.0444104134763
"16730",61,123490,733,17.5926003878286,18.6211038241245
"26398",17,34860,298.09,14.3551973493449,15.6060423589521
"26248",51,118378,750,10.6581095003652,11.4285009927778
"25621",26,44974,410.07,11.9167569427962,13.1791450904408
"10882",55,141708,598,10.4982204564201,11.1171021434212
"32972",57,138199,561,10.809341369557,11.4027497762819
"24472",40,66342,456,13.239805327408,14.2653448601578
"22373",63,156105,1059.96,15.7086074001162,16.9608068059842
"20241",145,225359,836,12.1694984801768,12.777718766506
"19300",94,233922,1467,9.83315595834923,10.6514235736932
"22695",48,110312,898.84,13.3881698738467,14.6461484029506
"24179",47,72972,228,13.9439197049196,14.4471987444512
"18806",24,29971,274.75,17.206063088898,18.4636757075931
"33993",9,22685,122,8.89075478416138,9.53909434403448
"33812",11,26498,212,20.5783507906161,21.733091491413
"6837",115,302481,2120.26,17.9837953103786,19.2373399827694
"894",540,1408231,12995.05,11.4912763582539,12.7566108115427
"3619",2133,6185896,154075.22,9.57813443715307,12.0451817612194
"13085",150,330915,1626,14.305163760738,15.0462883831678
"13595",64,106105,841.27,12.559987694142,13.8175859859119
"24525",23,43367,211,16.9362050976301,17.9190266805783
"15872",291,543066,3851,11.4109306049036,12.5295410763293
"24481",18,29893,240.03,12.6143484696831,13.8649978142424
"24334",19,39155,282.96,21.6196289079767,22.8703936178113
"27528",37,62105,451,9.26517286503531,10.2723054179712
"28268",134,431992,2512,14.1499849757466,15.3481095673492
"23001",34,45740,260.96,12.9265299032765,14.1786855244937
"20393",156,284711,2513.64,11.9394106796125,13.1967478223793
"24655",77,125893,1213.2,11.1055439908676,12.3588691973533
"29899",10,39090,0,35.6329417405898,35.6329417405898
"30617",38,146497,849,16.756040158489,18.0206750677749
"9104",8,28083,184.94,24.6122719635711,25.8662095880733
"18246",230,1248450,4112,31.4203932876428,32.1158131059238
"31980",13,26546,218,10.5295007564297,11.7287855865768
"30385",8,34022,74,14.5871698113208,15.0339622641509
"32633",2931,19447658,86499,9.73155685862839,10.5175958451589
"32526",750,3310658,7456,11.3082488873581,11.8098122366389
"29597",20,103164,542,40.5669305879366,41.81805590822
"29878",28,68887,360,16.7262821923839,17.6755447941889
"17784",166,211140,1041,14.3078708782696,15.1796586209842
"8733",40,78673,513,15.3855902667765,16.46917178886
"15432",9,17274,134.44,19.7383061522552,20.9953492025201
"1117",32,73283,643.09,17.4349074195414,18.6983979100116
"228",54,153248,1432.42,11.2432824928503,12.4958180900201
"9645",38,42176,238.03,16.0441619502968,17.2962904319457
"20292",21,17927,82.1,17.5904312935756,18.8429676415397
"5617",15,21889,113.56,35.4936756317673,36.7607808831799
"22569",24,40325,87.99,40.5434930814862,41.9889638903354
"20006",10,13361,81.82,38.3262858791111,39.5816328409321
"16701",290,692771,2723.2,33.9476689734421,35.2197197769987
"14542",5,11233,72.72,32.2923437225954,33.5427693006077
"26944",22,48245,367,10.6642772529842,11.7789994836437
"15444",77,147359,1217.18,12.9501023032336,14.2035898198499
"19115",45,67553,485,13.7532865441265,14.899000040159
"10204",8,13228,104.75,12.6622963147139,13.9327709688961
"22263",7,9971,92.68,12.7832765942417,14.042313868157
"20712",16,27652,269,10.5763391601694,11.6726918515318
"22554",27,56338,572,9.9998296814191,11.217607534894
"21131",24,45652,358.95,9.8837056906449,11.1382163545972
"13150",167,349422,3143,13.7390567326209,14.8892846190049
"13099",44,104359,331,17.8370769904073,18.6201104763257
"10120",12,32762,196.46,34.5342673884132,35.7916065602308
"4858",146,325644,2613.38,13.3478939637771,14.6207217798413
"6770",28,64863,431.89,21.5466075889712,22.8203229395872
"30713",3,6658,0,38.8416578108395,38.8416578108395
"25057",38,57314,349.97,14.305877001946,15.5979099759772
"19355",30,89784,611,11.2886803957092,12.1799303920625
"8205",23,39204,241,9.10456136253799,9.88624974457278
"5174",18,40398,278,9.18341406923044,10.1649554422585
"1804",90,182400,662,18.8480551016791,19.70449085412
"29668",27,63967,276,18.0665770859215,18.7663210202064
"1424",71,151753,1404.19,12.7337081952342,13.9901586000312
"28705",98,297005,2003,9.98614858499076,10.9899251502407
"23671",60,52662,419.46,20.3227299623967,21.573767871118
"28254",376,1253069,8497,9.18736424478974,10.1256994895246
"26478",6,20156,113.68,17.2028136354467,18.4628753970946
"5417",26,40882,399.8,11.4935638566381,12.7549217566885
"28949",6,35278,43,18.1438127090301,18.3835005574136
"19157",133,244396,1553,10.6346348937114,11.5318311121998
"2782",4143,9242172,87944,9.48654510381457,10.5702386435031
"27083",1338,6546818,49863.64,9.73238343632935,10.9897666063732
"33766",86,311152,2475.75,18.5829827218134,19.8421326335089
"33431",219,1096605,8912.85,13.8744294108144,15.1303015715011
"26800",18,61517,357.13,19.8433504609949,21.0958523609834
"29688",43,127052,653,15.1411888580454,16.3013305255097
"15954",162,344950,2666,13.0996024164816,14.351028225144
"33784",49,128882,655.06,22.2976523280401,23.5621575772831
"15354",20,37806,306.03,21.7853493423202,23.0397181963616
"22381",14,25487,124.81,21.0857981125198,22.3389973803406
"33467",11,22653,167,20.4008937534406,21.4824649460834
"18903",45,117336,924,12.0884213778624,13.1698137055945
"28454",85,230089,1873,14.5739025837634,15.6447059549931
"32113",42,176964,1128,11.6281904930787,12.8783428831085
"11681",4,9811,51,13.2005986513529,14.0582171624599
"29979",531,1690416,12883,10.3672646683268,11.6259546092768
"22959",7,13634,72,26.1159355272855,27.2695228634601
"9923",44,62629,425,11.6778637376877,12.7705744573084
"33991",13,23216,136,38.7986584768436,39.8236424614689
"25244",41,87880,793.76,10.5753596333622,11.8301126173051
"10858",11,36466,140,50.8404424107245,51.9135106961914
"16782",43,67605,450,16.7912873412504,18.0361109497451
"18483",6,11136,77.72,22.446250988123,23.7103978191353
"23284",239,1096619,7410.27,13.061672515484,14.3204905671333
"34067",7,4639,0,383.186705767351,383.186705767351
"16410",19,31640,182,15.5867990271887,16.7546859859982
"22015",34,71594,497.05,13.0938099581074,14.3478134724961
"17751",92,234491,1133,18.0705905719635,18.7403314655858
"32018",21,35073,185,11.825280624695,12.7281600780869
"33134",21,70213,681.04,8.52489091885215,9.77533065854094
"11682",22,50596,148,44.4004033239456,45.4295747713918
"10989",33,64814,450,21.6111646996267,22.813566296416
"30079",6,21555,90,39.0512504463823,40.0880093077907
"23339",152,131330,1248.37,15.1583470492442,16.4083949885932
"9619",25,28122,216,13.9302651967715,15.057207999207
"6051",52,106905,735,23.4715576385694,24.6747655381613
"16068",952,3997442,23685.25,14.0145144141741,15.2846550266672
"17453",16,48025,159,19.6710199087096,20.3708838974061
"22288",90,690777,3319.78,17.1286365653067,18.407642055686
"33655",NA,197050,0,NA,NA
"21001",57,93702,595,17.9285729615328,18.9108474469943
"26987",24,100795,956.35,9.40217252429659,10.655380565218
"14203",16,22982,142.98,18.7888106094911,20.0435626603762
"18625",33,86182,214.56,26.9153473271997,28.1754295708227
"31813",3,5690,19.16,36.2453285271277,37.5149089559755
"12612",215,556223,4093.45,19.9599628406771,21.2362661646406
"28507",13,47208,83,24.4406541587238,24.857028193037
"32569",50,174066,597,11.3691749711108,12.0522178872579
