"","numemp","asset","RWAJT","RBCT2"
"15448",7,18258,13274,166
"22039",18,44079,36331,457
"16419",40,76819,51304,598
"30367",28,141964,91564,704
"4788",6,18070,9176,115
"31826",52,114591,73473,905
"57298",15,26225,16211,147
"35048",32,148455,113159,995
"35456",13,72328,45994,425
"11706",17,39655,26754,199
"161",55,182966,153687,1560
"27552",50,217894,147098,1488
"34393",10,80130,64575,691
"1149",19,56603,46059,578
"1673",416,211650,310855,4246
"6646",34,80662,50360,254
"26744",73,207856,150090,1632
"3564",86,210305,138878,908
"26977",59,77648,45685,433
"35517",28,53979,48632,413
"57157",8,24253,13622,98
"35086",31,35283,35761,216
"9087",1115,3409043,2942941,37924
"27789",84,341145,227718,2856
"22543",6,21541,13388,163
"8426",109,256843,164310,1884
"31249",42,93939,62280,632
"8841",16,51736,34778,340
"9751",45,101622,79412,928
"91005",58,212319,137133,1786
"27831",73,207697,112183,1411
"35018",181,33173,7774,0
"34799",156,325351,236431,1331
"32257",164,243098,135737,881
"30332",16,35031,17470,77
"30619",12,55966,33504,421
"19795",51,165217,125895,1465
"27942",97,494461,305683,1419
"22051",273,849297,410656,5179
"25002",29,93437,55011,690
"32266",63,643357,353411,3815
"35559",14,28639,21542,270
"35189",142,128002,93866,1174
"14936",25,72573,57574,543
"30400",50,162297,122345,1178
"18489",143,264080,214571,2695
"26568",36,141321,93340,815
"14311",12,55401,45211,461
"32304",6,26218,13912,101
"7506",182,616232,335940,3688
"22658",53,180484,155120,2189
"9812",6,25367,20221,123
"5682",20,75509,50130,564
"28380",88,222258,139184,1765
"26973",117,534308,441209,4516
"33914",1,94978,20781,0
"8251",19,61886,44951,415
"8822",10,25405,15502,160
"31372",26,40486,23564,931
"11687",246,621492,409715,3939
"29472",70,205702,134221,979
"33535",561,876528,807502,14885
"18664",2,284957,222403,802
"35408",24,47518,34764,435
"57072",21,62050,57505,620
"27642",254,1039340,616807,4434
"34939",32,80023,68229,621
"57103",21,84933,53580,568
"25332",0,4646,1312,0
"31217",71,170867,129329,1217
"34885",9,47173,25591,297
"27197",86,593248,360568,4400
"35267",29,777218,316147,1013
"19600",69,82836,35391,410
"15696",32,78104,43085,539
"35224",18,33068,20526,235
"34676",30,106414,81467,3522
"35314",10,37292,23015,220
"10361",105,203298,143804,950
"29087",45,157745,81260,410
"29849",65,140383,93760,999
"35029",28,91922,66475,630
"17230",125,399782,291098,2394
"34947",33,90666,72873,883
"34106",33,63304,49639,625
"9831",62,178639,86816,465
"17622",46,144181,94649,1190
"3931",240,460106,366973,7095
"4061",8,28743,22297,279
"29561",26,50804,30858,385
"13080",48,147092,60393,756
"2773",249,684368,516294,6493
"20093",29,40383,22810,190
"34388",53,115957,77865,681
"6058",98,254326,145389,2317
"35078",13,51303,41825,525
"34987",11,51727,41595,397
"35265",13,36964,24169,303
"1078",458,1869975,1414208,15620
"8583",26,67538,45854,531
"15062",22,45766,19537,249
"4822",5637,16786105,14632929,492311
"23834",1,50895,23331,160
"11569",164,375107,232812,2135
"23124",42,157598,136502,4214
"34664",33,167980,93931,675
"34930",11,37396,30223,379
"34566",22,62915,43987,422
"1932",84,314507,274530,2963
