"","numemp","asset","RWAJT","RBCT2"
"15448",9,20328,14569.7,173
"22039",18,43778,36138.16,453.06
"23309",84,177982,127756.08,1610.58
"16419",39,69049,47069.2,564
"4788",7,16256,8167.22,102.62
"31826",47,93117,54082,533
"33619",132,420343,338022.4,3067
"35048",22,62327,43680.9,168
"11706",17,33279,22434.6,108
"27552",54,146802,96217.6,942
"34393",8,52580,36420.7,377
"1673",259,102968,101669.15,1294.05
"19713",58,121438,91751.2,1097
"6646",30,64014,41013.9,251
"26744",66,175633,120303.4,1254
"26977",49,63419,35929.8,375
"19593",15,25048,21788.4,213
"9087",913,2783165,2307516.49,28999.69
"27789",84,316705,202205.48,2541.98
"22536",26,76688,43162.7,412
"22543",6,19489,12886.8,134
"8426",106,215164,145591.8,1971.9
"31249",45,82159,49656,486
"8841",11,37823,21615.63,274.33
"9751",35,81168,60553.02,757.52
"27831",54,199542,91744,1158
"35018",1,5786,705,0
"34799",8,2491,985,0
"32257",111,178313,93389,821
"30332",15,36051,21632.3,94
"30619",15,47780,26434,331
"19795",47,134725,113262.78,1424.68
"27942",88,407981,234108.8,1346
"22051",238,695301,373907.6,4093.4
"25002",30,89241,63833.3,650
"27093",22,157830,141031.1,1330
"32266",55,723393,348830,2840
"35189",52,17996,9967.9,63
"14936",18,61486,43860,462
"18489",114,242892,191761.18,2405.18
"26568",38,119741,74542.1,630
"14311",12,49211,39802.2,408
"32304",7,24257,11798,70
"7506",159,500824,280909.6,3369
"22658",52,141802,117246.7,1137
"9812",6,21933,14740,134
"5682",20,69898,39872.8,435
"28380",77,165744,113142.7,1144
"26973",51,139962,112338.9,1017
"10922",14,20097,14203.6,137
"33914",8,90260,21518,0
"8251",17,56696,40435.9,321
"8822",10,26065,16718.2,191
"31372",21,38882,18719,731
"11687",219,476198,241890.4,2679
"29472",54,144690,97728,607
"33535",143,601010,1077463.04,13504.04
"18664",1132,2348606,2875762,13050
"34939",18,36839,24478.7,193
"25332",21,18294,6661,0
"31217",58,123708,80489,1129
"91005",43,203192,140451.05,1786.05
"34885",7,22915,12223,123
"27197",48,290040,218842.8,2691
"19600",23,67007,21494.64,269.54
"15696",32,72162,45156.38,565.18
"34676",14,22758,16518.53,206.93
"10361",76,134212,95663.8,775
"29087",43,156590,77336,469
"29849",64,120110,72532,570
