"","cert","rbc1rwaj","rbcrwaj"
"1",57899,10.4141479897083,11.6711615363154
"2",22039,20.0449068392279,21.2108111123508
"3",16419,19.6154830636216,20.8682915730497
"4",30367,15.0559694060471,15.8294493354048
"5",57298,12.7710517677499,13.7036822491263
"6",3881,13.5745551555337,14.8320339817141
"7",32487,18.1263815839622,19.3764768656148
"8",58485,13.9878372991929,15.2446984739943
"9",57657,12.984734423321,14.2422039599325
"10",35456,12.4988883948422,13.7547551998419
"11",11706,12.2196291974588,13.0753273693764
"12",27552,12.3423196267703,13.3670689778304
"13",58321,11.10185127275,12.1711801863781
"14",34393,24.2387447764724,25.493968304029
"15",57611,27.6032775691362,28.839194264254
"16",1673,22.497595977462,23.8098640230786
"17",58548,13.9145417808134,15.1653010375476
"18",6646,16.5939653925869,17.8459536318504
"19",3564,15.0568723554484,16.1804041622215
"20",26977,16.3713755100381,17.6225785899226
"21",57633,15.1157029610632,16.3694917230124
"22",9087,13.7423888911568,15.0298530272247
"23",57626,12.1885860501827,13.4393339528726
"24",22543,24.6801825390888,25.4956235505349
"25",8426,14.4320486181305,15.8019344713966
"26",57869,11.0133895522868,11.7375840870321
"27",35408,13.2194083802859,14.0988265075364
"28",31249,11.3673998168748,12.4612807075646
"29",9751,18.5172023641763,19.1780933825121
"30",29132,16.1819090639128,16.9311330029272
"31",91005,31.4233817701453,32.4958284085379
"32",27831,29.3670319838962,30.5809153941563
"33",35029,12.2356203249936,13.487662281833
"34",32257,28.0221916497189,28.3257566694581
"35",30332,28.5248717327637,29.7756149120296
"36",30619,18.6283489809938,19.8849324479047
"37",19795,13.1363048959644,14.3907089908782
"38",11694,14.1213797657442,15.3824473246605
"39",26549,12.599878597178,13.6404742142884
"40",19600,47.7979715965521,49.0644550931195
"41",4061,12.1933193014027,13.4529796429891
"42",58727,10.8517813806697,12.1045015893994
"43",35189,10.6576304973183,11.9132616558196
"44",58562,18.4774610107532,19.7284401927505
"45",14936,10.4518599304831,11.4122290135032
"46",7506,13.0383255062162,14.3015636623769
"47",18489,13.7615307378694,14.9973479058242
"48",90140,17.6702623094376,18.9567328742586
"49",14311,11.2569464393617,12.0989390892611
"50",32304,24.89793393542,25.8010639614005
"51",58697,16.3413295703982,17.5995609909062
"52",9812,26.2063799238404,26.8337599101067
"53",28380,13.6517778430796,14.5562738759918
"54",27015,14.0603266090298,14.784758245277
"55",8251,13.4934173118138,14.6568691772733
"56",8822,13.0242906120067,13.8668028302575
"57",18152,19.5290819099934,20.6563099018682
"58",57072,3.36952142879278,4.63748205228853
"59",10375,14.2385255472917,15.4924836154388
"60",34885,13.9062129475931,15.1594735594024
"61",57264,5.30519442663091,6.55772257824377
"62",35267,471.107892831282,471.107892831282
"63",3304,10.3974148489824,11.649336773252
"64",35314,19.3248919461862,20.6032750958787
"65",13947,17.413713397661,18.6668240431999
"66",57845,10.6762839686571,11.9354901980014
"67",29849,10.8786423023392,12.1305317349856
"68",17230,24.5379780773403,25.7884301230811
"69",34106,16.039402173913,17.2984601449275
"70",9831,20.4263402544958,21.6359187575874
"71",17622,15.9814712435711,17.242130304401
"72",3931,12.8258304463106,14.0623376193397
"73",13080,29.8067614863355,31.0633703179686
"74",20093,12.6841208094759,13.8150705887495
"75",6058,12.6682676890406,13.9192742665346
