"","numemp","asset","RWAJT","RBCT2"
"57899",15,76350,62402,786
"22039",22,147633,75590,739
"16419",43,117698,67197,841
"30367",39,245279,159156,1937
"4788",7,24290,17283,216
"57298",48,210036,136369,1613
"32487",15,49627,26409,330
"58485",58,302689,230741,2887
"57657",52,474343,307899,3864
"35456",46,280757,176826,2222
"58358",5,23297,17071,226
"58773",25,59415,31396,393
"11706",17,64170,47552,426
"27552",142,796158,595718,6693
"58321",71,661829,520200,5903
"34393",11,110934,83967,1061
"57611",5,51639,35473,446
"1673",407,614947,364371,5511
"58548",21,93699,62721,787
"6646",56,118770,81325,1028
"3564",87,292220,200405,2072
"26977",54,144949,70073,880
"57157",13,50208,39763,510
"57633",120,341201,284062,3562
"9087",1192,4476210,3504309,44750
"57626",39,178765,153057,1915
"22543",5,28174,13253,121
"8426",159,802755,431711,6693
"57869",30,140258,103474,970
"35408",293,1537803,795687,9174
"31249",38,140253,96609,1163
"9751",48,346850,267492,3027
"29132",167,700808,441453,5534
"91005",29,176042,127218,1574
"27831",47,226969,104483,1309
"35029",48,126370,96268,1212
"32257",113,272015,157491,1919
"30332",18,47288,37036,464
"30619",15,73008,36948,466
"19795",71,318192,225330,2826
"11694",90,335532,258155,3252
"26549",24,107953,65509,757
"32266",78,911075,539567,6735
"19600",253,291514,133245,1780
"4061",18,71567,51998,655
"58727",35,168458,127267,1595
"35189",301,847703,663613,8352
"58562",25,120543,76371,937
"14936",41,153980,120504,1071
"7506",254,1047792,669132,8485
"18489",149,532048,466319,5836
"90140",90,399661,243645,2295
"14311",16,143319,100625,850
"32304",6,26012,12541,149
"58697",12,65720,38282,484
"9812",8,43835,28973,192
"28380",158,604087,295264,3194
"27015",241,627586,528316,3308
"8251",29,121139,87950,1103
"8822",10,37139,23244,204
"31372",21,61278,37568,474
"18152",31,54177,36125,434
"57072",49,273088,222518,2844
"29864",210,753317,572717,7249
"10375",28,125821,95052,1192
"34885",263,309643,236128,2956
"57264",23,264862,211163,2652
"57478",37,170772,85452,1072
"35267",34,969600,331421,2460
"3304",91,346287,257968,3241
"35314",9,35404,27168,269
"13947",35,183394,103128,1292
"57845",96,282640,207191,2615
"29849",66,179072,137929,1726
"17230",92,531141,325554,4104
"34106",34,128184,82372,1054
"9831",59,241387,143872,1634
"17622",45,183755,121249,1521
"3931",487,1212062,911278,12437
"13080",35,148522,62325,782
"20093",49,126497,93664,1024
"6058",98,406310,238629,2999
"58629",107,768628,561103,6811
"15062",20,55868,31007,390
"11569",181,567250,308222,3898
"10973",159,589231,483083,6145
"12511",45,148879,99524,1247
"197",68,291492,178012,2247
"34930",22,83129,49853,627
"34566",42,152987,148137,1849
"57733",42,192275,144745,1834
"15657",55,201304,125057,1584
"34664",52,520997,290080,3541
"7237",340,1441688,876086,8560
"57424",14,59900,43675,547
"35173",31,160151,97575,1235
"1946",48,116784,95746,1201
"91",58,162153,124364,1597
"55130",33,131500,88864,1118
"4051",9,42135,19524,245
"57803",997,92765825,81322901,827519
"58424",132,863704,626493,7860
"15699",24,83562,56508,714
"15426",12,27617,22198,243
"59060",106,749860,272783,3599
"23091",493,2353747,1652809,20982
"18545",325,1103284,685614,8773
"35377",15,237637,146498,1877
"19590",56,151507,100281,1256
"58275",37,222070,170834,1556
"1149",34,150883,126102,1424
"8276",16,59949,32431,365
"27711",48,210746,131856,765
"10173",9,47162,29872,240
"9465",39,226348,145674,1826
"622",440,3849980,2421149,30601
"903",182,825343,408373,5160
"14531",652,3247970,2815405,33083
"34302",38,117799,61015,735
"28701",52,309038,159526,1998
"6423",245,2219376,2129375,27031
"24107",1641,12418414,10011870,126346
"27267",38,291298,224058,2211
"29031",153,444985,309262,3928
"20726",20,136539,94236,1192
"8893",9,29680,18675,239
"19838",54,240433,140306,1787
"20311",68,314820,268780,17757
"34422",52,515478,382031,4526
"32328",272,444460,209864,2639
"1117",89,379825,287153,3595
"19234",46,107434,69000,831
"17906",45,151414,83593,1050
"35568",61,240655,177404,2230
"31980",37,148110,101924,1280
"6183",34,130480,92986,1164
"20537",46,186620,103540,717
"34955",182,401480,256375,3245
"22559",271,950754,596032,5685
"4624",29,97989,61633,813
"34232",23,53431,37562,482
"18609",159,671795,451063,5645
"15423",39,120903,84705,925
"34606",48,141407,119117,672
"20843",170,381937,234536,3121
"20473",488,1951961,1380997,17338
"5216",189,597525,426832,5489
"5800",37,239683,208223,2611
"21567",12,51053,20372,180
"23886",89,370282,242286,3036
"20241",236,1096807,648186,8152
"34788",99,1272610,501605,6319
"27006",316,2269594,1696622,36844
"21663",52,225857,184412,2197
"35033",26,155486,130772,1668
"35412",61,503937,344179,4336
"57444",27,144543,105294,1330
"57359",24,173451,134520,1074
"58514",7,72384,59333,609
"34090",49,267969,206999,2680
"57709",42,193249,153208,1958
"428",29,67224,44337,549
"10647",9,40774,29841,374
"2328",15,47779,25499,337
"35328",332,36598798,37890286,875509
"27471",141,33741540,30271809,379187
"29140",117,454829,312607,3384
"30182",100,306502,193802,1800
"34656",196,881711,745019,8567
"57113",79,377221,265230,3320
"313",111,400995,238823,3046
"35223",33,103753,78379,1027
"57025",20,68709,53094,664
"4190",238,791767,327235,4113
"8843",48,207006,150184,1892
"1439",18,111327,85172,1068
"57695",8,94474,43033,536
"30950",3,6097,3027,38
"34334",19,81995,55242,710
"21272",134,507414,325833,4098
"58309",176,959932,917635,9305
"24472",102,306610,185676,2249
"19300",467,2021780,1413388,17669
"26398",36,223080,158319,1980
"22373",144,433256,294995,3713
"33812",25,248938,206574,2582
"6837",318,1304795,894520,11194
"26499",61,267305,205070,2587
"57169",30,86289,66530,837
"58469",37,293604,238353,2992
"58584",25,112989,86491,856
"24655",114,584767,323319,4068
"58281",26,162365,131013,1655
"29899",11,39231,24605,308
"9104",7,53655,34059,309
"32526",1160,4952898,3840531,39810
"29597",51,241269,145794,1837
"29878",35,178050,113897,1434
"33121",87,451966,285835,3596
"15432",7,28629,12406,148
"26944",34,141272,98353,1084
"228",87,575928,510479,6249
"9967",71,241418,181518,1014
"57144",54,284833,186200,2231
"15444",79,473293,253950,3184
"10204",7,23889,12149,154
"22263",7,24357,14814,185
"22554",22,153711,80297,22
"13150",264,865032,676214,8484
"10120",6,33435,27738,308
"58076",12,56782,39480,495
"57689",35,128307,91858,1165
"30713",3,6797,2167,0
"8205",38,123707,83959,1069
"22441",741,2518947,1747892,6756
"58360",18,108381,65209,832
"2838",39,149650,109153,1375
"58303",72,4911811,2321102,0
"20504",872,2957928,1735964,21751
"7542",285,973313,741325,9319
"15510",64,190042,126755,1595
"11763",94,393709,315009,3971
"5417",57,230086,180982,2273
"57295",115,187820,114675,611
"26658",13,24554,16302,204
"28949",11,100048,46818,464
"15354",29,67150,49509,544
"22381",25,78607,50759,638
"19220",481,1953261,966916,12100
"28454",144,466442,307055,3778
"8868",276,1371843,1066205,13385
"57931",19,110452,83367,1074
"4208",48,171408,108085,1134
"11681",3,14730,6762,85
"29979",730,2666459,1592099,20799
"22959",13,49651,25364,319
"9923",187,442110,334623,4221
"10858",10,84732,44011,447
"18483",7,20616,11133,76
"16410",19,69819,56486,602
"22015",93,278103,194845,2460
"17751",152,735657,608008,7111
"32018",21,54678,24552,175
"58889",29,187432,113409,1084
"11682",20,71867,36058,340
"10989",33,127207,120324,1017
"30079",9,59167,33636,427
"29679",35,116503,58864,733
"33316",133,299793,151411,1908
"35599",52,223596,196735,1750
"6051",46,149844,68482,554
"16068",601,9033872,3026530,11708
"17453",57,273884,175335,1832
