"","numemp","asset","RBCT2","rbc1rwaj","rbcrwaj"
"15448",9,18486,114,11.202605112065,12.0907114978615
"23309",68,124365,1169.47,9.4031714352356,10.6642639694518
"16419",34,58590,481,12.125807197069,13.3747393730412
"4788",7,14230,67.51,36.2380683533999,37.5043375017116
"31826",37,71268,410,12.0453249361533,13.061912672634
"23406",209,1109667,8473.69,12.4791002617158,13.7306866064831
"33619",70,206945,1786,9.57743652930626,10.7259829364332
"11706",19,25393,146,15.1945694214224,16.1549188307417
"27552",34,80934,490,11.2307054378106,12.1846048423049
"1673",117,52619,506.42,9.55260775588947,10.8310516300273
"19713",29,43370,394.01,14.9848894943904,16.2379022935595
"6646",31,57712,257,21.8554792935914,22.5161306907277
"26977",30,42437,288,16.8081514676771,17.9740348064755
"28738",78,301020,1860,15.0347348747546,16.1279136741387
"20662",11,22496,130,12.9429771202072,13.963345237628
"19593",17,20727,192.3,13.5197649189791,14.7727050606272
"9087",796,2034659,23596.75,10.5193626278361,12.0267212277875
"22536",29,61220,335,13.3064372378225,14.301671994391
"22543",6,17295,102,14.5446542893726,15.564980793854
"27789",72,247833,2019.95,13.6597162273182,14.917382656662
"8426",85,161048,2258,12.7991935591648,14.954666340832
"31249",40,74240,310,10.1978595008305,10.8496814483063
"27136",285,569572,5513.64,10.1264709781637,11.3850358958664
"8841",24,83555,416,12.0373117960495,12.8040430327907
"27831",59,187396,826,13.2075471698113,13.998659132267
"32257",99,133891,660,16.0692551641382,17.2006514099597
"30332",12,32434,126,24.0987979666841,24.9126410499868
"30619",14,41834,266,14.3534404912407,15.5544518692433
"19795",38,107632,1183.25,10.9220966802687,12.1829328653348
"22051",163,492028,1945,12.2962890448635,13.1169980868407
"27942",55,277102,1244,15.582882926956,16.3342145172483
"25002",29,55995,376,16.7157295516386,17.7628995468762
"32266",49,537676,1617,9.35054682239302,9.97631597278659
"21109",58,80373,680,9.44652293952265,10.5217883561406
"14936",17,50227,309,17.2487730499833,18.3004444928493
"23064",7,12395,55,20.5251017439725,21.3331766157824
"18489",92,172867,1605.93,10.7772511247435,12.034150972148
"26568",32,97818,612,19.2887023559295,20.3362385917827
"14311",12,39723,307,12.3922251427232,13.4201670824195
"32304",6,21296,15,27.8399179066188,27.9938429964084
"7506",166,462151,3168,17.7508111044015,18.9237330462242
"22658",45,113631,1062.96,9.19680167696975,10.4469081105441
"9812",6,18893,84,39.8883969828459,40.6277229639931
"26202",23,34829,251.24,13.4317832746658,14.6830258515761
"5682",20,56002,486,11.7762965471591,13.0231985345053
"28380",62,127151,1031.97,8.49762169630712,9.74859040699729
"26973",28,45700,322.78,13.3740450435355,14.6260387381852
"10922",13,14693,100,14.2503635850572,15.3356921140029
"33914",30,86348,339,42.457934919576,43.7143280705656
"8251",19,43294,250,13.4985740678976,14.4354545556751
"8822",10,22989,154,17.484370752922,18.530850774667
"13435",135,160145,1335,8.87770881799571,10.0800768074473
"33104",108,305811,1664,20.9370534707077,22.1288726064239
"31372",23,35465,220,32.6491048010035,33.9035237769415
"29472",35,103748,345,18.5229870459741,19.0706756413513
"33535",101,211805,2607.69,11.9131883430719,13.1842972673905
"33979",836,1809167,81370.2,19.6391647720977,27.2355081924453
"18664",1494,2712945,92560.01,10.0252435483112,12.748014400597
"28923",263,1009445,5796,13.0827740870101,14.30671053354
"25332",70,212439,1972,9.53141444006749,10.7831425484727
"91005",14,240804,2081.24,13.08022670019,14.3580061424573
"27197",12,20258,114.07,22.0037509897833,23.2599911676635
"19600",35,59076,316.43,21.2500790612732,22.5088140888581
"15696",33,46704,387.4,14.0489227760981,15.298934876112
"10361",75,106883,608,12.096268869268,12.9621190544005
