"","numemp","asset","RBCT2"
"15448",7,12678,91
"16419",34,47770,376.6
"4788",7,13911,62.47
"23406",158,818477,5036.99
"33619",31,69898,553
"27552",30,62106,346
"1673",52,32368,298.47
"19713",19,18239,96.45
"6646",27,59119,233
"26977",25,35386,217
"21170",43,48513,319
"28738",71,177016,1162
"20662",9,18833,114
"19593",11,24397,172.27
"9087",703,1485131,17846.25
"14181",12,45267,245.94
"22536",29,49641,217
"22543",6,13598,83
"27789",66,208667,1643.61
"27136",157,274119,2582.39
"21442",34,144545,1261.69
"8841",27,64430,574
"27831",60,143340,275
"32257",113,85797,697
"30332",10,29021,109.47
"30619",14,39313,236
"19795",35,87482,861.13
"22051",133,418952,2768.11
"27942",53,216664,1288
"25002",29,54940,278
"32266",48,366888,1053
"26668",16,22520,174.1
"21109",45,59040,462.23
"14936",15,37339,288.92
"23064",6,9843,60
"18489",87,157357,1516.51
"26568",30,85682,638.29
"14311",9,31622,268
"32304",6,20326,10
"7506",142,471452,2870.65
"22658",37,79521,853.3
"9812",6,16279,84
"26202",17,28762,138.59
"5682",20,43163,377.02
"9531",11,27179,193.06
"28380",58,88596,736
"26973",30,31620,212.53
"10922",9,13034,97.62
"33914",7,6448,0
"8251",12,37723,197
"8822",11,19880,135
"13435",70,124391,900.86
"33104",130,339993,609
"31372",26,35106,108
"29472",29,80144,212
"28923",205,735316,4173
"25332",67,354764,3071.33
"13693",55,173920,1372.78
"91005",14,163271,1428.74
"27318",28,43039,414.86
"19600",35,62582,284.43
"15696",32,44336,325
"19158",79,231040,1297
"10361",66,79095,468
"29087",31,135709,573
"29849",59,104752,367
"17230",117,286216,1691
"32106",827,2781266,15218
"230",12,27277,248.28
"29349",17,53982,143
"16321",9,16765,148.64
"17622",29,45559,358.57
"9831",46,117555,720.45
"4061",8,12953,89.43
"29561",12,42971,151
"13080",43,116756,664.6
"10326",90,170994,776.67
"23032",22,31077,209.01
"20153",34,73224,606
"32575",66,43084,203
"6058",75,201973,968
"26984",52,109000,899.87
"1078",44,107338,792
"11010",13,41416,323.88
"8583",26,44786,213.47
"15062",23,39482,303.83
"23124",16,46732,963.89
"33468",25,46737,260
"163",182,357434,2608.2
"3640",23,49603,292
"33684",NA,258094,0
"32474",254,439759,2188
"10623",12,20285,118
"15699",22,40093,325.36
"15426",7,10368,100.02
"24473",11,20299,172.23
"23091",37,71172,630
"18545",121,200644,1705.7
"27532",27,62544,555.23
"22306",16,40531,308
"20937",26,49440,395
"33210",17,23497,175
"21687",19,39383,368.22
"23403",33,75075,390
"19590",29,56809,383.35
"8276",12,27240,91
"14498",8,18216,136
"27711",32,81052,367
"10173",11,26695,164
"9465",28,140898,1083.43
"19950",16,20810,159.36
"11892",63,90126,527
"903",158,469430,2852.78
"622",412,1832907,5848
"14531",390,816095,6500
"33197",45,117154,879
"28701",31,123379,367
"6423",173,901266,7431.07
"14341",69,164928,1211
"9266",92,223124,1764
"3735",384,1037039,7380
"10447",21,32618,196
"10817",10,18804,98
"3655",67,234716,1337
"10459",54,114124,372
"27267",32,77412,569
"29031",102,271405,802
"31335",506,1055452,7599
"20289",84,157155,1340.2
"29289",94,303217,931
"6782",44,77844,442.21
"26213",24,57264,577.45
"20726",26,51183,464.61
"21946",22,35282,237.48
"19345",59,92699,663.71
"22968",89,155769,982.01
"21614",31,46613,208
"19838",31,87747,781.23
"20311",68,150428,1164
"19594",42,47871,387.23
"19234",30,30872,245.94
"17906",47,54612,367.12
"19281",77,77949,590.96
"26904",14,32460,276
"20156",46,96480,541
"20537",76,140106,1116.5
"21919",60,72633,516.87
"20663",22,50926,475.27
"10973",26,48525,354
"10570",67,146697,1359.31
"5243",405,808631,6253.47
"4624",18,45752,214
"27501",68,117360,610
"22989",99,227921,726
"18609",99,176472,984
"26498",124,476454,3664.27
"20639",129,212508,1448
"10892",11,16542,81
"21260",48,68623,531.63
"16749",33,83193,446.33
"19862",49,127352,576
"24678",18,26896,202.51
"20473",95,176730,1557.99
"21567",18,19534,102
"23886",72,113349,703.41
"20504",44,86011,819.9
"27006",53,147834,1263
"21663",63,83272,400
"21224",59,111271,557
"9771",108,250219,2298.24
"15001",152,407729,2490
"31581",6,19954,56
"30809",29,91241,404
"428",38,52584,234.47
"10647",9,22616,194.99
"2328",15,29506,70
"26365",1174,10278691,87925.02
"27471",98,228925,2630.8
"29242",14,51110,127
"28574",597,1229863,8324
"31346",5,19997,50
"29140",75,153989,1126
"30182",72,116393,527
"27930",307,822382,3447
"32328",16,75931,663
"22461",46,57647,442
"18362",47,61726,505.62
"25711",27,51633,356
"26306",190,192730,2400.37
"23348",31,66729,306
"8843",35,78006,322
"25046",24,31184,256.17
"22675",130,317091,2942.77
"239",5,11080,108.96
"1439",21,40417,423.99
"14993",10,24519,251.83
"4488",12,22525,182
"25192",179,181477,2006.55
"26764",11,42529,396.58
"30950",3,6382,15
"16730",57,118938,625
"26398",17,28555,285.81
"25621",22,41782,339.91
"32972",69,136038,584
"10882",52,135240,600
"24472",42,62989,473
"22373",59,147883,885.37
"20241",121,203231,686
"19300",90,219757,1400
"22695",53,111529,863.07
"22962",16,19973,120
"18806",21,29096,260.07
"24179",59,66988,217
"33812",10,17024,90
"11598",28,52796,417
"6837",110,251085,1859.4
"894",564,1426055,12009.18
"3619",2011,5836788,145152.02
"13085",157,306327,1370
"13595",64,95272,770.15
"22322",34,40775,250
"24525",25,42038,284.27
"15872",343,597493,3664
"24481",17,27686,221.59
"3696",106,282337,1907
"5184",20,66149,523
"23939",12,30131,205.11
"24334",19,43152,270.82
"27528",35,55552,468.03
"23474",215,365828,2015.33
"26248",35,47744,258
"28268",128,402267,2410
"23001",34,44317,296.89
"20393",176,277579,2378.34
"24655",74,117762,1089.09
"29899",11,36585,0
"29781",26,66882,579
"30617",38,142032,823
"9104",8,26144,172.15
"29597",19,95056,557.77
"18246",225,1157079,2164
"31980",11,24860,182.11
"30195",58,137456,1056.11
"30385",8,33251,67
"32633",3001,17726735,105899
"32526",745,2951913,5247
"30473",757,3494715,16396
"29878",27,65071,308
"17784",164,193041,813
"17540",17,32913,268
"8733",38,73359,465
"15432",9,18127,129.14
"228",51,141170,1370.16
"1117",30,70539,615.29
"9645",44,39770,212.3
"20292",23,19031,95.31
"14951",41,65141,464
"5617",14,20578,89.13
"22569",23,38494,297
"19009",3,5882,47.04
"20006",11,12804,86.78
"14542",5,10951,58
"16701",255,621236,2241.28
"26944",21,43578,369.44
"15444",78,142937,1153.87
"19115",41,58084,454.62
"10204",8,12012,110.24
"22263",7,9159,86.75
"20712",16,27565,255
"22554",22,54777,477
"21131",22,37791,339.87
"13150",165,339416,2958
"13099",45,107127,267
"10120",13,32024,173.93
"4858",185,315502,2324.35
"6770",33,61923,359.88
"32966",23,55056,337
"30713",3,6576,0
"25057",36,67120,417.86
"19355",34,82085,680
"8205",21,31907,208
"5174",18,33527,210
"1804",94,172584,714
"29668",25,64832,411
"29260",287,896453,3672
"1424",80,159834,1168
"28705",121,258510,1856.76
"23671",60,54582,422
"26478",6,20117,121.38
"5417",26,38917,389.19
"28056",31,129948,362
"28949",6,33355,40
"2782",4975,9200064,72409
"27083",1517,6458119,43820.18
"33766",65,196006,1497.43
"33431",248,1097063,7697.95
"26800",18,55934,327.22
"29688",28,112817,559
"15954",147,341088,1788
"33784",43,142121,826.87
"32520",51,283718,1491
"15354",21,39732,297.54
"22381",15,24958,102
"33467",11,17330,140
"28454",72,206695,1808
"32113",45,194981,520
"32071",1529,10110304,38248
"11681",4,8708,33
"29979",494,1463632,11371
"22959",7,13273,70
"9923",39,61156,454.9
"26872",12,19898,177.12
"25244",50,80605,661.8
"10858",11,34495,124
"16782",43,65035,436.02
"18483",6,11471,70.03
"23284",240,1032744,6951.65
"16410",19,26228,174
"22015",32,63710,443.26
"17751",83,235853,986
"32018",20,34935,205
"33134",16,53947,489
"11682",19,49713,115
"10989",33,64660,412.57
"30079",6,22181,82
"23339",145,128337,979
"24109",23,40720,205
"9619",23,24865,205.54
"6051",53,105871,679.14
"16068",927,3775716,23998.95
"17453",8,42104,99
"22288",91,671681,3193.22
"33655",NA,160486,0
"21001",60,90271,535
"26987",24,85504,791.69
"14203",16,22629,142.42
"31813",3,5491,21.23
"12612",243,533522,3538.78
"28507",14,48361,99
"32569",53,147655,632
"15392",7,12195,105
"18775",192,349295,12955
"90713",14,20678,139.12
"97",174,397173,2811.03
"32960",13,35675,0
"33901",25,30472,100
"19732",69,124652,1022
"18277",42,114954,349
"18434",18,37219,248.86
"26822",17,30775,138
"1391",17,34892,235.9
"1431",11,33280,292.89
"29471",7,57054,298
"4666",170,232003,2064.36
"29743",16,30493,113
"9967",42,92428,209
"1198",22,60493,293.55
"15085",70,92447,328
"17123",74,296274,584
"28780",63,230897,511
"22671",26,119873,945.69
"8023",31,83249,895.42
"32422",4,7762,28
"31217",23,60438,483
"29663",155,317063,1741
"29884",8,61183,0
"17305",29,34007,267.66
"22552",8,13449,117.38
"1436",3,4008,45.94
"11343",8,22284,154.4
"9049",64,107674,354
"25745",51,136270,1200.74
"33825",16,19866,63
"24497",23,30918,284.3
"33013",10,22693,198.92
"19601",81,261504,3590.99
"5296",442,998301,21660.14
"11619",127,322780,8865.23
"1515",96,145083,1656.55
"1509",373,675248,8198.64
"12340",163,387765,4622.83
"5311",200,298128,4777.82
"33792",6,30264,265.29
"33367",70,221444,2523.9
"13073",53,103634,642.12
"29805",755,4541656,8427
"26243",7,73476,941.3
"24064",13,27935,124.98
"29085",53,136346,464
"28225",179,484477,4049.42
"9631",12,34206,62
"90146",52,154299,723
"27293",20,55305,402.17
"9096",5,15084,86.78
"27184",17,57723,632.51
