"","numemp","asset","RWAJT","RBCT2"
"15448",6,19573,14704,184
"22039",20,42622,34255,432
"16419",39,81605,51267,554
"30367",26,184280,125939,722
"4788",6,18014,10570,132
"31826",59,134877,81769,938
"57298",17,47301,43948,380
"33025",107,234098,181595,2056
"35048",36,187960,133582,1125
"35456",22,108167,64427,695
"11706",15,45225,29136,203
"161",52,197572,121867,1531
"27552",61,282902,200265,1785
"34393",12,107471,78618,897
"1149",20,61612,50121,639
"1673",391,220196,336322,5620
"6646",43,81614,53342,253
"26744",76,232034,169040,1725
"3564",85,234529,146656,1102
"26977",60,89842,51770,533
"35517",37,118834,117246,1083
"57157",10,38379,32661,287
"35086",38,73009,49910,329
"9087",1088,3217951,2687863,35246
"27789",84,351815,253606,3179
"22543",5,21661,13227,166
"8426",119,326208,193545,3335
"31249",38,114750,71049,705
"9751",53,182052,157430,1143
"91005",56,218604,129064,1667
"27831",69,242483,123602,1551
"35018",183,40967,8104,0
"32257",166,248980,141370,887
"30332",16,33487,16074,83
"30619",13,65529,39822,498
"19795",54,178767,135241,1697
"27942",104,589932,358796,1366
"22051",323,955268,467993,4264
"32266",60,780591,441734,3738
"35559",15,38817,30368,380
"35189",280,295256,204721,2502
"14936",22,76540,59227,742
"30400",55,161663,117186,1471
"18489",130,273800,228522,2871
"26568",40,157509,104599,725
"14311",13,60106,48967,518
"32304",6,26221,13489,114
"7506",209,833673,483472,3874
"22658",57,216672,169470,2371
"9812",6,26249,19727,219
"5682",20,70627,47207,591
"28380",108,265389,164407,1944
"8251",20,66273,49393,425
"8822",11,25913,16145,167
"31372",38,91374,47459,699
"11687",217,669068,391341,4892
"29472",95,321356,192316,1096
"33535",663,1612846,2094756,32472
"18664",2,212246,176555,644
"35408",20,47875,37966,482
"57072",41,122224,108179,1130
"27642",303,1062700,628231,5769
"34939",40,123811,90912,809
"18152",37,37960,28169,354
"10375",21,43538,32663,418
"57103",27,107478,83188,948
"25332",19,3942,1358,14
"31217",83,189310,139708,1140
"34885",13,73297,42705,407
"27197",135,717714,525146,6303
"57478",11,22942,5876,35
"35267",22,938855,354544,1013
"19600",91,84474,47952,600
"15696",33,78592,40023,502
"35224",24,43018,28925,362
"34676",38,125685,90280,3142
"35314",12,76223,47358,442
"10361",115,236468,170413,1301
"29087",40,156827,73639,360
"27311",24,69012,25583,321
"29849",74,157567,97394,1157
"35029",46,127239,91302,1023
"17230",120,424749,308770,2805
"34947",49,98675,75999,954
"34106",35,93951,74991,940
"9831",60,182013,97743,404
"17622",53,184291,120683,1516
"3931",300,513158,419656,6978
"4061",9,30158,23710,299
"29561",22,52268,29470,369
"13080",48,146049,57276,717
"2773",246,692924,507571,6412
"20093",30,48739,30697,253
"34388",67,168898,116998,1020
"6058",93,297757,171845,2828
"35078",16,63077,50879,597
"35265",13,52077,37516,391
"34987",15,66127,49955,463
"1078",507,2382697,1866364,20016
"8583",28,82526,58370,732
"15062",23,46870,20070,255
"23834",4,80356,31514,153
"11569",168,425630,247066,1964
"12511",36,116454,79379,998
"23124",48,243152,195341,4796
"34664",70,375073,165349,1482
"34566",24,75404,66946,580
"34930",13,46049,39990,501
"1932",91,362224,330545,3624
"57512",34,134661,70946,705
"35140",18,77514,62403,566
"34473",42,138557,71373,861
"7237",275,781317,456624,5711
"33468",70,135200,89894,1130
"28299",29,176788,72343,571
"35173",23,83171,62833,745
"15083",8,23013,16209,205
"91",39,110878,78200,646
"55130",20,101561,77156,592
"32317",96,228572,183908,2251
"33684",NA,849489,NA,NA
"34782",53,790375,334386,0
"15699",29,77955,67631,848
"15426",10,12505,10307,124
"10790",56,191766,128647,453
"23091",416,1078001,921852,7448
"18545",185,441174,342895,3306
"35377",11,145916,70438,545
"19590",55,114480,77103,808
"8276",13,38511,20981,194
"27711",50,150571,77271,889
"10173",11,41116,28484,266
"9465",36,162202,118738,1489
"622",545,3409972,1304781,6321
"903",203,590001,368348,4613
"14531",551,1426815,1009627,12627
"34302",37,69430,41908,525
"28701",41,205195,111175,652
"6423",233,2186538,1669260,21071
"3735",1251,4466384,3451115,42290
"27267",34,132887,112034,878
"29031",186,471247,319231,4067
"6782",54,76301,31764,398
"20726",26,111219,83841,1052
"35461",22,52610,29400,368
"19594",35,55178,38177,479
"19838",62,182845,125495,1601
"20557",27,73751,63474,671
"34422",49,472181,237772,2021
"32328",55,199785,132618,951
"1117",54,147100,123127,1540
"19234",34,67877,48793,612
"17906",45,95295,45780,573
"35568",24,85316,63385,793
"31980",19,53002,40245,503
"6183",27,74715,52418,584
"20156",109,250099,190910,1692
"21919",62,116152,72599,619
"20537",59,124571,83684,918
"34955",152,449295,272450,3410
"10973",24,64188,54059,531
"4624",30,81514,61339,401
"34232",19,29963,19900,249
"18609",136,389984,301373,3774
"20311",72,313585,262752,2391
"34606",25,50933,38918,260
"20843",150,576086,502914,20158
"20473",308,772004,539176,6767
"23433",64,150438,122551,1332
"5216",127,326285,259597,3248
"5800",34,157134,124196,1302
"20241",247,507096,386190,4287
"21567",17,24933,17979,225
"23886",85,243214,165655,1508
"15836",21,40852,24394,191
"20504",56,176866,127644,1601
"34788",44,348023,169450,1937
"27006",193,1186320,1036105,10102
"21663",43,119123,87954,614
"35033",12,51593,31167,390
"34868",71,245083,202803,2286
"35412",43,249729,185564,2320
"57359",10,37441,31364,277
"31581",6,34631,13777,39
"34090",47,201150,150858,921
"428",35,60390,47579,400
"10647",10,28252,19153,240
"2328",16,39455,20857,267
"27471",1187,17501772,19981121,277793
"35328",14,6161,1444,0
"29140",115,246122,175230,2215
"30182",73,201891,117297,660
"34656",70,191252,144977,1815
"57113",22,109365,88619,1113
"313",96,226016,160076,1651
"35223",10,66472,44967,560
"57025",38,75287,66838,843
"4190",208,441738,222843,1985
"8843",69,179103,150257,1684
"57174",135,108351,58311,3401
"34794",124,245091,204517,2030
"239",16,46515,34796,435
"1439",14,74007,60822,743
"25192",196,271385,210567,2849
"26764",10,98343,91454,1185
"30950",3,5756,2990,27
"16730",107,285672,198450,2486
"34334",21,55194,39371,395
"19300",294,908270,770987,9652
"18806",20,31450,23515,297
"35562",5,27403,23124,285
"33993",17,86321,71443,893
"22373",101,240916,179236,1897
"26398",28,132764,110863,1114
"25621",60,172421,117806,1120
"24472",56,126206,77815,732
"33812",22,132296,112613,1408
"6837",213,630720,480467,5991
"24481",39,118438,98383,1126
"26499",77,240023,206848,2607
"24334",18,47046,26841,336
"23001",27,111065,92093,842
"24655",46,286643,222203,2801
"29899",11,32612,17450,68
"9104",7,38572,20569,258
"30385",13,51333,24914,191
"30617",58,373249,185353,1288
"32526",1364,6485322,3153619,39473
"29597",37,150693,92779,1816
"29878",30,151002,87939,688
"34549",5,34312,19397,243
"22569",16,46650,28995,364
"26944",27,80298,55031,688
"16701",551,1532506,737961,9227
"20292",16,14828,6671,84
"15432",8,19096,11139,116
"9645",39,66758,44499,454
"5617",95,237778,153878,1924
