"","numemp","asset","RBCT2","rbc1rwaj","rbcrwaj"
"15448",9,19239,161,12.3976898533159,13.5732069713276
"23309",90,182182,1734.43,9.47159338800708,10.7308930323177
"22039",19,42086,423.56,14.6366656033318,15.8923889338863
"16419",39,69903,580.5,12.5303022140818,13.7811776113775
"4788",7,16504,101.43,24.4614095268277,25.717037446011
"31826",47,95639,346,12.5604383797142,13.1800436947101
"33619",116,447655,3292,8.96594407785907,9.92384781668074
"35048",24,70525,369,16.33293824622,17.0152493763972
"11706",17,34213,117,10.6579502319696,11.1514129059469
"27552",53,151836,980,13.8843630060666,14.8550204283769
"34393",9,58922,413,14.2074090424162,15.2202969993501
"1673",263,106621,1329.84,8.73995454314803,9.99891697270392
"19713",53,126185,1110.33,10.0562702838903,11.3069175267567
"6646",32,61221,252,24.3590265001902,24.9619016404424
"26744",68,182751,1303,10.743384470387,11.7599879536778
"26977",52,69830,371,16.4112315657844,17.3697591021361
"19593",16,25757,221,11.854245166743,12.827059196394
"9087",921,2870678,30187.37,10.9914387089202,12.246840249361
"27789",80,327047,2592.63,24.0688077551621,25.3259396510939
"22536",26,80097,442,12.8972763475261,13.8585910432439
"22543",5,20867,116,15.1300124572276,16.0445937209266
"8426",106,221568,2010,11.1318933875923,12.4798725254356
"31249",41,84920,500,10.5913653860669,11.5348328175711
"8841",12,37367,324.28,23.2421584485188,24.5048435116258
"9751",35,82344,778.1,11.5378864251364,12.7889496117861
"27831",55,205477,1166,19.2763521045967,20.5383524725899
"35018",1,5965,0,724.295302013423,724.295302013423
"34799",8,2258,0,230.598052851182,230.598052851182
"32257",123,182562,821,16.4326119674088,17.2847579012922
"30332",15,35384,89,21.6714181372665,22.0908041373136
"30619",12,48954,340,14.7334731265865,15.9842548651731
"19795",47,139820,1488.25,10.9137706528538,12.1709238397044
"22051",248,703000,4591.4,10.3621518419332,11.5579089538024
"27942",84,403323,1346,15.8888220586346,16.4613692299708
"25002",30,87146,711,12.0328107532731,13.1507159467368
"27093",21,178656,1480,9.1798482453901,10.1412249368122
"32266",60,777440,3056,10.6455712618337,11.4382051614577
"35189",58,29539,205,47.5736319632456,48.6247846418902
"14936",18,63621,480,12.6459516365725,13.666815542653
"18489",118,237823,2392.36,11.788433803035,13.0432023336022
"26568",38,121986,651,17.4059113429285,18.2569251081742
"14311",13,48083,419,12.2145701283927,13.2785836177474
"32304",7,24630,70,27.3468708388815,27.9294274300932
"7506",152,501310,3389,19.2829088976982,20.4769919676861
"22658",44,142545,1316,12.0100554811426,13.1235705588644
"9812",6,21543,134,36.4058599806707,37.3375607517574
"5682",20,70229,484,16.8789343065332,18.0789055468919
"28380",76,170006,1159,9.19097603224226,10.190782799528
"26973",60,169917,1217,11.1348845847294,12.0766236680621
"10922",14,21445,149,11.9381560059526,12.9192841057248
"33914",4,106102,0,95.8847568451165,95.8847568451165
"8251",18,57347,323,11.4945096403963,12.2962212823415
"8822",10,24018,186,17.6774800188058,18.8434414668547
"31372",20,39707,731,33.3557220356497,37.1325238956342
"11687",230,470939,2205,15.9412056703097,16.8656580004327
"29472",53,148626,659,14.180559423865,14.8360720964469
"33535",180,775766,17701.69,10.048228992293,11.3017836755443
"18664",1083,2518047,12908,14.7257315222079,15.1786754772009
"34939",13,39897,243,27.1233829412818,27.9769159709026
"25332",20,20754,0,251.732601790355,251.732601790355
"35405",108,3130,14,397.124600638978,399.361022364217
"31217",56,126290,1096,13.724879264683,14.9963449854399
"91005",43,175304,1601.2,18.8078447513279,20.0850456935148
"34885",7,25452,135,16.1312014345487,17.1398684997011
"27197",52,278274,2719.41,12.5912737952301,13.8424233657603
"19600",27,69889,330.96,36.7395613622091,37.9901347684044
"15696",32,75608,575.65,11.7300140321054,12.9813821895519
"34676",15,28019,262.89,29.6500974292299,30.9016571776516
"35314",10,10653,20,238.876054640418,239.378264363198
"10361",84,140922,800,12.0437263744764,12.8221220037849
"29087",42,153460,470,29.6346786561627,30.1983247912543
"29849",55,118604,551,16.0333939848015,16.7705769024938
"35029",18,44628,348,23.4915339296632,24.7214201651864
"17230",120,358707,1797,14.2839791538589,14.9555552648839
"34947",14,32957,282,23.4774070702533,24.5984075432996
"34106",17,38820,340.7,11.2880927167902,12.5408136251324
"17622",43,97539,876.68,12.5569568275442,13.8174114929863
"9831",62,156679,880,25.4467644845749,26.4813769751693
"4061",8,22264,220.81,11.7894813137854,13.0398345169059
"29561",15,45181,156,57.0947840717891,58.3446839195577
"13080",50,132577,748.61,28.8211369269814,30.0726329429273
"2773",230,612307,4825,10.2230077445915,11.2660394497289
"20093",28,32302,161,13.2158078714188,14.1506695002845
"34388",24,57555,360,29.9387881045439,30.9395275397933
"6058",103,242142,1654.57,26.6949724761607,28.2264277173063
"35078",10,16387,143,41.6766067083353,42.8137474752294
"34987",8,19862,74,53.2985016364892,54.0391756498414
"1078",201,782588,7848.25,10.2042241019944,11.4565353108838
"8583",22,53424,449.52,12.1135315911888,13.3644561767323
"15062",23,43077,271.13,14.4847555528395,15.7495709386821
"4822",5404,16435364,327213,8.42384771009685,10.6237523205903
"23834",2,45726,160,36.7618774991725,37.4775242201687
"1932",78,257451,2130,9.70195244512769,10.6636146308098
"11569",181,310960,2062,11.4495238095238,12.5405291005291
"34566",18,40279,279,24.7812201151188,25.7880586781184
"34664",13,44130,280,22.6690847023683,23.5476097842593
"23124",31,130150,3408.78,6.45815443462311,9.49211635216095
"9296",25,64340,608.75,14.5264411147805,15.7825449540735
"30196",72,186370,1770.15,10.3368227007782,11.5875473707155
"34930",9,23275,234,22.2211299796024,23.3712614583077
"35140",17,31878,176,39.5854881253433,40.4564777378024
"16635",14,22194,187,9.42845925178081,10.4773122440967
"34473",30,78490,441,18.1030361545167,19.1364910340173
"7237",255,549074,3562,15.0236213831046,16.1121700165055
"33468",70,91964,802,9.11688486226068,10.288450582423
"35146",12,51879,30,22.1372870921404,22.2911963882618
"35173",15,18026,88,75.0414593698176,75.8706467661692
"33684",NA,745041,0,NA,NA
"34782",19,62067,0,312.483567600364,312.483567600364
"15699",27,69145,730.84,10.8383398427386,12.0914789489982
"15426",11,14105,146.81,9.05195459166443,10.3200055970101
"10790",53,142424,738.35,10.2717341480155,11.0035109627769
"23091",413,760337,5564,9.67971230616531,10.5806175831969
"18545",176,313573,2325,10.1395102425241,11.1170910558714
"35377",9,21064,0,217.284984138174,217.284984138174
"19590",52,94739,620,10.7972384386685,11.6577973578065
"8276",13,33134,127,28.3002917836983,28.9929371983311
"27711",37,107842,691,24.3976586306515,25.6406566483305
"10173",11,34548,213,16.9753086419753,17.8858452173318
"9465",36,179304,1441.32,15.5617691819459,16.8139038973662
"903",196,511456,4091.3,16.1712766987732,17.4251674285693
"622",491,2601970,7115.15,17.6942849913329,18.45010832
"14531",511,1209670,11262.94,12.4074989058073,13.6582678835153
"34302",30,46142,336,12.6085878209686,13.7196805608373
"28701",36,162839,0,16.192757369507,16.192757369507
"6423",206,1329137,12554.07,12.2948941425454,13.5646871738075
"3735",1236,4323080,28571,10.0855266352664,11.0351652118848
