"","numemp","asset","RBCT2"
"15448",10,19491,175.79
"23309",84,166351,1528.15
"22039",18,42932,449.59
"16419",42,68949,552
"4788",7,14982,99.91
"31826",46,91236,522
"33619",129,407045,2910
"35048",19,48268,50
"11706",18,30851,88
"27552",53,143065,907
"34393",7,48507,354
"1673",250,96267,1246.51
"19713",49,115795,885
"6646",31,61039,251
"26744",66,168768,1175
"26977",47,62971,351
"19593",18,29071,208
"9087",913,2649367,27208.68
"27789",79,314386,2472.99
"22536",42,78239,399
"22543",6,19316,137
"8426",108,213883,2052.95
"31249",45,80591,508
"8841",12,41618,281.62
"9751",37,80649,715.58
"27831",53,197317,1176
"35018",1,5741,0
"34799",7,2653,0
"32257",117,179269,821
"30332",15,35927,94
"30619",15,46961,334
"19795",46,135957,1433.14
"22051",242,656202,3552
"27942",82,388645,1346
"25002",30,91764,533
"27093",21,155927,1147
"32266",54,693743,3339
"14936",18,58452,445
"18489",111,243546,2433.53
"26568",38,115026,620
"14311",13,49918,407
"32304",7,24455,33
"7506",158,504840,3387
"22658",52,132537,1145
"9812",6,21744,134
"5682",20,67679,439
"28380",80,160170,1295
"26973",51,126327,922
"10922",15,20589,128
"33914",8,145772,12
"8251",18,54703,313
"8822",10,25118,210
"31372",23,39263,994
"11687",206,485974,2985.96
"29472",55,139121,607
"33535",124,480100,12121.64
"18664",1021,2261919,8669
"34939",18,26167,136
"25332",55,172167,0
"31217",71,118549,1099
"91005",44,199490,1752.53
"34885",8,13599,113
"27197",45,234972,2547
"19600",26,65593,264.87
"15696",33,65501,493.14
"34676",12,19680,183.56
"10361",77,130985,706
"29087",44,156684,467
"29849",69,122572,653
"35029",16,27668,206.36
"17230",125,352686,1590
"34947",15,19805,155
"34106",18,38829,346.69
"29349",28,77306,278
"17622",43,95042,817.75
"9831",60,157020,801
"4061",8,21317,196.05
"29561",21,47248,155
"13080",47,135576,740.3
"2773",242,581428,4437
"23032",21,39643,282
"20093",28,32663,157
"34388",24,50457,335
"6058",101,225749,1754.87
"35078",11,9070,20
"34987",5,7775,0
"1078",204,669217,7081.68
"8583",22,48672,394
"15062",22,40342,264.62
"4822",5346,16816858,328042.15
"23834",2,46409,160
"1932",78,244084,2054
"11569",168,314102,1850
"34566",19,35621,249
"34664",9,32829,155
"23124",27,113560,3139.27
"34427",12,44279,341.26
"9296",25,63262,602.03
"30196",78,184160,1674.61
"34930",8,20661,161
"35140",17,16897,57
"34473",31,71439,360
"7237",257,505511,3337
"33468",54,79580,711
"35146",11,44133,0
"33684",NA,598867,0
"34782",21,63868,0
"15699",27,62855,573
"15426",11,15029,158.58
"10790",52,131102,654.6
"23091",410,706652,4903
"18545",164,293101,2544
"31751",9,26031,99
"19590",48,89843,563
"8276",13,31786,118
"27711",37,104223,718.3
"10173",10,35786,211
"9465",36,162011,1215.4
"903",199,523832,3958.76
"622",468,2570826,7015
"14531",502,1179424,10413.93
"34302",29,41789,299
"28701",34,162008,0
"6423",228,1322021,11929.5
"14341",61,282653,1830
"9266",122,672505,4500
"3735",348,1953081,12366
"15082",20,145365,638
"29320",81,255617,2267
"15225",28,81176,640
"15178",23,68926,464
"3706",102,444823,2026
"5310",142,487466,3123
"27267",29,115456,812
"29031",127,348149,1009
"28537",30,111175,259
"29738",267,967648,4513
"6782",52,113715,296
"26213",62,178699,1376
"20726",28,75131,740.65
"20557",35,69142,690.59
"27501",203,469183,2266
"22968",94,228252,1425
"26248",49,252549,2492.02
"15836",13,10327,45
"21614",52,112937,704
"19594",42,75412,693.82
"19838",52,152413,1414.7
"34422",29,104608,733
"19234",26,49646,413.77
"17906",43,77421,426.96
"20156",111,166467,1235
"34955",90,226479,1497
"20537",64,158748,1210.21
"21919",61,91024,552
"10973",22,61954,515
"4624",24,63860,331
"18609",140,286724,1951
"34232",10,15760,117.67
"26498",137,741062,6040.69
"10892",6,31385,123
"20311",66,197584,1426
"34606",20,25295,74
"24678",26,64538,358
"20473",285,645895,5268.89
"10954",24,69798,501
"5800",26,100191,1032.65
"23886",86,178040,1194
"20241",193,354573,2335
"21567",14,23745,187.96
"20504",53,133577,1228.06
"34788",24,100761,565
"27006",117,505042,4532.82
"21663",49,96750,548
"21224",125,238559,2009
"34868",31,53769,618.86
"33994",28,115133,1036.68
"34523",16,39846,237
