"","numemp","asset","RBCT2"
"15448",9,14484,99
"23309",48,92021,878.98
"16419",34,52347,408.17
"4788",7,14202,63.58
"23406",166,869831,5618.12
"33619",41,105218,827
"27552",30,70960,412
"1673",67,36679,338.19
"19713",19,21644,131.2
"6646",29,62447,230
"26977",26,35717,265.73
"21170",41,54271,345
"28738",73,223580,1564
"20662",9,18477,122
"19593",15,20536,185.09
"9087",695,1649915,19283.66
"14181",12,47081,241.93
"22536",31,52522,264
"22543",6,14880,88
"27789",65,221403,1780.95
"27136",164,307899,3109.76
"8841",27,72413,568
"27831",60,169299,430
"32257",81,99346,663
"30332",9,32342,148.73
"30619",13,43129,259
"19795",36,92510,888.37
"22051",143,436472,2707
"27942",53,233947,1263
"25002",29,60331,329
"32266",47,441803,1003
"26668",15,22104,153.93
"21109",46,63378,540.5
"14936",16,40638,289.11
"23064",6,11998,65
"18489",88,154816,1467.49
"26568",30,88500,640
"14311",9,33584,280
"32304",6,20123,10
"7506",176,456376,3103.26
"22658",38,84923,869.34
"9812",6,17265,84
"26202",20,27950,154.58
"5682",20,48046,425.09
"9531",10,25532,184.39
"28380",59,102265,770
"26973",31,36898,242
"10922",9,12266,93.35
"33914",12,51319,30
"8251",15,36312,215
"8822",11,20681,145
"13435",109,130167,940.99
"33104",123,332103,592
"31372",25,36422,111
"29472",30,83985,198
"33535",19,63941,885
"33979",0,269152,2350
"28923",245,952148,5046
"25332",63,294025,2476.21
"13693",59,190036,1710.31
"91005",14,201495,1903.85
"19600",35,60603,289.24
"15696",33,42329,327
"19158",106,369356,2929.34
"10361",70,86043,502
"29087",31,138492,568
"29849",55,101624,568
"32106",923,2986614,16341
"17230",106,298665,1887
"230",13,25847,244.93
"29349",23,60041,232
"16321",9,16546,126
"17622",30,49919,403.41
"9831",62,120782,826.49
"4061",8,12777,89.88
"29561",12,41102,139
"13080",47,122061,676.62
"10326",95,169455,728.9
"23032",22,32062,201.53
"20153",32,69290,620.77
"6058",75,208022,1082
"26984",60,117651,944
"1078",87,228095,1916.5
"8583",26,45664,233.62
"15062",23,40170,291.17
"23124",16,47065,954.74
"33468",27,47696,388.2
"163",245,452731,3416.39
"3640",23,47730,287
"33684",NA,348276,0
"32474",198,290042,2123
"10623",12,18941,117
"15699",23,42850,384.5
"15426",8,11127,107.7
"24473",11,22250,163
"23091",50,72727,517
"18545",132,219803,1791
"27532",32,69072,548
"22306",18,42644,274
"20937",25,48603,367
"33210",17,27463,169
"21687",18,41410,336
"31751",8,23316,83
"23403",30,80661,493
"19590",28,58699,400
"8276",12,28232,92
"14498",8,18146,123
"27711",32,86573,374
"10173",11,27150,165
"9465",29,130700,1008.85
"19950",10,21076,165.73
"11892",61,96902,538
"903",176,511407,2906.03
"622",415,1894861,4922
"14531",387,836852,7278.96
"33197",50,147991,864
"28701",30,128291,0
"6423",176,970829,8012.07
"3706",34,115952,852.33
"14341",65,166253,1384
"11980",25,51772,178
"9266",143,474093,2927
"3735",419,1183542,6782
"15082",34,100656,509
"10447",13,28799,158.91
"10817",10,18879,113
"10459",55,130378,396
"27267",31,93864,538
"29031",106,287868,886
"20289",77,156509,1363.44
"29289",96,343159,1111
"6782",48,73149,439.68
"26213",33,64699,607.75
"20726",28,51842,453.87
"21946",23,32337,226.22
"22968",90,149660,958.45
"21614",33,52160,260
"20311",73,148506,1172
"19594",40,52022,408.38
"19838",37,89374,785.81
"19234",30,32481,285.89
"17906",45,60705,365.76
"19281",76,84927,591.17
"26904",14,63733,358
"20156",47,109467,588
"20537",76,125083,1073.23
"21919",59,72408,497.07
"20663",19,52086,444.46
"10973",22,49384,385
"10570",62,148326,1397.03
"5243",360,735132,6647.22
"4624",17,46953,220
"27501",70,142213,725
"22989",108,273689,946
"18609",97,177000,1116
"26498",125,467831,3799.42
"20639",131,226513,1453
"10892",11,14924,78
"16749",29,86528,496.16
"19862",47,133920,595
"24678",21,31081,238.47
"20473",178,326900,2661.92
"21567",18,19910,121.49
"23886",76,114954,733.26
"20504",49,98831,942.28
"27006",62,172150,1302
"21663",50,80484,425
"21224",62,113308,725
"9771",109,235252,2373.78
"33994",11,17203,105
"15001",140,411989,2569
"31581",7,19207,0
"10647",9,22557,168.11
"428",38,52698,266.26
"2328",17,29111,164
"26365",906,10821733,94793.29
"27471",98,217228,2535.86
"29242",14,53547,127
"28574",613,1293174,8992
"31346",5,19350,50
"29140",101,207670,1383
"30182",71,120111,535
"27930",506,1578503,3376
"32328",15,68603,592
"22461",44,73749,533
"18362",40,68173,570.17
"31758",16,29570,91
"25711",33,56649,354
"26306",141,22703,246.71
"23348",34,65320,348
"8843",52,79642,374
"25046",25,28408,242.5
"22675",128,290689,2365
"239",5,11938,109.16
"1439",21,42326,424.54
"14993",9,20936,198.36
"4488",10,21500,175
"25192",205,194822,2126.96
"26764",13,57642,519
"30950",3,6461,17
"16730",61,126181,628
"26398",16,35346,295
"26248",53,109891,628
"25621",26,42801,385.53
"10882",54,138843,595
"32972",61,136220,590
"24472",40,66643,464
"22373",63,156120,1051.48
"20241",141,208942,840
"19300",93,230172,1287
"22695",46,112945,901.22
"22962",19,24785,129
"24179",47,71026,247
"18806",24,28963,281.3
"33993",9,21102,120
"33812",11,24462,182
"6837",108,251524,2041.86
"894",550,1454991,13293.5
"3619",2108,6200337,152583.42
"13085",154,320601,1499
"13595",64,103882,810.52
"22322",33,45514,291
"24525",22,41689,213
"15872",315,560078,3785
"24481",19,29504,236.05
"24334",19,40361,271.35
"27528",38,60235,468
"28268",136,428820,2422
"23001",34,44619,269.83
"20393",174,289860,2490.65
"24655",71,122476,1191.77
"29899",10,40227,0
"30617",37,146533,860
"29597",20,101161,540
"18246",222,1234509,3241
"9104",8,28034,185.3
"31980",13,27983,211.8
"30385",8,34422,69
"32633",2950,19368781,93475
"32526",732,3232265,7456
"30473",666,3284425,15173
"29878",27,67074,362
"17784",172,210055,1085
"17540",24,42124,291
"8733",40,78788,499
"15432",9,17423,129.47
"1117",35,73139,630.53
"228",54,149053,1411.04
"9645",38,39993,232.48
"22569",27,41747,326
"20006",10,14447,86.98
"14542",5,11141,68.77
"16701",285,705087,2619.54
"26944",22,45619,392
"20292",21,18711,82.53
"5617",15,21460,95.47
"15444",76,151368,1223.04
"19115",45,61983,445
"10204",8,12509,97.18
"22263",7,9650,91.88
"20712",16,27350,286
"22554",24,55924,559
"21131",26,44178,353.14
"13150",170,348079,3037
"13099",45,106387,318
"10120",12,32912,187.51
"4858",151,321819,2590.7
"6770",31,64998,401.33
"30713",3,6886,0
"25057",37,55217,399.66
"19355",35,88856,599
"8205",23,36094,249
"5174",18,39540,265
"1804",93,169680,660
"29668",27,68195,318
"1424",71,158247,977
"28705",109,292556,2015
"23671",60,52543,432
"28254",353,1237120,7962
"26478",6,19575,112.66
"5417",28,42029,409.04
"28949",6,34592,24
"19157",133,242659,1556
"2782",4279,9080597,88002
"27083",1402,6679388,48754.48
"33766",63,304923,2347.73
"33431",226,1111706,8543.16
"26800",18,61687,358.6
"29688",43,122104,621
"15954",133,347059,2712
"33784",50,142910,655.94
"15354",20,38848,304.03
"22381",14,25257,117.95
"33467",11,21032,158
"18903",43,113270,879
"28454",86,221462,1828
"32113",43,187127,1128
"11681",4,9204,52
"29979",536,1652836,12503
"22959",8,13800,71
"9923",44,59974,476
"33991",11,18834,63
"25244",46,85341,767.9
"10858",10,36210,139
"16782",42,64030,450
"18483",6,11737,71.33
"23284",245,1084214,7253.95
"16410",18,29967,180
"22015",35,69820,472.47
"17751",90,232423,1090
"32018",19,35523,204
"33134",18,69155,629.34
"11682",23,50589,148
"10989",33,63499,440
"30079",6,21387,88
"23339",149,134065,1268.02
"9619",23,28181,210
"6051",52,106226,727
"16068",888,3955018,23552.93
"17453",13,41432,144
"22288",92,700402,3474.36
"33655",NA,219384,0
"21001",55,90615,558
"26987",25,97632,922.72
"14203",17,22499,148.04
"18625",33,83242,171.2
"31813",3,5679,19.16
"12612",214,535136,3901.5
"28507",14,46575,99
"32569",36,180712,618
"15392",7,12710,105
"18775",221,498347,17173
"90713",15,21280,150.37
"97",155,393506,2958.55
"32960",13,33822,3
"33901",37,61117,310
"19732",75,150144,1146
"18277",41,118212,399
"18434",17,39203,299.79
"26822",19,34784,155
"1391",18,35367,242
"1431",10,34686,299.3
"29471",7,58464,290
"4666",167,261907,2263.33
"29743",16,34567,114
"9967",42,94811,202
"1198",22,62351,302.74
"15085",77,87461,355
"17123",79,323244,596
"28780",63,254280,581
"34012",2,2524,0
"22671",27,99703,751.9
"8023",32,79899,880.25
"32422",4,8162,18
"31217",21,65952,454
"29663",161,316699,1722
"29884",8,61375,241
"17305",30,36777,295.05
"22552",8,15022,128.44
"1436",3,4017,42.7
"11343",8,23712,157.6
"9049",67,115137,403
"25745",61,170471,1348.3
"33825",18,24189,80
"24497",21,33448,296
"33013",10,24796,195.9
"19601",77,271332,3600.07
"5296",363,1060320,22269.78
"11619",168,339351,9030.62
"1515",90,144019,1749.17
"1509",352,654533,8109.21
"12340",180,453884,5149.66
"5311",214,430396,6001.39
"33792",8,34689,347.49
"33367",225,249891,2909.53
"13073",52,102617,655.66
"29805",983,6422821,10105
"26243",8,67727,866.9
"24064",13,28074,129
"29085",50,136008,474
"28225",170,481617,4152.63
"9631",12,34589,69
"90146",55,156256,700
"27293",20,58571,424.98
"9096",6,14871,92.01
"21641",31,56033,428.79
"27184",30,137587,1384.74
"25663",214,449833,3854.45
"5915",324,949049,6856.32
"24829",14,81002,693.74
"29973",80,255704,962
"30243",25,100711,590
"32335",43,235721,1187
"26390",54,105467,810.92
"30783",10,59653,20
"1396",8,13242,120.95
"284",12,40336,234
"28288",7,23909,80
"11477",20,54657,313.36
"35",101,219811,1703.46
"26336",23,100338,583
"28191",12,69620,336
"5814",17,49299,352.49
"28242",26,77388,402
"14418",37,125936,2191
"18836",67,135571,1272.47
"23658",31,64465,475
"11694",94,98822,929.83
"11556",33,71998,528.31
"26579",32,54544,268
"21645",4,7685,5
"90030",4,6561,65.88
"22314",1,1865,0
"13191",14,44991,264.06
"26617",8,29515,180
"10171",16,53677,408.4
"28626",108,575666,2830
"28522",41,174260,449
"1814",10,25796,103
"18331",46,78507,525
"22616",11,43704,261.9
"29197",96,272855,1136
"13272",17,41184,311.9
"33365",32,74124,553
"2987",139,238307,885
"26704",17,26216,310.15
"32004",33,54008,440
"6959",85,135174,584
"32477",17,28009,146
"32341",83,240546,0
"32404",12,33896,242
"11652",93,235990,1574.13
"27476",669,966200,8063.04
"19919",554,1109680,34898.6
"33690",NA,431429,0
"22519",496,2754788,61633.29
"9828",71,339869,2401
"22464",82,96776,916.99
"33691",NA,269421,0
"22302",51,58384,612.99
"16876",6834,12263000,87663.75
"33976",432,918786,0
"20828",1390,4375497,60817.78
"12342",13,24230,193.01
"14618",102,323360,2270
"26653",9,14275,76
"18408",268,695965,3733
"1047",59,80995,672.35
"1961",45,66079,502.03
"33927",6,8216,23
"21269",47,99288,356
"27122",23,39420,324.22
"27069",31,111407,1033.57
"24516",60,434695,9546
"22559",53,81031,618
"16697",23,6467,59.26
"33658",NA,189181,0
"33657",NA,225663,0
"33686",NA,1787956,0
"33694",NA,245714,0
"33674",NA,191634,0
"16604",115,244908,1911.64
"4800",1624,4984661,40683.47
"33534",41,83829,782.68
"25270",885,2541489,23131.48
"33660",NA,274801,0
"33666",NA,146949,0
"19842",506,2025899,16842.59
"14570",33,74866,742.4
"5170",38,106939,766
"32964",442,1120169,10329.3
"15093",39,68624,462.88
"16601",20,39663,333
"11782",43,86883,372.31
"866",21,28776,208.7
"19434",59,121781,990.16
"13290",39,95097,546.34
"22130",45,68207,643
"155",26,38615,305.35
"26986",22,39544,267
"9108",107,165942,1502.46
"26689",17,71114,651.79
"18700",49,52651,419
"12226",9,16720,100.57
"24799",36,62896,521
"32971",2804,8937772,57100
"25178",131,246926,4259
"28163",188,448013,4189.37
"3622",3126,17165000,944000
"27595",2551,6993039,139470.09
"3510",52385,162577000,5850910
"17300",1581,4078188,30782.56
"33326",383,960450,3982
"22911",1289,3646449,34632.1
"33404",2345,7870671,19739
"9575",3291,6406872,122274
"20209",138,209273,2261.09
"12773",89,187700,1410
"5618",18,55988,443.3
"8243",29,58526,568.61
"27519",24,74526,619
"33554",67,65540,495.88
"8252",16,46918,109
"20360",24,53699,231
"19588",75,146591,1153.17
"19877",43,69912,602.03
"14033",12,24675,181.72
"581",14,14695,107.35
