"","numemp","asset","RWAJT","RBCT2","rbc1rwaj","rbcrwaj"
"57899",14,121339,101056,1286,9.90935718809373,11.1819189360355
"15448",6,18396,12848,169,3.37795765877958,4.69333748443337
"16522",140,598751,368817,4676,15.3938131919082,16.6616506289027
"22039",21,101929,70221,696,12.7953176400222,13.78647413167
"16419",47,107627,68420,825,17.9698918444899,19.1756796258404
"30367",38,234864,156217,982,10.8035617122336,11.4321744752492
"4788",7,19174,13169,165,16.7362745842509,17.989217100767
"31826",68,236596,132988,1339,14.7321562847776,15.7390140463801
"57298",41,119965,118733,1224,11.0542140769626,12.0850984983113
"32487",16,47078,28111,292,16.1787200739924,17.2174593575469
"58485",37,156890,132269,1659,20.3018091918741,21.5560713394673
"57657",43,257910,222895,2823,20.0628098431997,21.3293254671482
"35456",43,257265,173561,2039,11.4945177776113,12.6693208727767
"58358",9,41184,33223,425,11.3957198326461,12.6749540980646
"58773",23,49591,14613,49,60.2408814069664,60.5761992746185
"11706",17,49788,41225,359,11.9684657368102,12.8392965433596
"27552",122,666594,429098,4112,16.9791050063156,17.9373942549254
"58321",47,365750,210478,2145,14.9578578283716,15.9769667138608
"34393",9,117324,90331,1134,17.7967696582569,19.052152638629
"57611",5,55214,40783,511,20.0279528234804,21.2809258759777
"1149",14,106774,81123,1034,6.8229725232055,8.09758021769412
"1673",578,643874,583381,10225,15.687346691099,17.44006061219
"58548",16,56485,39106,394,17.0587633611211,18.0662813890452
"6646",43,106072,72843,773,16.8540559834164,17.9152423705778
"3564",86,315558,238708,2239,10.7231429193827,11.6611089699549
"26977",60,123301,74083,926,14.2434836602189,15.4934330413185
"35517",99,379151,351637,9442,2.98034620930107,5.6655016394748
"57157",16,88226,73434,931,10.4965002587357,11.7643053626386
"57633",86,268075,245248,3137,10.1574732515658,11.4365866388309
"9087",1178,4396088,3461366,43807,15.2180670868091,16.4836656972999
"57626",32,149402,127771,1398,9.73147271290042,10.8256177066784
"22543",5,23768,13836,149,22.0945359930616,23.1714368314542
"8426",145,598845,378662,4031,11.0203822934438,12.0849200606346
"57869",22,105356,71923,702,13.4602282997094,14.4362721243552
"35408",133,669148,474708,10949,9.78138139656378,12.0878519005368
"31249",36,122174,89794,620,11.4829498630198,12.1734191594093
"9751",53,390312,338433,4020,12.9880951325669,14.1759225607432
"91005",53,179929,134705,1714,24.2181062321369,25.4905163134256
"27831",54,237437,115402,1447,22.0091506213064,23.2266338538327
"35029",52,171030,117583,1481,10.8263949720623,12.0859307893148
"32257",133,257682,128085,1005,30.5999921926845,31.3846273958699
"30332",15,33812,25240,101,37.0721077654517,37.4722662440571
"30619",17,88006,53048,664,17.2277936962751,18.4794902729603
"19795",66,268393,226658,2839,10.6768788218373,11.9294267133743
