"","numemp","asset","RWAJT","RBCT2"
"57899",15,78506,64599,820
"22039",23,147287,72138,739
"16522",140,768016,343981,4354
"16419",43,115374,65295,827
"30367",38,234775,159636,1881
"4788",7,26250,18039,202
"57298",48,191439,125660,1571
"32487",15,50648,26515,332
"58485",51,291163,198370,2492
"57657",51,433412,265619,3347
"35456",43,282132,177950,2235
"58358",4,26044,18034,242
"58773",37,57354,33632,377
"11706",17,63607,44851,415
"27552",138,749599,544554,5882
"58321",65,578961,442221,4880
"34393",11,111131,78259,988
"57611",5,50500,30611,385
"1673",419,521978,253244,3409
"58548",21,91577,60678,772
"6646",56,114256,78940,997
"3564",88,307992,205897,2166
"26977",53,138775,69454,884
"57157",14,56189,44775,580
"57633",97,300838,253475,3182
"9087",1176,4372255,3362433,42573
"57626",38,176914,147362,1843
"22543",5,29159,13363,120
"8426",162,751247,415869,6598
"57869",27,133300,95695,880
"35408",284,1396646,668114,8399
"31249",38,131766,89698,1044
"9751",49,364581,279460,3509
"29132",176,695629,433118,5433
"91005",30,187386,119024,1488
"27831",46,228143,104508,1304
"35029",50,154600,109597,1382
"32257",117,249054,142489,1509
"30332",18,44198,33264,417
"30619",16,77050,40843,518
"19795",69,307713,218503,2742
"26549",24,104428,65089,714
"32266",80,1019899,565910,7096
"19600",264,298816,143949,1928
"4061",17,68851,47974,605
"58727",30,144314,113375,1419
"35189",286,803630,630880,7940
"58562",28,115568,67669,858
"14936",34,121071,90587,978
"7506",259,1005156,694292,8704
"18489",143,545422,434845,5464
"90140",87,405025,236895,1969
"14311",15,122240,85269,732
"32304",6,26076,12738,158
"58697",10,61833,34045,431
"9812",8,41032,29901,196
"28380",159,595860,286293,3184
"27015",237,604571,474988,2356
"8251",29,124145,86266,1079
"8822",10,35945,22964,184
"31372",21,64117,39575,500
"18152",31,55603,36748,405
"57072",58,339198,245826,3133
"29864",209,785201,602161,7618
"10375",27,121601,87237,1096
"34885",173,240857,177964,2228
"57264",23,285449,223099,2796
"57478",36,176284,93017,1163
"35267",37,1004329,358550,2353
"3304",79,328924,227025,2854
"35224",18,51553,32024,80
"35314",9,32590,22330,236
"13947",35,176607,95967,1203
"57845",92,281751,211008,2674
"29849",62,166243,131977,1653
"17230",92,534753,350058,4394
"34106",37,131022,89138,1095
"9831",58,238712,138825,1581
"17622",45,163591,118706,1490
"3931",514,1205313,851786,11461
"13080",34,152208,60485,761
"20093",49,128472,90287,1020
"6058",92,405126,248833,3123
"58629",113,638227,489932,5945
"15062",21,55958,30831,388
"10973",157,595955,515118,6552
"11569",187,551836,307092,3870
"12511",43,150441,97429,1221
"197",70,306976,174373,2208
"34566",42,146846,126938,1589
"34930",23,87972,51921,654
"57733",38,219178,160293,2020
"15657",60,216445,129776,1643
"34664",55,507327,302882,3689
"7237",331,1410451,846184,9405
"57424",14,60751,43609,546
"35173",31,163438,101475,1282
"1946",48,109241,104939,1292
"15083",6,15267,6596,84
"91",55,176105,137984,1740
"55130",30,134419,93278,1172
"4051",9,41243,18238,229
"57803",1013,88627039,78027037,731439
"58424",113,752367,573929,7193
"15699",23,82808,57483,723
"15426",11,25235,20400,243
"59060",108,806285,183301,2536
"23091",496,2272571,1606929,20532
"18545",325,1067018,661765,8490
"35377",16,242711,153861,1964
"19590",55,148905,102465,1286
"58275",40,211562,154557,1331
"1149",30,142546,113765,1286
"8276",16,59687,32947,357
"27711",48,214513,133970,855
"10173",10,46997,30359,241
"9465",33,213577,142767,1786
"622",451,3899904,2591601,32661
"903",182,807757,421205,5325
"14531",646,3174851,2550678,31487
"34302",40,124736,64411,811
"28701",49,303086,159102,1800
"6423",243,2249716,2197739,27887
"24107",1667,12005462,9882077,125100
"27267",38,284168,218122,1958
"29031",155,440415,312032,3943
"20726",22,127713,95960,1212
"8893",10,29137,18963,242
"19838",52,230334,133511,1703
"20311",70,322744,269913,17567
"34422",48,535200,374884,4424
"32328",292,438756,223891,2849
"1117",86,377141,269885,3381
"19234",46,110396,70739,886
"17906",47,146102,84804,1063
"35568",59,235970,170327,2139
"31980",36,140916,93970,1183
"6183",34,132463,91988,1152
"20537",46,181604,103520,715
"34955",198,437417,288915,3658
"22559",261,960940,555134,5547
"4624",29,108634,68323,904
"34232",25,47958,37649,487
"18609",159,639320,448183,5612
"15423",37,113200,81329,1027
"34606",45,136291,110886,788
"20843",179,413134,259579,3428
"20473",486,1942516,1338782,16843
"5216",184,627161,441866,5706
"5800",38,237257,209422,2624
"21567",11,48061,18179,176
"23886",87,376046,241364,3022
"20241",227,1066508,669601,8410
"34788",95,1195106,467932,5895
"27006",332,2340102,1708521,37042
"21663",52,241939,181339,2285
"35033",29,158281,134203,1708
"35412",61,515271,354257,4466
"57444",29,134589,95414,1205
"57359",24,166007,129802,1167
"58514",8,68477,55896,699
"34090",45,277070,221362,2860
"57709",45,195044,155688,1987
"428",28,72444,45379,568
"10647",9,42569,24917,314
"2328",15,46870,23928,307
"35328",337,36691886,36297624,857251
"27471",130,32988235,29743176,373238
"29140",116,433283,289033,3346
"30182",86,318031,203143,1700
"34656",197,869525,741025,7681
"57113",102,378912,280380,3513
"313",110,426286,257743,3287
"35223",29,92884,70909,942
"57025",20,68926,50702,634
"4190",236,790820,329843,4139
"8843",48,205446,143758,1814
"1439",18,111417,81484,1025
"57695",8,88949,44781,561
"30950",3,5960,2737,35
"34334",20,82324,60304,662
"21272",137,525755,319537,4025
"58309",158,940381,878006,8930
"24472",101,305599,182155,2214
"19300",454,2127874,1346064,16845
"26398",37,220603,153291,1855
"22373",144,456798,304228,3828
"33812",26,255159,213962,2683
"6837",316,1322320,903030,11295
"26499",60,269969,214416,2704
"57169",33,92795,69833,883
"58614",38,263633,198539,2496
"58469",33,237559,221244,2774
"58584",25,114285,86106,1027
"24655",113,590417,333882,4194
"58281",24,148048,123828,1566
"29899",11,40080,24579,309
"9104",7,52567,32675,309
"32526",1113,4963256,3743278,38834
"29597",50,232066,143434,1797
"29878",35,181221,114883,1439
"33121",98,448462,291694,3669
"57636",24,167149,120553,1509
"26944",34,141075,95576,1026
"16701",586,3158604,1664330,20850
"15432",7,30892,13029,148
"228",87,563525,519938,6338
"9967",55,209101,154226,1049
"57144",54,314226,184325,2232
"15444",80,483130,248897,3124
"10204",7,24305,12188,154
"22263",7,26703,14330,179
"22554",25,154119,76211,925
"13150",262,849455,691924,8679
"10120",6,33397,26748,272
"58076",12,54701,35307,446
"57689",35,133581,89278,1137
"30713",3,7005,2209,0
"8205",44,122555,86018,1101
"22441",703,2290070,1527939,5112
"58360",18,104464,72430,928
"2838",39,147109,102995,1295
"58303",89,5332955,3120948,15531
"20504",827,3043971,1707790,21438
"7542",282,939292,698593,8804
"15510",65,193004,132657,1666
"11763",92,414496,317667,4006
"5417",56,242714,177367,2230
"57295",113,190604,96148,444
"26658",13,22941,16425,205
"28949",10,97607,44373,463
"15354",29,64271,46514,493
"22381",27,75319,47469,597
"19220",433,1764158,842462,10589
"28454",137,488449,313651,3944
"8868",286,1318361,1003799,12609
"57931",19,125315,90464,1161
"4208",47,164429,94448,1129
"11681",3,15370,6502,82
"29979",738,2794035,1772042,23247
"22959",15,52696,26252,229
"58578",39,198744,160398,1995
"9923",185,437941,330633,4171
"10858",10,79735,41723,463
"18483",5,19603,9585,80
"16410",19,73300,54242,566
"22015",90,278611,187652,2355
"17751",154,699280,580153,6233
"32018",23,53978,24546,189
"58889",27,160378,105401,1038
"11682",20,72224,34354,339
"10989",32,123629,125628,1114
"30079",8,59604,36136,459
"29679",35,118499,74849,780
"33316",143,285285,159815,2272
"35599",52,214187,165174,1489
"6051",48,146562,68923,548
"16068",631,8370856,2659356,10666
"17453",56,263533,184719,2309
"34193",42,220831,86499,1081
"58296",55,199876,171927,1667
"33450",54,212537,150164,1801
"18625",164,582420,345307,4481
"3598",20,123737,40996,514
"9641",15,66011,34365,432
"28507",13,60384,30910,125
"57620",95,239433,192076,2463
"3858",57,159254,107008,865
"1391",15,54075,29538,370
"35354",57,24884,3792,51
"4666",1134,1804850,956434,13010
"2315",209,623820,416830,4290
"29471",6,86607,47515,358
"29743",24,97725,52598,658
"1198",42,130770,77444,421
"15085",156,568400,471575,5976
"17123",131,531496,394884,5017
"28780",75,497227,196411,565
"8728",5006,13108181,7988966,103375
"29663",170,776051,408390,5182
"1436",4,19762,11185,126
"11343",6,40084,29407,246
"25745",85,454910,362972,4550
"34759",24,71418,51568,649
"33013",13,53226,36680,460
"5296",4846,21617331,14330801,182037
"29805",1535,17073186,9895088,126094
"17636",40,185910,132467,1657
"24064",18,79185,26790,205
"29085",90,293657,199701,2516
"9631",36,120233,65819,661
"90146",84,333989,168763,2115
"9096",7,70348,46067,384
"58492",84,999581,905638,10086
"24829",68,592199,275152,3557
"45826",167,778902,448600,5705
"58075",14,86102,60432,762
"34677",37,162157,91828,1172
"26390",136,710054,490600,6218
"30783",19,107772,59479,743
"1396",13,43136,26594,333
"284",18,67383,42145,527
"28288",17,73555,48276,605
"11477",22,94093,52857,515
"35",157,761061,439966,5516
"28191",27,196832,124550,517
"5814",26,97291,65222,819
"30890",1920,3782377,2529902,937
"11694",88,324812,258184,3250
"3276",427,1344294,923078,11543
"58484",13,79305,47264,603
"35115",20,70956,16809,36
"2326",74,264072,181412,2286
"6106",95,661291,486783,6105
"57510",40,340449,306505,3811
"90215",184,1030758,696018,7385
"26617",13,68839,27768,285
"10171",17,106219,49103,620
"57866",19,84076,64136,832
"30691",24,150754,76508,961
"21265",149,1180034,603361,7729
"2469",38,112758,68738,845
"2987",170,520810,330466,4157
"26704",81,201290,187637,2374
"34456",19,44681,21567,270
"6959",109,394776,233300,2932
"34440",4,49140,15170,190
"32341",142,634839,388579,4334
"18923",254,1406419,794284,10172
"4033",65,295281,130791,1645
"27476",1587,5722459,3417259,37633
"19919",954,5176957,3643696,120223
"34968",6177,27621000,17920100,414000
"34967",1374,8689746,5593410,71762
"20828",1367,6948439,4290042,54262
"11813",4210,13302686,9594385,120991
"12342",24,67908,48121,604
"26653",15,46796,20501,258
"58932",9,38149,18928,138
"57815",108,514138,304032,3807
"18408",649,2585294,1727095,21997
"1047",89,266418,184747,2231
"57730",31,105668,68621,679
"58460",15,83724,58636,752
"34554",13,67355,37986,485
"11521",47,102016,75379,943
"8560",23,55253,30823,396
"30789",14,42874,24406,310
"4147",55,226737,183892,2141
"5304",163,918316,736414,7806
"8941",183,475707,359023,10509
"33686",NA,6570719,NA,NA
"16604",459,1054432,822888,9974
"14521",212,1134492,693776,8627
"19842",481,5644817,4490386,108168
"5170",182,671619,481126,5802
"59052",1181,5959289,2015537,12719
"30125",675,2608502,1403241,17635
"15093",41,118595,71260,897
"16601",27,99525,64055,598
"11782",38,166437,63676,797
"19434",120,471986,365936,4578
"13290",65,227703,167154,2635
"34577",60,268895,187063,2363
"155",32,125553,111127,1244
"26689",25,198517,129097,1637
"57029",23,70614,39552,500
"25178",0,16265285,9479000,122282
"35453",0,10365632,5276178,66651
"3510",181328,1448261695,966310842,34974558
"58032",0,17884870,7328224,95145
"12773",246,907005,659716,8334
"34830",29,138681,74759,939
"8243",27,117000,83498,1052
"34120",125,795519,489252,6144
"8252",15,79653,39307,487
"32362",37,182368,124344,1568
"33681",NA,4684211,NA,NA
"23123",99,365972,214657,2712
"16282",8,34887,22871,277
"18930",18,80421,27504,346
"58114",21,91975,66670,834
"1623",29,46775,27757,349
"8595",24,62609,41321,519
"15817",5,18283,7457,39
"15267",8,42933,24913,226
"16959",17,61247,43014,539
"8278",14,23568,15598,198
"58101",31,128130,123772,1548
"9788",44,199765,121024,1513
"32722",160,671300,534931,6746
"10883",16,54353,29797,195
"34397",67,202593,163906,1967
"6137",92,306315,233243,3255
"57952",19,65692,50579,640
"57102",21,96079,42797,537
"5605",26,57533,33423,320
"2224",79,311436,172657,2170
"9385",21,87065,34771,353
"35439",29,135542,81264,1017
"2733",16,72394,44196,554
"20239",36,110096,63782,816
"8254",24,89229,60417,602
"12549",17,64944,32940,409
"9176",59,219371,144234,1815
"17190",31,102650,70042,889
"15068",9,47825,21351,147
"58270",24,159101,131984,1545
"12325",12,66124,41692,524
"9406",8,19529,8177,102
"105",36,95779,52886,665
"58479",49,267642,197966,2211
"9023",90,297281,206103,2599
"2327",35,103278,62553,787
"10885",5,17177,8909,111
"5713",16,53090,25711,327
"33653",NA,47619078,NA,NA
"6123",156,553817,394924,4986
"16953",10,40330,26728,339
"13167",26,120090,52222,406
"26955",62,235661,194527,2452
"16980",447,2172602,1356774,17110
"8775",40,132329,102639,1290
"57491",22,151323,122365,1532
"422",31,100571,70745,337
"13274",49,148514,94490,1190
"23250",54,168108,118362,1416
"26217",56,176093,78838,859
"19829",17,32603,19880,251
"58134",18,136798,107663,1355
"25328",8,27722,17825,225
"22639",25,119283,54456,683
"9359",40,242605,157683,1852
"10523",78,328103,129083,538
"4796",15,55822,27320,342
"58131",20,111076,66396,864
"9875",8,34438,16641,213
"8531",28,203655,95320,1114
"1937",46,148833,92277,851
"1468",36,137291,73392,918
"4075",26,102472,63838,711
"17543",31,95104,40431,508
"876",26,122855,62701,790
"2477",26,96484,87371,989
"99",19,82226,50290,632
"17569",5,15666,7630,96
"26542",35,174404,107561,1327
"17327",48,207376,106141,1333
"14912",17,76758,41691,522
"19515",26,93122,61062,626
"22309",22,113466,70192,904
"9068",62,190779,107046,1341
"15813",28,83582,62849,787
"16243",100,268213,209571,2615
"877",67,218717,152633,1976
"26554",18,112372,50855,392
"296",52,198126,126134,1404
"16154",9,50293,31485,373
"13303",560,251078,178546,1921
"8532",33,89670,61051,629
"4094",22,96364,45424,573
"49",15,52659,31652,407
"11207",46,137823,99819,1269
"11732",21,117009,75306,865
"58630",14,52239,40462,514
"16993",68,265203,144086,1811
"1484",54,207068,145299,1832
"10594",42,105168,74251,935
"35543",57,221787,181922,2299
"8693",22,83194,78569,897
"15397",48,181973,88212,1106
"5775",54,157180,123230,905
"58626",23,111422,72328,947
"57941",82,698170,541958,5256
"22838",13,69327,36246,454
"2379",24,120866,59125,744
"16527",11,42816,37661,233
"9392",30,162125,102255,1280
"5950",163,749120,436537,234
"5636",50,140483,82069,1032
"17995",6,34917,20127,252
"15113",20,79209,55341,702
"57915",20,95220,72774,904
"20884",490,1167323,746394,9360
"8144",14,85848,35265,438
"10315",15,67604,38953,487
"9127",3,17148,5784,76
"27125",484,1848201,1420830,18352
"10057",24,85145,43376,548
"13962",16,61666,38030,402
"18053",2318,13760753,5389869,68283
"17769",29,196084,115084,1430
"17813",7,41231,25472,300
"149",31,95643,51566,666
"15821",14,57200,39850,491
"289",26,181156,91047,991
"1464",24,77889,48774,585
"57965",101,804019,571978,5855
"10674",18,116079,96724,1112
"8584",19,57341,40350,505
"26403",109,232543,153993,1958
"33648",NA,4218786,NA,NA
"4331",36,96921,50825,685
"14794",19,29759,21076,270
"23826",77,552593,401230,5052
"8118",35,167780,104356,698
"8804",33,74729,40769,226
"34897",25,239925,97054,1102
"11750",27,107039,60504,490
"17378",65,326012,171890,2174
"9817",13,56019,43502,545
"9775",23,115740,88330,861
"1635",94,522304,200756,2518
"8695",44,178046,124919,1572
"15547",17,61904,27876,350
"11200",98,323659,225029,2819
"57276",63,309739,236907,3076
"4130",17,65672,34039,426
"8886",71,277730,135001,1631
"5425",4,22406,12861,161
"58164",36,172771,120499,1510
"57396",35,129501,110578,853
"19087",9,35676,27935,158
"91280",72,184840,128365,1614
"16795",13,28355,17533,221
"17878",61,91076,59610,758
"8885",15,55345,33976,429
"16281",13,21260,14097,163
"13264",77,253398,198303,2481
"148",50,213124,134268,1689
"58568",117,212994,139266,1752
"9332",13,67484,31428,394
"32779",233,1421244,1158305,19060
"8145",14,50659,24835,311
"5436",6,32766,18276,232
"58317",7,35338,22990,297
"12327",59,243594,185234,2048
"9315",30,121381,58913,588
"303",48,136900,89544,1129
"1523",16,78574,35213,315
"6139",72,209527,161642,2027
"13611",5,24670,12237,163
"57861",15,87431,68305,867
"618",40,195292,102677,1294
"11232",15,78808,69918,874
"19954",15,29371,18600,234
"22273",44,118325,59385,750
"17355",10,41959,25745,200
"58482",9,34537,22380,281
"20769",8,37628,18189,191
"1373",54,174014,126238,900
"12232",24,90093,87675,975
"2145",22,96845,62274,786
"11609",21,75562,53227,665
"8556",16,59612,38591,219
"9057",16,107589,48597,248
"13017",35,128667,55087,682
"58138",20,137087,92818,1174
"35396",22,147228,73605,1003
"21704",55,120816,100355,1211
"33897",394,2890909,2262240,28707
"10626",11,33845,20568,183
"27575",0,16049,3327,0
"24540",103,471594,437349,5259
"58175",57,501590,392434,4771
"14701",28,80919,58711,405
"28411",68,318041,164269,1749
"5704",15,73593,56102,712
"5447",9,37426,22184,278
"33527",442,2407546,1638031,25485
"18171",31,276788,146479,1842
"21529",3,52438,12820,32
"35365",102,359600,257182,3230
"9523",20,77873,56280,585
"5867",52,194197,122509,1906
"9803",35,242396,101369,1121
"9304",21,90986,58069,584
"5902",20,121282,77871,925
"21085",11,33467,21848,277
"16905",6,24412,11550,141
"21971",19,58301,20188,258
"13710",8,42816,23817,288
"1713",39,145117,108223,1357
"16607",9,26026,11071,145
"16982",71,371972,223940,2833
"11603",22,97380,57493,721
"12745",6,21247,15021,149
"14660",49,303878,205914,2419
"17671",12,103124,72290,906
"101",21,73780,48652,434
"8432",93,370358,133410,1484
"35209",33,119484,93142,944
"11711",39,220392,119052,1598
"12956",37,130048,62561,788
"1377",18,71749,25212,318
"8472",38,174085,96917,1216
"15673",65,210528,128202,871
"29700",35,109100,87436,287
"34713",63,408742,281465,3528
"14349",29,80150,45339,502
"11243",37,132923,102221,1293
"58069",22,123140,93608,1177
"57816",34,211507,155437,1844
"26727",34,78046,51765,525
"57044",41,196475,136496,1721
"19506",205,772431,571318,6146
"34413",49,186208,126800,1599
"33990",29,127768,49219,617
"12236",24,100159,72685,621
"22739",34,101202,76012,950
"24919",62,331883,243821,3064
"9820",8,21223,20248,178
"5634",29,103197,68670,871
"34148",26,121759,81911,1031
"1536",353,2036067,1463397,46103
"16413",21,79678,26742,241
"8892",89,267386,222110,2631
"13565",70,314736,271672,3452
"11788",32,111592,72677,641
"21573",194,647346,454753,5719
"35320",30,154169,96744,1212
"18576",15,163256,119809,1499
"12474",34,80850,44187,556
"21161",58,217815,131749,1671
"34903",115,479549,349754,4424
"22407",456,1313087,982707,12697
"26759",31,162460,133436,1720
"26539",83,101216,45401,581
"35207",116,433118,315902,3974
"22353",53,211858,165347,1971
"21219",25,65857,43853,551
"20387",109,572142,329729,4330
"110",1103,3825279,2596218,32529
"23041",221,643703,462967,5850
"22340",28,140165,77037,963
"4626",22,79907,60537,762
"26210",37,131317,62864,145
"2205",64,124423,88379,1124
"34873",44,236663,159609,2024
"22597",384,1345369,898373,11313
"19125",19,65628,14294,142
"2247",90,156913,107361,1201
"25291",21,105144,75358,944
"26627",75,335509,203374,2544
"3514",9427,62342865,47627225,598776
"4198",56,131792,102787,1157
"16389",122,488129,327867,4124
"34708",64,308764,175829,1419
"19480",9,36877,26125,270
"12786",17,64103,32689,409
"17041",95,327879,198832,2499
"17159",276,765701,507368,6401
"13397",35,873975,732951,12537
"420",13,42865,22973,287
"57627",40,165118,114626,1500
"57640",17,76733,48425,615
"8558",13,49368,26092,329
