"","numemp","asset","RBCT2"
"26979",13,17999,106
"16419",33,46943,353.21
"4788",7,14750,55.51
"23406",148,768604,4926.26
"33619",25,63974,394
"27552",28,58030,292
"1673",43,30558,281.14
"6646",24,59454,229
"26977",23,31310,197
"17316",37,165109,842
"21170",40,43936,301.48
"28738",70,150846,1026
"20662",9,18387,107
"19593",11,17222,168.47
"9087",719,1456463,18482.07
"14181",13,42990,286.92
"22536",31,47767,207
"22543",6,13592,85
"27789",68,209702,1602.62
"27136",70,155985,1356.15
"21442",37,131716,1203.31
"8841",21,62165,544.35
"27831",60,140254,267
"32257",110,76736,753
"30332",10,30603,114.25
"30619",13,39686,221
"19795",34,80795,811.58
"22051",122,355538,2189
"27942",52,212210,1336
"25002",29,63586,276
"32266",50,267160,1035
"26668",16,23948,189.2
"21109",47,56522,440.35
"14936",16,36986,275.39
"23064",7,10766,60
"2730",8,13896,82.5
"18489",82,140789,1301.75
"26568",30,83905,611.16
"14311",9,29951,241
"32304",6,20721,10
"7506",150,473472,2749.34
"22658",39,83831,857.61
"9812",6,16200,84
"26202",20,24509,125.42
"5682",20,43635,390.8
"9531",11,26736,185.37
"28380",55,84284,691
"26973",29,24104,176.1
"10922",9,12422,92
"8251",14,38366,197
"8822",10,20570,170.64
"13435",77,123952,861.11
"33104",128,360689,600
"31372",26,35231,196
"29472",29,71729,150
"28923",190,678102,3800
"25332",68,364337,3057.33
"13693",54,154530,1063.15
"91005",14,156871,1420.21
"27318",26,45325,425.03
"19600",37,58375,294.33
"15696",33,42034,335.38
"19158",77,255305,1510
"10361",66,81300,501
"29087",31,131898,552
"29849",61,103034,610
"17230",114,280630,1681
"32106",976,2730112,14213
"230",10,16872,148.7
"29349",18,50717,110
"16321",9,18057,153.45
"17622",27,43493,333.06
"9831",44,114726,660.68
"4061",8,13488,96.28
"29561",12,45640,139
"13080",42,112584,632.95
"10326",94,188969,863.87
"23032",24,32229,211.73
"20153",34,74764,670
"32575",51,29283,166
"6058",76,202062,921
"26984",48,102645,764.48
"1078",37,78874,550
"11010",13,38055,297.91
"8583",26,44874,201.73
"15062",23,39354,292.54
"23124",16,44648,971.12
"33468",23,40565,329
"5373",24,48798,182.89
"163",168,264090,1866.83
"3640",23,48231,251.5
"33684",NA,214658,0
"32474",284,317685,2005
"10623",12,21500,124
"15699",23,37994,324.38
"24473",10,18633,150.75
"23091",38,63655,534
"18545",77,137164,1075.57
"27532",29,62545,549.05
"22306",17,37601,276
"20937",23,44261,342
"33210",17,17534,135
"21687",17,46982,369
"23403",30,73545,364
"19590",30,52430,356.88
"8276",12,26616,87
"14498",8,18008,114
"27711",32,84448,378
"10173",12,26731,157
"33413",270,313951,0
"9465",32,146821,1119.77
"19950",14,19649,127.17
"11892",51,91373,557
"903",171,500374,2333
"622",444,1976410,6159.3
"14531",405,787147,7071.17
"33197",39,104801,710
"28701",30,124469,451
"6423",172,902269,7315.21
"14341",68,150778,1206
"9266",97,220082,1686
"3735",363,995582,8056
"3655",51,242019,1450
"27267",29,74477,533
"29031",107,271020,721
"31335",508,1056422,7810
"20289",88,144339,1176.11
"29289",99,287613,946
"6782",50,74674,411.28
"26213",24,56671,536.08
"20726",27,55415,465.39
"19345",66,97246,703.09
"21946",22,36260,237.87
"22968",91,155727,914.51
"21614",31,42593,173
"20311",69,140101,1204.95
"19594",42,49965,369.63
"19838",31,82295,716.5
"19234",27,31387,238.31
"17906",46,55179,352.63
"19281",75,77846,491.71
"26904",16,33354,274
"20156",47,93419,556
"20537",77,143012,1216
"10570",72,147821,1247.18
"21919",62,76488,570.92
"4624",19,45424,204
"27501",50,87167,535
"20663",22,54584,457.84
"22440",68,66991,553.92
"22989",94,223961,710
"18609",107,165373,851
"26498",130,467270,3682.97
"20639",131,215512,1386
"10892",12,15089,81
"21260",45,75779,527.59
"16749",34,81465,416.51
"19862",49,122286,554
"24678",17,27045,190.15
"20473",90,171396,1468.48
"21567",19,19122,72
"23886",73,113300,680.22
"20504",43,79651,730.56
"27006",29,64588,604.79
"33709",8,18664,159
"32723",15,42349,372
"21663",86,82960,411
"21224",56,111124,497
"31382",110,215935,2041.05
"15001",167,411993,2453
"31581",6,20867,0
"30809",29,78449,313
"428",37,55558,215.12
"10647",9,21985,163.88
"2328",15,30563,119
"26365",1341,9888916,83695.21
"27471",98,243484,2791.4
"29242",14,51714,90
"28574",584,1171486,7942
"31346",5,20336,50
"30182",75,113724,518
"29140",75,156129,1135
"32328",21,85206,725
"27930",279,729812,3329
"22461",36,48810,404.82
"18362",46,69411,479
"25711",26,50871,353
"26306",129,135625,1697.84
"23348",19,43660,296
"25046",25,31736,282.26
"22675",142,295628,3379.95
"25192",147,180467,2016.13
"26764",11,45698,308.16
"30950",3,6915,14
"16730",58,104426,558
"26398",16,30003,266.78
"25621",22,40539,346.44
"32972",72,135260,458
"10882",49,129952,658
"24472",40,65523,464
"22373",59,151697,927.23
"20241",103,198470,658
"19300",97,209542,1410
"22695",62,112616,827.73
"22962",14,20321,152
"24179",55,64225,167
"18806",21,28618,208
"33812",6,14547,50
"11598",27,39815,312
"6837",110,248351,1773.61
"5243",429,805554,6165.66
"894",581,1397582,11421.16
"3619",1918,5413183,81727.59
"13085",164,318430,1261
"13595",66,98675,753.37
"22322",35,39302,232
"24525",23,41454,295.63
"15872",348,584626,3611
"24481",16,26616,218
"3696",121,269610,1883
"5184",24,63450,474
"23939",12,28455,196.29
"24334",20,43342,255.54
"27528",35,50155,381.34
"26248",36,42725,260
"28268",134,396798,2466
"23001",32,47142,240
"20393",173,240893,4758.27
"24655",81,117097,1064.18
"29899",13,39907,67
"29781",28,70519,617
"30617",37,137803,826
"30385",8,33680,58
"31980",11,24388,21
"30195",68,133947,1029
"9104",8,26193,161.71
