"","numemp","asset","RBCT2","rbc1rwaj","rbcrwaj"
"15448",8,20183,95,10.877568314741,11.5374463414973
"23309",78,143460,1293.98,10.5925104594822,11.8572857853868
"22039",19,39998,440.65,12.3408520590598,13.5938466350563
"16419",43,65072,541.97,11.8050734823721,13.0554146344614
"4788",7,15529,78.83,31.8002699660381,33.0625133101583
"31826",37,76222,489,12.198086662915,13.2988182329769
"33619",96,303767,2139,9.04666057065558,10.043046285121
"11706",20,30100,118,12.6096029002614,13.2313885844364
"27552",40,113003,690,15.0027011370811,15.9009105760907
"34393",7,31196,173,23.1563585756327,23.9923456444107
"1673",175,75900,925.98,9.04677388311832,10.3457553810699
"19713",40,85416,727.39,8.92927890787442,10.1795326489329
"6646",28,60162,257,22.6106622178207,23.2329518076665
"26977",36,58312,323,14.6591955043842,15.7023592294153
"20662",10,23235,112,12.7442948273568,13.5285591244249
"19593",18,22009,215.46,12.8646582248512,14.1149149957698
"9087",834,2521327,25902.46,10.5407670109653,11.8164198115655
"22536",29,67271,386,14.4669812103479,15.5345122268255
"22543",7,18927,124,14.6512605402438,15.7149351930484
"27789",78,284691,2237.14,14.2718010315072,15.5287600866478
"8426",90,174779,2136,12.3665950857353,14.1396550335894
"31249",45,76912,455,9.73377546186642,10.5959261013738
"27136",468,1263415,8913.22,10.6286940222725,11.8833742878567
"8841",18,76039,572.74,14.9737252258893,16.2302895315122
"9751",35,72384,677,11.1275802689801,12.3573177554475
"27831",58,186351,1167,16.8789843038517,18.1293191193014
"32257",111,168879,586,15.3661065617356,16.145113261725
"30332",13,33452,84,21.9659860201442,22.4283119599318
"30619",13,42823,282,15.1049758089573,16.3566958142838
"19795",39,132575,1435.47,10.1522202409048,11.4095067208644
"22051",185,545478,2652,10.6970498277398,11.612549106249
"27942",63,331604,1330,15.8871144305967,16.5771367084588
"25002",30,77353,403,12.2055410563542,13.0620329675001
"27093",14,61468,729,19.7805920254689,20.8269639568648
"32266",54,548622,2510,10.286760582212,11.2189831717109
"14936",18,54355,387,15.0364247836125,16.0564241510548
"18489",105,208195,2117.04,9.74305081033883,10.9974708241757
