"","numemp","asset","RWAJT","RBCT2"
"15448",7,21678,16986,213
"22039",18,51248,39224,295
"16419",40,85609,53088,633
"30367",34,199164,118613,778
"4788",6,17022,10020,126
"31826",60,145267,91234,1086
"57298",20,68128,65517,659
"33025",121,385829,358835,4492
"57657",24,105181,56044,529
"35048",39,224085,167494,1827
"35456",27,150550,91155,1046
"11706",17,45319,31824,241
"27552",81,334157,249506,2065
"34393",12,111398,105716,972
"57611",4,35240,25149,273
"1149",11,61337,47485,594
"1673",427,225882,263900,5532
"57647",54,211670,155912,1796
"11338",86,300025,233142,2747
"6646",44,89941,66488,243
"26744",89,334282,246192,2400
"3564",87,241722,181000,1361
"26977",64,101115,52190,514
"35517",57,229241,203557,7452
"57157",13,61499,48856,494
"57633",111,259077,198018,2486
"35086",35,105432,63506,644
"9087",1048,3264756,2597003,32901
"57626",17,33805,24929,231
"27789",72,369948,282274,3530
"22543",5,21430,12844,128
"8426",135,383474,235560,3714
"57869",10,16043,5479,60
"35408",72,181659,125084,1564
"31249",40,110102,79399,681
"9751",58,315554,289436,3282
"91005",63,203188,125262,1598
"27831",66,264398,128201,1605
"35018",183,50027,11054,0
"27207",22,52656,37766,473
"32257",141,218320,112563,1351
"30332",15,28234,13275,85
"30619",15,71532,42778,537
"19795",55,206608,169855,2125
"27942",113,748130,436852,1397
"32266",66,1012369,600680,3702
"35559",15,43419,35188,440
"19600",170,113538,90600,1141
"4061",9,32411,26644,334
"35189",245,447179,330676,4135
"29088",128,393277,188054,1452
"14936",27,99690,76367,856
"30400",57,174057,134430,1346
"18489",166,348543,294185,3701
"26568",41,173364,115703,1022
"14311",13,59140,51984,567
"32304",6,25047,13221,140
"7506",242,925553,535875,3989
"22658",71,246143,205607,2822
"9812",6,25641,17757,196
"5682",20,80370,53906,602
"28380",144,382848,211731,2402
"8251",25,70368,54604,457
"8822",11,28397,17497,110
"31372",38,72679,38994,416
"33535",855,1290657,1417020,29246
"18664",2,107320,24731,310
"29864",282,1056005,716914,6636
"57899",6,16041,9941,56
"57072",61,220879,218374,2064
"34939",42,154995,119880,1144
"18152",45,41718,29780,373
"10375",23,86151,66356,832
"57103",35,238859,170544,1308
"31217",78,215732,170881,1453
"34885",20,102197,68416,776
"27197",138,1047646,787909,9715
"57478",12,98010,43628,415
"35267",37,1692126,879593,1049
"3304",20,46691,34183,429
"57840",8,46186,21086,243
"15696",32,81730,40002,504
"35224",23,63124,38808,446
"34676",46,150860,107141,2834
"35314",11,56674,37681,473
"10361",140,303809,218374,1608
"29087",45,154967,77096,407
"13947",35,107146,76941,963
"57845",22,21304,6998,15
"27311",32,70158,27770,348
"29849",72,160673,123858,1189
"35029",48,166922,120222,1082
"17230",120,504257,353303,3251
"34947",52,123724,90435,1132
"34106",47,109502,89907,1125
"9831",60,184312,102797,1290
"17622",60,196402,155401,1955
"3931",297,608407,490686,7533
"13080",42,135741,58715,735
"2773",250,774451,570224,7145
"20093",32,49984,36399,300
"34388",69,197319,141249,1217
"6058",81,311484,183979,2904
"35078",24,100778,76610,959
"34987",15,72605,61359,571
"35265",15,71855,56483,548
"8583",39,109544,75130,915
"15062",21,46015,22582,285
"11569",196,413316,266014,2243
"12511",38,117580,78292,985
"23124",81,470280,409734,3878
"34664",99,562467,299644,2510
"34930",17,54634,52312,655
"34566",43,107181,91940,741
"1932",87,402169,376096,4705
"57733",17,37150,28303,354
"57512",94,381762,311528,3895
"7237",306,906335,551633,5060
"33468",58,132059,92731,1165
"57424",11,30066,21814,273
"28299",32,192800,86079,570
"35173",35,103513,82026,885
"1946",37,72136,45409,568
"15083",10,20372,14826,187
"91",41,126614,83308,706
"55130",34,145177,98609,627
"33684",NA,1104408,NA,NA
"4051",7,17643,8410,106
"34782",52,1015899,326118,14
"15699",29,76801,62191,782
"15426",10,11793,9598,77
"10790",53,217627,140307,605
"23091",428,1381794,1215278,9168
"18545",174,451477,365559,4041
"35377",13,177787,110274,1170
"19590",54,121048,86600,927
"8276",13,41747,25272,251
"27711",50,162680,108707,1265
"10173",11,41942,29038,289
"9465",34,169044,136890,1714
"622",514,4203744,1920184,8784
"903",217,653618,440630,5294
"14531",559,1617304,1219037,14613
"34302",38,79559,44132,552
"28701",43,210490,89465,765
"6423",238,2400876,2115112,26656
"3735",1370,4940693,3829042,40924
"24107",2134,7551045,6270311,49917
"27267",36,136120,113285,976
"29031",155,431403,260548,3258
"6782",72,136933,83823,1056
"20726",26,126507,97622,1221
"35461",29,68297,41716,523
"8893",15,32585,24007,300
"19594",32,50356,33348,419
"19838",54,178366,123391,1575
"20311",73,368983,348914,2978
"20557",23,74793,69142,672
"34422",47,515571,334417,2905
"32328",71,259494,192661,1846
"1117",57,172094,143481,1797
"19234",32,71605,58750,730
"17906",43,101634,56557,707
"35568",43,134201,102856,956
"31980",19,58309,39577,495
"6183",27,83007,63182,782
"20537",56,151032,86521,885
"34955",153,456199,326022,4077
"10973",26,77541,70736,741
"4624",32,99947,83259,554
"34232",18,32299,25028,314
"18609",173,482922,388111,3729
"30617",61,437176,238165,1689
"34606",30,57899,47964,274
"20843",208,633110,566144,21537
"20473",316,838505,639728,8025
"23433",109,278032,223791,2266
"5216",138,409634,332555,4159
"5800",35,175506,149874,1481
"20241",256,647465,497404,5506
"21567",14,25330,15428,192
"23886",85,258388,185497,1527
"15836",23,48644,27667,234
"20504",57,183321,133484,1673
"34788",53,484673,218221,2415
"27006",238,1655462,1353033,16913
"21663",39,152947,105873,806
"35033",20,75515,56243,706
"34868",76,316647,270232,2820
"35412",51,355224,293816,3676
"57444",13,49753,38894,407
"57359",19,79810,68222,602
"31581",6,31447,11887,32
"34090",67,254561,212842,1269
"57709",38,73725,65391,645
"428",32,64607,45794,573
"10647",9,31443,19466,245
"2328",16,37198,22651,284
"35328",157,11512233,11110401,141775
"27471",45,11831110,13095522,192532
"29140",117,243715,176430,2235
"30182",71,200573,135214,560
"34656",71,245155,203509,2543
"57113",45,248129,180431,2114
"313",86,286574,202801,2155
"35223",10,92143,66840,730
"57025",28,50402,44095,557
"4190",205,484258,230981,2128
"8843",57,170090,139278,1742
"57174",206,170323,86881,998
"1439",20,107259,98459,1198
"25192",11,150026,27520,349
"57695",17,23708,19344,54
"30950",3,5107,2572,31
"16730",141,335102,260986,3269
"34334",23,53612,42944,489
"19300",362,1446191,1224734,14844
"18806",20,30386,24534,314
"33993",41,186487,165463,1836
"26398",30,174573,130728,1149
"22373",101,251301,193881,2210
"19220",598,1479056,1073228,13481
"24472",59,133519,85664,816
"25621",73,185821,125956,1384
"33812",23,155944,139362,1659
"6837",210,625080,454284,5729
"24481",40,144200,115080,1386
"26499",77,274106,264032,3306
"24334",18,49658,30501,287
"23001",29,124355,119201,1087
"57198",15,54071,41128,480
"24655",96,579749,417654,5237
"29899",10,31418,19287,58
"9104",7,37891,21730,272
"30385",12,47951,23216,202
"29597",37,176381,109581,1794
"32526",1322,6762895,3331775,30641
"29878",31,158584,97518,657
"34549",3,24261,13593,171
"57636",14,43644,31172,293
"26944",27,89265,60559,686
"16701",508,1840317,906470,11000
"9645",28,66967,40879,521
"20292",6,9685,6672,84
"15432",8,18677,10633,116
"5617",109,340808,221999,2054
"228",71,289895,276651,2604
"15444",72,206661,121707,1419
"57144",50,174957,136187,1534
"19115",84,178023,137672,1619
"10204",8,18808,12898,162
"22263",7,17051,10800,133
"20712",20,70868,65385,819
"22554",32,98718,77446,862
"8266",132,210793,112179,1079
"13150",199,636027,560954,6213
"13099",58,144543,67985,773
"10120",10,31015,18608,236
"57432",13,94644,79609,709
"57689",19,42711,35821,450
"30713",2,8799,2536,130
"57794",7,14226,6654,40
"8205",57,140808,135692,1428
"57724",12,15098,4964,63
"29668",29,112613,69669,565
"22441",360,1019836,980662,12316
"34294",25,47150,31139,315
"19418",46,191659,146500,1443
"2838",45,162803,118892,1331
"23671",94,88112,61825,785
"22444",49,211176,176062,1793
"7542",325,987575,601623,7449
"15510",47,132876,78844,468
"57115",43,140143,113143,1418
"5417",47,132121,118658,1324
"26658",18,14358,10647,134
"28949",7,49683,24311,130
"26800",11947,50151064,41203806,1340312
"91325",9,216545,44504,0
"15354",39,77210,50344,282
"22381",21,39382,25051,314
"33901",123,694826,574584,5854
"5147",29,97593,82822,1036
"13810",55,238206,194363,2432
"18903",73,349822,245539,2828
"12922",14,55273,37069,464
"8868",90,313243,269160,2991
"57931",13,21823,6574,16
"28454",168,489671,372370,3692
"11681",4,12658,8580,78
"29979",857,3986942,3231188,19318
"22959",7,23890,12419,115
"34149",17,64605,59180,489
"9923",134,269483,200118,2504
"10858",9,54782,31797,262
"18483",6,15716,9223,116
"16410",23,51347,32256,324
"22015",86,190758,136509,1573
"17751",148,495204,378069,3646
"32018",21,42077,21925,183
"33134",64,332888,300110,3755
"11682",24,59455,27181,188
"10989",38,117093,77295,967
"30079",7,36327,24636,309
"6051",51,120366,66520,673
"33989",138,495654,396514,4467
"16068",677,6960872,1878823,7446
"17453",39,185721,119191,1271
"33655",NA,460325,NA,NA
"18625",141,481582,332349,3637
"31813",4,4705,1845,22
"9641",15,40065,19290,243
"28507",15,53441,25262,95
"57620",27,94046,81889,877
"32960",25,196322,59630,700
"13304",45,117470,67923,854
"1391",17,51950,30381,380
"35354",53,13887,9486,121
"4666",694,594679,337701,4246
"2315",174,334778,254491,2079
"29471",7,67880,31726,129
"29743",24,75549,42806,306
"9967",51,123000,57327,351
"1198",41,97755,58249,394
"35578",24,75932,68388,650
"15085",174,448900,359821,3811
"17123",144,541119,509105,5474
"28780",71,381158,137664,2462
"8728",4063,7386954,5244378,67971
"278",34,306415,257163,3222
"29663",158,553039,401692,4140
"1436",3,11144,8063,101
"11343",7,27288,18890,236
"25745",94,361618,286958,2668
"34095",22,106978,62753,874
"33825",52,129931,85040,756
"34759",27,55717,47375,582
"33013",16,53514,36022,453
"22177",98,770747,706043,8837
"18704",278,1855816,1329820,16757
"5296",4082,17923586,12607252,227853
"33792",127,404836,318724,4134
"34976",10,38102,26512,331
"29805",1863,23054565,11931785,82730
"24064",18,50730,21130,127
"29085",64,187187,113827,1428
"28225",205,1009416,884049,10108
"9631",18,61275,62163,453
"90146",87,260136,139615,2127
"27293",21,85966,52932,1248
"9096",7,30897,21394,152
"57264",25,124105,112609,1408
"5915",415,3070729,1770122,12262
"24829",39,340461,340447,4263
"45826",149,667938,468160,2679
"30243",24,180980,99986,737
"34677",37,148470,91331,1014
"26390",108,416346,309348,3438
"30783",9,64860,18210,50
"1396",8,20707,15393,194
"284",19,55456,34459,431
"34557",26,133953,111229,1392
"28288",17,59739,33195,229
"11477",22,69957,39323,492
"35",136,595662,332839,3725
"28191",26,155538,78854,421
"5814",25,66764,52118,656
"11694",82,242054,178623,1568
"3276",313,690796,524207,4860
"35115",4,4258,832,0
"26617",10,59560,22749,250
"10171",17,104447,61151,767
"30691",23,133858,85064,418
"21265",160,821217,474222,3686
"13272",16,93645,67121,777
"2987",181,389437,282266,2691
"26704",70,135559,131020,1652
"32004",57,114191,60763,528
"34456",18,35683,17150,217
"6959",112,301227,167836,2100
"34440",3,24109,10137,102
"32341",185,779162,405510,2177
"27476",1343,3019863,2342222,26650
"19919",1212,5930955,3631272,95479
"34968",6266,23945000,14857300,617000
"34967",2149,11283027,8103969,92556
"35208",189,62701,20276,254
"20828",1548,8335185,5390632,67424
"11813",3936,10819750,7282158,92375
"12342",28,51814,34526,403
"26653",15,30710,24146,303
"18408",551,1762453,1343466,17007
"1047",87,195662,137618,1723
"57730",42,90667,52797,463
"1961",83,171827,147615,1358
"34554",26,61768,44673,566
"11521",40,71732,45779,433
"8560",24,51392,36943,419
"4147",12,27640,17313,182
"9644",384,1137730,780352,6918
"22559",64,225331,179510,1806
"33686",NA,4888294,NA,NA
"16604",146,409140,277887,3481
"5801",28,111267,71302,771
"4456",32,101658,78221,807
"33927",30,73435,53360,463
"11354",27,82849,53241,663
"10130",33,131107,89780,847
"14521",28,95525,56921,532
"19842",460,5792365,4016260,130410
"5170",122,390425,301090,2505
"32964",848,2882929,2493675,31260
"30125",771,3468506,1677706,13984
"15093",40,98706,56737,709
"16601",20,67278,51314,442
"11782",38,119158,36755,460
"19434",112,365928,251733,2157
"13290",53,146858,96080,2302
"22130",87,313714,246989,2782
"34577",58,214324,169268,2127
"155",39,80775,64547,678
"34992",206,1321720,646629,7986
"26689",25,168127,140806,1607
"57029",20,59824,38264,479
"25178",1,1683354,442362,246
"57117",1,6956033,3163083,4206
"35453",1,7355899,3325601,3918
"3510",128037,838247353,592644147,11477613
"27595",4346,54343534,56097854,1700066
"12773",231,570387,498576,5671
"34830",23,149511,114119,1244
"8243",29,81936,60767,774
"34120",99,405610,323592,2695
"33482",21,157595,77261,972
"8252",18,82546,35142,274
"19877",63,207850,125707,1456
"33681",NA,196668,NA,NA
"23123",168,414385,296354,3642
"16282",9,33048,21391,175
"18930",27,56184,24284,203
"1623",39,53171,39824,235
"8595",28,62291,52302,648
"15817",5,14963,7704,97
"287",137,321878,215033,2697
"15267",8,27641,19157,240
"16959",9,30237,12672,102
"8278",13,22523,14280,179
"1756",8,17748,8688,109
"9788",40,147672,93112,1165
"32722",273,666013,608275,7337
"10883",15,47030,26003,228
"34397",38,127883,100142,2905
"6137",84,214792,171396,2144
"57102",14,40262,25837,324
"5605",28,60193,29913,256
"2224",50,151586,102205,991
"11245",31,144725,60461,409
"9385",23,69029,32341,405
"35439",23,70938,50484,508
"2733",12,51211,34037,427
"20239",37,93119,62989,641
"8254",26,66561,45485,570
"12549",21,50844,30445,387
"9176",43,143618,89429,1122
"17190",35,74471,53209,682
"15068",12,45682,18887,236
"12325",13,45390,36889,463
"9406",9,13513,6426,81
"105",47,105555,57112,723
"9023",92,259997,190061,2015
"2327",42,87651,56439,595
"10885",6,14028,8652,109
"5713",29,61792,24610,184
"33653",NA,2049132,NA,NA
"34502",84,315572,280948,2419
"34959",57,214539,212995,2625
"6123",153,419446,313952,3366
"16953",11,31453,24062,306
"13167",30,99306,52250,368
"26955",64,204028,158984,1839
"16980",417,1290851,1049046,13146
"8775",42,121673,91646,845
"57491",13,68439,59840,553
"34385",38,167493,127938,1576
"422",29,76847,45223,421
"13274",56,131553,103841,694
"26217",52,121773,63649,560
"19829",18,33164,21768,272
"25328",4,11641,4767,49
"22639",23,67353,37373,469
"9359",34,167458,84483,1058
"10523",87,271178,110017,1234
"4796",17,46284,25305,275
"35455",28,80914,64232,715
"9875",10,30809,19432,144
"8531",25,83089,34255,422
"20827",89,371189,315462,3952
"1937",49,138897,95225,1196
"1468",33,101289,61665,771
"4075",28,74532,50232,629
"17543",29,77047,42340,529
"15291",19,83246,45176,566
"14749",63,130470,77062,964
"876",21,83922,50203,635
"2477",20,59418,57713,722
"99",19,81671,52371,655
"17569",4,10407,4855,52
"26542",40,122966,78035,905
"17327",49,163428,89246,971
"14912",16,53295,35402,373
"19515",26,71445,55783,624
"22309",19,66385,52150,657
"9068",59,125259,91860,1149
"10805",11,45047,23791,300
"15813",29,69049,50136,629
"16243",79,166270,117224,1271
"877",85,206813,160741,2020
"26554",18,85946,41478,284
"296",46,155773,109818,1294
"16154",11,38780,27441,345
"18321",103,257919,190100,2380
"13303",101,172840,123377,1456
"8532",26,60093,43426,532
"57590",16,58206,40283,375
"8675",91,234813,176812,2192
"4094",21,73631,28420,202
"5635",36,97634,67151,744
"57122",35,179536,150207,1882
"49",15,33981,20614,257
"11207",35,106671,87571,1101
"26551",55,152882,115821,1461
"11732",12,68768,40650,444
"57360",31,168158,118651,1021
"35106",29,250073,231823,3815
"57814",14,45245,35894,277
"16993",67,181561,128780,1610
"1484",45,126434,87561,1095
"10594",39,81378,48319,610
"35543",27,116590,83167,888
"12461",8,37695,16518,172
"21158",13,32141,16419,193
"8693",25,65639,52502,657
"15397",53,167987,79645,1006
"5775",53,121888,66362,873
"22838",17,58889,31067,389
"2379",29,99747,65226,816
"16527",10,29855,22772,194
"57309",18,55230,39867,499
"8262",6,33245,20287,253
"9392",25,103202,68713,706
"5950",257,1002760,835395,10484
"5636",52,228856,140880,1769
"17995",6,29000,17245,216
"15113",23,45001,34141,429
