"","numemp","asset","RWAJT","RBCT2"
"15448",7,17243,13407,168
"22039",17,41899,33518,422
"16419",41,79134,52587,631
"30367",35,155577,94469,707
"4788",6,18150,9509,119
"31826",54,114355,73282,876
"57298",15,30299,23776,221
"35048",33,158210,114378,1084
"35456",14,75633,50318,493
"11706",16,38715,26270,198
"161",55,190240,148213,1716
"27552",54,235286,156635,1548
"34393",11,97908,65554,767
"1149",21,62791,51758,650
"1673",399,199306,299691,4243
"6646",36,81344,50187,255
"26744",74,212850,156912,1670
"3564",83,219335,145772,957
"26977",58,78880,46997,471
"35517",29,72746,63692,513
"57157",8,23671,16934,120
"35086",34,47544,41710,272
"9087",1103,3376714,2904764,37378
"27789",84,348515,234782,2944
"22543",6,22092,13968,163
"8426",110,282060,170613,1998
"31249",42,93021,65785,619
"8841",17,51818,35945,339
"9751",42,110595,82728,953
"91005",58,211782,133777,1742
"27831",64,213504,114813,1444
"35018",182,35005,8687,0
"34799",144,331905,243407,1570
"32257",154,262222,147172,881
"30332",16,34057,18708,79
"30619",12,57738,34310,430
"19795",51,166256,129180,1503
"27942",97,512917,320410,1557
"22051",272,798474,386710,4841
"25002",28,92792,51306,644
"32266",64,671135,388848,3797
"35559",14,31164,22073,276
"35189",157,155389,114342,1331
"14936",22,72657,57242,584
"30400",54,164291,124629,1110
"18489",138,271094,224491,2819
"26568",37,146008,95500,788
"14311",12,57131,47018,489
"32304",6,26671,13866,103
"7506",195,646154,364193,3778
"22658",56,189236,155389,2194
"9812",6,26203,20915,209
"5682",20,75695,48621,591
"28380",84,227489,141071,1766
"26973",122,577758,469507,4583
"33914",1,117162,25405,0
"8251",19,60073,45296,452
"8822",10,25620,16205,139
"31372",23,43269,24526,849
"11687",241,623174,419851,4359
"29472",71,213933,141757,969
"33535",639,887059,860400,16114
"18664",2,239100,208575,789
"35408",27,47429,37114,466
"57072",23,74512,66772,695
"27642",293,1068602,629629,4613
"34939",36,87704,72249,647
"18152",24,32118,23433,296
"57103",20,91693,58509,696
"25332",18,4319,1162,0
"31217",70,174297,136164,1167
"34885",9,55700,28716,315
"27197",91,676061,391380,4899
"35267",28,795445,311932,984
"19600",82,78714,35675,434
"15696",32,77451,42536,533
"35224",19,36067,22152,273
"34676",30,107498,87785,3603
"35314",10,35451,25587,244
"10361",113,202725,146038,922
"29087",47,159570,82123,540
"27311",24,59636,23714,298
"29849",67,145340,97107,1024
"35029",32,105381,72752,742
"17230",125,414683,302871,2354
"34947",41,95438,71028,897
"34106",34,71951,58726,737
"9831",64,179797,88604,508
"17622",46,150557,101114,1271
"3931",241,460275,370502,7138
"4061",7,28479,22049,276
"29561",23,50306,31365,369
"13080",51,152657,59134,740
"2773",252,663250,495705,6254
"20093",29,41227,23619,196
"34388",54,124991,83994,736
"6058",99,274943,147671,2362
"35078",13,53644,42923,453
"34987",12,52109,42641,400
"35265",14,38808,29840,355
"1078",487,2006210,1519356,16903
"8583",27,67371,44754,565
"15062",22,44853,20266,258
"4822",5560,16247837,14423709,515704
"23834",2,47644,23376,160
"11569",163,378284,233605,1871
"23124",43,176183,145040,4181
"34664",41,210251,99105,768
"34930",11,37989,32237,404
"34566",22,65323,50813,435
"1932",83,327772,301844,3064
"35140",18,65100,52004,438
"34473",40,108083,61691,771
"7237",282,759868,472577,4885
"33468",64,141603,102442,1153
"28299",26,167439,74042,569
"35173",21,71529,49153,560
"91",39,90758,67410,714
"55130",18,87284,71854,656
"32317",78,232696,172505,2171
"33684",NA,1402799,NA,NA
"34782",68,368090,173533,0
"15699",32,79295,62834,788
"15426",10,13934,11543,144
"10790",52,162834,118055,639
"23091",417,935295,770363,7056
"18545",190,395223,316285,2915
