"","numemp","asset","RBCT2","rbc1rwaj","rbcrwaj"
"15448",8,18880,172,13.1406523005242,14.3928363424578
"22039",17,43226,452,15.1249062161336,16.380915330536
"16419",39,73989,565,12.7367111249368,13.8352062837812
"30367",26,127234,706,11.0615053983524,11.9646420713299
"4788",6,17056,115,21.2566699335729,22.5089839921594
"31826",51,107717,679,11.8205944020058,12.8161517821797
"35048",30,132448,975,9.83275350606601,10.7936570510609
"35456",12,53681,185,18.8890458365704,19.5423405607741
"11706",16,37515,170,9.73355084284937,10.3938475879748
"161",48,161088,1582,9.07805085776859,10.2810560895486
"27552",51,222429,1254,11.653977065955,12.5487901470662
"34393",10,71017,511,18.5021853746497,19.5037337566884
"1149",23,42204,317,11.4038221110913,12.3474429957731
"1673",369,144643,2195,10.4215264316457,11.8638499195059
"6646",40,74414,256,20.4866592230393,20.9794786894082
"26744",68,196759,1419,11.0101395243744,12.0120883466079
"3564",82,197316,1360,16.8882525992335,18.0754759805505
"26977",59,78910,461,15.7859063777685,16.7938430592299
"35517",20,30357,162,40.7153050303247,41.4377452729219
"57157",8,13031,0,118.588596266939,118.588596266939
"35086",25,15207,46,98.7770593196514,99.4236716333989
"9087",929,3320157,16359,11.3410609368704,11.9542340957861
"27789",88,343366,2913,22.8770742959444,24.1306892515321
"22543",6,20894,155,16.1482262559313,17.3156586578293
"8426",110,249683,1875,11.7712205800443,12.985583088302
"31249",41,87378,566,10.1974234565836,11.1443868161285
"8841",14,42630,340,18.5778593851804,19.5847894331576
"9751",43,97736,876,9.8464441327259,10.9338729098651
"91005",56,220148,2044,15.7876371203614,17.0844515502769
"27831",60,198380,1767,17.9052915402764,19.5596000449388
"35018",2,21338,0,773.817762399077,773.817762399077
"34799",91,34153,1,307.675834084761,307.687105500451
"32257",137,223800,875,16.4213117357472,17.1160870255677
"30332",15,35619,78,25.2359786245817,25.6255306397643
"30619",13,52066,381,14.4276642647978,15.6812423913401
"19795",51,156709,1534,11.5263700817055,12.7822441995645
"27942",97,462206,1067,15.6290092139025,16.0179029624446
"22051",266,816074,4176,11.2270725289811,12.2223440359976
"25002",33,102501,636,17.6794816073334,18.9359516377573
"32266",60,755738,3580,12.5507784588073,13.4359245697275
"35559",13,20926,180,30.8077297372445,32.0589461976922
"35189",98,94560,783,15.7099272471251,16.9349917859657
"14936",24,70098,497,8.58166393384188,9.46745562130178
"30400",69,160545,1193,11.2901705777024,12.3122660018334
"18489",128,251926,2706,11.1690829321683,12.424056914415
"26568",34,133486,740,16.1269400046328,16.9840166782488
"14311",13,51275,430,12.6849894291755,13.6839904281765
"32304",6,24415,93,27.7179548536332,28.4597591130254
"7506",158,565541,3757,18.808939739789,19.9950748714257
"22658",57,160552,1892,13.6250314494179,15.0675114170917
"9812",6,24499,131,28.5135976749014,29.1934814199709
"5682",20,74203,483,16.9334474641558,17.967044725016
"28380",83,189939,1541,9.94099652113551,11.1848318279778
"26973",118,423605,3488,10.6607638947115,11.6356156266944
"10922",13,21405,161,11.6698442961551,12.9488401652367
"33914",1,117193,0,100.623676159096,100.623676159096
"8251",18,61348,414,11.3970080552359,12.3498273878021
"8822",10,24319,176,15.8927120021674,16.8463830940125
"31372",19,40371,1007,31.7996007225021,36.5861773932883
"11687",258,599540,2586,11.1610921021682,11.7881851403684
"29472",55,168730,779,14.0041493775934,14.706837452643
"33535",249,991793,26850,13.6837600404573,15.3539298130592
"18664",12,445162,402,20.1438451553851,20.3024456832645
"35408",22,23298,227,23.5122327529204,24.7630592902799
"27642",212,1020705,3175,12.0095296417157,12.5422164805758
"57072",17,37091,334,16.3564959995311,17.3353653175464
"34939",27,75358,492,18.1728969415014,19.0670034710233
"57103",20,41239,180,40.6562777144305,41.4164449512226
"25332",21,4894,0,205.969148222669,205.969148222669
"31217",65,151378,1123,11.3888763994425,12.2782248999595
"34885",9,35425,182,15.6972457167643,16.4866623292128
"27197",67,409025,3531,10.7843935814939,12.0348761027159
"35267",14,23589,192,132.815815927622,134.960348486541
"19600",57,80531,368,28.6812189784918,29.6632331750013
"15696",33,73996,565,12.554198743474,13.8040881337935
"35224",13,24683,154,23.0683506686478,24.0217929668153
"34676",27,81927,3314,8.33320523265645,13.4275129509784
"35314",9,26332,170,56.5970601959869,57.5886607559496
"10361",93,177987,893,10.9603765038272,11.6459758466346
"29087",44,146563,410,31.2713424309743,31.741034592193
"29849",74,143527,799,13.2851643979958,14.1442487581446
"35029",26,76344,602,13.8664364749274,15.0474770462215
"17230",125,407560,1996,14.8825390942396,15.5938618123762
"34947",23,75610,654,9.83561392230692,10.8366241160804
