"","numemp","asset","RBCT2","rbc1rwaj","rbcrwaj"
"15448",10,19491,175.79,12.233381626741,13.483675903581
"23309",84,166351,1528.15,10.5541197791267,11.8086612622381
"22039",18,42932,449.59,13.4423714820842,14.6967417175824
"16419",42,68949,552,12.7384586443663,13.9184601834988
"4788",7,14982,99.91,25.8579124078954,27.1156845737536
"31826",46,91236,522,12.5460334509744,13.547261009667
"33619",129,407045,2910,8.92696536407188,9.81718397239405
"35048",19,48268,50,25.4537373138751,25.6018964367731
"11706",18,30851,88,11.9101783920074,12.327247909913
"27552",53,143065,907,13.9454239966502,14.899667645459
"34393",7,48507,354,16.5534193338789,17.6383870147145
"1673",250,96267,1246.51,8.72608062332772,10.0223679261265
"19713",49,115795,885,9.05481471553977,10.1138223834733
"6646",31,61039,251,24.6147347420708,25.2534505924026
"26744",66,168768,1175,11.1363461623189,12.1514114590937
"26977",47,62971,351,15.0557069961649,16.0856335515447
"19593",18,29071,208,12.3816495615034,13.3900219611874
"9087",913,2649367,27208.68,11.4602730668452,12.7177493246017
"27789",79,314386,2472.99,24.225844774544,25.4829321862902
"22536",42,78239,399,13.4062718479866,14.3299642098148
"22543",6,19316,137,15.2209062452708,16.3120962795995
"8426",108,213883,2052.95,11.1710070683714,12.597220934106
"31249",45,80591,508,11.2427983539095,12.2880658436214
"8841",12,41618,281.62,40.3257832299617,41.5966591334108
"9751",37,80649,715.58,12.2818627159513,13.533273127781
"27831",53,197317,1176,18.5218070368746,19.7798436012366
"35018",1,5741,0,740.141843971631,740.141843971631
"34799",7,2653,0,212.460063897764,212.460063897764
"32257",117,179269,821,16.5894605244064,17.5058881310905
"30332",15,35927,94,20.62818375799,21.0670812847558
"30619",15,46961,334,14.2883832156335,15.5363748458693
"19795",46,135957,1433.14,11.2254133180514,12.4827473424854
"22051",242,656202,3552,10.3980922930729,11.3955273797616
"27942",82,388645,1346,15.8722278279912,16.4742516298475
"25002",30,91764,533,10.8840471952474,11.6846540342023
"27093",21,155927,1147,10.991485085266,11.8850447558876
"32266",54,693743,3339,10.7221988078752,11.7273767234632
"14936",18,58452,445,14.1820557307727,15.2239931255546
"18489",111,243546,2433.53,10.7846576764111,12.0388888828759
"26568",38,115026,620,18.1797285724898,19.048700256627
"14311",13,49918,407,10.9096553577551,11.8525794882725
"32304",7,24455,33,27.6106043815531,27.8919103230756
"7506",158,504840,3387,19.5280782559358,20.7321634000776
"22658",52,132537,1145,12.0673432990928,13.1002436562327
"9812",6,21744,134,35.0370840412394,35.9513915897352
"5682",20,67679,439,15.6216993753332,16.7256797400742
"28380",80,160170,1295,8.60290743276722,9.78676022912808
"26973",51,126327,922,13.6434843632272,14.5599616709707
"10922",15,20589,128,12.0781403164823,12.9743733370676
"33914",8,145772,12,66.7819019893256,66.8182920912179
"8251",18,54703,313,12.3562847013687,13.1494588423712
"8822",10,25118,210,16.970898699481,18.1956027293404
"31372",23,39263,994,32.8548644338118,37.9688223491279
"11687",206,485974,2985.96,15.6760278093814,16.9264750617443
"29472",55,139121,607,14.6985111399019,15.343117473398
"33535",124,480100,12121.64,10.9703573007738,12.2208319165096
"18664",1021,2261919,8669,13.3250664011979,13.6222549780629
"34939",18,26167,136,44.9795290551698,45.7486032255876
"25332",55,172167,0,11.0664296104736,11.0664296104736
"31217",71,118549,1099,14.4535671997189,15.8666545222698
"91005",44,199490,1752.53,16.9687499111884,18.2458367136386
"34885",8,13599,113,21.1854103343465,22.3302938196555
"27197",45,234972,2547,8.14470949877722,9.3146703071572
"19600",26,65593,264.87,25.0678793464449,26.3223152433829
"15696",33,65501,493.14,13.4931482844426,14.7455501562645
"34676",12,19680,183.56,44.3904945863089,45.6415799826337
"10361",77,130985,706,12.622930276399,13.3922490587831
"29087",44,156684,467,30.0612844475759,30.6289299815216
"29849",69,122572,653,16.1989255396224,17.0915751917215
"35029",16,27668,206.36,41.0235344583149,42.2738101296807
"17230",125,352686,1590,14.5361918611536,15.1638237704336
"34947",15,19805,155,43.455626297091,44.5460621196665
"34106",18,38829,346.69,10.0549178298631,11.3115650765953
"29349",28,77306,278,15.3443435595235,16.0474468246541
"17622",43,95042,817.75,12.6258370215769,13.884495832304
"9831",60,157020,801,24.3923328996136,25.3321240805944
"4061",8,21317,196.05,12.4210506138644,13.6736982336423
"29561",21,47248,155,60.1247872943846,61.3807633092942
"13080",47,135576,740.3,28.9946231104799,30.2463562273849
"2773",242,581428,4437,10.1251936345414,11.1205957606234
"23032",21,39643,282,16.6440145481643,17.8380140654837
"20093",28,32663,157,13.5857474599102,14.5426619288226
"34388",24,50457,335,19.0882920502357,20.1480497295245
"6058",101,225749,1754.87,26.6736920579303,28.3591616669502
"35078",11,9070,20,188.7211809587,189.384640902306
"34987",5,7775,0,260.050251256281,260.050251256281
"1078",204,669217,7081.68,10.5612865145207,11.8121712878838
"8583",22,48672,394,13.8945160003643,15.1319570727295
"15062",22,40342,264.62,15.1108206470279,16.3750082409629
"4822",5346,16816858,328042.15,8.8652075445247,11.1427706085648
