"","numemp","asset","RWAJT","RBCT2"
"57899",12,111644,87578,1121
"22039",24,103998,63653,690
"16522",143,632297,371283,4724
"16419",44,108458,67832,787
"30367",36,236541,153331,1009
"4788",8,21309,14419,174
"31826",69,246223,138103,1726
"57298",39,133997,106923,1213
"32487",16,44703,26341,328
"58485",41,195511,144414,1811
"57657",40,263684,205334,2605
"35456",45,279668,183461,2294
"58358",7,45269,31216,401
"58773",52,63659,31604,193
"11706",17,49265,40974,383
"27552",124,638960,434311,4791
"58321",51,404094,250607,2602
"34393",8,107314,84547,1061
"57611",5,50157,34496,433
"1149",12,102584,74254,947
"1673",558,527396,374024,6783
"58548",20,68805,47185,434
"6646",45,103991,72958,663
"3564",85,318773,198629,1636
"26977",56,124222,68205,856
"35517",77,335798,287685,3674
"57157",16,90310,69928,890
"57633",77,267754,254892,3225
"9087",1149,4425047,3389530,42965
"57626",34,159927,127714,1598
"22543",5,25515,13609,133
"8426",151,629015,387581,6262
"57869",24,118506,79437,733
"35408",219,1040469,528872,11690
"31249",36,132533,93443,614
"9751",49,375716,324827,4067
"91005",53,186740,136458,1745
"27831",55,247269,113680,1441
"35029",54,146764,102790,1300
"32257",135,232066,118895,1024
"30332",19,35683,27083,282
"30619",17,89059,50764,638
"19795",65,275722,221580,2779
"26549",19,94589,57089,717
"27942",152,1266930,803122,9322
"32266",81,1342981,814100,10231
"19600",268,517061,248168,3245
"4061",19,65616,45301,568
"58562",35,120364,96267,1201
"58727",17,88474,72883,815
"16476",8,31996,22079,0
"35189",294,636355,520598,6546
"14936",32,110617,86083,1084
"18489",147,498476,450913,5649
"26568",44,203100,124191,1559
"14311",15,86605,68802,784
"32304",6,24399,12303,143
"7506",244,964017,650904,8194
"58697",9,41462,32004,406
"22658",50,263206,192380,448
"9812",9,34998,25589,155
"57962",16,54814,32931,60
"28380",147,516902,262231,3280
"8251",27,107910,81414,938
"8822",11,30562,20874,205
"31372",34,79234,47802,600
"18664",0,107,10,0
"29864",229,849017,652417,8250
"57072",71,399407,331205,4167
"18152",37,52102,36293,455
