"","numemp","asset","RBCT2"
"9176",44,137488,1057
"17190",32,72983,563
"15068",12,32776,198
"16754",151,1194588,13548
"15554",15,31434,71
"12325",13,39775,381
"9406",11,12277,71
"105",25,60253,395
"21979",98,231987,1370
"9023",85,154251,1098
"2327",32,63499,361
"10885",7,15343,121
"5713",32,59389,222
"33653",NA,1980892,NA
"34959",25,76952,824
"6123",104,208449,1501
"16953",7,16859,162
"13167",23,94432,596
"26955",58,139819,1300
"21015",20,41791,373
"16980",309,858023,7907
"8775",38,103462,934
"422",29,74922,590
"34385",25,79400,507
"1701",18,53990,421
"26217",51,105554,519
"13274",43,89212,738
"19829",19,32513,251
"22639",24,53765,312
"25328",4,9432,45
"9359",33,145037,768
"10523",89,217529,1330
"4796",15,41977,262
"35455",18,39152,412
"9875",9,34423,89
"23060",45,72560,412
"8531",23,81874,352
"20827",87,241178,2315
"1612",5,22212,150
"1937",40,115605,963
"1468",28,75849,673
"4075",29,69280,560
"17543",30,64073,437
"15291",24,70525,597
"14749",58,123794,934
"34903",32,93561,911
"876",21,67777,497
"2477",15,43529,442
"99",18,71525,514
"17569",4,9568,49
"26542",30,111081,614
"17327",51,164883,829
"14912",15,42970,296
"19515",17,66805,554
"22309",19,55620,476
"9068",41,94272,810
"10805",9,34506,264
"2372",30,50437,374
"15813",25,60389,540
"16243",52,74227,677
"877",63,150222,1352
"296",36,137023,698
"16154",9,33656,344
"11522",35,70501,394
"5687",19,78185,700
"18321",103,203318,1765
"13303",32,69100,553
"1249",28,45360,420
"8532",27,55661,360
"8675",76,198470,1937
"5635",33,80468,611
"1751",8,14673,85
"49",13,22729,182
"11207",30,95337,725
"26551",48,117721,1009
"11732",12,54432,373
"16993",60,171472,1123
"1484",27,79912,702
"10594",39,82638,506
"35543",11,24235,154
"12461",8,31379,152
"2398",37,117301,1079
"21158",12,26080,122
"8693",23,50553,449
"15397",49,121813,1029
"5775",44,101279,1282
"13162",14,28933,242
"18243",5,13654,96
"22838",17,58348,417
"2379",31,93527,450
"16527",9,27092,104
"24841",26,91721,912
"24500",38,53275,402
"9392",23,80460,346
"5950",202,669409,6266
"5636",35,168225,1167
"8486",33,196158,1293
"17995",6,23991,192
"15113",21,49548,486
"1372",36,60130,394
"15866",19,36187,272
"20884",449,719399,9013
"8144",15,74021,178
"10315",14,44157,346
"9127",4,12709,68
"27125",125,207905,2131
"10057",27,65427,486
"12986",206,564114,3942
"13962",13,41666,313
"18053",3893,11772969,251342
"35458",1,309705,0
"1627",26,66190,416
"17813",7,22506,197
"149",28,59081,599
"9514",3,8691,0
"10054",75,173146,1570
"15821",18,41999,230
"289",21,101893,471
"8297",48,103804,558
"1464",16,44744,315
"1678",52,136040,1332
"10674",12,64129,428
"8584",10,28635,179
"26403",87,139493,1359
"33648",NA,230753,NA
"35546",20,156628,310
"14794",29,29148,216
"23826",47,188873,1608
"20183",98,224291,2021
"8118",33,102130,662
"16469",8,13189,96
"8804",34,51290,316
"34897",24,85180,689
"11750",25,64867,537
"17378",34,68574,463
"22609",3,5461,31
"35386",11,29605,182
"9817",11,26752,332
"9775",14,55017,464
"21120",40,124955,938
"1635",86,300013,1981
"8695",17,77927,594
"15547",28,66116,414
"34250",19,27116,236
"11200",89,221483,1500
"7768",479,1122868,7933
"18379",56,121587,820
"4130",16,45545,218
"9318",22,39799,209
"8886",65,171182,1213
"8265",4,6137,41
"15266",5,14382,111
"971",122,243293,2008
"13832",30,39975,400
"1643",15,33180,168
"17309",73,225603,1365
"19087",8,24222,191
"11608",19,116649,1077
"91280",36,96811,899
"26268",12,23280,92
"16795",18,30388,282
"24606",116,208497,1967
"22176",63,246943,2457
"17878",168,98783,781
"8885",15,43818,306
"8778",505,1668712,10153
"33861",13,24523,52
"2224",12,42948,281
"16281",13,18538,132
"13264",49,129283,1149
"35039",20,31841,209
"148",40,107138,805
"8120",24,75953,562
"15653",18,39215,176
"11466",33,51174,403
"9332",13,43031,299
"32779",141,406306,4433
"8145",20,32955,263
"12327",62,167824,1338
"9315",37,106157,727
"303",45,100717,796
"1523",22,68320,475
"6139",43,77010,550
"13611",5,15419,113
"618",35,104863,667
"11232",15,36612,353
"19954",15,24516,191
"22273",45,69988,487
"17829",7,17490,125
"17355",8,17937,85
"12511",23,71872,591
"15556",35,62659,565
"20769",13,34531,286
"1373",19,41779,200
"15423",10,21131,110
"12232",18,53455,432
"2145",17,64204,475
"11609",18,48968,366
"8556",15,44074,335
"9057",20,71899,559
"13017",30,61427,436
"12530",36,139175,842
"91",49,54382,290
"34595",61,123329,992
"35396",11,29355,149
"21704",43,88158,816
"57035",14,26820,193
"19448",80,270238,1977
"10626",9,24811,137
"27575",0,14188,0
"6221",720,4517251,35840
"14701",40,72982,537
"28411",71,190071,430
"5704",15,43304,329
"18129",221,736807,5725
"34178",29,83200,644
"20130",50,109572,984
"33527",58,201555,2000
"31203",239,950551,10450
"14329",38,159729,5242
"18171",36,232541,1288
"21529",3,32994,111
"35365",14,25617,242
"9523",14,42710,364
"23876",27,61348,486
"5867",47,78729,623
"9803",29,260515,807
"9304",23,54663,380
"4214",2657,8253500,217485
"5902",14,59292,404
"21085",10,21728,197
"23130",86,266419,2519
"16905",6,18823,147
"21971",22,58820,312
"13710",8,19725,165
"17110",4,21125,160
"14033",23,46718,309
"13857",5,7861,55
"12247",7,18393,162
"20830",73,296764,3100
"1713",18,72943,585
"27064",43,277713,2047
"16607",11,23927,53
"22319",9,16527,135
"11256",54,133559,1315
"16982",60,206213,1421
"35346",9,21834,109
"11603",23,52667,449
"12745",5,12474,98
"14660",40,157279,1470
"101",24,72395,310
"8432",82,201579,876
"35209",7,14116,112
"11711",48,147844,1155
"12956",31,84140,599
"9160",30,75822,416
"1377",14,34756,149
"8472",40,134788,989
"15673",73,150394,856
"34085",33,91544,717
"10628",18,39414,277
"328",10,19362,132
"34713",25,106417,942
"14349",28,76664,381
"11243",37,89862,850
"33313",13,91746,726
"21230",81,527601,3930
"18556",91,156225,1050
"22637",29,46910,306
"22002",8,12149,120
"664",98,355556,2944
"5863",64,203234,1550
"19506",100,283811,1717
"34413",19,41910,257
"33990",17,30392,221
"15294",6,31820,342
"12236",13,43013,374
"22739",27,45888,423
"26280",23,59847,517
"24919",76,198935,1610
"9820",6,13190,126
"5634",32,90315,688
"34148",19,45533,393
"12469",35,101626,785
"1536",364,1192381,39685
"16413",16,62000,310
"8892",80,228264,1518
"13565",80,189051,1783
"11788",30,57729,336
"34316",43,199567,1017
"836",99,291398,1569
"21573",147,373440,3826
"35320",26,95789,796
"11942",25,57731,377
"21674",330,1705674,15116
"12474",38,68573,586
"21161",32,106472,738
"32366",10,41133,189
"22407",216,475208,5170
"20408",89,225628,2044
"26759",40,126352,957
"26539",73,56110,513
"34636",31,90547,695
"35207",34,59823,501
"22353",40,109994,455
"21219",33,44938,384
"34247",72,291996,2660
"20387",170,468442,4234
"110",306,817249,7139
"23041",84,242366,1875
"22340",25,65300,498
"26210",29,57951,369
"2205",26,57686,385
"34873",24,41160,312
"22597",292,588660,5357
"19125",25,52333,68
"57152",58,72638,217
"22346",12,32012,134
"2247",71,113868,838
"34952",24,68206,653
"19258",45,119302,722
"25291",13,31220,312
"26627",74,179837,972
"32941",171,442803,3700
"3514",3186,12322999,335493
"4198",30,47313,346
"11293",17,41140,403
"19553",135,4642462,213908
"16389",79,225343,1641
"11244",23,83146,514
"34189",35,110846,1105
"12786",20,55416,291
"19480",7,18418,157
"17041",86,222533,1444
"17159",280,419675,3468
"13397",40,617218,5590
"15134",30,95485,375
"420",11,21173,132
"34156",44,91853,840
"1035",22,78255,406
"23273",122,370563,3907
"8558",11,32923,227
"27496",28,108900,911
"22025",6,9310,68
"12627",89,338795,2919
"57070",17,32714,227
"18626",137,558235,3726
"10744",25,101008,696
"35016",20,77076,805
"5608",36,159329,569
"313",103,169364,946
"4087",33,76316,503
"15204",13,27306,576
"1418",36,66814,437
"34859",13,38661,311
"22528",104,181536,1250
"24211",16,34852,236
"8250",43,104681,864
"11647",31,87120,577
"34639",26,97938,950
"9323",32,96642,617
"12207",22,85489,713
"15136",68,206165,1847
"16201",24,56279,429
"5699",19,63511,547
"11715",12,35451,281
"11431",38,122132,1159
"15104",54,136896,815
"862",22,67384,340
"18795",8,20530,222
"306",45,94680,719
"13654",38,90827,706
"21377",3648,1866944,265
"15025",3357,24372351,931602
"18914",609,4367980,149839
"21761",0,3971,0
"33108",40,201608,983
"935",543,3815544,142193
"4345",2456,14388700,600975
"14985",1022,7073695,190108
"5021",4771,21943532,785143
"3618",15682,142293155,5290276
"6559",22299,41244250,1706690
"4167",457,2822745,43375
"16703",298,1149495,26837
"6768",406,2061471,49229
"13391",75,338252,1576
"2487",2257,7535792,272836
"16547",39,75343,396
"34147",212,837347,6122
"34757",19,66285,568
"21897",21,67533,410
"10629",19,49258,367
"16107",38,80667,534
"18124",42,88768,739
"32218",29,114221,868
"29951",79,279943,1302
"32740",78,157551,1400
"30559",1106,4608199,37861
"57074",9,7427,7
"22434",27,86101,434
"18168",97,209664,900
"34365",11,34215,240
"27351",25,46783,389
"26392",20,1125585,76580
"623",4374,42662000,584000
"953",260,1307656,7718
"23592",18,24191,0
"23537",70,116621,979
"23210",37,148173,1310
"34858",11,19061,0
"28808",336,1195928,8320
"34103",1682,791966,10386
"27550",71,124788,1140
"4950",293,792983,6938
"8870",102,252869,1492
"17594",11,24594,226
"10842",194,567298,5037
"17282",101,286823,2233
"30692",68,92003,617
"5903",474,1100887,9033
"30414",82,268247,512
"77",35,197576,1875
"496",10,25289,233
"29177",78,206566,1949
"32247",545,4896158,11963
"35406",8,15206,118
"34522",28,40849,276
"16704",26,53625,438
"10502",42,79006,638
"33897",168,552794,4892
"4009",152,315890,3162
"26972",22,55057,511
"28489",471,1813843,15511
"16676",111,230315,1916
"10374",29,76533,706
"19274",6,20201,173
"17514",295,767362,6476
"11971",142,444473,3630
"30878",2,16974,246
"20215",24,81826,308
"851",32,83148,559
"8124",25,70057,433
"1252",137,443543,4366
"2324",8,10447,53
"90148",37,114967,1765
"34395",34,258586,1312
"10475",27,79258,336
"21495",83,211379,1390
"22205",4,10446,74
"17621",15,36007,246
"8314",22,64079,540
"6962",109,346904,2461
"17749",120,266752,4787
"16330",7,24304,194
"29330",32,122637,1682
"22984",25,304426,2420
"34872",15,22567,147
"34052",15,60607,610
"15169",94,178042,1406
"23342",29,246886,1893
"35066",10,48370,458
"33806",42,159197,889
"32251",20,144231,1213
"35462",18,26906,244
"15585",24,54944,521
"29712",99,493452,4838
"90311",66,203207,783
"31698",855,4231189,88340
"29506",9,76371,97
"18127",18,37384,305
"32527",22,64443,240
"35363",8,24174,106
"1092",28,54851,317
"13060",279,811227,7136
"35541",21,73650,180
"34574",25,34069,221
"35431",11,17434,45
"34780",4,90884,1097
"17792",53,98767,749
"35051",15,35969,79
"57131",14,18382,106
"34242",28,72723,703
"10581",34,108345,971
"35329",90,213488,1358
"32574",258,2377649,15359
"30043",10,45339,232
"30339",12,45033,161
"29024",30,123804,459
"29550",49,204598,939
"11355",18,47460,341
"12208",55,105978,536
"15664",57,102517,717
"34963",5,14272,0
"28421",51,866124,925
"18086",24,54230,383
"14415",11,42563,355
"1469",15,29781,157
"28035",14,87285,114
"14043",141,281494,2133
"28348",48,297484,1921
"23901",61,402870,896
"30744",13,44486,641
"15362",18,40525,365
"28384",35,139382,1183
"19215",83,115189,659
"10440",43,75036,594
"20484",96,220440,1716
"15697",480,1912697,16158
"33560",9,72873,161
"35281",22,68743,630
"90200",140,450018,1115
"10126",10,36032,283
"10696",49,81917,837
"13774",9,32672,248
"29133",18,53109,480
"27180",51,177177,1535
"23621",275,1011592,24301
"20015",49,538850,465
"21868",308,338098,0
"26601",43,117043,928
"17741",59,187789,372
"29637",52,110873,688
"26658",37,37893,287
"26743",101,188854,1281
"32871",37,88010,756
"14083",3,8407,56
"23806",51,101206,1086
"35421",8,35039,410
"27897",7,22260,21
"15152",22,53989,479
"27026",16,18011,103
"18402",127,429128,1807
"14078",140,321343,2057
"20670",17,23454,63
"13446",10,17526,170
"13563",6,11590,48
"15714",81,252556,2083
"33481",38,252024,2370
"7411",295,895229,6711
"31090",8,28523,30
"13753",16,113865,738
"17933",164,391908,1930
"17773",21,48388,125
"24123",92,260457,3063
"32347",23,116510,1060
"30075",11,25169,181
"32648",44,2983230,619
"9077",30,76014,424
"35141",27,749572,9382
"34123",200,545190,4548
"23472",201,266258,0
"35143",20,81824,657
"5624",13,61754,185
"17825",4,9758,79
"29941",11,151820,723
"29513",9,41541,148
"30052",140,971323,7143
"10993",11,25031,263
"11235",12,41524,222
"9021",31,84016,325
"22653",12,23965,198
"33552",31,101101,903
"34837",50,148275,979
"57090",13,11665,21
"28390",70,122480,887
"30128",11,37428,92
"16777",36,63672,520
"15684",17,44229,425
"35471",10,17754,179
"20012",41,73851,804
"23092",72,372391,3793
"24080",87,80760,578
"1491",26,49526,376
"28511",312,1262414,9420
"24811",168,1080432,7733
"22295",2279,5224079,5570
"35172",21,41663,295
"27437",42,81221,717
"10443",7,15277,96
"35280",61,74827,190
"26508",48,281546,2368
"28312",46,282232,155
"31443",25,58033,238
"27808",7,30557,125
"9846",13778,51460381,394043
"21098",1077,5672685,51813
"22584",1474,6691475,55842
"29069",71,174340,1020
"35420",10,20590,132
"16386",17,51618,352
"24038",6,12975,48
"11357",7,23463,77
"5792",6,22502,166
"1067",52,164142,1536
"12915",131,414236,3943
"12923",283,1564009,13004
"2055",136,536580,4176
"12917",73,257851,2191
"12198",50,183344,1525
"9343",20,67315,521
"15241",130,485131,3536
"15445",106,419788,3352
"15293",50,201193,1722
"34380",118,383439,3674
"5241",91,432126,4263
"27943",47,253571,1535
"22811",22,165423,1345
"57086",21,47704,81
"18155",40,85283,763
"12717",14,36758,272
"32869",72,232194,1596
"29401",13,31641,140
"21122",139,479046,4479
"23530",18,33952,307
"26550",6,13546,88
"90169",89,223130,591
"9189",24,61505,543
"22578",53,140247,1077
"34314",16,68832,680
"6196",10,28446,245
"10856",11,33363,283
"35045",11,17569,83
"23622",173,656405,3785
"4995",121,270212,2036
"22853",48,243426,1623
"30306",54,176289,1158
"26790",45,139186,989
"15797",442,1023019,7905
"20577",64,140370,1043
"26537",15,60006,253
"17798",97,974391,10875
"29272",71,242573,515
"14357",28,73711,2472
"11721",13,44623,196
"1877",15,46661,322
"2443",76,153824,1239
"18748",25,91816,733
"20220",50,109688,738
"13692",10,32880,311
"17881",10,26416,219
"32744",37,111024,1072
"9877",16,33242,227
"6064",6,17215,138
"15957",499,2145006,21381
"10618",36,122731,1003
"35101",15,28074,250
"12121",8,31474,160
"34795",28,79157,575
"10844",38,89558,817
"29696",19,68047,314
"10857",6,31753,205
"219",13,42755,322
"34613",35,346456,2764
"9674",35,110409,914
"13585",6,10517,64
"11578",293,836264,5877
"27556",24,99601,628
"11760",97,147468,1316
"14592",13,40219,350
"13669",9,38541,259
"16450",339,1030811,12377
"28672",85,300300,2340
"25070",164,339758,1973
"34077",60,193322,1549
"35457",14,9936,29
"26619",23,60572,579
"33219",122,256591,2299
"16110",7,19284,198
"23063",214,277996,2173
"902",36,88465,539
"11405",181,474917,4891
"22350",6,20518,177
"30119",38,103490,711
"1041",22,67486,164
"1419",30,59577,476
"34328",34,75733,540
"22134",26,111634,1034
"8483",33,73906,678
"29756",13,36265,691
"11785",22,66807,556
"88",12,43245,323
"9024",48,75415,697
"20852",2035,8203940,195422
"26610",217,506326,4719
"27338",36,129172,1135
"18923",214,2076946,40584
"30278",8003,61250773,507625
"35331",5,20298,0
"34659",81,963041,10031
"34579",21,56456,268
"23242",25,70254,684
"30006",180,748629,4728
"11607",18,54520,490
"8125",14,63825,513
"18933",76,214646,1497
"34567",8,10645,56
"5874",98,289640,1868
"22819",57,144230,1349
"28134",10,35209,147
"34161",51,181165,1389
"17870",284,1421811,5185
"14823",18,52505,425
"10987",14,73260,725
"8152",178,545905,3481
"90172",189,953423,9082
"34707",16,56280,614
"19541",189,280489,2201
"10471",6,16434,72
"16161",13,47705,385
"33232",23,51010,427
"10840",6,13350,87
"23250",45,50988,276
"31225",2,5696,7
"21801",59,119348,997
"26450",13,79379,410
"15285",13,25334,189
"16286",8,29161,252
"35547",10,17494,77
"34692",35,102630,876
"17524",43,81478,735
"90203",61,313810,16486
"10538",395,1479807,12222
"26517",74,304882,2524
"28395",113,408392,2295
"33857",14,70000,668
"19195",51,88870,708
"19401",53,111655,871
"17640",18,46658,357
"34452",126,377100,3691
"34105",25,90675,1003
"33902",55,178129,1758
"35164",187,32252,87
"25828",59,133416,834
"16803",116,319446,2507
"9622",753,1667801,10328
"33823",42,55875,605
"27184",165,758815,7652
"33954",16987,14070224,305144
"34191",3580,5874783,109196
"35322",15,48346,395
"34102",35,127140,555
"27426",149,356657,3005
"34074",28,88826,924
