"","numemp","asset","RWAJT","RBCT2"
"15448",7,19428,13849,173
"22039",18,44364,35272,445
"16419",42,78405,49567,535
"30367",27,164591,109979,710
"4788",6,18734,9422,118
"31826",58,121342,78765,941
"57298",16,41127,34237,269
"35048",33,175672,126172,1105
"35456",20,99311,58743,576
"11706",15,43983,30293,202
"161",54,193562,134380,1681
"27552",55,268567,181970,1670
"34393",11,101985,78849,892
"1149",18,67090,54882,688
"1673",406,210490,279500,4461
"6646",37,76944,51803,252
"26744",71,222052,156636,1704
"3564",87,225135,147052,1084
"26977",58,76875,47027,514
"35517",33,102608,89708,823
"57157",9,30713,22672,191
"35086",39,75455,53395,315
"9087",1102,3324937,2793127,36296
"27789",84,341616,241399,3027
"22543",5,21664,13993,140
"8426",113,296733,176286,3130
"31249",41,108212,67739,682
"9751",56,177320,135434,1089
"91005",60,217686,133441,1732
"27831",67,222831,117221,1473
"35018",183,37758,7309,0
"32257",158,282749,158578,892
"30332",16,34321,16548,74
"30619",12,61387,36793,460
"19795",52,177167,135206,1695
"27942",105,534917,336598,1813
"22051",314,905719,449137,4212
"25002",28,93622,49126,620
"32266",61,696054,414321,3770
"35559",15,35172,25635,322
"35189",220,240188,164898,2048
"14936",24,74293,60419,757
"30400",52,164728,122102,1494
"18489",171,279648,225735,2831
"26568",37,152978,96797,768
"14311",13,58305,45884,491
"32304",6,25680,13697,114
"7506",197,731698,421895,3837
"22658",55,204831,173258,2415
"9812",6,26420,21321,242
"5682",20,77101,51862,609
"28380",102,238046,149277,1896
"26973",115,604312,521465,5435
"33914",1,61736,14893,0
"8251",20,64712,46858,353
"8822",11,28179,16427,129
"31372",25,43632,24665,762
"11687",235,632181,425795,4992
"29472",79,233175,154126,978
"33535",690,990892,1266862,26632
"18664",2,249967,211446,980
"35408",19,46520,38543,485
"57072",30,96890,89893,927
"27642",294,1065089,638337,5490
"34939",38,101482,82488,761
"18152",32,33741,25428,320
"57103",24,103599,68446,856
"25332",20,4643,1367,0
"31217",76,182513,135781,1246
"34885",12,57077,30844,366
"27197",111,694387,508537,5927
"35267",24,879740,336061,1013
"19600",97,83902,39897,498
"15696",33,78193,43254,542
"35224",19,41152,25418,318
"34676",35,125955,90428,3636
"35314",12,49531,37124,338
"10361",115,226838,159463,1114
"29087",47,166319,76840,203
"27311",25,71101,25612,321
"29849",67,152302,98081,1152
"35029",38,108668,80754,821
"17230",125,401975,297251,2525
"34947",48,101106,74638,936
"34106",37,80006,66826,836
"9831",63,176692,91838,400
"17622",50,166874,108231,1357
"3931",249,497227,390927,6980
"4061",9,31281,25063,314
"29561",20,51993,34012,370
"13080",48,145400,57952,726
"2773",244,687725,503901,6306
"20093",30,43296,25335,211
"34388",62,153733,103250,906
"6058",95,286745,158788,2468
"35078",14,58149,47122,505
"35265",14,45707,32569,369
"34987",14,60899,48109,439
"1078",510,2276375,1749028,18778
"8583",28,74893,52300,655
"15062",21,43479,19826,253
"4822",5257,15946147,13933970,459511
"23834",2,77126,30144,160
"11569",164,436088,252667,1998
"23124",46,201767,166519,4482
"34664",53,280684,135629,1066
"34930",11,40288,36614,459
"34566",22,68204,58505,518
"1932",91,345266,319548,3365
"35140",19,67541,58043,538
"34473",39,129740,67274,831
"7237",268,775196,436388,5019
"33468",70,137709,95631,1199
"28299",28,174670,76401,573
"35173",24,72705,52639,606
"15083",10,22819,17786,222
"91",36,101535,73005,658
"55130",19,94275,77034,678
"32317",81,241882,194463,2410
"33684",NA,1504947,NA,NA
"34782",64,739169,310546,0
"15699",32,77501,62733,786
"15426",10,13145,10821,135
"10790",56,183174,129033,624
"23091",420,1015410,865180,7619
"18545",187,420511,326219,2821
"35377",13,144565,62466,440
"19590",50,109511,74861,758
"8276",13,38719,25201,175
"27711",47,142110,77399,932
"10173",11,40006,28352,252
"9465",34,163093,125642,1574
"622",552,3281931,1246309,6275
"903",199,599687,371021,4641
"14531",494,1526532,1093992,12434
"34302",35,64544,39779,479
"28701",40,197516,114348,1326
"6423",231,1937787,1667267,21022
"3735",1231,4501535,3433066,35224
"27267",31,133467,113776,835
"29031",192,456061,296929,3800
"6782",50,80259,33183,415
"20726",23,104298,84178,1053
"35461",19,49084,27586,347
"19594",34,57653,39592,494
"19838",59,168300,121664,1553
"20557",26,78160,61906,670
"34422",48,449986,256894,1768
"32328",52,179815,114526,952
"1117",54,134076,115777,1453
"19234",29,63871,46715,585
"17906",45,99653,47697,597
"35568",20,68787,50017,626
"31980",19,50169,38721,593
"6183",25,72973,49214,532
"20156",92,230610,167819,1575
"21919",62,112961,67339,658
"20537",60,154321,88797,926
"34955",130,351497,256854,3217
"10973",26,61954,50097,520
"4624",27,81453,64575,397
"34232",17,22626,16049,201
"18609",136,388667,303271,3793
"20311",67,288350,255265,2320
"34606",25,46597,37022,261
"20843",148,595511,476022,20026
"20473",302,731871,507330,6367
"23433",56,135859,105792,1252
"5216",122,312575,248150,3102
"5800",34,147335,116640,1207
"20241",234,497468,362710,3891
"21567",18,25733,17440,219
"23886",87,239253,163662,1311
"15836",16,33784,22363,193
"20504",57,185970,128063,1604
"34788",38,295507,146638,1752
"22683",284,1110248,851093,10388
"27006",185,1040031,857094,9869
"21663",47,118726,88589,615
"35033",11,44203,25227,316
"34868",67,214925,176836,2212
"35412",39,223320,158366,1947
"57359",6,11941,9069,63
"31581",7,35691,13427,39
"34090",47,165425,118097,824
"428",38,56046,46663,372
"10647",10,31309,18802,236
"2328",16,37881,19264,241
"27471",1267,18758816,21430043,287030
"35328",13,6858,1685,0
"29140",114,266102,181949,2296
"30182",70,194447,106692,673
"34656",68,187759,141159,1767
"57113",18,99780,74460,935
"35223",9,57269,41297,516
"57025",36,71332,64404,815
"4190",208,430987,220077,1985
"8843",68,178551,145221,1499
"57174",77,72365,30626,3128
"34794",97,237098,183471,1684
"239",17,47531,36171,452
"1439",14,72559,59704,702
"25192",282,377029,291629,3936
"26764",11,116133,111466,1433
"30950",3,5921,3098,25
"16730",105,277588,205654,2574
"34334",18,46287,35859,407
"18806",19,31127,21764,274
"19300",260,833082,710698,8981
"35562",5,26326,21321,225
"33993",17,80688,68911,856
"26398",27,116066,103840,1037
"22373",100,242437,181715,1691
"57156",6,22848,14965,135
"24472",55,116828,74732,636
"25621",56,142251,101257,949
"33812",23,121446,98837,1237
"6837",207,605274,460201,5622
"24481",32,110538,87500,1021
"26499",79,235435,208123,2627
"24334",17,46476,27310,342
"23001",31,100469,87226,844
"24655",51,283866,212799,2627
"29899",11,33143,18486,73
"9104",7,37981,19329,242
"18246",426,2792550,1614348,31070
"30385",13,51094,25430,177
"30617",55,354399,173157,1761
"32526",1347,6335102,3074638,38494
"29597",28,149904,90462,1834
"29878",30,146754,86518,619
"34549",5,35130,20353,254
"22569",17,44751,29387,369
"26944",27,79516,55085,666
"16701",557,1520760,704886,8821
"20292",17,16321,7060,89
"15432",8,20399,12050,116
"9645",38,62896,40393,514
"5617",91,238617,152181,1867
"228",66,261289,216870,2357
"15444",71,189264,119610,1358
"57144",14,65054,43387,367
"19115",94,151347,109532,1315
"10204",8,19624,12707,160
"22263",8,14894,9537,119
"20712",20,47023,40670,510
"22554",33,94578,76028,901
"8266",112,261508,154157,1292
"13150",179,630906,493544,5637
"13099",59,120473,63265,518
"10120",10,33334,17422,219
"30713",3,8639,2499,124
"8205",46,102060,95597,1199
"5174",90,101134,71916,596
"29668",24,99558,48531,171
"22441",283,769251,727968,9047
"34294",15,22374,16072,202
"19418",46,197686,139514,1183
"18957",223,650668,600752,6878
"2838",37,144715,106489,1208
"23671",73,75596,51479,651
"22444",38,131237,106678,935
"7542",348,1165807,646592,8082
"15510",44,111982,56128,299
"57115",21,78778,57096,685
"5417",37,113223,85746,853
"28393",110,299515,185974,1673
"28949",7,51978,25212,103
"26800",11645,40569048,34693703,688239
"91325",9,201839,40943,0
"15354",30,53101,33089,232
"22381",17,44959,24527,255
"33467",26,79100,62978,511
"5147",31,80769,62540,658
"13810",44,226246,162403,1858
"18903",77,296061,193517,2026
"12922",13,51312,37090,464
"8868",69,253258,195235,2219
"28454",140,428200,309772,3201
"11681",4,12974,7201,75
"29979",805,3475932,2511294,26237
"22959",8,21178,10418,110
"34149",15,48392,41846,397
"9923",109,206331,151256,1900
"10858",11,48999,28239,354
"18483",7,14155,9361,116
"16410",24,50992,30719,293
"22015",94,180530,119102,1495
"17751",152,462529,351514,3050
"32018",21,44535,22445,190
"33134",64,309152,267668,3352
"11682",21,56823,22339,148
"10989",36,98795,60925,725
"30079",6,28148,16617,208
"6051",53,132143,78900,721
"33989",89,383785,305316,3238
"16068",665,5739168,1765721,22081
"17453",35,181235,96863,1054
"32649",41,59732,40367,420
"33655",NA,350052,NA,NA
"21001",53,150454,89936,649
"18625",116,360672,225993,2709
"31813",3,5280,1810,22
"28507",16,56368,25243,91
"15392",7,17575,10994,119
"32960",25,174401,50206,628
"13304",47,103705,63726,799
"33901",134,492921,383003,3877
"18277",59,141953,144893,1800
"26822",46,92599,59326,582
"1391",19,56601,33260,316
"35354",40,15257,9560,120
"4666",630,510016,189024,2367
"2315",162,270112,213612,1712
"29471",7,63884,29457,162
"29743",21,64101,39577,253
"9967",55,118836,50639,265
"1198",35,104842,53860,241
"35578",15,47427,39775,498
"15085",96,204119,153711,1663
"17123",133,457414,342333,4125
"28780",70,356660,133354,2414
"8728",2998,4825179,3357359,44415
"278",31,249574,205071,2421
"32422",3,9235,2728,25
"29663",144,460724,303165,3745
"1436",4,9796,7979,100
