"","numemp","asset","RWAJT","RBCT2","rbc1rwaj","rbcrwaj"
"57899",9,60600,54248,586,19.0053089514821,20.0855331072113
"15448",7,27595,23277,274,11.0194612707823,12.1965889075053
"16522",92,293519,167600,2100,11.7923627684964,13.0453460620525
"22039",16,58365,47107,522,16.1483431337169,17.2564587004055
"16419",48,96946,59646,694,16.5811621902558,17.7446936927874
"30367",36,203317,134645,833,11.548887816109,12.1675517100524
"4788",6,16659,10476,131,20.0171821305842,21.2676594119893
"31826",61,154342,98711,1085,12.0250022793812,13.1241705584991
"57298",36,116224,73017,775,11.901338044565,12.9627347056165
"33025",135,539318,470048,5887,11.1286506909933,12.3810759752196
"57657",32,177372,141517,1654,38.9543305751253,40.1230947518673
"35048",44,290778,188475,2118,12.3316089667065,13.4553654330813
"35456",32,188671,124861,1303,14.0436165015497,15.0871769407581
"11706",17,50868,36404,266,10.8257334358862,11.556422371168
"27552",90,391134,308587,2793,12.8446758936702,13.7497691088737
"58321",20,60109,22896,145,113.142033542977,113.775331935709
"34393",11,132707,96097,1068,11.4915137829485,12.6028908290581
"57611",5,50906,36097,389,20.1207856608582,21.1984375432861
"1149",19,82957,66708,475,11.8411584817413,12.5532170054566
"1673",483,275529,275403,5713,20.5317298649615,22.6061444501331
"11338",89,336754,261535,3273,13.1267325596956,14.3781902995775
"6646",55,108154,88516,271,14.5092412671156,14.8154006055402
"3564",97,298334,178493,1445,16.2152017165939,17.0247572733945
"26977",65,99179,55243,585,15.292435240664,16.3513929366617
"35517",73,293530,271246,8242,9.16179409097277,12.2003642450027
"57157",21,76140,63342,642,17.1623883047583,18.1759338195826
"57633",128,264810,210803,2636,16.5386640607581,17.7891206481881
"35086",22,128004,81023,1009,8.59015341322834,9.83547881465757
"9087",1099,3562213,2983362,38000,12.8178544876552,14.0915852652142
"57626",35,82847,67308,759,10.5960658465561,11.7237178344328
"22543",5,21144,12932,119,20.7624497370863,21.6826476956387
