"","numemp","asset","RWAJT","RBCT2"
"57899",9,60600,54248,586
"15448",7,27595,23277,274
"16522",92,293519,167600,2100
"22039",16,58365,47107,522
"16419",48,96946,59646,694
"30367",36,203317,134645,833
"4788",6,16659,10476,131
"31826",61,154342,98711,1085
"57298",36,116224,73017,775
"33025",135,539318,470048,5887
"57657",32,177372,141517,1654
"35048",44,290778,188475,2118
"35456",32,188671,124861,1303
"11706",17,50868,36404,266
"27552",90,391134,308587,2793
"58321",20,60109,22896,145
"34393",11,132707,96097,1068
"57611",5,50906,36097,389
"1149",19,82957,66708,475
"1673",483,275529,275403,5713
"11338",89,336754,261535,3273
"6646",55,108154,88516,271
"3564",97,298334,178493,1445
"26977",65,99179,55243,585
"35517",73,293530,271246,8242
"57157",21,76140,63342,642
"57633",128,264810,210803,2636
"35086",22,128004,81023,1009
"9087",1099,3562213,2983362,38000
"57626",35,82847,67308,759
"22543",5,21144,12932,119
"8426",141,430973,282445,3867
"57869",21,38525,26760,291
"35408",127,308752,265789,2096
"31249",37,118518,90903,828
"9751",53,370968,360162,3400
"91005",63,194580,131159,1663
"27831",62,259884,129571,1620
"35018",192,39813,13076,0
"27207",21,103879,70860,891
"32257",140,232874,125398,1044
"30332",14,27433,17727,85
"30619",15,80837,48291,606
"19795",61,232644,198555,2481
"27942",125,906236,574564,1555
"32266",60,1331264,816713,3319
"19600",252,184119,152797,1920
"4061",16,44399,35059,439
"35189",277,616729,478749,5615
"14936",26,106347,82159,949
"30400",46,165965,126182,1220
"18489",162,440621,363079,4554
"26568",42,192992,125635,1367
"14311",12,68207,60971,617
"32304",6,23835,12365,140
"7506",225,952007,578318,5173
"22658",74,305208,280459,3425
"9812",7,27195,20232,141
"28380",149,445781,245040,2982
"8251",25,80881,60179,555
"8822",11,26380,18964,144
"31372",33,65839,41823,269
"33535",796,2000679,2217099,40483
"18664",2,97769,25044,222
"29864",310,1050149,750850,7084
"57072",71,341043,322446,3325
"18152",46,45823,36181,453
"10375",26,109683,86456,1083
"57103",34,272428,195256,1360
"31217",81,242255,189841,1600
"28225",227,1152557,1084022,11299
"34885",22,111513,82392,807
"27197",173,1060685,747336,9035
"57478",21,98109,60699,640
"35267",34,1147332,373347,1104
"3304",32,80304,59500,742
"57840",14,145952,93651,806
"15696",31,81546,39573,498
"35224",26,76446,56145,594
"35314",10,54822,37855,473
"29087",44,147787,78275,218
"13947",34,113277,77107,903
"57845",44,134263,110899,1127
"27311",33,60813,22094,258
"29849",66,184283,135756,1170
"35029",74,221192,162003,2028
"17230",110,498019,380049,3687
"34106",53,128514,105495,1289
"9831",61,182413,109040,1169
"17622",58,187287,144093,1815
"3931",328,697860,581591,8731
"13080",38,129353,60014,751
"2773",264,914178,685387,8592
"20093",32,113738,49933,278
"57759",8,24343,23035,288
"6058",95,365540,225238,3565
"35078",37,129464,92199,1160
"34987",25,107297,92363,663
"35265",18,71387,51047,567
"57962",14,35507,27992,87
"8583",47,110703,90119,1127
"15062",21,50924,25419,81
"11569",198,481898,326177,1834
"12511",41,121878,85946,1078
"197",70,213116,166613,1668
"23124",129,835889,696499,8142
"34566",48,138641,126706,801
"34930",20,61962,56828,711
"1932",101,416044,420041,5273
"57733",21,110047,86518,1046
"34664",129,643254,437480,4336
"57512",130,646211,609366,16112
"7237",253,1034324,714276,5603
"57424",14,42366,32735,403
"28299",31,186688,123075,570
"35173",35,117033,96766,981
"1946",38,91365,62738,785
"15083",9,22064,15005,190
"91",49,117894,81838,747
"55130",36,161501,124525,878
"33684",NA,2970898,NA,NA
"4051",6,16955,7908,99
"34782",52,879635,325116,463
"15699",28,85050,62914,787
"15426",8,13682,10925,91
"58241",20,88597,94884,645
"10790",52,224330,144837,1006
"23091",482,1991628,1613737,11075
"18545",179,489027,421068,4164
"35377",13,203836,119983,1505
"19590",56,136964,101503,1203
"8276",13,42590,22186,264
"27711",47,174122,121254,1853
"10173",11,41567,29364,279
"9465",38,175545,151514,1902
"622",453,4284700,2148536,10905
"903",205,677742,477328,5967
"14531",554,2012222,1700290,17648
"34302",36,82778,50021,628
"28701",41,215191,104230,855
"6423",233,2749995,2391028,30273
"3735",1398,5409553,4630929,75636
"24107",1882,9503873,7969223,246371
"27267",34,144203,115342,981
"29031",151,477627,295976,3206
"6782",68,162699,99808,1257
"20726",28,148038,112801,1370
"35461",59,172282,121673,1557
"8893",13,34539,23914,299
"10973",50,164124,153373,1775
"32328",129,363980,271188,2067
"34422",50,513161,370317,3712
"19594",35,60175,40462,506
"19838",56,194777,142062,1806
"20311",81,448668,439218,18960
"1117",63,192887,169247,2117
"19234",35,86907,50561,636
"17906",44,111294,70266,754
"35568",41,168705,129674,1621
"31980",31,73429,56098,685
"6183",32,102279,76563,959
"20537",56,157563,87424,1095
"34955",190,554338,410990,3805
"19115",105,214934,173404,2169
"22559",80,258983,205575,2593
"4624",31,110725,87970,657
"18609",195,574331,491030,4433
"34232",19,49997,30139,377
"30617",73,489140,296872,2037
"34606",31,73036,58173,325
"20843",253,702166,635508,19951
"20473",328,942530,727350,9107
"23433",247,639173,402701,4801
"5216",144,480711,413926,4759
"5800",34,205368,180632,1999
"20241",267,722877,536942,6332
"21567",18,22961,13271,167
"23886",92,285530,199115,1672
"15836",22,53944,31280,260
"20504",521,2077901,1355994,16999
"34788",61,539614,285960,3015
"27006",357,2278273,1874118,21007
"21663",38,159744,120023,1253
"35033",25,87207,73458,912
"34868",108,481357,387504,4869
"35412",53,467647,393472,4889
"57444",22,77054,59521,667
"57359",24,113654,100594,704
"31581",7,31555,13439,34
"34090",66,321715,236823,1410
