"","numemp","asset","RBCT2","rbc1rwaj","rbcrwaj"
"15448",9,19854,184.43,11.0893225955793,12.3394471471091
"23309",79,154272,1397.99,10.7636935790211,12.0199990068875
"22039",20,42944,461.58,12.383874023412,13.6374153768608
"16419",41,68587,537,11.8086031981722,12.9509595154878
"4788",7,15342,95.31,25.868747781029,27.126681633585
"31826",39,84610,532,12.6612578642998,13.7882093757282
"33619",134,338290,2338.15,8.21429568053777,9.12050760114971
"11706",18,30060,86,11.8536634058694,12.2828907965662
"27552",47,136287,823,13.6808124035282,14.5811249421579
"34393",6,43834,296,16.2057894135712,17.1448876254775
"1673",245,81129,1064.8,8.89517890057729,10.1898189352048
"19713",46,93120,809,10.4362481363843,11.6015931663822
"6646",34,62581,254,23.6365409769237,24.2717839573637
"26977",44,62665,342,14.7550414824684,15.7905892327257
"20662",12,23583,146,11.6674944037774,12.718360648658
"19593",17,23611,208,13.2700889724662,14.4376771730893
"9087",906,2606015,26960.9,11.1865132815809,12.4697362722093
"27789",78,375600,2437.06,14.090578846628,15.3466907086502
"22536",30,76108,384,13.2215178126618,14.159283390804
"22543",6,20042,130,15.0945602780005,16.1804998663459
"8426",91,189915,2040.4,12.3509043427798,13.9297030660605
"31249",45,79669,459,11.7231428632052,12.6970655010715
"8841",30,71002,485.27,18.9893727368861,20.2461884635676
"9751",36,76054,711.44,11.82774637739,13.0786356122243
"27831",52,186192,1147,18.1602764521968,19.4185727606824
"35018",0,5634,0,4726.85185185185,4726.85185185185
"34799",6,3196,0,244.315789473684,244.315789473684
"32257",111,172082,936,16.7272899050498,17.8326798620624
"30332",15,35386,107,20.3324428613832,20.8447036068901
"30619",14,44272,308,14.8368794326241,16.0851063829787
"19795",45,137495,1420.03,10.6412342025224,11.8986921208554
"22051",206,599669,3504.9,10.9576688214968,12.0528107831285
"27942",77,368614,1327,15.9821106377542,16.6146832155661
"25002",30,88529,484,11.9186051656729,12.7752438499891
"27093",14,99062,1147,12.2241310955465,13.2213628428147
"32266",54,614790,3046,10.9727521786222,12.0509135701088
"14936",18,55495,422,15.3517351878911,16.4749030535794
"18489",103,225148,2150.63,10.7781580181082,12.0339048071262
"26568",38,107520,608,18.9764068599171,19.8874661911576
"14311",13,47695,408,11.3681113913223,12.4321603584385
"32304",7,23976,30,28.9756545705099,29.2512632062471
"7506",160,500907,3440,19.1987171145631,20.4251304935922
"22658",52,131733,1140,11.8333671032773,12.912742883221
"9812",6,20985,134,36.3432409050251,37.3256888132909
"5682",20,64594,442,15.3886218268109,16.5631635031104
"28380",91,152118,1288,8.6875186585615,9.87796954183353
"26973",45,92009,630,20.5026767081027,21.4554033209328
"10922",15,19874,115,12.7442983969633,13.64620259121
"33914",7,279364,169,41.8371911918214,42.1172104120756
"8251",15,54644,285,12.1119424579389,12.8973585217643
"8822",10,24452,197.48,17.7958964159597,19.048331777408
"31372",19,39406,1008,31.9481976240249,37.0876459491154
"33104",101,284227,1596.58,25.121333475196,26.377777889701
"29472",52,125309,576,15.3775354065279,16.0402213555149
"33535",145,335084,5101.07,11.1366807274193,12.3955052413244
"18664",1071,2438179,10168,14.5460873732265,14.9400566520694
"34939",12,13358,51,117.928806257794,118.651513433851
"25332",59,195763,1954,10.3180859722997,11.5704333224378
"31217",60,105746,0,16.4100274090727,16.4100274090727
"91005",43,200506,1841.11,16.198781676721,17.4765768323692
"34885",6,12381,70,20.1431091942756,20.82924916683
"27197",37,198138,2017,9.065417788958,10.1530630127827
"19600",29,70407,287.09,34.8414521385134,36.0977486085518
"15696",35,66431,518.52,13.4187981831082,14.6693221288137
"34676",11,16377,121.63,70.0076003550261,71.2585221166217
"10361",75,127333,626,12.7244639992797,13.4660629624628
"29087",45,160536,477,29.9062647515004,30.4889068716704
"29849",61,110396,688,11.3386836923444,12.3649979115699
"34525",188,794685,1548,14.5871576464139,15.1440100060757
"17230",120,356849,1601,14.126617791133,14.7613838613998
"34947",11,13024,57,93.5018819686102,94.3114835594063
"34106",18,37919,283.36,11.435409820242,12.7016613742333
"29349",28,77096,235,15.1152860802733,15.7234169189763
"17622",40,88402,737.41,13.1999997951901,14.4585738641028
"9831",59,149346,960,23.1434375685236,24.2572184019797
"4061",10,20233,173.01,12.9994253877184,14.25306562536
"29561",21,48333,152,61.5359261700725,62.7883981542518
"13080",46,132992,718.61,28.9135000681988,30.1653093394368
"2773",243,569201,4128,10.5554541655774,11.5428304355865
"23032",21,42027,277,15.9377114068297,17.1016307476396
"20093",28,32100,140,12.9262703026746,13.8005108062371
"34388",24,41544,331.15,22.3470857248553,23.5971258325894
"6058",97,233730,1756.75,29.6735874777706,31.465457228959
"1078",219,620685,6565.46,9.06204072123475,10.3125207843223
"8583",22,50635,375,13.5815874850154,14.8268430612699
"15062",22,43664,275.76,14.0375633435859,15.3042513238304
"34427",12,29133,242.62,19.927403255171,21.1815631975237
"9296",25,64950,604.12,13.2159543984003,14.4734787914011
"30196",74,187504,1620.43,11.5920412278972,12.8447399032416
"34930",8,15052,77,57.3455229513893,58.2681316574606
"11569",191,310469,1869,11.664809539126,12.7383058401875
"1932",83,237968,2128,9.88794357294068,10.9945196404252
"34566",19,36480,208,16.1935262919185,17.1561594638874
"34664",11,21718,64,76.0237412364564,76.6610898661568
"23124",23,90328,912.96,7.79560595228493,9.05660460752908
"34473",28,61260,278,16.6623727940229,17.5576452402422
"33468",39,72130,624.15,9.85522072946286,11.107232945684
"33684",NA,524019,0,NA,NA
"34782",22,66275,0,425.482829081801,425.482829081801
"15699",26,60821,578.8,12.4703434643159,13.722135832881
"15426",11,14752,154.74,8.52555297683891,9.78919671978533
"10790",56,122229,584,11.2549319994854,11.9442021638834
"23091",407,676814,4625,9.63681681477415,10.5356648317211
"18545",167,290034,2556,10.5911416942271,11.7934350829775
"31751",9,25287,73,13.635156985303,14.2223938348175
"19590",48,83392,502,11.4201760165137,12.220976178588
"8276",12,31245,112,25.6862137890262,26.3168266659159
"27711",36,100728,743.1,24.7095521840324,26.1448424386993
"10173",10,33601,211,17.036866359447,18.0092165898618
"9465",35,160961,1266.5,17.8444858895317,19.0982327762005
"11892",50,114015,824.59,16.0262770122215,17.2800823026871
"903",200,490942,3365.19,18.0861835480191,19.3422653561702
"622",481,2364371,7090,18.8801801670446,19.7275217255268
"14531",475,1232893,10108.68,12.5237126861311,13.7751690714274
"34302",28,38770,245,13.008955072427,14.0448345552483
"3831",99,240941,2181.25,17.0864995733721,18.3470240497957
"4415",178,428494,4739.61,10.5183540403106,11.777488129493
"28701",32,151052,0,16.0782299288363,16.0782299288363
"6423",218,1276455,10236.19,13.2038690005872,14.4790703122811
"14341",62,265550,1896,9.56288008712846,10.6121405411328
"9266",125,637227,4470,11.0544400327472,12.170823091497
"3735",346,1857094,11474,10.2386038201585,11.1431276058074
"15082",30,141769,571,12.4304112787683,13.1727776463216
