"","numemp","asset","RBCT2"
"15448",8,18870,169
"22039",18,42914,472
"16419",38,71840,531
"30367",26,122867,704
"4788",6,16604,148
"31826",50,105398,649
"35048",30,125291,818
"35456",12,46136,155
"11706",17,36308,156
"27552",49,207152,1194
"34393",10,70786,494
"1673",344,137206,2078
"19713",62,160709,1368
"6646",38,71656,246
"26744",70,204665,1371
"26977",57,74355,481
"35517",18,26893,102
"19593",13,37865,256
"35086",21,11763,14
"9087",921,3148282,33159
"27789",87,348096,2971
"22543",6,20765,148
"8426",107,229666,1841
"31249",36,91173,531
"8841",13,40359,339
"9751",43,95554,868
"91005",58,216943,2086
"27831",59,196433,1781
"35018",2,21126,0
"34799",11,2878,0
"32257",139,213106,810
"30332",15,35022,81
"30619",12,50904,376
"19795",50,151594,1567
"27942",91,444201,1221
"22051",253,763577,3838
"25002",33,101135,629
"32266",59,798573,3295
"35559",13,20414,141
"35189",86,87660,582
"14936",23,66716,525
"30400",62,165280,868
"18489",127,260600,2651
"26568",34,130326,706
"14311",13,50087,412
"32304",6,24362,93
"7506",167,569088,3712
"22658",53,158260,1861
"9812",6,24153,131
"5682",20,75279,448
"28380",87,187602,1483
"26973",103,366678,2833
"10922",14,21882,177
"33914",1,92102,0
"8251",18,61234,333
"8822",10,23561,190
"31372",22,40130,1005
"11687",252,576991,2133
"29472",56,166197,711
"33535",229,971976,17069
"18664",1,927166,202
"35408",21,19334,132
"57072",14,25473,223
"34939",28,68856,414
"57103",19,29264,30
"25332",22,4812,0
"31217",61,153983,1104
"34885",9,32314,214
"27197",63,408854,3325
"35267",11,24103,206
"19600",52,75372,355
"15696",32,75528,553
"35224",14,21765,137
"34676",26,64358,3162
"35314",10,23288,140
"10361",91,171662,888
"29087",43,147479,410
"29849",69,139209,732
"35029",26,74080,534
"17230",120,383967,1925
"34947",20,68576,582
"34106",21,53363,463
"9831",61,166423,1073
"17622",45,116876,1043
"3931",265,431293,7260
"4061",9,24258,224
"29561",26,49288,254
"13080",47,139995,750
"2773",250,666657,5888
"20093",28,34818,191
"34388",44,79621,458
"6058",101,248734,2074
"35078",13,34155,301
"35265",15,37489,192
"34987",10,41043,207
"1078",292,1140595,10964
"8583",24,57013,487
"15062",22,44626,251
"4822",5427,17162624,314211
"23834",1,61427,160
"9296",25,63917,625
"11569",175,303070,2017
"23124",35,127129,3803
"34664",14,97477,477
"34930",10,34026,331
"34566",19,47598,323
"1932",90,298352,2736
"35140",18,51219,302
"16635",15,25103,224
"34473",37,90845,528
"7237",266,620713,3705
"33468",83,107358,880
"35146",12,59121,203
"35173",18,39957,263
"33684",NA,1358096,NA
"34782",30,67766,0
"15699",27,79710,745
"15426",10,15705,157
"10790",51,152808,649
"23091",426,855971,6155
"18545",171,348439,2444
"35377",11,93266,125
"19590",55,100204,823
"8276",13,33777,144
"27711",39,117640,851
"10173",11,35922,210
"9465",36,176415,1521
"622",519,2803463,3666
"903",197,530577,4393
"14531",514,1332691,12169
"34302",31,51573,410
"28701",34,177021,533
"6423",211,1507076,14703
"3735",1164,4125528,29216
"27267",30,132017,772
"29031",167,525192,1493
"6782",56,83577,385
"20726",32,96091,803
"35461",12,30548,102
"19594",44,72350,634
"19838",55,173385,1493
"21614",61,129073,784
