"","numemp","asset","RWAJT","RBCT2","rbc1rwaj","rbcrwaj"
"57899",15,76350,62402,786,6.53344444088331,7.79301945450466
"22039",22,147633,75590,739,16.5921418177008,17.569784363011
"16419",43,117698,67197,841,17.6719198773755,18.9234638451121
"30367",39,245279,159156,1937,12.9501872376788,14.1672321495891
"4788",7,24290,17283,216,12.2606029045883,13.5103859283689
"57298",48,210036,136369,1613,13.1452162881593,14.3280364305671
"32487",15,49627,26409,330,17.9938657275929,19.2434397364535
"58485",58,302689,230741,2887,14.2142055378108,15.4653919329465
"57657",52,474343,307899,3864,14.4284327003336,15.6833896829805
"35456",46,280757,176826,2222,13.6490108920634,14.9056134278896
"58358",5,23297,17071,226,2.68291254173745,4.00679514966903
"58773",25,59415,31396,393,8.26856924448975,9.52032106000764
"11706",17,64170,47552,426,11.5599764468371,12.4558378196501
"27552",142,796158,595718,6693,11.2944379723292,12.417956147036
"58321",71,661829,520200,5903,12.1376393694733,13.2723952326028
"34393",11,110934,83967,1061,17.5914347303107,18.855026379411
"57611",5,51639,35473,446,23.7730104586587,25.0303047388154
"1673",407,614947,364371,5511,28.7909850125284,30.3034544461552
"58548",21,93699,62721,787,15.0093270196585,16.2640901771337
"6646",56,118770,81325,1028,16.2127267138026,17.4767906547802
"3564",87,292220,200405,2072,14.8020258975574,15.8359322372196
"26977",54,144949,70073,880,17.9569877128138,19.2128209153312
"57157",13,50208,39763,510,2.16784447853532,3.45044387998894
"57633",120,341201,284062,3562,15.8166174989967,17.0705691011117
"9087",1192,4476210,3504309,44750,14.6562703231935,15.9332695832474
"57626",39,178765,153057,1915,11.8811945876373,13.1323624532037
"22543",5,28174,13253,121,24.6359314872104,25.5489323172112
"8426",159,802755,431711,6693,13.8261475848426,15.3764902909585
"57869",30,140258,103474,970,12.0532694203375,12.990702978526
"35408",293,1537803,795687,9174,19.2001377426048,20.3531036701618
"31249",38,140253,96609,1163,11.645912906665,12.849734496786
"9751",48,346850,267492,3027,16.7272292255469,17.8588518535134
"29132",167,700808,441453,5534,16.3675408254106,17.6211284100459
"91005",29,176042,127218,1574,28.9589523495103,30.1961986511343
"27831",47,226969,104483,1309,22.1481006479523,23.4009360374415
"35029",48,126370,96268,1212,11.0036564590518,12.2626417916649
"32257",113,272015,157491,1919,24.2077325053495,23.321967604498
"30332",18,47288,37036,464,31.3586780429852,32.6115131223674
"30619",15,73008,36948,466,16.6991447439645,17.9603767456967
"19795",71,318192,225330,2826,13.1118803532597,14.3660409177651
"11694",90,335532,258155,3252,12.8244659216362,14.0841742364084
"26549",24,107953,65509,757,14.3583324428704,15.5138988535926
"32266",78,911075,539567,6735,20.8624693504236,22.0910470803441
"19600",253,291514,133245,1780,43.9070884460955,45.2429734699238
"4061",18,71567,51998,655,12.9947305665603,14.2543943997846
"58727",35,168458,127267,1595,13.4850353980215,14.7383060809165
"35189",301,847703,663613,8352,13.370895386317,14.6294602426414
"58562",25,120543,76371,937,18.0513545717615,19.2782600725406
"14936",41,153980,120504,1071,10.1141870809268,11.0029542587798
"7506",254,1047792,669132,8485,12.7509968137826,14.0190575252715
"18489",149,532048,466319,5836,14.5670667504434,15.818570549345
"90140",90,399661,243645,2295,17.5702353834472,18.5121796055737
"14311",16,143319,100625,850,10.1893167701863,11.0340372670807
"32304",6,26012,12541,149,32.1266246710789,33.3147276931664
"58697",12,65720,38282,484,19.7194503944413,20.9837521550598
"9812",8,43835,28973,192,27.1149000793843,27.7775860283712
"28380",158,604087,295264,3194,14.1713856074564,15.2531294028395
"27015",241,627586,528316,3308,10.5436897614307,11.1698301773938
"8251",29,121139,87950,1103,12.5923820352473,13.8465036952814
"8822",10,37139,23244,204,14.9070727929788,15.7847186370676
"31372",21,61278,37568,474,13.4050255536627,14.666737649063
"18152",31,54177,36125,434,17.9321799307958,19.1335640138408
"57072",49,273088,222518,2844,6.2372482226157,7.51534707304578
"29864",210,753317,572717,7249,8.70901335214425,9.97473446745949
"10375",28,125821,95052,1192,13.3148171527164,14.5688675672264
"34885",263,309643,236128,2956,12.8747967204228,14.126660116547
"57264",23,264862,211163,2652,5.0482328817075,6.30413472057131
"57478",37,170772,85452,1072,13.3911435659786,14.6456490193325
"35267",34,969600,331421,2460,40.5113134050045,41.2535717410786
"3304",91,346287,257968,3241,11.90690318179,13.1632605594492
"35314",9,35404,27168,269,28.3348056537102,29.3249411071849
"13947",35,183394,103128,1292,15.8725079512838,17.1253199906912
"57845",96,282640,207191,2615,9.59935518434681,10.8614756432471
"29849",66,179072,137929,1726,14.631440813752,15.8828092714368
"17230",92,531141,325554,4104,23.3131830664037,24.5738034243167
"34106",34,128184,82372,1054,6.7644345165833,8.04399553246249
"9831",59,241387,143872,1634,21.5962800266904,22.7320117882562
