"","numemp","asset","RWAJT","RBCT2","rbc1rwaj","rbcrwaj"
"57899",16,77129,64362,816,6.59706037724123,7.86488922034741
"22039",21,136166,74618,739,16.1073735559784,17.0977512128441
"16419",43,117915,66118,828,17.4158322998276,18.6681387821773
"30367",38,240203,157633,1998,12.817113167928,14.084614262242
"4788",7,24513,17422,202,11.8585696246126,13.0180231890713
"57298",48,199158,128514,1607,13.5549434302878,14.8053908523585
"32487",15,48887,26569,332,17.7311904851519,18.9807670593549
"58485",55,303519,223897,2805,14.3762533665033,15.6290615774218
"57657",52,454481,299061,3755,14.568265337172,15.8238620214605
"35456",44,273392,175855,2211,13.4718944585027,14.7291802905803
"58358",4,23225,17041,230,3.23924652309137,4.58893257437944
"58773",37,56936,32350,383,10.4853168469861,11.6692426584235
"11706",17,65530,46003,411,12.1057322348542,12.9991522292024
"27552",140,777499,603659,6257,11.007704680954,12.0442170165607
"58321",65,619076,470972,5120,13.2717019270785,14.3588153860527
"34393",11,116999,80411,1015,18.0423076444765,19.3045727574586
"57611",5,52388,30625,388,27.3534693877551,28.6204081632653
"1673",415,515486,276028,4058,37.8508702015738,39.3210109119365
"58548",21,91617,59754,760,14.7186799210095,15.9905613013355
"6646",57,118649,79007,988,16.0352880124546,17.2858101180908
"3564",89,304125,205670,2021,14.3292653279525,15.311907424515
"26977",54,140902,69289,871,17.7935891699981,19.0506429591999
"57157",14,56236,42392,549,3.0217965653897,4.31685223627099
"57633",111,340911,272595,3419,10.0166914286762,11.2709330692052
"9087",1207,4477205,3487922,44390,14.5415809183806,15.814258461055
"57626",39,176560,148169,1855,12.0598775722317,13.3118263604398
"22543",5,27754,12960,121,24.6219135802469,25.5555555555556
"8426",161,779158,424774,6646,13.4883490985795,15.0529458017675
"57869",27,135910,100595,930,12.1178985039018,13.0423977334858
"35408",315,1605048,798887,9172,18.7550930231685,19.9031903135237
"31249",37,135306,93216,1165,11.5774116031583,12.8271970477171
"9751",48,363539,276702,3463,16.1151708336044,17.3666977470347
"29132",171,688989,439923,5448,16.1280496814215,17.3664482193475
"91005",28,182035,121657,1461,30.0648544678892,31.2657718010472
"27831",48,227646,105590,1304,21.633677431575,22.8686428639076
"35029",49,130823,96272,1216,11.1049941831477,12.3680821007146
"32257",117,262907,153947,1557,24.9501451798346,23.8049458579901
"30332",18,45295,35059,439,32.6791979235004,33.9313728286603
"30619",15,76565,40132,506,15.0129572411044,16.2737964716436
"19795",70,313717,221698,2783,13.1403981993523,14.3957094786602
"11694",89,340531,260806,3259,12.4253276381678,13.6749154543991
"26549",25,103152,61908,671,15.0545971441494,16.1384635265232
"32266",78,957659,574993,7145,19.2870174071684,20.4835537128278
"19600",268,289226,138892,1864,41.0599602568902,42.4020101949716
"4061",17,71255,50277,633,12.15068520397,13.4097102054617
"58727",31,143336,118642,1485,14.2546484381585,15.5063131100285
"35189",300,840330,651117,8192,13.5967882884336,14.8549339058879
"58562",26,119574,71364,899,19.1413037385797,20.4010425424584
"14936",42,153970,117668,1039,10.0078186082877,10.8908114355645
"7506",262,1031657,657947,8336,12.8141020477333,14.0810733995291
"18489",145,536470,455317,5710,15.2192867826152,16.4733581219238
"90140",90,399044,239771,2128,17.6485062830784,18.5360197855454
"14311",16,133654,95051,848,10.1156221396934,11.0077747735426
"32304",6,25971,12427,149,32.1799307958478,33.3789329685363
"58697",14,62676,35744,452,20.2495523724261,21.5141002685765
"9812",8,43116,28197,204,27.4284498350888,28.1519310564954
"28380",161,584547,293186,3152,13.9911182662201,15.0662037068619
"27015",224,630964,522611,2756,10.606167876298,11.1335199603529
"8251",29,120590,86385,1080,12.4280835793251,13.6783006308966
"8822",10,36546,23233,188,14.6860069728404,15.4952007919769
"31372",20,63030,38335,484,12.7481413851572,14.0106951871658
"18152",30,55036,36003,447,17.6263089187012,18.8678721217676
"57072",51,288376,221215,2830,7.32771285853129,8.60701127862035
"29864",213,766155,587991,7434,8.36016197526833,9.62446704116219
"10375",29,123609,94491,1185,13.5303891375898,14.784476828481
"34885",205,261786,202204,2533,14.3909121481276,15.6436074459457
"57264",23,274190,216318,2710,5.2543015375512,6.50708678889413
"57478",36,174391,89183,1117,12.9060471166029,14.1585279705774
"35267",37,1007497,341462,2342,40.1295019650796,40.8153762351301
"3304",85,332750,243790,3064,12.2646540054965,13.521473399237
"35314",10,35592,26767,227,29.0843202450779,29.9323794224231
"13947",35,181345,99690,1249,16.1229812418497,17.3758651820644
"57845",96,282359,208901,2632,9.41067778517097,10.6706047362148
"29849",70,176608,136449,1707,14.7014635504841,15.9524804139275
"17230",92,534283,345564,4342,21.8917479830075,23.1482446088134
"34106",39,131815,87818,1119,6.26523036279578,7.53945660342982
"9831",57,241593,140870,1603,21.8754880386172,23.0134166252573
"17622",46,165257,117886,1477,14.8244914578491,16.0773968070848
"3931",523,1190967,931395,12684,11.784795924393,13.1333107865084
"13080",36,150339,60525,761,27.666253614209,28.9235852953325
"20093",49,129664,90542,1028,13.0237900642796,14.1591747476309
"6058",94,406624,247633,3109,13.7182847197264,14.9737716701732
"58629",113,688022,530430,6547,11.341364553287,12.5756461738589
"15062",21,55993,30625,386,10.8081632653061,12.0685714285714
"11569",186,558442,307395,3881,15.2458563086582,16.5084012427008
"10973",156,584946,487716,6197,12.8861878634287,14.1568043697562
"12511",44,151135,99403,1245,14.4824602879189,15.7349375773367
"197",69,284593,173417,2194,13.9421164015062,15.2072749499761
"34566",42,150371,142945,1787,10.5124348525657,11.7625660218965
"34930",22,85344,50097,632,17.6737129967862,18.9352655847656
"57733",39,206078,155733,1965,11.2397500850815,12.5015250460724
"15657",58,207511,132286,1673,13.5970548659722,14.8617389595271
"34664",52,506935,305338,3832,12.0532000602611,13.308202713059
"7237",339,1417732,873642,8957,13.8633444820647,14.8885928103273
"57424",14,59158,43283,542,13.1136935979484,14.3659173347504
"35173",31,162580,103407,1300,14.9941493322502,16.2513176090593
"1946",48,110986,93304,1171,12.4785646917603,13.7336019891966
"15083",6,15098,6298,80,5.97014925373134,7.24039377580184
"91",55,169362,131744,1682,10.5074993927617,11.784217877095
"55130",35,131554,89423,1124,8.77962045558749,10.0365677733916
"4051",9,42663,19523,245,19.6588639041131,20.9137939865799
"57803",1028,87336387,80283525,831112,16.8182600352937,17.8534811469726
"58424",121,851191,596994,7488,16.4405337407076,17.6948177033605
"15699",24,87579,57638,727,14.9797008917728,16.2410215482841
"15426",13,25977,22131,243,8.63946500384077,9.73747232388957
"59060",99,826324,212250,2904,79.5844522968198,80.9526501766784
"23091",486,2273481,1626286,20637,14.6648867419384,15.933851733336
"18545",336,1095691,663241,8512,13.9545052250992,15.2378999488874
"35377",16,223023,153867,1967,21.9390772550319,23.2174540349783
"19590",55,148704,100961,1267,13.4824338110756,14.7373738374224
"58275",39,212755,176771,1545,23.9569838944171,24.8309960344174
"1149",31,147164,120731,1393,11.0965700607135,12.2503748001756
"8276",16,59934,32575,340,17.8726016884114,18.9163468917882
"27711",48,211700,133711,810,18.1802544293289,18.786038545819
"10173",9,45874,29531,240,22.4746876164031,23.2873929091463
"9465",34,222986,140878,1763,24.3586649441361,25.6101023580687
"622",442,3878433,2512060,31666,12.9071757840179,14.1677348470976
"903",186,973159,406639,5146,11.7947368550483,13.0602327863289
"14531",664,3086293,2688977,32114,12.6776837436691,13.8719669227368
"34302",40,121771,61978,775,17.6659459808319,18.916389686663
"28701",52,311231,165776,2000,16.6857687481903,17.8922160023164
"6423",249,2245832,2200502,27927,11.7706777817062,13.0397972826201
"24107",1653,12434817,9925217,125506,15.548103381518,16.8126198147607
"27267",38,289851,221453,1960,12.6035772827643,13.4886409305812
"29031",154,447117,304846,3865,13.0078793882813,14.2757326650177
"20726",21,134932,95771,1210,15.3929686439528,16.6563991187311
"8893",10,28327,18344,235,15.5636720453554,16.8447448757087
"19838",54,222097,134162,1704,32.1730445282569,33.4431508176682
"20311",70,311521,265012,17614,10.7349855855584,17.3814770651895
"34422",51,509033,373339,4456,13.8873784951478,15.0809318072851
"32328",305,456810,219293,2780,20.6951430278212,21.8625309517404
"1117",91,384805,291581,3649,12.9620928661333,14.2135461501264
"19234",47,106701,73911,892,13.1834233064091,14.3902802018644
"17906",46,146714,82323,1033,18.1225174009694,19.3773307581113
"35568",60,240320,174293,2190,12.3510410630375,13.6075459140642
"31980",36,145212,98693,1228,12.2967181056407,13.5409806166597
"6183",34,132660,91718,1135,13.7181360256438,14.955624850084
"20537",46,194673,102427,716,18.5312466439513,19.2302810782313
"34955",196,420116,271628,3456,13.7865021279102,15.0588304593046
"22559",266,942767,578477,5536,13.1946473239213,14.1516430212437
"4624",28,105055,65060,861,14.5265908392253,15.8499846295727
"34232",25,49481,37074,478,22.1502940065814,23.4396072719426
"18609",159,644003,449728,5633,13.5230628290878,14.7755976946065
"15423",38,110943,80026,1013,13.7542798590458,15.0201184615
"34606",46,144728,117194,748,11.7830264348004,12.4212843660938
"20843",176,387568,240984,3203,8.44537396673638,9.77450785114364
"20473",490,1947633,1341276,16880,18.369895532314,19.6283986293649
"5216",183,605575,444347,5712,8.22487830456828,9.51036014646211
"5800",37,238123,203661,2555,11.970382154659,13.2249178782388
"21567",11,49795,19533,176,21.8194849741463,22.720524241028
"23886",88,372902,241899,3033,15.2799308802434,16.5337599576683
"20241",235,1084603,649138,8161,13.9025908204419,15.1597965301677
"34788",95,1229848,491519,6190,17.1606794447417,18.4200407308771
"27006",329,2261826,1682797,36716,11.2808615655958,13.4627052460873
"21663",51,229404,184167,2315,15.1275744297295,16.3845857292566
"35033",30,157482,132793,1693,14.9390404614701,16.2139570609897
"35412",58,512819,350283,4418,18.2655167393222,19.5267826300448
"57444",28,143856,98851,1248,19.5627762996834,20.8252824958776
"57359",24,171379,129604,1017,10.4556958118577,11.2403938150057
"58514",8,74568,62236,625,11.0659425412944,12.0701844591555
"34090",49,265474,211573,2739,11.5392795867148,12.8338682156986
"57709",46,191953,154628,1962,9.17362961430013,10.4424813099827
"428",28,70429,45400,568,14.3590308370044,15.6101321585903
"10647",9,41919,24869,310,19.8037717640436,21.0503035908159
"2328",15,44871,24816,321,18.9514829142489,20.2450032237266
"35328",329,34581439,37312511,869149,17.4204893366732,19.7498662043946
"27471",134,34490981,30212113,378896,19.4861279646346,20.740247462996
"29140",113,448954,305816,3373,11.6524315274544,12.7553823213959
"30182",89,314681,197785,1625,21.090578153045,21.9121773643097
"34656",196,865620,744237,8401,16.1729395340463,17.301746621036
"57113",91,380951,268050,3361,6.65286327177765,7.90673381831748
"313",109,401630,244880,3127,15.4324567134923,16.7094086899706
"35223",33,94812,75123,991,13.0585839223673,14.3777538170733
"57025",20,67973,51525,644,15.4992721979622,16.7491508976225
"4190",235,792613,333244,4186,23.7309598972525,24.9870965418732
"8843",46,208744,145525,1835,17.1681841607971,18.4291358873046
"1439",18,107147,82277,1034,11.2230635536055,12.4797938670588
"57695",9,88889,43124,547,15.863556256377,17.1319914664688
"30950",3,5604,2966,38,28.5232636547539,29.8044504383007
