"","numemp","asset","RBCT2","rbc1rwaj","rbcrwaj"
"15448",10,17241,107,11.7559131275829,12.6967378879803
"23309",56,110297,1041.44,9.11338001755492,10.3718046377462
"16419",34,55823,450.83,13.2014190692778,14.4528058983363
"4788",7,14678,73.14,34.253907086277,35.5166746086008
"23406",179,951731,7189.75,13.3298815874925,14.5845423387253
"33619",59,157119,1537.68,9.91741477544378,11.1677066793467
"11706",22,25615,128,14.2115227179697,15.0301882930823
"27552",37,80001,422,12.6002740897862,13.521180855614
"1673",82,42902,409.08,8.86696602330264,10.1433972578633
"19713",28,35055,292.36,19.8377062668165,21.0879222194284
"6646",29,60577,227,21.1401621711071,21.727101605163
"26977",28,41983,275,16.1712049296361,17.3161795320177
"28738",70,275107,1742,15.9788619566903,17.0719417024136
"20662",9,21574,122,12.1426873798155,13.0213397287701
"19593",16,19799,179.18,14.2124935652096,15.465738937756
"9087",786,1866079,21285.77,10.8651751495102,12.4067731767475
"22536",38,57295,281,13.3793670147909,14.3104225202778
"22543",6,15884,95,14.6706103791342,15.6923904275343
"27789",68,232085,1839.43,14.0911126336243,15.34922423986
"8426",82,147995,2141,13.2846950270908,15.5817820932353
"27136",269,439233,4367.79,10.0483326103347,11.3147878604312
"8841",29,81555,602,11.4654904289309,12.5293352560296
"27831",59,193864,638,12.2268669794272,12.8091856665632
"32257",87,121088,743,14.89322096998,16.1505398179172
"30332",11,32531,125,22.4727560181438,23.2569811723225
"30619",13,43981,257,15.1253199401169,16.3664461293282
"19795",33,102298,1047.32,11.7081122677742,12.9697791203605
"22051",160,483621,1725,12.5819430936663,13.3487010897298
"27942",54,255283,1265,15.2378282273109,16.0402197982033
"25002",29,60326,358,13.8251079456035,14.7882113985177
"32266",49,541986,1239,8.7377167208266,9.21990231752642
"26668",14,22078,179.2,18.4100901733436,19.7038502357214
"21109",55,74313,657.46,10.1865806796615,11.4386407532547
"14936",17,50670,321.42,18.8018207915212,20.0527587420099
"23064",7,12199,56,25.3692473000783,26.3891165382724
"18489",89,170962,1553.61,10.2799121963908,11.5356893930754
"26568",30,95045,653,18.8391785630332,19.9933190641741
"14311",12,38073,295,12.1257148309966,13.1310790454834
"32304",6,21242,10,27.639751552795,27.7432712215321
"7506",163,464222,3216.6,17.6014476334683,18.8515705431774
"22658",38,87959,827.28,10.3363291856202,11.5945749785395
"9812",6,18004,84,38.4401212689041,39.1825839468962
"26202",20,31113,219.52,12.8424120944299,14.0931513592787
"5682",20,54214,445,11.903249753721,13.1593432183655
"28380",64,113806,925.21,8.89436502382168,10.1446165376002
"26973",30,39225,308,11.5095192891395,12.7643624541147
"10922",13,13094,99,14.2277610858459,15.3851549621801
"33914",24,70620,264,47.6995394330754,48.9530411661365
"8251",16,39901,212,13.9123805893704,14.7541113784533
"8822",11,22655,141,16.0367773415451,16.9210892716029
"13435",123,137047,1162.34,9.41067149909995,10.6619183431018
"33104",109,315806,625,22.2916989098891,22.7545202837947
"31372",27,36279,57,32.0118478013215,32.3365231259968
"29472",32,92015,325,10.8180318462201,11.4008033280734
"33535",58,90364,1075.66,18.4571394964835,19.7274451251729
"33979",1,2510349,79201,8.04804535055174,12.1087523589103
"18664",2,1489362,62844.66,11.4759137831561,17.6445497026504
"28923",250,991557,5578,14.8740082208023,16.0942220316626
"25332",62,236015,2058.56,8.68878664386785,9.94037076209615
"91005",16,243226,2179.7,12.2508054198158,13.5259632715694
"27197",8,14128,81.29,17.2899719718816,18.5550501191312
"19600",37,60355,308.32,23.0965432228284,24.3600503566932
"15696",34,43876,391.72,13.6266141163266,14.8813901580867
"19158",131,443419,4104.73,11.447824254376,12.7089344675121
"10361",74,97825,633,12.040887818987,12.9885294936629
"29087",34,141165,549,35.5898430611885,36.5438194321989
"29849",59,104656,717,11.5621432771801,12.8022415164828
"32106",1113,3311938,24101,13.0433925642683,14.2846694959475
"17230",108,315268,2025,13.4597617033498,14.4226677108847
"230",14,26572,252.41,11.6082143259664,12.8614347613886
"34106",14,12035,55.48,89.4045261605222,90.6558286608718
"29349",26,57115,243,16.4228810238997,17.2162726916547
"17622",31,57308,465.25,13.2559171936964,14.5114781616051
"9831",57,130427,847,20.7914958421109,21.9493889960506
"4061",9,14297,125.22,14.4302165933481,15.6833037790756
"29561",12,53514,168,31.5488140382185,32.4559446799018
"13080",50,126502,713.58,26.196633759735,27.4476137448967
"2773",73,214397,1337,12.5045641454384,13.4170519886024
"23032",25,33810,211.93,19.9927331482835,21.2489027113181
"6058",75,226276,1072,25.5126933912523,26.5671970662763
"26984",56,132554,969,10.3244317550564,11.1788492433688
"1078",92,293110,2290,10.658921108746,11.7359123432602
