"","numemp","asset","RBCT2"
"15448",8,20183,95
"23309",78,143460,1293.98
"22039",19,39998,440.65
"16419",43,65072,541.97
"4788",7,15529,78.83
"31826",37,76222,489
"33619",96,303767,2139
"11706",20,30100,118
"27552",40,113003,690
"34393",7,31196,173
"1673",175,75900,925.98
"19713",40,85416,727.39
"6646",28,60162,257
"26977",36,58312,323
"20662",10,23235,112
"19593",18,22009,215.46
"9087",834,2521327,25902.46
"22536",29,67271,386
"22543",7,18927,124
"27789",78,284691,2237.14
"8426",90,174779,2136
"31249",45,76912,455
"27136",468,1263415,8913.22
"8841",18,76039,572.74
"9751",35,72384,677
"27831",58,186351,1167
"32257",111,168879,586
"30332",13,33452,84
"30619",13,42823,282
"19795",39,132575,1435.47
"22051",185,545478,2652
"27942",63,331604,1330
"25002",30,77353,403
"27093",14,61468,729
"32266",54,548622,2510
"14936",18,54355,387
"18489",105,208195,2117.04
"26568",34,103972,630
"14311",13,49645,351
"32304",6,22582,25
"7506",166,483643,3259
"22658",42,128161,1105
"9812",6,20350,134
"26202",15,39595,248.27
"5682",20,60145,444
"28380",85,147943,1178.23
"26973",29,45500,386.12
"10922",13,16747,108
"33914",10,112699,419
"8251",17,50109,237
"8822",10,22812,177
"13435",80,177386,1531.92
"33104",103,286131,1573.43
"31372",22,38522,187
"29472",51,115065,477
"33535",152,186259,2051.16
"18664",2005,1651025,55695
"25332",62,207002,2097
"31217",43,100211,715
"91005",48,224047,1989.98
"34885",4,9031,51
"27197",25,117034,977
"19600",36,64056,364.59
"15696",35,65299,345
"10361",79,112611,539
"29087",41,160368,486
"29849",60,105190,674
"34525",231,655645,1759
"32106",1239,3689313,27958
"17230",125,331260,1967
"34106",18,34267,276.27
"29349",27,73752,240
"17622",36,75843,645.19
"9831",57,143756,919
"4061",9,16147,153.32
"29561",16,45039,155
"13080",46,128576,695.69
"2773",232,530167,4289
"23032",21,37967,268
"20093",30,31135,144
"34388",25,31745,163
"6058",102,226285,1123.18
"1078",176,577104,5031
"29376",7,39551,243
"8583",22,43316,295.04
"15062",22,39622,274.61
"34427",10,20543,148.67
"9296",26,64890,604
"10106",41,118040,714
"11569",209,306375,2020
"34566",9,20000,96
"23124",24,68533,1225.72
"34473",22,32814,215
"30196",70,184285,1396
"33468",38,66739,569.62
"33684",NA,496559,0
"15699",25,59561,550.57
"15426",11,14749,155.89
"10790",11,29633,174
"23091",357,557663,3960
"18545",167,276207,2518.27
"31751",8,25378,76
"19590",43,77527,458
"8276",12,31250,115
"27711",36,98826,435
"10173",10,31540,196
"9465",35,147718,1120.15
"11892",62,117240,687
"903",202,549403,3354.84
"622",474,2076446,7174
"14531",479,1106159,9478
"34302",26,30400,176
"3831",86,268316,2051
"4415",147,469170,3832
"33197",86,286931,1986
"28701",32,143591,0
"6423",188,1122127,9319.42
"14341",62,244304,1686
"9266",137,686549,3660
"3735",335,1741558,9617
"15082",31,157324,583
"12780",17,43674,338
"29320",100,222097,1944
"15225",29,83874,589
"15178",29,72550,450
"3706",116,486747,1959
"5310",103,318064,2139
"27267",27,109268,943.31
"29031",139,303104,922
