"","numemp","asset","RWAJT","RBCT2"
"57899",10,47078,46875,448
"15448",7,25008,21095,264
"16522",94,294667,167211,2094
"22039",15,55855,43318,518
"16419",48,96471,61658,685
"30367",35,225354,142565,899
"4788",6,17242,10416,131
"31826",62,152485,98633,1112
"57298",34,117020,71963,774
"33025",130,490770,449276,5630
"57657",31,170063,127629,1426
"35048",41,283160,182869,1972
"35456",35,187235,121068,1250
"11706",17,47398,34833,258
"27552",93,381602,303241,2693
"34393",12,127828,103710,1018
"57611",5,45982,31768,364
"1149",16,77592,63221,635
"1673",480,264559,258868,5302
"11338",85,347220,275379,3025
"6646",61,103204,84961,273
"26744",79,465010,267727,2907
"3564",88,256407,186933,1424
"26977",63,95620,56554,601
"35517",75,287352,268750,8156
"57157",20,67315,60738,622
"57633",120,269363,204970,2564
"35086",28,123951,80781,889
"9087",1077,3509342,2944363,37655
"57626",35,74891,66299,654
"22543",5,21240,12378,118
"8426",137,423538,275621,3797
"57869",13,33135,23280,251
"35408",112,295812,256104,1947
"31249",41,116654,85051,758
"9751",53,365054,358838,3435
"91005",69,197876,134820,1710
"27831",62,256742,129776,1623
"35018",191,37720,11523,0
"27207",20,106104,77668,974
"32257",138,247615,125861,1047
"30332",14,28690,16811,85
"30619",15,80654,47685,598
"19795",60,225176,191090,2392
"27942",121,894693,560710,1446
"32266",56,1332779,841773,3024
"19600",232,173207,139235,1758
"4061",12,38438,30326,380
"35189",298,591105,442440,5503
"14936",25,106330,88610,910
"30400",49,172110,128783,1195
"18489",166,409342,347023,4353
"26568",42,188322,123655,1122
"14311",12,64381,57849,617
"32304",6,23805,12351,140
"7506",225,944208,569676,4915
"22658",73,291815,261415,3516
"9812",7,27755,19668,169
"28380",147,445412,249546,2860
"8251",26,80601,59932,559
"8822",11,27358,18844,139
"31372",32,68501,41998,274
"33535",813,1683012,1823797,36373
"18664",2,108216,26134,222
"29864",307,1067164,754926,7639
"57072",68,333989,312785,3176
"18152",48,47328,35938,436
"10375",26,106462,84296,1056
"57103",32,261697,186051,1413
"31217",83,227395,180743,1576
"28225",235,1143936,1040778,10920
"34885",22,109481,78205,804
"27197",177,1079179,779393,9000
"57478",22,94573,56860,600
"35267",40,1197625,404838,1104
"3304",30,71533,53288,663
"57840",14,150945,89165,751
"15696",32,81658,39222,494
"35224",23,72322,51737,622
"35314",11,60156,37706,467
"29087",45,152430,76968,217
"13947",34,112248,75923,913
"57845",39,114868,90274,922
"27311",30,56753,22775,285
"29849",64,173704,134529,1315
"35029",76,237870,174932,2187
"17230",115,550895,377860,3609
"34947",40,122227,93463,1173
"34106",47,122124,98777,1178
"9831",61,181943,106916,1141
"17622",61,180784,143243,1806
"3931",323,712279,587681,8476
"13080",40,129948,59607,746
"2773",266,868082,672063,8410
"20093",33,94664,45383,276
"57759",8,24659,22968,284
"6058",87,303125,186619,3056
"35078",31,126254,88731,1116
"34987",22,98219,87520,640
"35265",19,68579,51989,637
"57962",12,33119,27582,71
"8583",50,109916,84872,1062
"15062",21,48510,25708,99
"11569",197,457371,302219,1850
"12511",44,121989,84542,1059
"197",69,208803,163175,1647
"23124",115,815824,657456,6925
"34566",50,138472,124024,770
"34930",18,62492,55767,699
"1932",101,407179,414770,5194
"57733",21,95597,88874,1072
"34664",126,664134,434559,4088
"57512",136,605334,567452,11218
"7237",260,989037,675263,5371
"57424",15,40855,32101,393
"28299",32,185463,123075,570
"35173",36,113700,98346,984
"1946",41,83459,60546,685
"15083",10,21162,13679,166
"91",47,121007,81285,668
"55130",35,164303,123653,829
"33684",NA,3180460,NA,NA
"4051",7,17003,7971,100
"34782",50,961900,338098,256
"15699",27,89006,67516,844
"15426",8,13564,10867,88
"58241",14,44032,24014,129
"10790",53,221109,145561,1093
"23091",475,1977171,1532761,10798
"18545",185,490656,409439,4194
"35377",14,191782,114873,1441
"19590",58,133617,99917,1129
"8276",13,43389,22328,263
"27711",48,173412,117732,1474
"10173",12,41866,29684,279
"9465",36,177846,148743,1862
"622",458,4202913,2092823,10294
"903",210,700441,473973,5863
"14531",570,1949991,1617982,17651
"34302",36,85428,48535,606
"28701",41,214994,101031,840
"6423",211,2659396,2340930,29537
"3735",1443,5384800,4427791,40568
"24107",1830,9158244,7581236,170123
"27267",32,144790,109544,976
"29031",152,433503,270055,3126
"6782",68,156776,94530,1192
"20726",27,140781,113253,1370
"35461",60,157189,103094,1533
"8893",14,33877,24844,311
"10973",50,161766,153117,1715
"32328",73,323105,243908,2072
"34422",50,526678,369748,3656
"19594",35,61112,41812,502
"19838",60,188025,142138,1806
"20311",79,486913,441694,18961
"1117",72,193888,170398,2133
"19234",35,86969,49877,628
"17906",41,109004,67363,740
"35568",43,158004,121561,1520
"31980",26,69473,52589,677
"6183",34,98241,76421,914
"20537",57,153697,90472,1133
"34955",197,506952,379802,3874
"4624",32,112258,88692,600
"34232",19,49643,27813,348
"18609",192,553010,458048,4268
"30617",71,476402,283541,1927
"34606",31,71163,55531,324
"20843",253,713495,637947,19983
"20473",326,925156,716078,8970
"23433",240,620294,414717,4585
"5216",143,464463,401815,4675
"5800",36,200248,176178,1856
"20241",259,718859,530849,6192
"21567",16,23169,13819,173
"23886",92,288464,187360,1662
"15836",22,52418,30264,264
"20504",497,1560256,1195064,15000
"34788",63,516667,276832,2895
"27006",330,2212347,1802663,20794
"21663",41,159416,114292,1265
"35033",25,84546,70173,886
"34868",110,460363,375646,4697
"35412",55,478678,383052,4739
"57444",21,76449,53561,592
"57359",25,106386,94991,666
"31581",7,31727,13114,34
"34090",63,324595,237762,1305
"57709",62,137283,123633,1217
"428",32,63828,47701,597
"10647",8,31050,22803,285
"2328",16,39752,23457,294
"35328",173,16255336,14802925,187014
"27471",62,15708475,17340123,245461
"29140",127,258870,181562,2297
"30182",74,223133,162018,503
"34656",86,341066,266904,3170
"57113",115,567063,467852,4588
"313",93,316314,240051,2491
"35223",11,111455,83988,961
"57025",23,49391,36045,450
"4190",208,513235,263546,2220
"8843",59,193796,162559,1929
"57174",230,196159,128134,1242
"1439",17,96476,86531,1086
"57695",26,43694,33214,129
"30950",3,5348,2639,33
"16730",138,366590,299286,3748
"34334",25,71361,54285,629
"19300",375,1590106,1373427,15598
"18806",22,34785,28428,360
"33993",41,217551,191870,2025
"26398",29,177088,145368,1683
"22373",104,332373,224369,2481
"19220",658,1877994,1284346,16099
"24472",60,143543,85024,952
"25621",69,190605,121790,1523
"33812",24,192705,172753,2063
"6837",259,809265,582154,7386
"24481",42,146977,118458,1481
"26499",84,301048,292372,3657
"34976",40,100486,62979,640
"57198",13,79425,57673,695
"24655",96,612241,450492,5606
"29899",10,31773,20458,49
"9104",7,37071,22314,279
"32526",1326,6866084,3642958,30119
"29597",45,199026,125981,1716
"29878",31,172246,106628,731
"34549",3,3521,2733,36
"33121",116,426660,339976,3546
"57636",24,92961,86059,913
"57943",8,27076,21312,225
"26944",27,96805,66897,726
"16701",536,2110761,1059959,11500
"20292",10,14682,8800,120
"15432",7,18297,11911,124
"228",70,336217,330537,3108
"15444",71,206458,131658,1400
"57144",50,231784,168343,1942
"19115",107,208471,167582,1797
"10204",8,18416,14040,176
"22263",7,17807,12098,126
"22554",29,106580,82236,886
"8266",106,186934,93001,1033
"13150",211,742259,649184,6835
"13099",58,128420,69071,572
"10120",8,28901,22504,283
"57432",29,198893,162411,1688
"58076",7,16505,7570,39
"57689",26,72317,60479,756
"30713",2,8652,2434,112
"57794",12,48181,37999,328
"8205",63,179334,169633,1704
"57724",11,37889,23277,283
"29668",32,122749,89474,726
"22441",491,1375704,1234792,14527
"34294",37,81857,58867,473
"19418",48,201604,165023,1292
"2838",44,185117,141792,1372
"23671",111,115742,77556,974
"22444",48,269083,227773,2086
"7542",303,878444,627986,7866
"15510",155,139225,87696,612
"57115",45,177280,154012,1926
"5417",48,149092,136909,1712
"26658",16,14886,11957,160
"28949",8,51897,27504,145
"26800",11813,53899220,46610228,1272655
"91325",8,21526,6668,0
"15354",38,74036,50814,368
"22381",22,59272,33102,414
"33901",143,1175771,1079979,12673
"5147",31,106968,92771,1160
"13810",54,233585,208031,2606
"18903",74,347548,275327,3205
"12922",15,63923,51231,577
"8868",92,381590,314236,3449
"57931",19,69345,56049,679
"28454",184,564777,448071,4395
"11681",3,12206,8768,81
"29979",867,4278118,3363561,13528
"22959",10,26496,14300,123
"34149",18,70093,59982,537
"9923",156,327668,255285,3140
"10858",9,52533,34156,227
"18483",7,15997,8726,109
"16410",25,55895,36327,292
"22015",94,202353,153337,1529
"17751",161,555623,422930,3828
"32018",19,43309,22281,181
"33134",65,308684,279608,3512
"11682",24,54966,28074,324
"10989",37,115739,81107,1017
"30079",8,43615,30406,325
"6051",51,112008,59649,703
"33989",227,674982,577004,6531
"16068",670,7584866,2063060,6183
"17453",48,187281,125362,1320
"34193",31,345681,108820,0
"18625",144,555752,357563,3737
"31813",4,5927,3102,22
"9641",15,43032,21681,273
"28507",14,58447,30812,108
"57620",52,222700,203844,2000
"32960",25,164501,48696,612
"13304",45,128298,79822,1000
"1391",19,49947,30381,354
"35354",64,18005,10541,135
"4666",742,746454,588293,7370
"2315",194,369684,292763,3059
"29471",8,65737,30500,128
"29743",23,82724,49119,300
"9967",52,128750,62357,392
"1198",37,106303,60566,436
"35578",28,88199,79328,763
"15085",204,548996,441928,4540
"17123",147,601151,531156,5954
"28780",68,393693,147183,2239
"8728",4315,8531782,6037906,77808
"29663",163,586326,423441,4782
"1436",4,9854,7777,98
"11343",6,27189,21489,253
"25745",95,410547,307586,2823
"34759",23,72565,52773,661
"58253",14,8586,5189,40
"33013",14,52283,30405,375
"5296",4370,20840792,16330545,276999
"29805",1635,21751962,12253865,81063
"24064",18,57970,20781,188
"29085",86,196577,143085,1788
"9631",19,64594,32225,384
"90146",82,270242,155730,2343
"27293",22,97148,59352,1281
"9096",7,34298,25075,164
"57264",22,223997,194317,2155
"24829",40,427642,374903,4697
"45826",152,771666,548381,4448
"58075",18,38971,20241,168
"34677",40,180235,106769,1164
"57213",77,491866,421737,5140
"26390",117,491195,383347,4011
"30783",10,63525,19012,50
"1396",8,22529,17043,214
"284",19,58004,35351,445
"28288",16,64213,36910,285
"11477",23,71028,45081,532
"35",139,647967,381771,3989
"28191",32,167563,90358,371
"5814",26,66402,51792,652
"11694",83,281748,220022,1821
"3276",309,756745,551178,4117
"35115",4,4055,853,0
"26617",10,59209,24856,250
"10171",18,101495,64807,813
"57866",53,46630,21605,114
"30691",25,132636,90264,789
"21265",136,846954,450484,4583
"13272",16,102658,78390,920
"2987",175,372274,290294,3696
"26704",77,161764,157225,1981
"34456",18,36098,18149,194
"6959",110,324517,201982,2442
"34440",3,23649,10479,102
"32341",168,800721,455181,2241
"27476",1398,3351671,2605692,28960
"19919",1164,6739315,4489583,105726
"34968",6077,25760000,17736500,653000
"34967",2049,12181829,8705764,89165
"35208",191,82901,27407,319
"20828",1446,7958462,5546304,66052
"11813",4126,11815287,7994473,97450
"12342",34,53369,36427,447
"26653",17,34197,34650,403
"18408",536,1884902,1475726,18320
"1047",85,224769,153407,1921
"57730",44,109863,68964,689
"1961",75,217486,165671,1277
"34554",19,70499,64082,803
"11521",35,82138,56604,508
"8560",29,53059,37875,446
"4147",12,34796,26087,223
"22559",77,255076,205364,2399
"33686",NA,7437379,NA,NA
"16604",262,729955,436868,4417
"5801",26,119658,80416,839
"4456",36,108321,89179,905
"33927",34,103372,86744,783
"11354",27,90264,59985,606
"10130",28,128450,99855,763
"14521",28,92047,60454,546
"19842",465,5743095,4514700,126602
"5170",137,430604,329457,3065
"32964",921,3312611,3159593,39562
"30125",731,3503037,1724763,12233
"15093",41,103754,65057,798
"16601",27,76307,58845,515
"11782",38,121900,41733,523
"19434",123,391474,313280,2139
"13290",56,153571,102247,1865
"34577",63,247923,226237,2829
"155",39,86838,72678,899
"34992",218,1269151,566403,6057
"26689",25,176493,151259,1656
"57029",24,71218,44237,555
"25178",1,7727865,1630728,94
"57117",1,3603741,738397,0
"35453",1,12246286,5132294,5188
"3510",164013,1160260442,820836488,16955287
"27595",7054,56759868,58423044,1726595
"58032",1,11862513,2704779,74
"12773",243,734615,675694,7305
"34830",25,154916,110118,1377
"8243",29,95162,75540,948
"34120",103,467311,365138,2888
"34002",43,202438,130655,1099
"33482",23,126040,118148,1477
"8252",16,76790,37337,369
"19877",62,214408,139822,1588
"32362",30,77173,49503,451
"57984",8,21937,19400,243
"33681",NA,367149,NA,NA
"23123",164,498886,350314,2909
"16282",9,34145,23295,184
"18930",27,53871,24232,211
"58114",9,21175,12079,142
"58002",11,28939,23119,260
"1623",37,66993,48744,615
"8595",30,63671,52690,664
"15817",5,16464,8743,109
"287",136,329061,227593,2854
"15267",8,27129,22103,277
"16959",9,29003,12246,135
"8278",14,24496,17602,221
"1756",8,17159,9245,116
"9788",42,157832,102358,1254
"32722",251,659215,607791,6735
"10883",15,44636,26256,196
"34397",46,144612,119933,1151
"6137",87,255825,189618,2349
"57952",18,42608,40516,410
"57102",15,47625,29616,371
"5605",28,55053,31088,272
"2224",64,169662,123132,1120
"11245",28,141401,76260,412
"9385",21,65018,31128,389
"35439",25,89589,54379,639
"2733",14,55907,37905,475
"20239",40,94862,63930,701
"8254",26,72736,51963,650
"12549",22,57678,41554,525
"9176",46,152716,72634,910
"17190",34,76291,52727,674
"15068",12,42438,18448,211
"7422",27,80636,57920,648
"12325",14,48971,40623,518
"9406",9,12664,6663,84
"105",45,106561,59000,742
"9023",108,292171,213369,2221
"2327",40,96570,60907,467
"10885",5,14464,9395,119
"5713",31,65890,28817,202
"33653",NA,2724213,NA,NA
"34502",103,430249,384998,4008
"2994",56,201468,150430,1878
"34959",66,289872,304032,3803
"6123",167,487729,375881,3728
"16953",11,31030,24858,316
"13167",28,104007,56059,374
"26955",67,219226,186076,2200
"16980",460,1603364,1213185,15196
"8775",46,120344,87092,926
"57491",15,81175,68696,770
"422",31,75932,44442,402
"13274",67,137592,109893,963
"26217",53,119721,65829,616
"19829",19,34624,22577,282
"58134",15,38341,28839,348
"25328",5,11972,6084,46
"22639",26,76206,43447,544
"9359",34,170004,97978,1116
"10523",88,266341,111924,1034
"4796",16,44964,23788,297
"58131",12,23528,12914,97
"9875",10,34078,20567,152
"8531",28,82784,39105,356
"20827",85,421669,365201,4574
"1937",49,153167,114159,1430
"1468",37,98043,61530,770
"4075",27,76504,51003,639
"17543",30,75483,45840,532
"15291",20,81364,42190,529
"14749",70,134333,85780,1073
"876",23,95429,58483,737
"2477",22,73657,67373,803
"99",19,77987,54093,677
"17569",4,9994,5704,45
"26542",30,128453,84770,902
"17327",49,164991,94883,1052
"14912",18,57590,40974,473
"19515",27,74981,61546,650
"22309",20,79174,63347,796
"9068",67,146292,109913,1327
"10805",12,47851,27390,345
"15813",28,76142,58097,728
"16243",83,182921,141939,1329
"877",84,247424,197682,2151
"26554",17,92657,47046,310
"296",47,170700,123919,1286
"16154",11,41441,31809,399
"58197",16,33558,31214,239
"18321",107,314653,230421,2888
"13303",120,167928,127411,1594
"8532",28,71426,51347,609
"57590",21,76052,41350,435
"8675",88,270418,212280,2388
"4094",22,74932,30646,182
"5635",35,105716,74363,734
"57122",40,228054,196236,2458
"58337",8,9336,2368,0
"49",17,38734,26861,337
"11207",42,125089,106016,1333
"26551",56,145417,92617,1173
"11732",14,65763,41176,499
"57360",45,281459,239988,8002
"35106",40,390063,359517,7925
"57814",26,92149,86019,738
"16993",71,182067,125518,1412
"1484",49,147634,106599,1333
"10594",40,77512,55085,694
"35543",36,162965,121051,1071
"12461",8,37679,18439,169
"21158",14,29398,13125,165
"8693",26,76124,72328,757
"15397",53,148906,70939,897
"5775",52,128616,77074,844
"57941",21,143038,67287,416
"22838",17,60440,35896,416
"2379",28,97669,62535,642
"16527",10,31470,27502,181
"57309",21,73317,70880,785
"8262",6,37089,24416,275
"9392",25,104503,71447,897
"5950",277,1146950,938055,11752
"5636",53,227555,145635,1830
"17995",6,28729,17363,217
"15113",22,52855,43109,542
"57169",32,90199,71348,764
"1372",33,76894,48522,608
"20884",382,788840,466673,5869
"8144",14,81410,29685,217
"10315",15,50815,34720,344
"9127",4,13066,4826,65
"27125",181,423373,356905,3726
"10057",22,79817,45901,580
"12986",144,787846,548036,5378
"13962",13,41603,27146,283
"18053",2563,10373300,7300314,141251
"17813",7,27226,19434,243
"149",32,81339,60469,758
"10054",128,416092,363264,3544
"15821",17,42286,29174,167
"289",21,135389,50765,500
"8297",46,95041,67836,701
"1464",25,67755,44462,563
"57965",15,83950,77254,745
"10674",18,77952,60969,593
"8584",23,51541,36397,456
"26403",97,212822,153774,1931
"9268",44,151988,126436,864
"33648",NA,370814,NA,NA
"4331",13,20585,10122,92
"35546",25,737410,431462,1475
"14794",26,34541,21230,245
"23826",65,304324,284782,2360
"8118",35,142633,81617,381
"16469",7,15153,8295,107
"8804",33,52704,29652,288
"34897",29,149998,93092,964
"11750",22,82580,49027,623
"17378",30,77572,49350,488
"9817",16,37178,31465,395
"9775",14,61559,46246,580
"1635",110,410914,207694,2529
"8695",27,114762,91753,808
"15547",21,55672,33418,437
"11200",116,303945,234222,2280
"7768",391,1870296,1667331,16492
"57276",22,64833,59389,560
"4130",17,53788,25875,321
"8886",82,226943,145160,1817
"8265",5,11056,11142,86
"15266",7,22229,18059,172
"971",99,301733,261230,2694
"13832",25,37849,24855,313
"58164",13,33627,22273,240
"1643",15,36246,20367,216
"57396",43,126540,96583,1209
"17309",65,223126,200522,1936
"19087",8,26758,24753,140
"91280",58,133792,102636,929
"16795",17,27817,16070,202
"57770",11,31739,24441,247
"17878",78,122270,65247,828
"8885",14,46488,32966,413
"16281",15,22737,14810,186
"13264",74,202034,170799,2138
"148",64,218125,163780,1784
"11466",34,40321,25507,323
"9332",15,52016,39046,433
"32779",192,868182,819463,12970
"8145",14,35492,18225,231
"5436",7,24103,16330,203
"12327",75,195660,160500,1603
"9315",35,106996,58964,715
"303",50,126577,79464,997
"1523",17,65440,46079,576
"6139",61,146962,108464,1054
"13611",5,18334,11905,151
"57861",12,39082,37754,473
"618",49,130155,76348,964
"11232",15,48148,42695,534
"19954",15,24568,16842,212
"22273",52,105580,62292,779
"17829",7,18512,9336,115
"17355",12,32140,21623,132
"1373",33,82333,54929,600
"20769",12,37800,27119,340
"15423",21,43148,37342,468
"12232",21,70062,58431,550
"2145",20,104483,72892,773
"11609",24,67454,54851,462
"8556",17,46884,30375,380
"9057",22,83150,41806,491
"13017",34,80812,49655,593
"12530",36,206736,110473,741
"35396",18,135467,119989,1500
"21704",47,108418,98062,858
"33897",441,2841599,2249136,42652
"19448",83,334359,186883,2348
"10626",13,28006,20215,181
"27575",0,15256,13832,0
"58175",17,62774,26899,197
"14701",30,75107,52602,659
"28411",56,231973,90067,1131
"5704",21,91795,74241,929
"5447",10,28981,19602,201
"34178",37,141689,96481,1208
"33527",156,665797,599691,14968
"31203",461,3894604,3895933,40012
"57933",12,44969,36286,454
"18171",35,217008,117751,1481
"35365",50,179064,145575,1606
"21529",3,36232,10034,25
"9523",14,53282,42594,454
"5867",49,136989,113173,1522
"9803",34,261781,106637,812
"9304",19,71761,46526,496
"4214",2792,13415006,10821051,266069
"5902",18,60255,33095,421
"21085",8,26900,18805,236
"16905",5,20750,9673,126
"21971",20,57484,27971,350
"13710",8,25547,17075,214
"13857",7,9590,4810,60
"12247",7,18956,14765,192
"20830",159,1121459,1036964,12971
"1713",28,93251,64450,806
"16607",11,25793,11652,143
"16982",62,237864,140422,1776
"35346",38,73061,62077,778
"11603",26,79828,55806,555
"12745",5,15818,10641,115
"14660",43,213063,164645,2062
"101",22,66907,37325,383
"8432",92,276155,134471,1075
"35209",19,50117,40398,491
"11711",45,150927,100936,1281
"12956",35,107339,60185,756
"9160",30,105522,73648,887
"1377",13,38242,13246,170
"8472",52,159553,123189,1536
"15673",70,159445,95159,1189
"34085",47,171153,140337,1170
"10628",16,41813,27322,300
"29700",28,67612,46610,146
"34713",64,287353,229421,2329
"14349",28,79675,43445,406
"33313",24,191591,185070,2200
"11243",43,115209,90207,1129
"58069",12,21945,22853,270
"57816",22,93557,78247,904
"22637",31,113636,92950,715
"664",176,975733,779035,7182
"26727",35,56587,31508,273
"19506",153,432596,374141,3681
"34413",33,130590,101294,861
"33990",22,94691,44455,482
"15294",5,37764,28977,367
"12236",16,52254,37420,450
"22739",28,63127,38181,481
"26280",79,443530,340424,3714
"24919",72,255533,198724,2500
"9820",6,18135,14134,177
"5634",32,92871,66259,834
"34148",22,86184,75392,579
"1536",409,1803482,1698698,58409
"16413",20,63249,26848,295
"8892",116,271853,202494,2433
"13565",75,246434,219809,1416
"11788",30,76364,49674,548
"21573",226,562990,442833,4894
"35320",33,114533,88974,1113
"11942",31,82260,56319,707
"21674",538,3501357,2581596,24538
"12474",46,75186,53210,665
"21161",55,239131,167712,1788
"34903",100,424651,345455,3504
"22407",533,2146115,1972127,24253
"20408",172,656953,604014,6882
"26759",46,187417,137154,1302
"26539",74,79576,36299,466
"34636",52,320119,176313,2161
"35207",94,204247,163944,2006
"22353",52,174075,145981,902
"21219",34,63948,43060,542
"20387",147,625139,493652,6188
"110",666,2411865,1853127,17332
"23041",196,517270,433566,5233
"22340",28,81721,49398,518
"4626",29,103308,76744,781
"26210",40,112885,97813,236
"2205",39,79490,63044,788
"34873",38,117467,99506,625
"22597",354,1145845,949608,10668
"19125",26,71362,12124,112
"57152",114,397249,317716,3262
"22346",19,53896,31159,241
"2247",92,131710,111230,1066
"25291",12,36086,30922,390
"26627",83,210379,158574,1911
"3514",10185,55634929,42520662,556320
"32941",174,646678,429725,4112
"4198",45,71423,57287,434
"11293",16,47917,32762,415
"19553",123,4863578,6497694,67620
"16389",111,345683,261131,3139
"11244",22,88441,55900,699
"34189",36,176549,155769,1322
"12786",20,63744,33423,372
"19480",7,21380,15401,193
"17041",102,290274,208162,2416
"17159",259,615349,473866,4942
"13397",39,767390,354055,6676
"58185",8,6572,2083,7
"420",12,25364,19415,240
"57627",38,108168,94763,764
"57640",12,51431,30967,359
"23273",116,569927,508761,6374
"8558",12,40058,21450,271
"27496",42,160149,114820,1439
"22025",5,9383,6373,64
"12627",94,509353,432030,5137
"35016",29,93298,78846,746
"5608",37,137506,74518,943
"4087",60,146634,90514,604
"15204",15,29493,17217,449
"1418",42,80008,48064,614
"22528",150,472755,403289,3500
"24211",8,33668,21205,259
"8250",46,184298,97626,1223
"11647",31,119180,76155,953
"34639",74,396970,327878,3868
"9323",37,105940,55739,576
"12207",20,94990,59242,742
"15136",65,315903,260061,2828
"16201",25,66321,49413,599
"5699",19,69366,50769,639
"22754",26,91423,78750,684
"11715",11,39126,24921,313
"11431",54,207979,144462,1155
"15104",48,152984,95575,999
"862",26,80147,36521,494
"306",44,119857,54811,688
"13654",41,112101,102100,782
"21377",1976,1478533,1150481,713
"16547",31,79457,64024,705
"34147",291,1466307,967240,12095
"34757",24,114593,101051,812
"21897",32,71861,53910,631
"10629",32,76401,58982,653
"16107",50,99557,78375,864
"18124",41,96212,65618,789
"3402",56,145102,81497,1019
"26607",229,720748,555549,6947
"32218",28,150570,145763,1339
"17883",41,42792,30348,303
"32740",84,323752,228385,2055
"30559",2635,6048463,4304959,67345
"57074",26,67435,57985,725
"22434",33,145378,93942,651
"8537",93,266414,229653,2872
"19869",75,243367,206865,2590
"57484",25,201915,151769,1712
"953",323,1871218,1306539,11361
"23537",80,358551,201574,2465
"27351",41,94978,87843,1102
"23210",42,423925,279010,2676
"34858",20,87034,25672,88
"28808",468,1672157,1241634,10141
"34103",252,608694,508838,6376
"27550",113,341566,244362,2289
"20130",81,236939,176649,2213
"8870",150,508368,381274,3627
"23286",163,604956,434644,4970
"58157",10,20315,9890,98
"17594",13,33726,26525,296
"17282",118,373749,294304,2818
"26449",8,47868,26082,130
"58222",25,49270,27256,257
"18129",260,1026135,660458,6199
"11739",50,227217,150178,948
"30692",85,84523,50621,635
"5903",682,1729764,1378211,15145
"30414",77,296793,141995,506
"35386",62,213346,170520,2134
"77",33,246912,182583,2301
"16418",80,266637,209973,2267
"496",16,49277,41193,518
"29177",51,212070,154783,1886
