"","numemp","asset","RBCT2"
"15448",8,19017,146
"23309",72,131774,1248.35
"16419",36,60126,491
"4788",7,14528,72.76
"31826",37,72050,431
"23406",210,1122572,8731.76
"33619",73,217158,1919
"11706",20,25625,113
"27552",36,87816,553
"34393",5,5768,0
"1673",146,64859,765.06
"19713",31,48778,461.47
"6646",32,58658,255
"26977",30,45339,300
"28738",78,325599,1896
"20662",11,21914,108
"19593",17,21617,201.37
"9087",801,2169976,24010.2
"22536",31,63956,356
"22543",8,17977,137.63
"27789",72,252263,2092.07
"8426",85,165965,2275
"31249",40,72796,427
"27136",340,738728,6670.88
"8841",24,83307,498
"27831",60,187604,851
"32257",99,143972,722
"30332",12,32644,123
"30619",14,42269,248
"19795",33,116207,1287.72
"22051",164,500828,2090
"27942",55,279080,1248
"25002",30,56693,375
"32266",48,556447,1789
"27093",5,15178,13
"21109",58,81897,696
"14936",17,52720,328
"18489",100,195611,1811.96
"26568",32,97888,633
"14311",12,41672,308
"32304",6,21132,17
"7506",168,466009,3170
"22658",42,119058,1091
"9812",6,18639,84
"26202",22,35450,265.89
"5682",20,59609,487
"28380",68,127777,1065.41
"26973",28,43548,325.38
"10922",13,15659,100
"33914",32,97646,392
"8251",18,45065,237
"8822",10,22406,176
"13435",82,167414,1367
"33104",111,304448,1694
"31372",22,36787,191
"29472",38,104722,368
"33535",118,200640,2170.05
"18664",3093,4689412,174977.22
"28923",285,1014027,5791
"25332",63,217050,2150
"91005",14,236782,2082.43
"27197",14,36452,194
"19600",34,59814,324.62
"15696",33,47430,360
"10361",76,103745,674
"29087",36,144682,549
"29849",57,110135,725
"32106",1220,3584556,25959
"17230",107,307973,1851
"230",12,26453,253.84
"34106",21,26363,213.62
"29349",29,68057,228
"9831",52,140684,755
"17622",32,65887,548.85
"4061",8,15323,136.22
"29561",12,43676,142
"13080",48,126000,704.24
"2773",247,497653,3592
"23032",24,35281,215
"20093",29,25500,149
"34388",11,8131,4
"6058",80,221873,1122.44
"1078",137,427678,3802.65
"8583",21,41386,252.67
"15062",24,41971,300.91
"9296",26,55713,507.11
"10106",46,135677,597
"11569",211,306354,1974.34
"23124",21,55074,1033.59
"34473",9,9585,18
"30196",69,170623,1404
"33468",35,59598,488.5
"163",236,494981,3630.24
"33684",NA,393153,0
"15699",25,54720,503.01
"15426",10,14601,139.72
"23091",269,457489,3294
"18545",161,270245,1747
"31751",8,25964,82
"19590",41,70832,411
"8276",12,30471,94
"27711",37,93930,421
"10173",12,31466,194
"9465",35,138953,1002.31
"11892",63,111550,664
"903",197,552882,3036
"622",443,2076711,5803
"14531",415,969969,7504
"34302",17,9852,10
"3831",119,273769,1897
"4415",175,443493,3579
"33197",79,235652,1469
"28701",33,137221,328
"6423",182,1103408,9257.78
"14341",51,214882,1401
"9266",141,644149,3463
"3735",332,1582411,7565
"15082",32,151284,511
"3706",129,475631,1832
"5310",92,228535,1722
"27267",26,111655,605
"29031",133,318242,890
"29738",261,861807,3093
"6782",56,56518,292
"26213",62,120353,989
"20726",23,62844,570.71
"20557",38,61293,595.36
"22968",87,169438,1048
"26248",54,167574,1147
"21614",39,71217,411
"19594",39,64310,493.89
"19838",40,106867,965.31
"20311",79,175906,1136
"19234",22,40011,355.29
"17906",43,64162,392.25
"34063",4,8203,61
"20156",48,137613,784
"20537",68,135232,1053.76
"21919",60,79890,556.98
"10973",20,57963,463
"4624",20,51591,252
"27501",136,255336,1290
"18609",131,219342,1634
"34232",7,8096,50
"26498",133,605857,4650.6
"20639",147,272812,1622
"10892",12,19673,119
"19862",56,156123,734
"24678",23,46437,424.57
"20473",263,563889,4138.58
"34422",11,10629,0
"23886",83,131359,885.59
"5800",18,54699,435
"20241",170,295390,1554
"21567",16,19561,73
"20504",52,123053,1096
"27006",83,289494,4470
"21663",53,79481,444
"21224",69,126451,914
"33994",22,73641,630
"15001",161,376039,3211
"31581",7,22278,0
"34090",15,59827,209
"10647",9,23732,191.18
"428",42,50577,295
"2328",17,32132,94
"27471",1042,11206386,142545.26
"29140",129,291762,2153
"28574",566,1338055,10131
"30182",73,137672,535
"32328",14,76658,510
"25711",31,65295,431.37
"26306",22,8268,0
"23348",34,76975,461
"8843",55,102711,601
"25046",25,33505,263
"22675",101,236972,6505
"239",21,51508,475
"1439",20,47340,462
"25192",153,196151,2236.46
"26764",23,56564,508.07
"30950",3,6004,22
"16730",61,125725,749
"34334",10,12198,6
"33993",13,43636,295
"18806",21,29638,293.16
"24472",44,81759,412
"22373",68,166869,1075
"19300",110,281968,2286
"26398",20,47142,442.66
"25621",37,81327,518
"32972",53,124685,1069.01
"33812",14,41690,401.83
"6837",176,419233,3090.43
"3619",2311,8664216,287726.83
"13085",150,345561,2164
"13595",63,110900,879.77
"15872",258,562759,3506
"24481",19,35073,287.13
"24334",19,42069,273.44
"27528",43,87214,510
"28268",150,508717,2276
"23001",26,41076,399.32
"20393",166,322267,2634.5
"24655",68,149469,1130
"18246",258,1428649,5486
"9104",8,30345,207.78
"31980",18,31187,255.91
"30385",9,36884,144
"30617",38,153943,940
"32633",3897,24624206,279914
"32526",792,3644818,14935
"29597",23,110059,644
"29878",29,92670,379
"17784",203,242873,1529
"8733",38,83800,494
"15432",8,19220,140.9
"9645",41,44118,270
"228",64,188420,1894
"1117",32,68020,568.32
"20292",20,16421,96
"5617",18,22455,133.77
"22569",21,49910,386.03
"26944",23,52207,412
"16701",325,796503,3680.4
"20006",10,14642,86.51
"15444",72,147170,1262.07
"19115",50,85873,643
"10204",8,14570,118.9
"22263",8,10885,96.05
"20712",16,29602,269
"22554",28,67530,553
"21131",27,67818,480
"13150",170,419946,3579
"13099",56,108202,354
"10120",12,33334,223.06
"6770",427,969081,7640.5
"30713",3,7064,0
"19355",38,106204,717
"8205",29,47052,328
"5174",33,75204,434
"1804",93,188194,904
"29668",26,72173,443
"2838",34,88859,674.87
"28705",77,211983,1841.19
"23671",66,48125,407.32
"28254",454,1345300,11196
"26478",6,20900,123
"5417",27,45818,463.99
"28949",6,38370,44
"4131",216,372812,2683
"26800",6098,18323779,179081
"29688",44,159193,850
"15954",184,476573,2653
"33784",44,127002,832.77
"15354",20,38620,304.73
"22381",11,28499,151.13
"33467",13,29373,211
"18903",53,154058,1217
"8868",35,94171,725
"28454",100,270020,2161
"32113",45,165438,1087
"11681",4,11745,75
"29979",553,1901449,14514
"22959",7,14471,70
"34149",9,15896,83
"9923",52,69810,635.67
"33991",25,51461,497.21
"25244",33,115937,1018
"10858",11,38394,161
"16782",46,75493,539.6
"18483",7,12489,86.13
"23284",268,1186643,7992.6
"34067",17,76101,272
"16410",20,37303,228
"22015",50,105572,928.63
"17751",104,265497,1605
"32018",22,36137,249
"33134",25,118070,1170.84
"11682",23,50806,148
"10989",33,72403,495
"30079",5,20768,100
"23339",142,182660,1227
"9619",29,40853,347
"6051",62,107560,768.51
"16068",808,4361246,21918.07
"17453",20,76598,306
"32649",5,5658,31
"22288",78,565695,3223.69
"33655",NA,681555,0
"21001",54,103662,616
"18625",41,89579,488.63
"31813",3,5625,21.43
"12612",227,640128,5060.26
"28507",13,46613,88
"32569",61,214101,725
"15392",7,13457,112
"18775",339,681937,16699.7
"97",164,420011,3394.97
"32960",15,64256,36
"33901",78,164230,1061
"19732",84,153128,1450.11
"18277",47,131001,718
"18434",18,43640,358
"26822",34,55043,265
"1391",18,40659,249
"4666",273,276117,1541.82
"2315",127,163044,800
"29471",7,55005,210
"29743",16,42974,121
"9967",44,94273,248
"1198",29,70062,301
"15085",74,103185,662
"17123",92,361530,943
"28780",64,276544,733
"34012",10,5377,17
"22671",28,125939,785.22
"8023",37,95227,981.98
"32422",4,8741,31
"31217",28,82704,543
"29663",159,336538,2071
"17305",23,35310,293.32
"1436",4,4023,39.81
"11343",7,24665,185.33
"9049",73,142159,528
"25745",66,224116,1684.84
"34095",13,29994,304
"33825",26,43988,306
"24497",17,33363,296
"33013",12,31840,258.06
"19601",88,336351,3905
"22177",53,144298,1097.47
"5296",365,1240616,24508.05
"11619",148,398531,9645.1
"1515",64,162937,1966.58
"1509",250,725655,9355.36
"12340",172,508649,5964.59
"13237",27,69952,643.16
"5319",90,211250,1731.77
"15389",40,146447,1167.95
"18233",28,77380,551.64
"5311",213,509325,6610
"33792",7,99947,1056.45
"33367",357,505301,5531.6
"13073",41,108533,479
"29805",934,7619485,14927
"26243",10,89802,1131.67
"24064",14,29424,128
"29085",52,139729,617
"28225",178,542716,4555.28
"9631",11,37293,105
"90146",65,167329,919.29
"27293",20,60521,431.6
"9096",6,17577,106
"21641",34,56837,459.43
"27184",47,261674,2314
"25663",189,482360,3753.4
"5915",313,1081087,8801.97
