"","numemp","asset","RWAJT","RBCT2"
"15448",6,21347,16155,202
"22039",19,44888,32611,411
"16419",44,83738,49927,611
"30367",31,189414,106325,746
"4788",6,17771,9997,125
"31826",59,146408,91310,992
"57298",20,57800,54322,610
"33025",108,332912,280420,3163
"57657",17,52761,18764,57
"35048",39,206671,148709,1486
"35456",26,124713,79650,892
"11706",16,44961,31072,223
"27552",88,325174,227664,1907
"34393",12,111858,84303,917
"57611",4,28386,19357,204
"1149",12,54087,43185,466
"1673",428,216681,350465,6625
"57647",41,137734,98449,1189
"11338",59,145404,109305,1046
"6646",46,88091,60757,240
"26744",78,304785,223829,2266
"3564",85,252349,172112,1271
"26977",62,93235,53122,555
"35517",45,175064,168626,1771
"57157",13,51620,38898,444
"57633",144,280568,223326,2795
"35086",36,102558,60788,451
"9087",1044,3243694,2613176,33126
"57626",12,16508,8100,41
"27789",83,377381,264751,3317
"22543",5,20262,12163,125
"8426",126,356993,222889,3769
"35408",62,140224,85768,1075
"31249",38,110136,72723,748
"9751",54,203256,186604,1557
"91005",63,198582,118330,1513
"27831",66,259537,133523,1672
"35018",186,45002,7441,0
"32257",146,226672,163418,1351
"30332",17,29183,15598,92
"30619",15,66119,40640,509
"19795",53,182108,142258,1786
"27942",108,634208,374729,1359
"32266",63,934082,551552,3686
"35559",16,41654,32624,408
"4061",8,30116,23722,297
"35189",295,343332,266472,3041
"29088",113,283834,178204,1201
"14936",23,91624,71522,895
"30400",54,162789,123110,1458
"18489",157,339348,273230,3436
"26568",41,161992,104301,729
"14311",13,62876,51868,534
"32304",6,25834,13164,135
"7506",195,892730,495291,4096
"22658",65,238601,192050,2557
"9812",6,26119,19799,138
"5682",20,80189,54986,607
"28380",117,306151,183640,2202
"8251",20,67368,52400,570
"8822",11,27120,17137,120
"31372",37,75145,42043,461
"29472",94,321135,209563,1798
"33535",839,1033720,1082699,25489
"18664",2,82233,23433,295
"57072",50,175058,164382,1629
"27642",276,1056517,679499,5528
"34939",44,136414,109298,1034
"18152",38,40417,28448,358
"10375",21,74722,55029,692
"57103",38,240180,171641,1235
"25332",18,3800,1333,24
"31217",85,209264,167587,1283
"34885",18,96804,59332,612
"27197",128,880033,689490,8620
"57478",12,87760,33579,300
"35267",29,1366051,653945,967
"3304",22,31297,25487,321
"19600",140,90980,61109,768
"15696",33,80079,40689,511
"35224",24,59269,34096,426
"34676",48,143698,101654,2774
"35314",12,62300,42767,536
"10361",133,273183,196142,1362
"29087",46,157602,81551,329
"27311",22,67776,27783,350
"29849",70,165618,123204,1022
"35029",57,135916,102375,1013
"17230",120,446237,317269,3061
"34947",51,117603,87122,1091
"34106",52,102505,83499,1047
"9831",61,179713,101884,1273
"17622",62,196477,146212,1837
"3931",293,606434,466967,4494
"13080",44,143981,56260,705
"2773",246,697971,539327,6762
"20093",31,54580,33640,278
"34388",69,205961,138656,1155
"6058",87,314814,190832,2651
"35078",19,78370,65537,820
"34987",15,66541,54115,531
"35265",14,67163,48650,466
"1078",503,2751358,2114961,20892
"8583",36,100521,70864,705
"15062",22,42613,21133,268
"11569",167,412775,259838,2361
"12511",39,119032,78686,991
"23124",63,345497,266828,5523
"34664",99,484777,230122,1643
"34566",34,101122,90055,703
"34930",14,57265,48578,608
"1932",89,385871,372937,4273
"57512",73,261381,204413,2388
"7237",302,857468,521948,6060
"33468",63,127672,86638,1085
"28299",34,187784,82352,570
"35173",27,92313,67330,731
"1946",33,63120,43104,542
"15083",10,20018,13301,167
"91",40,126543,82555,691
"55130",23,131986,92563,598
"33684",NA,1011429,NA,NA
"34782",58,954527,323994,1
"15699",28,76198,66753,839
"15426",10,11893,9686,121
"10790",53,204604,143846,788
"23091",418,1254138,1106352,8209
"18545",177,438237,344553,3773
"35377",13,200713,101761,870
"19590",50,120575,84212,860
"8276",13,41057,20974,240
"27711",50,154976,101683,1161
"10173",11,41448,28803,286
"9465",35,162647,124917,1564
"622",543,3653081,1715291,8161
"903",210,643057,416662,5208
"14531",555,1502577,1089514,13622
"34302",37,78438,42489,534
"28701",45,207242,87107,720
"6423",236,2249976,1893951,23908
"3735",1343,4754134,3583862,43195
"27267",35,141506,110663,963
"29031",162,428562,259985,3182
"6782",55,86182,43738,548
"20726",26,104984,75554,949
"35461",26,63341,38272,481
"8893",15,31445,22010,274
"19594",35,52202,32197,406
"19838",61,170445,126941,1619
"20557",23,68268,62445,668
"34422",45,501151,291079,2598
"32328",68,252736,177879,1436
"1117",56,160410,136295,1707
"19234",32,69793,55654,698
"17906",49,97382,48154,603
"35568",31,121166,97054,1214
"31980",19,55344,42885,483
"6183",29,81493,57418,708
"20537",54,128502,81343,900
"34955",153,468464,327407,4097
"10973",25,71344,64937,581
"4624",31,87541,71337,410
"34232",18,29978,22517,283
"18609",164,436262,346706,4215
"20311",72,320770,291864,2669
"34606",27,53629,43536,254
"20843",146,602641,562826,20914
"20473",312,803627,607306,7617
"23433",104,240962,190068,1882
"5216",129,400251,319135,3990
"5800",38,160772,132307,1348
"20241",264,581834,453941,4969
"21567",17,26569,17406,222
"23886",88,266115,184894,1523
"15836",21,41547,25091,207
"20504",56,180665,128247,1608
"34788",49,392819,190542,2205
"27006",213,1477078,1244136,13037
"21663",42,143400,97369,682
"35033",15,56865,41051,456
"34868",76,285032,240938,2691
"35412",43,309577,250448,3132
"57359",15,68839,58699,535
"31581",6,36355,15611,39
"34090",60,228398,178446,998
"57709",21,29592,23259,173
"428",35,60596,44739,290
"10647",9,31166,19070,239
"2328",16,37114,22647,283
"35328",119,11133385,10821558,138327
"27471",41,13974119,14280931,199217
"29140",114,232993,167974,2129
"30182",73,201612,126256,604
"34656",69,204801,168064,2105
"57113",37,177858,132935,1664
"313",86,254033,174214,1993
"35223",10,79387,55570,652
"57025",34,66076,57847,729
"4190",200,458648,231822,2115
"8843",62,166079,138071,1727
"57174",347,164143,75303,941
"34794",115,263902,206980,2061
"1439",21,100061,87766,1098
"25192",73,177663,43018,23
"57695",14,18478,17112,49
"30950",3,5239,2788,29
"16730",112,320167,252059,3154
"34334",23,54665,40497,507
"19300",305,994855,861102,10770
"18806",19,31879,27812,353
"33993",37,168750,146433,1561
"22373",101,238642,184380,2032
"26398",27,142195,117400,1122
"19220",537,1339944,930162,11755
"25621",69,185058,122662,1530
"24472",59,125584,78520,777
"33812",23,144552,124318,1554
"6837",213,629997,445098,5457
"24481",40,130488,103727,1282
"26499",84,241818,227752,2856
"24334",17,49885,26516,318
"23001",32,119967,101140,942
"57198",20,47536,26365,205
"24655",76,430177,308983,3878
"29899",9,32088,18636,56
"9104",7,39877,22239,278
"30385",13,49787,24353,192
"30617",58,404622,203917,1467
"32526",1350,6551011,3154461,34973
"29597",37,165181,101106,1422
"29878",31,152782,91882,573
"34549",2,29474,16438,206
"57636",14,19307,5762,21
"22569",16,47277,29740,373
"26944",27,87915,60786,731
"16701",561,1726852,833990,10000
"9645",33,69845,46692,587
"20292",9,10084,6893,87
"15432",8,18640,10504,116
"5617",94,304752,197260,2027
"228",74,268105,246054,2415
"15444",69,195565,123570,1446
"57144",34,121427,95256,1029
"19115",82,163689,131065,1458
"10204",8,19811,13549,170
"22263",7,16948,11066,121
"20712",20,64131,59516,737
"22554",32,102009,75185,850
"8266",124,227611,118647,924
"13150",192,612159,514023,5939
"13099",64,144300,69796,559
"10120",12,33672,20121,254
"57432",13,47706,40366,364
"57689",17,25139,15366,192
"30713",2,8775,2418,130
"8205",56,124237,119032,1287
"5174",69,80309,58508,638
"29668",29,110277,63241,455
"22441",370,1085300,1016422,12721
"34294",21,30128,19256,241
"19418",46,199297,148639,1673
"18957",228,682552,636681,7522
"2838",42,163565,119814,1135
"23671",80,78437,54599,693
"22444",45,173217,146411,1433
"7542",339,1171848,625372,7817
"15510",48,118806,67667,399
"57115",39,126443,112172,1403
"5417",49,125991,113767,1116
"26658",17,14329,10512,133
"28949",7,52925,25143,121
"26800",11893,48212819,40138062,1066014
"91325",8,155132,33356,0
"15354",36,70151,49110,350
"22381",19,36659,23278,248
"5147",32,93450,79791,967
"13810",54,230722,189501,2086
"18903",62,309042,214209,2678
"12922",12,45974,35338,443
"8868",91,294028,245695,2792
"28454",157,472794,338878,3791
"11681",4,13864,9142,82
"29979",852,3778217,2972747,23166
"22959",9,21758,12095,128
"34149",15,62429,54629,411
"9923",134,244602,180054,2253
"10858",10,53063,30312,293
"18483",6,14709,9371,117
"16410",24,51100,32323,299
"22015",82,176989,116856,1477
"17751",150,482531,358262,3337
"32018",21,43730,21750,195
"33134",64,328466,295398,3697
"11682",23,59194,25635,148
"10989",36,106374,70855,891
"30079",6,35620,23832,298
"6051",52,123999,77217,655
"33989",125,453735,368477,4180
"16068",660,6618577,1845535,10290
"17453",36,190558,118351,1201
"33655",NA,429873,NA,NA
"18625",149,436596,296927,3615
"31813",3,4863,2212,22
"9641",12,37926,16658,211
"28507",15,55322,26296,97
"57620",27,55089,46742,457
"32960",25,241735,68197,853
"13304",45,108093,66968,843
"33901",114,534817,432294,4452
"18277",60,170812,174765,1912
"1391",17,54903,32209,342
"35354",46,15587,11123,141
"4666",654,548311,305478,3826
"2315",164,327926,249373,1995
"29471",7,66281,31965,152
"29743",23,66588,38040,293
"9967",56,121505,54993,302
"1198",34,100308,54890,217
"35578",22,67987,59677,563
"15085",170,399050,316009,3132
"17123",145,486983,470698,4967
"28780",70,350350,128001,2475
"8728",4108,7168290,4807679,62607
"278",33,281542,227556,2851
"29663",156,528446,377034,3676
"1436",4,10947,8405,105
"11343",7,27041,16996,213
"25745",93,353761,244978,2324
"34095",23,134174,109003,1412
"33825",52,125215,83846,665
"34759",26,47181,37724,482
"33013",16,51115,38930,489
"22177",109,703328,629893,7880
"18704",297,1962957,1330445,16785
"5296",2987,12965008,9405763,199000
"33792",114,359920,308746,4011
"34976",8,36809,26014,325
"29805",1926,22226414,11288958,82818
"24064",18,48084,22602,253
"29085",66,181388,105918,1330
"28225",207,926763,777512,9553
"9631",17,61133,61986,480
"90146",89,259590,152327,2304
"27293",23,85899,51499,1308
"9096",7,29120,18728,158
"5915",439,3394063,1893002,17893
"24829",37,280196,263930,3306
"45826",165,583419,418438,2501
"30243",24,179487,98508,611
"34677",37,138811,86094,893
"26390",111,401339,274106,3023
"30783",10,65939,17956,50
"1396",8,20801,14580,183
"284",18,55351,34027,429
"34557",24,107675,76904,965
"28288",14,57796,33313,207
"11477",24,69653,39691,497
"35",130,597863,328768,4113
"28191",25,150495,68446,421
"5814",26,62181,47970,604
"11694",76,223823,162181,1824
"3276",321,623113,471680,4741
"35115",4,3896,705,0
"26617",8,57697,24006,250
"10171",16,101692,56137,704
"34290",0,20284,4208,0
"30691",22,134725,81373,450
"21265",156,736461,410444,3462
"13272",16,82339,61594,770
"2987",191,381510,283322,3761
"26704",58,123065,118501,1494
"32004",58,111616,54093,570
"34456",18,35391,17617,223
"6959",128,290714,152847,1916
"34440",3,21326,9124,105
"32341",181,738335,368122,1898
"11652",99,422368,315697,20339
"27476",1394,3001492,2169630,26058
"19919",1196,5376890,3390792,92495
"34968",6160,22812000,13829200,174000
"34967",1694,7466993,5509363,69021
"35208",178,66303,23622,249
"20828",1504,7881046,5052899,63220
"11813",3962,10668149,6918918,87292
"12342",32,54888,39850,500
"26653",14,27770,20801,261
"18408",550,1795303,1313447,16380
"1047",92,192540,127766,1599
"57730",46,91461,45823,555
"1961",72,167439,129120,1374
"34554",27,69485,50025,635
"11521",34,59375,36645,344
"8560",24,49607,35776,449
"9644",381,1093268,727401,6850
"22559",64,216429,172583,1570
"33686",NA,4347477,NA,NA
"16604",149,416841,272890,3434
"5801",28,107236,68094,728
