"","numemp","asset","RBCT2","rbc1rwaj","rbcrwaj"
"15448",8,19996,181.42,11.5563731743206,12.8073023039657
"23309",85,158911,1463.18,10.636347028305,11.8918393431221
"22039",20,42813,466.34,12.6205131320538,13.8740701275814
"16419",42,68613,530,12.3895025244258,13.531094377337
"4788",7,15571,100.73,25.0301647174499,26.2870383425689
"31826",40,85465,547,12.5689393333866,13.6619774598353
"33619",137,377831,2650,9.32966885641507,10.2178576216651
"35048",20,29442,20,48.9940302588407,49.1079566168429
"11706",18,29979,75,11.9431465127089,12.3101010348118
"27552",54,138247,872,13.7088977943963,14.6373040445294
"34393",7,45374,321,16.8518929061403,17.8832480296619
"1673",246,85682,1128.57,8.71691958212365,10.0089676426434
"19713",45,98782,833,9.85587141163643,10.9555152484825
"6646",32,62409,251,24.3050176872269,24.9424181092824
"26744",64,163545,1098,11.7983631218546,12.8320025304396
"26977",46,61651,365,14.855250794219,15.9440392560443
"20662",12,22558,162,11.3073525269803,12.42022683401
"19593",20,24343,209,12.57734732311,13.6586577264543
"9087",908,2712681,27908.14,10.9350402567601,12.1983715936313
"27789",80,303063,2359.75,24.8708209177771,26.1285663993408
"22536",32,77610,396,13.3850468405036,14.3302106330927
"22543",7,19386,138,15.006478781989,16.1240686750891
"8426",97,206770,2032.65,11.2916416949297,12.7673669885192
"31249",47,79096,495,11.1521004746016,12.1779859484778
"8841",15,41332,262.76,43.1128161541835,44.3875234314057
"9751",37,77820,736.69,11.678432543129,12.9292880927361
"27831",53,193794,1177,18.1471972614463,19.4062901155327
"35018",1,5672,0,3803.67647058824,3803.67647058824
"34799",6,2811,0,220,220
"32257",112,175852,1120,15.7741319425055,17.0249835267314
"30332",15,35986,107,18.6564269645489,19.117558330963
"30619",15,45833,321,14.5670826833073,15.8190327613105
"19795",47,135039,1420.55,11.0090979929193,12.2662502560899
"22051",233,629967,3652,10.5408092564113,11.6198572004733
"27942",83,380235,1358,15.8926400802919,16.5195741464948
"25002",30,89326,515,11.4011341529037,12.2538184527505
"27093",19,139947,1147,11.0324042244189,11.9275140529122
"32266",54,659249,3178,10.854188636539,11.8759484554644
"14936",18,54610,429,14.721600671275,15.7929436208894
"18489",108,220981,2210.06,10.3060732878594,11.5607992466853
"26568",38,110388,578,18.5371068034571,19.3743038445884
