"","numemp","asset","RWAJT","RBCT2"
"57899",16,76803,69234,866
"22039",10,57988,32221,993
"16419",45,128422,74156,929
"30367",41,249300,140574,1319
"57298",53,212860,156743,1562
"3881",98,310297,242957,3050
"32487",14,51655,25971,325
"58485",63,443609,296732,3729
"57657",66,583958,456941,5739
"35456",51,352500,217811,2736
"11706",17,69844,48909,426
"27552",177,954305,781373,7108
"58321",79,800739,699338,5100
"34393",9,97904,64124,808
"57611",5,39946,28773,333
"1673",392,684452,566542,7317
"58548",27,107839,84771,1060
"6646",54,129011,91433,1144
"3564",89,308351,199866,2218
"26977",50,134222,75032,938
"57633",194,471615,397932,4990
"9087",1115,4807916,3896819,49375
"57626",45,196104,164356,2055
"22543",5,28932,13293,122
"8426",170,892167,479479,6506
"57869",41,179441,141898,816
"35408",278,1679443,1160604,9440
"31249",37,145740,105340,1111
"9751",46,356162,247761,1638
"29132",193,815554,523051,4064
"91005",25,167518,126694,1105
"27831",42,215935,96123,1202
"35029",36,132160,103061,1294
"32257",89,251410,134117,1678
"30332",21,59873,41552,520
"30619",14,66531,34195,430
"19795",74,327548,245274,3075
"11694",90,333323,254501,3210
"26549",24,120618,80162,877
"19600",291,313180,148188,1869
"4061",22,89688,69495,874
"58727",45,221805,186311,2333
"35189",221,1014538,822142,10321
"58562",27,134243,92706,1163
"14936",39,144326,126972,1034
"7506",265,1055291,732074,9231
"18489",154,628944,546029,6740
"90140",86,392016,251355,3143
"14311",14,160135,110117,951
"32304",6,24502,11559,144
"58697",11,93637,54073,679
"9812",8,47354,32871,205
"28380",168,676725,342714,3047
"27015",216,510634,379836,2764
"8251",30,130614,92278,1023
"8822",10,41850,28278,236
"18152",30,58651,37628,405
"57072",42,264135,194930,88
"10375",28,129972,97930,1227
"34885",169,457575,378783,4741
"57264",26,261215,219184,2745
"35267",11,18442,4187,0
"3304",131,520321,447608,5604
"35314",9,40946,35060,447
"13947",35,206597,114003,1426
"17230",81,530394,329650,3242
"34106",40,139634,96653,1216
"9831",58,264671,164687,2037
"17622",40,186100,118214,1492
"3931",574,1491650,1246138,15588
"13080",29,132229,52264,654
"20093",42,122907,92103,1048
"6058",94,413454,297711,3585
"58629",185,1239294,967673,7740
"197",67,310115,194751,2460
"11569",177,626393,324634,4080
"10973",132,557433,464364,5870
"12511",44,157565,98680,1239
"34566",43,168276,179034,1997
"34930",20,92262,59048,740
"57733",38,163228,122188,1541
"15657",56,188870,102729,1295
"57424",12,61504,44259,550
"1946",51,141681,104316,1306
"91",49,119594,78741,1008
"55130",185,118068,71975,909
"4051",10,49278,24887,312
"57803",775,100770791,91768596,595275
"58424",158,969988,736729,9262
"15699",25,84938,58557,739
"15426",13,34167,29086,281
"59060",105,917918,736345,9317
"23091",548,2480968,1784187,22421
"18545",335,1183532,752367,9437
"35377",15,231027,199669,2548
"19590",57,146109,111314,1392
"58275",54,350367,297592,2418
"1149",48,238226,197588,2395
"8276",17,64072,36226,411
"27711",44,209953,124828,1001
"10173",9,48705,31878,240
"9465",41,287319,197800,2479
"622",412,3632846,2423124,30364
"903",181,748485,449543,5670
"14531",669,3652899,3296487,37694
"34302",32,123217,62611,792
"28701",50,320320,160251,1875
"6423",272,2152279,1993100,25367
"24107",1712,13575527,12048547,150743
"27267",58,398842,329510,3048
"29031",147,470698,310933,3901
"20726",19,142362,91094,1157
"8893",7,25862,19150,243
"19838",54,276922,165309,2108
"20311",65,321409,266485,18343
"34422",52,514759,415010,4915
"32328",195,438043,145703,1822
"1117",115,597234,468545,5463
"19234",38,118494,68872,752
"17906",46,163491,93720,1171
"35568",68,255454,190075,2380
"31980",43,182550,142680,1658
"6183",34,142578,105135,1150
"20537",40,193113,112916,667
"34955",142,357384,225495,2834
"22559",319,1218534,777951,7618
"4624",29,95638,48330,624
"18609",166,712717,523540,6321
"34232",21,80829,55405,625
"32649",34,129843,97621,1228
"15423",48,136980,91519,1143
"34606",67,205226,178675,1160
"20843",171,301835,191122,2476
"20473",466,2190464,1639978,20516
"5216",170,546170,415816,5255
"5800",39,261235,232619,2915
"21567",19,61483,31586,397
"23886",82,409865,228860,2872
"20241",250,1293114,807637,10140
"34788",108,1477608,753248,9461
"27006",301,2551502,1942677,24329
"21663",63,253324,213417,2159
"35033",30,153557,135153,1709
"35412",56,477213,333627,4215
"57444",29,193705,127623,1603
"57359",23,173052,150920,1053
"58514",8,75900,65683,509
"34090",51,236239,185471,2343
"57709",41,197078,141253,1782
"428",25,61531,42220,320
"10647",9,41729,33355,401
"2328",15,58089,27603,351
"35328",353,43047928,44252686,846111
"27471",269,31974505,30463832,380703
"29140",117,481995,357660,3852
"30182",169,548695,345659,2300
"34656",204,1061945,904475,11317
"57113",54,282448,207300,2592
"313",92,362240,193942,2036
"35223",18,131390,110726,1402
"57025",20,81133,59741,675
"4190",298,1018981,421574,5273
"8843",48,228792,177586,2231
"1439",17,108240,83486,1047
"57695",9,92452,52068,543
"30950",3,5073,2050,26
"34334",18,61721,43137,557
"21272",139,468592,354836,4408
"58309",186,1041799,968758,10248
"24472",86,347895,214915,2692
"19300",446,2164816,1744517,19242
"26398",37,281384,198568,1896
"22373",133,433728,296533,3726
"33812",28,243537,195553,2465
"6837",292,1317189,906139,11345
"26499",58,248041,184828,2335
"57169",24,71296,52553,665
"58469",44,292929,249902,3140
"58584",25,117645,85343,790
"24655",101,615859,316958,3982
"58281",32,219633,163836,2051
"29899",10,37948,23219,291
"9104",7,51836,33294,309
"32526",1156,5442336,4245559,44389
"29597",69,250966,163242,1781
"29878",35,185140,137558,1721
"15432",6,28245,9467,119
"26944",40,165780,125061,1372
"228",94,700485,660829,8166
"9967",63,271719,176904,1447
"57144",66,353533,237190,1906
"15444",95,604866,329153,4116
"22263",13,49115,26287,183
"13150",293,970615,863980,10066
"10120",6,39322,33344,259
"58076",11,60733,41319,518
"57689",37,138958,102803,1151
"30713",3,6766,1981,0
"8205",36,114847,70290,886
"22441",853,4086594,2788868,16967
"58360",20,159688,112515,1412
"2838",40,147158,101600,1271
"58303",15,39834,4745,0
"20504",1043,3995254,2754214,22212
"7542",268,1043599,860273,10374
"15510",61,207922,138900,1733
"5417",58,250337,187968,2358
"57295",126,300171,178718,1336
"26658",13,26676,22317,235
"28949",12,95555,44475,527
"15354",29,83193,64617,802
"22381",26,100471,61030,769
"19220",480,2160788,1366872,12503
"28454",114,385830,314678,3934
"8868",266,1444829,1181893,13782
"57931",21,102471,64798,821
"4208",53,184954,128353,1472
"11681",3,15314,6562,82
"29979",668,2104893,1268263,16276
"22959",15,42629,23550,300
"9923",220,486615,387230,4858
"10858",9,82002,42792,270
"18483",7,23780,12448,94
"16410",18,72229,57340,694
"22015",103,300289,209518,2649
"17751",134,799325,667119,8970
"32018",23,59593,26928,151
"58889",35,232649,151727,1155
"11682",20,72905,36280,326
"10989",33,131414,105918,1086
"3869",93,412620,260555,2692
"29679",36,133030,79314,681
"33316",114,320923,112878,1434
"35599",107,474442,361614,2539
"6051",48,150610,68932,612
"16068",800,11688187,4646818,22916
"17453",56,278077,185457,2034
"34193",37,282670,108926,1363
"58296",67,251025,217448,2365
"33450",60,243123,183396,2159
"3598",18,118790,44183,554
"9641",20,103977,39838,405
"28507",14,51580,25892,150
"57620",105,471661,342764,3453
"3858",53,180873,115780,975
"1391",14,56105,27756,348
"35354",49,16583,8271,104
"4666",984,1582117,868370,11130
