"","numemp","asset","RWAJT","RBCT2"
"15448",10,16050,11188.8,103
"23309",50,99230,74363.89,935.59
"16419",34,54413,34594.55,432.65
"4788",7,14627,5332.67,67.47
"23406",168,922734,509496.63,6401.13
"33619",48,130484,96448.2,1077
"27552",36,77569,41035.2,393
"1673",73,40343,29606.89,376.89
"19713",18,26353,15163.73,190.23
"6646",28,62315,36725.4,207
"26977",27,38636,23153.3,266
"28738",68,248148,137919,1689
"20662",9,20637,13494.6,114
"19593",16,20313,15666.6,184
"9087",726,1736391,1255453.56,20175.56
"22536",31,54356,26374.8,257
"22543",6,15230,9489,94
"27789",67,226428,145960.33,1833.23
"27136",158,304254,247418.92,3132.32
"8841",27,78313,52864.3,571
"27831",61,178642,106559,544
"32257",100,106885,57588,580
"30332",10,32260,14672.6,164
"30619",14,43562,21454,269
"19795",34,96435,76361.27,964.87
"22051",143,460484,216271.9,1436
"27942",53,238247,146678.1,1263
"25002",30,62452,36685,306
"32266",49,500209,240445,1048
"26668",13,22826,13143.91,169.51
"21109",51,74627,48141.94,602.84
"14936",15,49849,23479.64,294.74
"23064",8,10917,5204.3,57
"18489",87,160008,121744.72,1527.12
"26568",30,91259,53589.7,652
"14311",9,35356,25393.2,287
"32304",6,20640,9012,10
"7506",177,458997,253981.39,3175.99
"22658",36,92355,67749.64,881.94
"9812",6,17688,10925.4,84
"26202",20,30320,14842.2,187
"5682",20,53353,35768.52,448.72
"28380",62,109174,70556.92,882.32
"26973",30,38765,23453.69,293.79
"10922",9,12592,7457.45,93.25
"33914",18,38130,12829,161
"8251",14,38085,22386.7,218
"8822",12,22975,16128.9,180
"13435",74,136780,81069.27,1015.67
"33104",110,329864,117681.2,615
"31372",23,35372,17003,57
"29472",30,86544,52056,201
"33535",30,78776,156437.6,1252
"33979",1,1135394,920813.8,39000
"28923",250,969559,433570,5384
"25332",62,256500,174877.51,2189.81
"13693",93,320971,241148.87,3032.67
"91005",15,249862,189762.38,2402.98
"27197",4,13141,6933.77,87.57
"19600",35,61078,24276.5,306.6
"15696",34,44458,30874.2,387.5
"19158",102,356810,252651.4,3062
"10361",70,94216,58063.6,692
"29087",31,140777,61422,549
"29849",55,106052,53269,559
"32106",928,2947100,1691432,15949
"17230",108,305320,190014.8,2003
"230",14,27681,20030.83,251.13
"34106",6,5719,604.6,0
"29349",24,56264,29998,244
"17622",31,56023,34005.48,426.98
"9831",57,125559,70063.06,876.56
"4061",8,12430,7779.28,97.78
"29561",12,42432,12018,0
"13080",49,126119,53351.25,667.45
"2773",107,230267,148405.4,1231
"10326",85,168243,70497.72,887.92
"23032",22,33604,16227.76,203.76
"6058",74,224892,101668,1058
"26984",59,130471,108845.3,1041
"1078",92,280931,179779.4,2130
"8583",28,45673,18268.6,230.9
"15062",23,40439,23843.02,302.62
"23124",18,49295,35454,972.1
"30196",69,169020,81817,1026
"33468",28,51294,32439.24,405.84
"163",246,446698,266687.78,3337.48
"3640",25,49436,27716.9,284
"33684",NA,365375,NA,0
"32474",205,319028,220939,2360
"10623",12,20856,12148.6,117
"15699",23,49849,30341.76,379.76
"15426",8,12542,9274.8,116.6
"23091",229,357188,248972.9,2378
"18545",145,236391,161749.3,1711
"31751",8,24324,10416.2,83
"23403",32,89344,48308.1,522
"19590",30,61276,33621.8,405
"8276",12,29009,15257.7,95
"14498",8,18883,11370,136
"27711",32,87776,40284.3,386
"10173",10,28239,20261.9,174
"9465",38,132779,78253.8,978.9
"11892",63,104970,60565.7,561
"903",183,631690,265735.7,3111
"622",439,1913519,481736.3,4852
"14531",385,888132,588650.4,7351
"33197",53,165657,111614.9,1041
"28701",31,129813,67314,317
"6423",176,1044373,651384.33,8286.23
"3706",34,174033,79380.1,918
"14341",47,162017,106443.91,1331.21
"11980",28,58137,27872.6,159
"9266",142,541131,308236.1,2789
"3735",420,1182923,856844.2,6276
"15082",34,119628,58170.3,504
"10817",10,19149,10124.61,126.71
"10459",71,167622,72152.2,629
"27267",31,107352,83238.7,581
"29031",103,291459,155236,855
"20289",76,160385,108765.84,1362.94
"29289",96,356598,214873,1216
"6782",47,66046,31428.1,406.5
"26213",32,70070,53404.14,668.34
"20726",25,55248,37894.01,482.41
"21946",18,34312,18087.36,227.76
"22968",86,161481,86164.3,1050
"21614",35,54765,34315.6,284
"19594",38,53409,32968.32,414.42
"19838",37,95150,64462.07,822.17
"20311",72,158278,120376.7,1300
"19234",26,34824,22429.55,282.65
"17906",45,63034,30551.38,384.88
"19281",75,88663,47485.5,598.5
"34063",4,4341,2825.8,25
"26904",15,67120,36066,335
"20156",45,117123,79239.4,586
"20537",67,129367,85017.37,1065.67
"21919",61,76920,41893.4,526.5
"10973",20,50936,31171.27,389.77
"10570",62,151706,112724.8,1363
"5243",354,833674,572395.54,7157.64
"4624",17,49166,25275.6,219
"27501",82,154870,111972,946
"22989",113,276569,152713.3,1232
"18609",126,190545,150973.4,1403
"26498",125,476152,304130.18,3823.68
"20639",132,233884,143909.4,1439
"10892",11,16874,8609.1,78
"16749",35,89412,38771.99,491.99
"19862",46,134543,72813.2,630
"24678",21,35162,20593.94,259.04
"20473",169,340762,229435.8,2877.1
"21567",14,19583,8945.36,111.86
"23886",68,122011,59473.74,747.44
"5800",12,39500,24116.62,302.82
"20504",50,116159,81593.39,1020.09
"27006",64,194671,133722.3,1442
"21663",51,78461,51822,428
"21224",64,118295,84829.4,632
"9771",100,295065,215575.86,2699.76
"33994",11,28576,23191.5,242
"15001",152,404236,236497.2,2446
"34090",7,10622,1976.2,5
"10647",9,23187,13932.75,174.65
"428",41,50839,21767.92,275.62
"2328",17,29714,14682.8,101
"26365",830,11173428,8458259.25,109300.65
"27471",101,218625,206822.48,2638.28
"29140",112,206616,114490,1440
"29242",14,56837,24195,127
"28574",640,1347112,756107,9454
"31346",4,19317,5844,50
"30182",71,122213,65023,567
"27930",446,1565120,931294,3447
"32328",16,67412,41805,538
"22461",49,78790,57776.3,659
"18362",41,66201,47755.6,547
"31758",18,34830,15631,113
"25711",34,65777,35826.7,344
"26306",108,22751,18014.78,226.78
"23348",32,67614,48553.2,365
"8843",50,87067,56651.6,481
"25046",23,27429,19608.71,246.01
"22675",125,281240,183231.5,2395.8
"239",5,12691,8851.97,111.57
"1439",21,42234,34623.5,432.8
"14993",8,17661,13705.58,171.48
"4488",10,23722,15708.8,170
"25192",201,201846,176140.29,2277.99
"26764",13,57977,45823.16,581.26
"30950",3,6382,3230,18
"16730",62,119540,71640,665
"26248",50,127548,107160.3,805
"26398",17,35772,25273.08,316.08
"25621",26,46173,33173.48,417.78
"32972",56,137308,90044.01,1145.61
"24472",41,68373,44049.3,394
"22373",63,165744,92682.5,1085
"20241",154,244176,143445.7,796
"19300",99,246257,185432.5,1570
"24179",47,73642,47407.7,272
"18806",22,31267,24495.62,307.82
"33993",10,28066,22785.3,166
"33812",10,31350,18861.1,235.8
"6837",115,306543,172258.86,2159.36
"3619",2102,6617204,6642824.27,159064.47
"13085",153,340333,223712,1992
"13595",63,108472,65524.69,823.69
"15872",269,549559,351583.4,3134
"24481",18,30742,19991.78,250.08
"24334",19,39451,21826.54,273.14
"27528",37,67521,46070.4,477
"28268",134,438379,215233,2401
"23001",30,43548,20124.41,251.71
"20393",154,287309,202334.41,2551.41
"24655",74,134602,102909.18,1287.98
"29899",10,39457,16766,0
"18246",232,1291269,628022.6,4484
"9104",8,28373,13813.7,173.4
"31980",14,27062,18553.2,216
"30385",8,35589,17320,75
"30617",39,149917,65003,822
"32633",2934,19608790,11194085.5,83445
"32526",740,3416062,1493816,10909
"29597",22,103979,45388,567
"29878",27,69829,37275,360
"17784",173,209991,114132.5,1177
"8733",40,80366,47358.1,527
"15432",9,18341,10343.81,130.11
"228",57,157169,117337.56,1467.86
"1117",31,74504,51828.14,654.74
"9645",38,41581,19755.43,247.23
"20292",19,18315,6746.54,84.54
"5617",16,21521,7072.15,90.15
"26944",23,46523,32454.5,378
"20006",10,13438,6957.48,87.78
"22569",24,41372,30171.54,379.64
"16701",289,696802,223238.38,2836.28
"14542",5,11621,5732.5,71.7
"15444",77,152506,98729.86,1236.96
"19115",44,69888,45737.5,460
"10204",8,13687,8233.83,104.83
"22263",7,10318,7680.23,96.53
"20712",16,29680,24791.3,262
"22554",27,56928,48456.2,561
"21131",24,46832,30254.1,332
"13150",165,374383,275027.5,3248
"13099",47,105845,41861.6,265
"10120",12,33516,15066.11,189.31
"4858",145,328161,211888.32,2691.72
"6770",28,64537,34426.36,436.86
"30713",3,6747,1999,0
"25057",37,57545,29446.56,378.76
"19355",30,92944,73915.9,602
"8205",24,39070,30801.4,260
"5174",20,47048,32081.6,309
"1804",90,178257,79711.6,678
"29668",27,73614,42388,0
"28705",101,295504,199621.1,2009
"23671",57,49502,32871.94,411.54
"28254",393,1215547,806277,8387
"26478",6,20498,9192.35,115.75
"5417",25,41735,32867.12,413.82
"28949",6,36320,18060,43
"19157",161,288156,195711.7,2037
"2782",4193,9826423,8382596.4,87523
"27083",1342,6847769,4074919.04,51205.64
"33766",86,329532,206026.98,2591.88
"33431",211,1102352,697426.03,8759.43
"26800",16,61997,28190.26,353.36
"29688",43,130403,54369,680
"15954",145,447530,232901,2647
"33784",50,141696,60679.9,728
"15354",20,38719,24301.13,304.93
"22381",14,24514,9664.43,121.33
"33467",12,22854,15856.9,176
"18903",45,122132,89225.4,978
"28454",82,231966,172720,1909
"32113",49,173763,91063,1139
"11681",4,10259,6235.7,58
"29979",540,1697537,1012954,12772
"22959",7,14099,6128.4,70
"9923",43,60629,38669.1,418
"33991",12,27262,16728.42,209.12
"25244",44,89198,63758.87,798.47
"10858",11,37948,12695.9,124
"16782",43,71590,37373.8,450
"18483",6,10823,6131.93,77.53
"23284",243,1101219,604854.15,7610.85
"34067",9,9583,5558.2,40
"16410",18,30846,16068.6,180
"22015",36,75108,41454.71,519.81
"17751",93,243819,173455.3,1183
"32018",21,34558,19759,198
"33134",24,75954,55805.6,698.4
"11682",21,50510,14234.5,148
"10989",33,66885,37920.36,474.56
"30079",6,21775,8745.2,92
"23339",145,131170,99592.55,1246.95
"9619",25,31071,20139.5,218
"6051",52,104385,59509.7,724
"16068",834,4108882,1903292.74,24145.84
"17453",17,60670,27878.7,160
"22288",86,727151,269150.52,3448.62
"33655",NA,454989,NA,0
"21001",56,101603,64022.3,500
"26987",26,105087,80910.71,1013.81
"14203",16,23552,11440.18,143.48
"18625",34,84498,19705.53,247.53
"31813",3,5745,1561,19.8
"12612",211,562774,329586.76,4199.26
"28507",13,46908,16705,85
"32569",57,177553,92691,587
"15392",7,15154,9612.9,105
"18775",239,535210,395295.9,14627
"90713",15,21206,11713.41,146.81
"97",156,401224,234836.61,2975.51
"32960",13,40632,10796.3,16
"33901",40,73510,51791.2,453
"19732",79,165293,116337.81,1457.91
"18277",43,117310,74922.6,428
"18434",17,41535,27759.4,338
"26822",28,37651,26039.5,162
"1391",18,38551,21813.4,233
"1431",10,35933,25175.2,284
"29471",7,58410,21820,274
"4666",174,254410,183171.13,2334.13
"29743",16,36235,19006,114
"9967",44,91685,30596.9,202
"1198",22,65730,26294.34,329.24
"15085",71,88102,44360.4,436
"17123",84,323075,159765,619
"28780",61,261314,127683,530
"34012",3,4713,780,0
"22671",27,108369,64781.25,820.25
"8023",31,83056,67731.34,849.54
"32422",4,8845,2649,28
"31217",23,69163,39188,498
"29663",167,321139,181653,1815
"29884",9,62486,27118,266
"17305",28,35825,24064.92,301.72
"22552",8,15534,10536.5,132.9
"1436",3,4293,3566.66,45.96
"11343",8,23275,12562.06,159.36
"9049",66,122520,67333.6,451
"25745",61,190594,111348.38,1395.18
"34095",12,8774,2715.4,0
"33825",18,32426,22551.7,135
"24497",20,35067,25968.9,296
"33013",11,28068,18207.53,230.33
"19601",74,279525,180892.82,3761.92
"22177",61,133357,68486.48,864.08
"5296",452,1106332,838035.32,22497.12
"11619",175,352291,266311.85,9229.55
"1515",85,155566,109425.45,1869.45
"1509",329,721594,578331.59,8735.49
"12340",182,461018,322356.48,5251.08
"5311",230,458403,344307.4,5750
"33792",9,58291,39611.27,506.77
"33367",261,331074,270273.85,3519.05
"13073",56,109107,55690.91,702.31
"29805",954,6634595,2174933,12818
"26243",9,70195,67467.17,895.27
"24064",13,29391,11278.6,128
"29085",47,135520,62128,495
"28225",171,517677,350383.54,4386.44
"9631",12,35311,17097.1,77
"90146",57,167404,63716.5,783
