"","numemp","asset","RWAJT","RBCT2"
"57899",14,92716,73879,946
"22039",24,114841,60201,739
"16522",144,716070,349400,4443
"16419",42,107699,67000,698
"30367",34,236381,159509,1014
"4788",7,23440,15538,112
"31826",69,264786,139388,1742
"57298",38,134130,109477,1368
"32487",16,45345,26318,330
"58485",44,226834,175349,2200
"57657",41,308331,213072,2698
"35456",44,272552,181384,2285
"58358",5,38355,24843,0
"58773",23,51741,27184,254
"11706",17,55439,41102,338
"27552",135,644348,503410,5763
"58321",57,502284,328247,3807
"34393",7,118239,88110,1108
"57611",4,54666,32695,411
"1673",501,481722,263777,5081
"58548",21,83107,55613,600
"6646",51,112752,80181,999
"3564",84,307299,202984,2060
"26977",55,121147,67185,842
"57157",15,75989,57239,735
"57633",79,292335,254080,3210
"9087",1157,4431595,3361068,42624
"57626",35,159868,131624,1492
"22543",5,25235,13939,83
"8426",156,668152,396531,6523
"57869",26,123849,89682,788
"35408",301,1262672,627649,12654
"31249",35,128026,87567,695
"9751",52,362241,300826,3763
"91005",38,181359,96915,1110
"27831",56,250402,114610,1434
"35029",56,146900,101263,1280
"32257",117,221316,115220,1024
"30332",17,40799,31101,389
"30619",16,82079,45259,582
"19795",69,292930,218514,2740
"26549",21,94638,63063,638
"27942",152,1247057,742851,4294
"32266",81,1169447,661971,8326
"19600",268,343202,193622,2534
"4061",18,68368,45902,576
"58562",32,108870,79285,1007
"58727",21,104500,83982,1051
"35189",277,830474,558745,7032
"14936",33,128319,85327,856
"7506",249,953152,663922,8386
"18489",147,512906,438100,5502
"26568",45,191949,117420,1474
"14311",14,90945,77446,823
"32304",6,25966,12364,155
"58697",8,51687,37360,471
"22658",52,284074,169054,1641
"9812",9,36610,25838,185
"28380",149,527948,272316,3416
"27015",179,341542,291411,693
"8251",28,112859,87452,1095
"8822",11,36490,22340,143
"31372",32,76348,46768,585
"18152",30,50041,33194,416
"57072",66,353555,278439,3537
"29864",230,816770,648330,8212
"10375",28,122512,96832,1172
"57103",55,503650,432922,8424
"34885",197,199275,124018,1536
"57264",29,346725,270800,3393
"57478",36,170322,90729,1137
"35267",32,1064456,411404,1984
"3304",68,230324,161939,2030
"35224",25,64186,45787,588
"35314",9,37469,24859,242
"13947",34,158489,93107,1165
"57845",78,302036,228091,2867
"29849",60,173863,127747,1273
"17230",100,519751,381322,4772
"34106",39,144109,118652,1506
"9831",58,219776,131851,1650
"17622",49,168853,117076,1476
"3931",488,1112179,679559,9989
"13080",39,144157,67858,852
"2773",255,904828,653355,8369
"20093",49,128676,92391,545
"57759",9,41598,29590,399
"6058",90,408741,240059,3010
"58629",84,429306,324962,3917
"35265",20,121348,71958,904
"15062",22,55380,31328,394
"10973",166,634717,569195,7264
"11569",189,525877,342251,4286
"12511",44,142440,96913,1215
"197",69,273669,179745,2255
"34566",38,129644,114217,1431
"34930",22,80482,54676,687
"57733",35,184923,146230,1870
"15657",49,187018,123735,1464
"34664",62,537343,351109,4400
"7237",339,1449065,864200,10686
"57424",15,59224,41827,528
"35173",28,153877,98371,1235
"1946",43,119280,112969,1415
"15083",8,13985,8776,110
"91",55,185726,151224,1893
"55130",33,165936,121336,1526
"4051",8,31967,15915,201
"34782",57,1241485,712227,4924
"57803",718,70284088,55850999,699228
"58424",93,533098,384602,4816
"15699",24,80103,61150,770
"15426",9,21563,17326,217
"23091",506,2373464,1849101,23727
"18545",332,1008518,738003,9310
"35377",16,227006,144466,1839
"19590",57,146932,106665,1337
"58275",16,79806,71178,896
"1149",22,120845,77968,682
"8276",14,51252,32041,343
"27711",48,201187,130451,960
"10173",10,45536,31811,255
"9465",37,179965,150452,1889
"622",487,4574733,2452304,30832
"903",196,920504,455803,5738
"14531",642,2785278,2333900,29233
"34302",40,113833,66516,811
"28701",42,275724,151372,1404
