"","numemp","asset","RBCT2"
"32422",4,8817,25
"29663",141,377229,2610
"11343",7,25327,207.42
"1436",4,6567,69.95
"25745",81,274488,1963
"34095",21,102221,1087.12
"33825",44,74252,717.64
"24497",17,46720,307
"34759",15,16033,154.46
"33013",15,43528,320.41
"34831",10,20015,138
"22177",119,722883,7015
"5296",361,2443923,34648.3
"34916",712,2748089,19282.75
"11619",118,654312,11783
"1509",561,2871451,23901.75
"21222",173,694922,6274.48
"12340",314,1451839,12419.36
"13237",274,989375,9154.51
"5311",157,764685,9136.92
"34208",65,30394,0
"33792",4,136500,976.77
"33367",463,416476,2869.92
"34976",8,11200,5
"29805",1839,22178840,78020
"24064",18,38641,131
"29085",68,141058,646
"28225",191,651719,6008.78
"9631",14,48400,162
"90146",71,188634,2969.63
"27293",20,69647,861.71
"9096",7,21625,119
"21641",90,228879,1592
"5915",393,1991510,14272.25
"24829",29,209055,2502.27
"30243",22,111402,367
"34677",24,86763,699.82
"32335",51,475397,1601
"34340",264,525288,3703
"26390",84,220411,1903
"30783",9,64043,50
"1396",8,19514,177
"284",26,54387,491.83
"34557",24,49354,329
"28288",12,48566,152
"11477",23,61683,394
"35",110,390361,3360.85
"26336",40,237287,945
"28191",19,104640,399
"5814",25,53507,461.88
"28242",32,103464,443
"14418",28,123060,831
"11694",71,164389,1331
"3276",294,531764,3378
"35115",5,4908,0
"13191",14,57746,266.57
"26617",7,40405,250.75
"10171",15,73391,560
"34167",11,33061,185
"34290",18,19792,0
"1814",10,24447,204.42
"30691",9,59625,225
"21265",101,425813,2668.31
"13272",16,54825,502.27
"2987",177,376042,2552.25
"26704",44,69660,836.62
"32004",38,103342,379
"34456",19,33487,226.93
"6959",116,238691,900
"34440",2,11957,42
"32477",29,32747,208
"32341",118,316093,1290
"11652",95,271457,3832.53
"27476",1203,2231799,20134.7
"19919",1326,4048603,96349.93
"22302",50,88997,923.38
"34968",6680,18423000,131942.5
"34967",2138,5093521,47903.86
"20828",1565,7807576,60876
"11813",2715,6044285,57338.44
"12342",15,35017,298.06
"26653",12,22869,157.54
"18408",539,1307332,12644.45
"1047",88,145743,1289.93
"1961",64,98962,774
"34554",23,39327,395.22
"8560",27,54963,467
"33927",12,32582,133
"21269",44,103686,448
"27122",20,92135,810.9
"24516",50,686131,6914
"9644",335,840981,3755
"22559",65,152205,993
"33686",NA,2852491,0
"16604",122,332102,3068.32
"17426",15,42854,363.58
"11354",23,69679,399
"4456",35,90131,610
"19842",394,3752991,91091.11
"10992",28,82767,780.85
"5170",72,246023,1439
"32964",604,2129912,15684.93
"15093",39,82127,565.43
"34421",11,33000,287
"16601",20,48924,372
"11782",41,106309,540.7
"866",25,82890,642.75
"19434",78,182920,4117
"13290",50,122025,1523.47
"22130",61,211587,1847
"34577",30,97798,771
"155",26,47514,407.76
"34992",153,876350,1997
"26689",20,118812,1138.27
"9108",123,233266,2126.98
"24799",37,86355,796
"25178",144,111723,154
"35453",1,7466805,10410
"3510",145000,604683000,15453427.5
"27595",2273,12566205,361873.99
"12773",150,315490,2954
"5618",15,62037,533.57
"34830",11,47629,389
"8243",28,66917,667.28
"34120",41,159157,946
"33482",29,139707,986.73
"8252",18,58996,205
"19877",55,120255,709
"581",12,17718,134.12
"33681",NA,52370,0
"6195",20,74735,623.44
"23123",137,411052,3232
"16282",12,28304,133
"1465",12,20914,173
"18930",30,35372,192
"1623",38,56989,479.86
"8595",14,38557,313
"15817",6,13685,120.05
"287",142,229515,2097.8
"100",203,611189,7219.27
"15267",9,23700,200.46
"16959",9,22478,47
"8278",11,24393,153.81
"1756",7,15409,101.53
"9788",30,112123,792.16
"32722",123,349663,3523.59
"10883",16,55282,222
"34397",23,48304,413
"6137",54,133184,1104.4
"5605",29,50122,325
"15833",22,36670,327.94
"11245",26,92772,320
"9385",24,62097,407
"35439",16,27696,135
"2733",10,35977,273.55
"15906",15,37059,251
"16288",29,44219,403.34
"20239",24,68624,446
"8254",28,57142,423.08
"12549",30,69123,554.15
"9176",43,126812,910.99
"17190",27,60797,484.07
"15068",12,31246,206.47
"16754",138,996178,14230.65
"15554",14,30604,68
"12325",12,37299,348.48
"9406",11,11849,72.65
"105",25,56693,415
"21979",103,205230,1245
"9023",85,143540,1000.11
"13274",20,30286,242
"16922",15,33167,255.98
"2327",31,57199,313
"10885",7,14954,131.81
"5713",30,56303,167
"33653",NA,2548474,0
"34959",25,61822,455
"6123",97,184303,1246
"16953",7,15515,154.11
"13167",23,86421,529.92
"26955",58,133580,1140
"21015",20,38966,354.58
"16980",232,618913,5606.98
"22061",81,168793,1667.22
"8775",38,95633,872.87
"23064",19,43793,154
"26217",48,101788,485
"19829",20,30142,240.16
"22639",22,51975,324
"25328",5,12642,45
"422",28,74218,610.54
"1701",17,68943,618.21
"9359",33,144560,791.69
"34385",20,63409,388
"10523",93,195206,1223
"4796",15,39344,286
"35455",12,15944,100
"9875",9,28042,77
"23060",37,64081,378
"8531",22,78276,379
"20827",88,240545,2326.9
"1612",5,19857,153
"1937",44,119658,963.83
"1468",28,71034,640.52
"4075",30,73557,596.76
"17543",30,60231,427
"15291",26,73115,562
"14749",54,112853,828
"34903",22,64098,621.41
"876",21,62902,565.13
"2477",13,38646,361.18
"99",18,68004,381
"17569",4,9779,49.34
"26542",30,93875,585
"17327",53,149037,798
"14912",15,39934,274
"19515",17,71188,526
"22309",19,54673,478.48
"9068",41,93775,779
"10805",8,33757,268.58
"2372",23,44187,309.45
"15813",27,59626,500.98
"16243",44,61596,655
"877",56,124754,1105.87
"296",36,124430,828
"16154",9,31954,269
"11522",32,58425,492
"5687",14,81137,763.8
"18321",98,193742,1668.88
"13303",32,68172,502
"1249",23,39094,353.34
"8532",27,51525,335
"8675",73,186364,1797
"5635",32,74960,566.55
"1751",8,14193,74
"49",12,21085,151
"11207",23,82181,753
"26551",41,101679,923.06
"11732",12,49760,364.28
"16993",59,155076,1093
"1484",28,66322,582.04
"10594",41,78718,501.67
"12461",8,29000,151
"2398",32,93872,928.33
"21158",12,25484,96
"8693",24,46424,432.23
"15397",48,110345,923.23
"5775",42,102215,994.08
"13162",11,27984,255.2
"18243",5,9709,69.35
"22838",16,54989,394
"2379",30,88832,451
"16527",9,24113,145
"24841",24,86516,860.17
"24500",37,48365,324
"9392",24,70520,279
"5950",201,621377,5711
"5636",38,151095,1107.57
"8486",28,160550,1106
"17995",6,22140,169.99
"15113",20,46016,390
"1372",31,56093,428
"15866",16,27387,238
"20884",430,734835,11324.08
"8144",15,72169,153.4
"10315",14,45463,319
"9127",4,12561,70.39
"27125",125,195248,1859
"10057",27,62982,451.1
"12986",210,527758,3881.15
"13962",12,40943,330.81
"18053",3867,12824705,297916.61
"35458",6,246062,2896.43
"1627",26,65227,348
"17813",7,21232,163
"149",29,55742,570.98
"9514",3,8376,37
"10054",74,163577,1510.31
"15821",20,39980,249
"289",21,96393,475
"8297",40,87301,443
"1464",16,41518,464.19
"16460",109,332513,1485
"21029",54,63890,517.86
"16706",65,235066,839.73
"1678",38,90886,813.89
"10310",90,159745,1285.57
"10674",12,57746,433
"8584",9,26473,144
"26403",101,134906,1223.62
"3843",42,173767,1353.36
"33648",NA,184778,0
"310",21,50829,402
"14794",30,30853,224.13
"23826",45,172885,1446
"20183",98,215515,1882.67
"8118",33,93595,623
"16469",8,12523,94.52
"8804",31,48703,305.87
"20040",21,56306,406
"34897",17,62461,559.74
"11750",22,57181,495.02
"17378",36,66931,457
"22609",3,5431,31
"35386",10,8156,0
"9817",10,26397,311.61
"9775",14,55057,447.11
"21120",40,114187,927.66
"1635",93,271017,1743.01
"27320",24,91051,815.7
"8695",17,65500,478
"15547",28,62790,382
"13874",44,118453,1071.61
"34250",13,23283,205.44
"11200",80,213724,1256
"7768",443,1019588,8619.05
"18379",49,110592,577
"4130",16,41664,205.53
"9318",21,37470,201
"8886",62,161930,1210.88
"8265",4,5677,38.59
"15266",5,13449,115
"971",122,257593,2741.03
"13832",24,35976,274
"1643",15,31857,144
"17309",75,228107,1397
"19087",8,23152,191
"11608",21,110063,1013
"91280",33,86182,474
"273",19,41505,236.23
"26268",10,20903,144
"16795",17,28279,229.03
"24606",110,185716,1848.77
"22176",64,233334,1738
"8885",15,37928,308
"17878",166,99383,766.14
"8778",481,1539724,9890
"33861",4,18760,45
"2224",11,37410,251
"20761",3,982,1
"16281",13,18454,146.77
"13264",42,120180,1022
"35039",14,14757,102
"148",39,93079,658
"8120",23,72381,584.4
"11466",31,48076,400.88
"15653",18,36968,192
"9332",12,40083,270
"32779",110,372142,3597.95
"8145",12,32209,259.85
"17032",11,16127,99
"12327",53,154371,1006
"9315",43,105379,751.61
"303",44,94215,768.82
"1523",19,60872,395.62
"6139",47,70212,526
"13611",5,14215,104
"618",33,97115,571.54
"11232",15,33871,294.16
"19954",15,24249,192.52
"22273",41,65591,455.52
"17829",7,17151,148.02
"17355",7,16848,85
"12511",23,70757,591
"15556",33,60461,460
"20769",13,33557,268.37
"1373",12,26155,181.81
"15423",10,16618,86.93
"2145",17,57244,472.31
"11609",16,47234,380
"12232",17,48309,319
"8556",15,43750,317.2
"9057",29,64797,529
"13017",29,53318,400
"12530",36,125736,786
"91",52,54178,333
"34595",48,108412,903
"35396",10,8542,0
"21704",48,91497,650
"19448",77,250509,1867.95
"10626",9,24780,124
"27575",0,13757,0
"6221",766,4913047,38116
"14701",38,75118,573
"5704",15,37258,301
"18129",230,707480,4947.5
"34178",26,61601,575
"20130",42,92041,779
"33527",57,167768,1668
"31203",195,730973,7907.97
"3753",65,217347,1294.83
"14329",33,148632,5149.92
"18171",35,226782,1205.5
"21529",3,33422,126.13
"35365",9,11365,14
"9523",13,38363,273
"23876",33,56624,522.46
"5867",47,79013,1081.65
"9803",29,244187,747
"9304",20,57028,326
"4214",2405,7083962,212097
"5902",13,48585,344.02
"21085",10,19948,172.62
"23130",66,165952,1413.82
"16905",6,18695,101.86
"21971",24,57212,306.85
"13710",7,18746,150.4
"17110",4,15877,123
"14033",19,31902,201
"13857",5,8085,54.43
"12247",7,17350,155.47
"20830",78,250560,2489.52
"1713",18,66585,562.06
"27064",69,212826,1809
"33698",NA,22356,0
"16607",10,23692,53
"22319",11,13394,117.22
"11256",49,113813,1161.15
"16982",60,172379,1263.48
"35346",6,7612,16
"11603",23,48449,389
"12745",5,12372,92.74
"14660",37,151705,1407.71
"15309",79,165721,1597.9
"101",22,67049,268
"20318",42,69405,435
"8432",81,175815,965
"35209",6,6568,64.92
"11711",46,136125,922
"12956",32,77221,541.28
"9160",31,67751,363
"1377",14,33908,137.69
"8472",36,115742,545
"15673",71,137028,805
"35010",7,21095,162
"34085",29,79150,638
"10628",18,31609,264.78
"328",10,19567,134
"34713",20,79050,588
"14349",28,72809,359
"33313",15,80930,571
"11243",35,82261,804.98
"8802",7,8665,48.33
"21230",162,399167,2749
"18556",88,147287,1292
"22637",25,40611,267
"22002",10,13218,135
"664",98,302525,2386
"5863",62,197696,1501.12
"19506",83,253724,1136
"34413",14,36096,0
"33990",18,26602,191.51
"15294",6,31669,339.21
"12236",13,37386,307.52
"22739",24,42433,433.06
"26280",23,50699,484.33
"24919",72,198226,991.15
"9820",6,12664,124.94
"5634",27,79085,648.24
"34148",18,37474,324
"12469",36,91297,725.01
"13202",18,43867,409
"32275",84,189574,1160
"1536",363,1018087,40295.08
"16413",15,53304,289.79
"19726",47,122087,1070.29
"8892",72,210790,1246
"13565",81,185015,1910.42
"11788",30,55716,356.57
"34316",37,132085,785
"836",64,198339,1287
"21573",133,349915,3102
"35320",26,91337,745
"11942",23,45772,219
"21674",309,1095482,10343.92
"12474",37,63422,529.3
"21161",31,98705,625
"10629",18,46726,345
"32366",8,33011,33
"22407",206,399108,4212.75
"20408",95,172132,1015
"26759",38,112445,904.42
"26539",69,52613,474.06
"34636",22,62891,396
"35207",16,38634,261
"22353",38,95067,479
"21219",30,40207,355.48
"34247",70,227509,2039
"20387",133,390714,3644.24
"110",298,815233,6342.4
"20524",37,113713,830
"22340",25,60329,440
"26210",28,51500,205
"34873",29,36012,182
"22597",278,606382,4939.6
"19125",28,51994,64
"22346",11,25480,112
"2247",71,103999,950
"34952",25,50189,480.24
"19258",54,118219,713
"25291",12,28687,306.53
"24340",15,26290,81
"26627",64,136631,908
"32941",139,406953,3508
"3514",2687,10530061,271674
"4198",25,46595,309
"11293",18,34854,324.07
"19553",181,4651392,217530.74
"16389",74,196133,1254
"11244",23,75213,575.68
"11257",19,50000,373
"34189",19,90521,836
"19480",7,18590,137.62
"12786",20,51756,351
"17041",75,203221,1342
"17159",240,392840,3639.31
"13397",42,513950,7152.29
"27171",24,65490,547
"15134",32,93553,550
"420",10,21355,137.81
"34156",41,83114,770.35
"1035",23,71304,411
"23273",113,322375,3360.59
"8558",11,31546,203.01
"27496",28,95877,895.1
"22025",6,8335,61.21
"12627",91,325708,2941.34
"18626",132,503038,4538.81
"10744",20,88029,756
"35016",17,53276,575.28
"5608",36,135164,509
"313",96,155522,925
"4087",33,71475,503
"15204",14,25644,413.11
"1418",38,69925,515.44
"34859",13,27593,134
"22528",93,150057,1000
"24211",17,31681,207.34
"8250",38,96159,875.94
"11647",31,81418,488.22
"34639",25,61294,567.52
"9323",32,102657,607.04
"12207",24,82074,614.85
"15136",68,193100,1754
"16201",24,51104,400
"32092",26,66632,527
"5699",21,55968,455.02
"11715",15,33535,262.59
"11431",33,122951,981.85
"862",18,58413,280
"15104",54,118425,825
"18795",8,18831,186.35
"306",46,87209,742.5
"13654",34,88639,730
"21377",3900,1517836,22.15
"15025",3690,24066510,906006
"18914",620,4027301,137124
"21761",0,1413,0
"33108",39,188403,991.8
"935",604,3976445,147399
"4345",2724,15070899,621409.55
"14985",1086,5396888,198948
"4306",2464,11654601,326613
"5021",5136,21315861,808273.75
"6559",21598,33448110,1401225
"3618",9069,95794841,3542053
"4167",493,3699586,39647
"27474",4242,30859654,1128268
"16703",299,1104495,26799
"6768",455,1939309,50079
"13391",76,358534,1821.92
"2487",2037,8106085,297151
"16547",35,72829,368
"34147",187,682354,5136.19
"34757",15,43239,374
"21897",23,64368,400
"16107",37,84278,547
"18124",37,93598,695
"32640",2622,18174477,261065
"32218",28,125138,968
"29951",66,267860,844
"30559",1083,4335124,36525
"33987",60,40398,0
"22434",29,70187,235
"34365",11,28595,242.8
"27351",25,46332,373
"26392",25,1174745,77714
"623",5446,44170000,496547.5
"953",283,1127843,7389
"23592",18,22807,0
"23537",62,138838,1003
"23210",36,175324,1181
"34858",8,32827,0
"4950",294,647206,5952
"27550",55,104440,923.13
"34103",1573,697689,7967.96
"8870",94,215529,1422
"17594",14,24167,208.12
"10842",194,544064,4875.19
"17282",93,262804,1863
"30692",68,94743,351
"5903",508,1111944,7014
"30414",76,255436,442
"77",35,197823,1798.7
"29177",86,196094,1927.5
"32247",462,4394213,12889
"35406",12,6981,35
"16704",19,45418,327
"34522",21,28406,213
"10502",39,88172,589
"33897",156,427127,4045.15
"4009",151,287763,2610
"26972",28,48636,408.95
"10374",29,71651,656
"19274",7,20271,177.23
"19582",94,246025,1798
"17514",256,652600,5292.27
"11971",152,478939,3804.48
"30878",2,15292,165
"20215",26,79493,213
"851",30,76718,524.02
"8124",22,62937,531.71
"1252",126,376575,4126.07
"2324",10,10288,26
"90148",36,95429,2002.3
"34395",23,206049,1030
"11683",11,69073,271
"10475",27,66744,316
"21495",69,200428,1381
"22205",4,9996,59.99
"17621",15,33711,243.19
"8314",22,57697,490
"6962",148,292292,1800
"17749",115,254621,5586.6
"16330",7,22217,190.47
"29330",31,115050,1251
"22984",20,191890,1913.12
"34872",14,11407,27
"34052",13,54293,461.53
"15169",100,170202,1341.86
"23342",32,156470,1525.93
"35066",10,29043,130
"33806",42,152703,737
"32251",45,175501,1627
"35462",17,10077,0
"15585",25,56443,436
"29712",87,465908,3999
"90311",57,174736,588
"31698",978,5819048,103834
"29506",9,77245,97
"18127",18,33322,273.49
"32527",24,60478,207
"35363",8,8238,19
"1092",29,50348,281
"13060",260,720395,6980.48
"19343",172,329465,1863
"34574",23,30963,216
"19999",42,81222,495.7
"34780",4,61734,679.84
"17792",51,94093,592
"9828",3,14060,0
"35051",9,10167,2
"34242",18,54292,486
"10581",35,100925,774
"35329",94,185918,1331
"32574",113,1535996,10280
"30043",10,36310,180
"30339",11,45602,219
"29024",33,109996,583
"29550",46,186268,822
"11355",16,49348,342.5
"12208",45,106299,454
"15664",66,97224,767.05
"34963",5,8186,0
"28421",48,826909,925
"18086",25,49678,299
"14415",11,38523,331.28
"1469",15,27776,159
"28035",14,84010,75
"14043",129,267205,2205.6
"28348",47,252878,1405.8
"23901",61,370984,812
"30744",11,43274,524.4
"15362",19,37764,309.98
"28384",36,132716,1136
"19215",87,103616,512
"20484",97,200839,1590
"15697",486,1777051,13882.7
"33560",18,67929,854.62
"35281",15,31684,273
"90200",135,446291,1196
"10126",12,33698,260.25
"10696",48,75948,755.97
"13774",9,32327,248
"29133",28,54903,308
"27180",49,156525,1336.23
"23621",271,981922,19382.65
"7403",46,105281,943.99
"20015",37,475047,1878.75
"21868",223,349257,0
"26601",39,100971,815.74
"17741",62,177905,542.15
"29637",53,104858,662
"26658",32,38903,325.1
"26743",104,173522,1163.13
"32871",28,70938,639
"14083",3,7914,50.99
"23806",44,86959,901.98
"31631",45,146062,1154
"35421",7,11982,90
"27897",6,21712,21
"15152",22,56304,492.56
"27026",16,17752,117.1
"18402",85,313930,1587
"14078",141,309420,2092.4
"20670",16,21433,56
"13446",8,17302,163.01
"13563",6,11003,50
"15714",77,206585,1705.68
"33481",38,225536,1875.69
"7411",280,874693,6095.05
"31090",6,26323,100
"13753",17,104686,607
"17933",154,366444,1761
"17773",21,46202,128
"24123",83,213269,997
"32347",23,99159,921
"30075",11,25231,0
"32648",47,2470442,725
"9077",31,75046,457
"35141",23,913993,9318
"33149",156,412099,2106
"34123",26,175186,1151.56
"23472",199,259237,0
"35143",18,51092,450
"5624",13,56985,651.15
"17825",4,9697,79.75
"29941",11,140676,656
"29513",10,40389,148
"30052",102,636799,4935.7
"10993",13,25045,259.76
"11235",11,39815,205
"9021",28,81386,248
"22653",12,24338,191.74
"33552",30,101263,910.21
"34837",45,145335,883
"28390",54,117951,856
"33422",26,114933,945.34
"30128",11,36941,115
"16777",30,56579,524
"15684",15,40336,391.97
"35471",9,7090,50
"20012",42,65411,923.85
"23092",75,331396,3384.79
"24080",68,70116,493
"1491",23,45415,340.95
"28511",309,1165070,8768
"24811",141,725957,5159.54
"22295",2255,5961878,32419
"35172",15,37162,207
"27437",41,72901,694.2
"10443",7,14623,97
"11365",82,211554,2015.47
"26508",54,215166,1459
"28312",44,291467,145
"31443",26,54094,231
"27808",7,23578,125
"9846",10207,36213180,268526
"21098",1064,5263812,48531
"22584",1192,5204260,43658.83
"29069",65,155147,774
"35420",5,6612,35
"16386",17,53391,315.4
"24038",7,13693,57
"11357",7,19323,84
"5792",6,22246,176.6
"1067",49,124697,1291.35
"2055",90,345132,3070.97
"5241",93,396219,3910.31
"15293",50,199735,1837.16
"12198",50,180021,1518.91
"5118",54,222724,1996.16
"9343",22,68507,541.88
"12915",132,391602,3642.17
"12919",49,148584,1394.63
"15445",120,421405,3366.08
"15241",130,469484,3502
"34380",70,210096,2219.54
"12917",71,251875,2172
"12923",165,734005,7099.69
"20740",586,1828947,21210
"28123",91,203594,1184
"27943",40,217444,1381
"22811",25,155816,1366.32
"18155",40,80590,488
"12717",14,35921,262
"32869",69,212682,1371
"29401",13,32265,140
"21122",132,375248,3816
"26550",7,12541,80.34
"90169",75,191945,573
"9189",39,59499,533.3
"22578",58,121902,1068.39
"34314",15,56303,536
"6196",10,24948,207.53
"10856",11,30892,239.78
"35045",9,8409,10
"23622",163,601352,29748.4
"4995",100,237009,988
"22853",50,197682,1268
"34901",14,17476,110
"30306",56,160715,1272
"26790",48,121680,985
"15797",438,1001969,7204
"20577",64,140007,971.17
"26537",15,57762,256
"17798",98,861496,13598.79
"29272",68,219951,515
