"","numemp","asset","RWAJT","RBCT2","rbc1rwaj","rbcrwaj"
"15448",7,18330,13366,167,12.8086188837348,14.0580577584917
"22039",18,44690,33873,428,16.6976648067783,17.9612080418032
"16419",40,77989,50324,541,14.9848978618552,16.0599316429537
"30367",32,178469,116455,716,9.10480443089605,9.71963419346529
"4788",6,17770,9675,121,20.8268733850129,22.077519379845
"31826",61,135520,80116,955,12.5056168555594,13.6976384242848
"57298",16,43268,39032,323,15.6768805083009,16.5044066407051
"33025",99,218312,169797,1980,9.98015277066144,11.1462511116215
"35048",34,176093,126683,1077,10.1355351546774,10.9856886875113
"35456",22,100714,61232,637,14.9676639665534,16.0079696890515
"11706",15,44861,29830,210,8.5149178679182,9.21890714046262
"161",55,193974,129357,1621,13.7155314362578,14.864290297394
"27552",60,262447,183183,1730,13.9849221816435,14.9293329621198
"34393",12,105220,77409,897,13.1496337635159,14.3084137503391
"1149",17,60267,48391,611,8.94174536587382,10.2043768469343
"1673",396,213878,295020,4862,11.0311165344722,12.6791403972612
"6646",38,77518,52726,254,22.3551947805637,22.8369305465994
"26744",73,225385,159047,1730,12.5252283916075,13.6129571761806
"3564",87,232737,151352,1061,14.1233680427084,14.8243828955019
"26977",58,88806,50592,517,16.4255218216319,17.4474225173941
"35517",36,108507,98175,943,12.8026483320601,13.7631779984721
"57157",9,40175,25935,237,25.9610564873723,26.8748795064585
"35086",35,71054,48353,329,14.8987653299692,15.5791781275205
"9087",1076,3188170,2716731,35470,11.0460328976259,12.3516461512016
"27789",84,343461,246400,3090,22.0868506493507,23.3409090909091
"22543",5,21592,13431,139,17.1766808130444,18.2116000297818
"8426",115,316456,185738,3203,11.7929556687377,13.5174277746072
"31249",41,110309,68555,674,11.5060900007293,12.4892422142805
"9751",51,191622,155025,1121,10.7350427350427,11.4581519109821
"91005",60,217762,124910,1621,22.7443759506845,24.04211031943
"27831",73,239916,122860,1542,22.4418036789842,23.6968907699821
"35018",182,39480,8134,0,436.255224981559,436.255224981559
"32257",154,286319,160603,887,19.3906714071344,19.9429649508415
"30332",18,34549,15362,79,37.3909647181357,37.9052206743914
"30619",12,63098,37386,465,15.0938854116514,16.3430161022843
"19795",53,173113,131469,1650,12.1283344362549,13.3833831549643
"27942",105,554089,340896,1267,14.918332863982,15.2900004693514
"22051",310,1003273,520538,4192,10.7600213625134,11.5653420115342
"25002",26,96478,35173,442,26.5658317459415,27.8224774685128
"32266",61,687109,453975,3771,15.2539236742111,16.0845861556253
"35559",15,39366,29656,366,16.1619908281629,17.3961424332344
"35189",243,259838,178116,2227,10.0058388915089,11.2561476790406
"14936",24,78152,59168,742,10.8977825851812,12.151838831801
"30400",51,159580,121012,1519,12.4458731365484,13.7011205500281
"18489",128,271027,222734,2797,9.55220128045112,10.8079592698016
"26568",38,155213,100744,713,15.6277296910982,16.3354641467482
"14311",12,60876,45039,492,13.6992384377984,14.7916250360798
"32304",6,25715,13538,114,26.3849903973999,27.2270645590191
"7506",199,788935,474340,3849,13.2198423072058,14.0312855757474
"22658",58,208861,168553,2359,12.5734932039181,13.973052986301
"9812",6,25968,19689,215,30.4129209203108,31.5049012138758
"5682",20,72498,50369,623,15.9621989715897,17.1990708570748
"28380",102,257964,157581,1930,11.0387673640858,12.2635343093393
"26973",118,713820,534807,5694,10.2259319717206,11.290615119099
"33914",1,28292,7084,0,385.940146809712,385.940146809712
"8251",19,66003,47727,387,10.9413958555954,11.7522576319484
"8822",11,25946,16180,159,18.1025957972806,19.0852904820766
"31372",26,43607,24905,693,26.2798634812287,29.0624372615941
"11687",228,628892,412737,4974,12.6819257784013,13.8870515606791
"29472",92,323202,177678,984,10.3800132824548,10.9338241087811
