"","numemp","asset","RWAJT","RBCT2"
"4829",33,194321,126131,1573
"33785",103,66027,31915,0
"57899",16,80411,69388,868
"22039",9,48825,25012,993
"16419",45,127198,75379,941
"30367",40,226507,147295,1347
"57298",54,226580,177293,1679
"32487",15,54370,24996,0
"58485",66,480450,317043,3984
"57657",72,616620,515004,6458
"35456",50,427920,256050,3211
"11706",17,70954,48536,363
"27552",179,1014876,875333,7364
"34393",9,96798,64887,811
"57611",5,40213,29475,368
"1673",371,731314,627509,8041
"58548",29,128442,98055,1072
"6646",58,125419,79341,981
"3564",91,331273,219142,2172
"26977",47,138974,69323,866
"57633",206,530745,465262,5828
"9087",1137,4848183,4068737,51425
"57626",46,210960,176614,2085
"22543",4,30454,12935,148
"8426",169,906027,506958,6228
"57869",41,190125,151714,955
"31249",34,142428,103557,907
"9751",45,359408,261967,1702
"91005",27,168606,125658,1190
"27831",43,209585,90585,1070
"35029",36,136463,102534,1289
"32257",94,232004,130639,1647
"30332",22,60797,45054,567
"30619",14,67171,35178,442
"19795",74,323915,255093,3196
"11694",88,334653,258980,3075
"26549",23,120594,86408,890
"19600",293,309140,168437,2130
"4061",22,97905,82321,1029
"58727",49,228677,204468,2559
"35189",226,1068618,870208,10915
"58562",31,154361,113071,1413
"14936",40,148408,104564,1069
"7506",266,1096133,740743,9342
"18489",155,638907,566952,7090
"90140",88,397259,258007,3234
"14311",14,156843,99920,953
"32304",5,24395,11257,141
"58697",11,97613,59044,740
"9812",8,48611,32323,289
"28380",159,704723,364027,0
"27015",171,450504,369152,2673
"8251",28,140766,93303,1038
"8822",10,44649,27904,238
"18152",29,56998,46571,419
"57072",43,266293,203914,407
"10375",28,131741,99280,1134
"34885",168,495919,432554,5409
"57264",24,259919,231018,2765
"35267",11,19046,3948,0
"3304",157,809350,600123,7504
"35314",9,36797,30784,385
"13947",36,211545,114765,1436
"17230",87,587707,343989,3870
"34106",45,149322,100947,1277
"9831",56,277231,174965,2153
"17622",39,173636,120417,1522
"3931",636,1503383,1352931,16931
"13080",28,132953,47542,595
"20093",42,132523,112262,1283
"6058",92,411006,291692,3572
"58629",291,1883543,1613411,8940
"197",64,308108,201060,2534
"11569",183,653124,357468,4489
"10973",131,563098,508943,6389
"12511",45,158373,91934,1154
"34566",45,170187,131464,1648
"34930",20,107667,59920,749
"57733",33,155208,114321,1438
"15657",54,186016,101167,1274
