"","numemp","asset","RWAJT","RBCT2"
"15448",6,20986,16149,202
"22039",20,45579,32889,415
"16419",44,80536,49331,578
"30367",28,175178,102688,734
"4788",6,18221,9766,123
"31826",58,146696,88259,965
"57298",18,53164,47888,549
"33025",109,254251,207453,2370
"35048",37,197208,137997,1094
"35456",24,118715,70749,768
"11706",15,44903,29757,212
"161",45,191660,109534,1378
"27552",80,293366,202277,1787
"34393",11,108209,82277,907
"57611",5,19907,13102,86
"1149",18,64220,49665,622
"1673",420,231773,365464,6401
"57647",39,63099,37559,460
"6646",43,79146,54841,244
"26744",78,276851,204529,2067
"3564",85,240183,153196,1227
"26977",59,88881,51425,529
"35517",47,144299,134684,1454
"57157",11,40819,37399,344
"35086",37,67197,46422,353
"9087",1052,3249959,2617127,33175
"27789",82,359653,259184,3248
"22543",5,22191,13193,126
"8426",123,340050,203262,3612
"35408",36,66578,43728,554
"31249",41,106110,71379,757
"9751",52,196874,188226,1340
"91005",58,208857,131386,1688
"27831",68,238737,127673,1600
"35018",183,42806,7445,0
"32257",150,228957,152514,1360
"30332",17,30783,15613,92
"30619",13,64594,40918,513
"19795",54,176266,135521,1701
"27942",109,604461,352795,1456
"22051",288,819053,413110,4214
"32266",66,933374,532900,3702
"35559",18,42537,33512,419
"35189",262,256716,208255,2604
"14936",23,84256,63641,797
"30400",49,159685,111371,1397
"18489",134,286572,225312,2830
"26568",40,160953,101996,696
"14311",13,60337,48675,530
"32304",6,25764,12936,129
"7506",207,868550,509689,3978
"22658",62,231797,181115,2369
"9812",6,26514,19958,191
"5682",20,74458,44160,553
"28380",117,276382,172643,2081
"8251",20,65868,50275,484
"8822",11,28248,17105,192
"31372",37,80681,43475,586
"29472",94,323344,210815,1496
"33535",649,1040195,1117620,25999
"18664",2,183362,171521,524
"57072",45,146890,132352,1360
"27642",303,1024623,644235,5641
"34939",41,128203,102614,946
"18152",35,40956,28858,363
"10375",21,63040,45625,575
"57103",31,150246,107519,1126
"25332",19,3524,1238,14
"31217",86,189721,149137,1142
"34885",18,91509,50783,505
"27197",126,841007,659821,8254
"57478",11,60927,21118,200
"35267",21,1223098,574415,967
"3304",22,23778,17053,217
"19600",128,89400,52025,651
"15696",33,81862,42568,533
"35224",26,49932,29973,376
"34676",37,131479,92207,3157
"35314",11,54546,42711,490
"10361",123,256613,184532,1503
"29087",45,158689,78798,537
"27311",25,68255,26677,336
"29849",74,162724,112274,1159
"35029",49,128509,91425,1043
"17230",125,426923,304342,3108
"34947",52,106468,71465,894
"34106",38,101700,82349,1033
"9831",61,181981,101049,1272
"17622",58,184697,136323,1710
"3931",299,547895,428291,6963
"4061",9,29507,23338,294
"13080",44,144770,57845,724
"2773",244,707658,524390,6576
"20093",31,51215,33148,256
"34388",65,182020,126650,1090
"6058",93,308148,182460,2995
"35078",16,82608,62593,783
"34987",15,65082,50099,482
"35265",14,60589,43114,432
"1078",513,2437335,2007890,19718
"8583",29,87415,66505,832
"15062",21,43688,20421,259
"11569",168,432742,257221,2139
"12511",39,120712,78210,984
"23124",55,281940,228033,5353
"34664",85,356292,176418,1444
"34566",23,84118,71894,608
"34930",13,46172,42924,537
"1932",89,358317,346373,3971
"57512",61,187314,137342,1715
"35140",19,76077,62089,576
"34473",40,142183,74854,936
"7237",258,824741,490951,6069
"33468",64,126382,86237,1082
"28299",34,179001,66947,571
"35173",25,87583,61999,692
"1946",29,57264,41222,518
"15083",10,20903,14557,183
"91",46,113021,78210,698
"55130",22,129560,89284,650
"32317",90,208442,149268,1884
"33684",NA,989875,NA,NA
"34782",54,935045,337223,0
"15699",28,81050,66469,833
"15426",10,12702,10523,123
"10790",54,198876,139898,585
"23091",424,1133188,988382,7706
"18545",182,417311,333558,3443
"35377",13,161964,85876,690
"19590",52,116001,79723,828
"8276",13,41401,20865,219
"27711",50,149140,91741,975
"10173",11,41051,28338,262
"9465",37,168123,128583,1611
"622",551,3620139,1636114,7436
"903",204,609373,393207,4827
"14531",548,1501901,1111625,13299
"34302",37,72766,41474,520
"28701",40,198918,106398,682
"6423",233,2242740,1805698,22794
"3735",1315,4517017,3526994,42193
"27267",32,141471,109731,895
"29031",170,402459,248519,3114
"6782",56,81337,36337,455
"20726",27,110437,78801,990
"35461",21,52136,32140,405
"8893",13,31545,20399,255
"19594",34,55575,36945,465
"19838",59,173622,132099,1682
"20557",26,73540,70100,666
"34422",46,476960,266103,2412
"32328",57,236517,159720,1210
"1117",53,153710,132414,1656
"19234",31,71302,55428,694
"17906",45,100781,48259,604
"35568",26,92959,74649,941
"31980",19,52890,40065,491
"6183",26,80055,54607,669
"20156",103,256492,212827,1837
"21919",59,125216,78589,747
"20537",59,133965,81868,900
"34955",149,442818,291384,3645
"10973",25,66962,59691,550
"4624",29,85727,64537,357
"34232",18,30228,21070,264
"18609",141,421796,313284,3919
"20311",75,304808,267868,2470
"34606",28,53272,40614,257
"20843",147,572419,511372,20359
"20473",300,788056,581232,7287
"24350",22,86988,32608,232
"23433",72,158180,136256,1415
"5216",129,364824,280613,3510
"5800",37,155910,124465,1309
"20241",244,560705,417078,4647
"23886",90,240433,177414,1615
"21567",18,24336,17560,220
"15836",22,38859,23961,194
"20504",53,194556,128695,1612
"34788",45,360673,172972,2060
"27006",203,1325156,1105942,12552
"21663",44,125830,91259,653
"35033",12,47736,32824,412
"34868",76,281351,221447,2529
"35412",44,280821,220631,2758
"57359",13,60737,49887,421
"31581",7,36357,15746,39
"34090",54,209542,169895,982
"428",35,60193,44817,456
"10647",10,32079,18402,231
"2328",16,38123,20800,261
"27471",1315,20412722,23290875,308465
"35328",14,6469,1513,0
"29140",111,238663,166989,2117
"30182",72,206017,125816,644
"34656",71,192245,154875,1938
"57113",26,135322,108201,1357
"313",91,237676,168200,1742
"35223",10,71665,48450,585
"57025",38,69382,62882,799
"4190",201,444878,224497,1985
"8843",66,170015,136096,1686
"57174",284,128534,70235,3623
"34794",115,253950,207747,2071
"239",12,31543,24828,312
"1439",14,78899,65380,712
"25192",89,179218,138464,1933
"26764",8,73199,65866,889
"30950",3,5546,2820,28
"16730",107,306803,230093,2879
"34334",19,54669,38879,487
"19300",289,961883,828822,10309
"18806",20,32057,24956,316
"33993",33,161118,140335,1594
"22373",101,248631,181994,1964
"26398",27,143511,122683,1117
"25621",67,173017,114733,1435
"24472",56,121604,78924,717
"33812",24,137168,118374,1477
"6837",208,643732,463644,5292
"24481",40,128203,104103,1203
"26499",78,221651,209260,2632
"24334",19,49557,27208,350
"23001",30,108345,99394,919
"57198",21,32569,19245,120
"24655",48,318201,240066,3022
"29899",10,31907,18481,42
"9104",8,38453,21141,265
"30385",13,50262,24978,194
"30617",59,390642,195951,1412
"32526",1321,6521727,3149590,39417
"29597",37,158823,96267,1651
"29878",28,144216,86981,600
"34549",4,34731,19909,249
"22569",18,45387,25640,322
"26944",27,83904,57796,717
"16701",567,1699241,794125,9600
"20292",9,12110,7798,99
"15432",8,18556,10206,116
"9645",34,60247,46186,580
"5617",97,267910,172070,2046
"228",71,269000,238400,2390
"15444",67,189387,118801,1317
"57144",33,105897,82941,889
"19115",96,161371,122009,1389
"10204",8,19738,12776,160
"22263",8,15878,10155,121
"20712",20,56688,51156,641
"22554",35,105377,75121,765
"8266",126,239099,143637,1624
"13150",189,644438,505194,5679
"13099",59,142809,69870,541
"10120",11,32100,20711,259
"57432",11,23155,17471,165
"30713",3,8340,2238,74
"8205",53,119824,107548,1159
"5174",92,97605,67080,673
"29668",27,106873,58375,215
"22441",363,1021383,950015,11882
"34294",19,27067,17774,223
"19418",45,171076,132646,1650
"18957",219,667319,617673,7010
"2838",41,151918,112408,1278
"23671",81,73133,52992,671
"22444",40,156202,132193,1173
"7542",342,1142422,623599,7795
"15510",45,118391,62494,392
"57115",29,114217,92523,1088
"5417",43,111208,94198,985
"26658",15,15197,11268,143
"28949",7,57192,25869,115
"26800",12442,45629203,38325807,1128939
"91325",8,234942,49283,0
"15354",35,66349,48561,251
"22381",20,36744,22163,278
"5147",30,87193,75370,783
"13810",52,245824,197120,2025
"18903",67,312985,206904,2170
"12922",12,49471,37470,468
"8868",92,275386,229337,2559
"28454",160,457806,322052,4027
"11681",4,13847,8650,75
"29979",854,3610170,2875758,25429
"22959",9,22308,12429,128
"34149",15,55122,49194,381
"9923",125,219775,159216,1987
"10858",11,51943,29993,375
"18483",6,13667,9286,116
"16410",24,47491,27454,291
"22015",89,177362,120751,1525
"17751",155,485971,361739,3276
"32018",22,42938,22086,192
"33134",66,329191,287542,3598
"11682",23,58322,25178,148
"10989",36,106646,69103,864
"30079",7,30108,18984,238
"6051",54,125986,73320,652
"33989",108,409121,331142,3610
"16068",672,5677795,1646927,13073
"17453",36,191246,112751,1058
"32649",27,50421,40607,0
"33655",NA,433716,NA,NA
"18625",140,410112,275264,3197
"31813",2,4598,1566,20
"9641",12,36712,15482,196
"28507",17,58118,25953,97
"15392",7,17413,11029,105
"57620",16,33327,22908,216
"32960",25,222893,63240,792
"13304",45,106616,64010,808
"33901",144,497745,405998,4151
"18277",59,162988,165670,1740
"26822",45,90074,57252,716
"1391",19,56030,32582,337
"35354",49,15132,9771,124
"4666",654,580641,221619,2776
"2315",162,284083,230820,1817
"29471",7,65359,30988,152
"29743",23,66141,36720,289
"9967",57,120539,53156,289
"1198",35,107300,55297,241
"35578",20,56192,48077,527
"15085",159,374371,295021,3069
"17123",139,466970,420491,4582
"28780",70,355799,127287,2330
"8728",3339,6975891,4679747,61054
"278",34,271805,217452,2722
"29663",150,493578,349092,4101
"1436",4,10982,9210,102
"11343",7,28683,18822,235
"25745",91,335215,229787,2306
"34095",26,145611,128950,1662
"33825",52,118189,79342,580
"34759",23,45427,32730,411
"33013",16,53889,41369,519
"22177",113,693368,607976,7623
"18704",320,1953370,1308597,16504
"5296",2972,12705735,9222491,196055
"33792",105,332669,302544,3934
"34976",9,31612,20636,258
"29805",1971,22419375,11222124,83121
"24064",18,52049,22248,248
"29085",64,177701,99283,1248
"28225",212,874470,693548,8673
"9631",16,63140,63616,451
"90146",88,257895,149282,2363
"27293",23,82242,50096,1232
"9096",7,29032,17534,151
"5915",434,3099069,1606969,17741
"24829",35,281577,245485,3081
"45826",150,498642,343544,4315
"30243",24,157587,88967,582
"34677",34,148999,83698,821
"34340",371,1210888,1101998,12622
"26390",109,396852,261346,2888
"30783",10,66336,17847,50
"1396",8,20835,14348,181
"284",20,54518,32198,406
"34557",25,103394,74457,931
"28288",13,57628,33345,202
"11477",25,69569,40100,502
"35",133,587536,313960,3929
"28191",25,142802,68070,421
"5814",26,63140,46788,589
"11694",74,225606,167430,1743
"3276",297,608425,445830,4632
"35115",6,3687,540,0
"26617",8,56083,22308,250
"10171",16,105162,56097,703
"34290",1,22637,5129,0
"30691",19,142037,75589,495
"21265",139,669646,346906,2740
"13272",17,78418,58225,728
"2987",187,388686,293084,3774
"26704",56,116972,111637,1406
"32004",48,111307,53365,667
"34456",18,37728,17866,226
"6959",118,284008,149536,1872
"34440",3,20073,8243,103
"32341",175,647492,342837,2085
"11652",106,369506,280986,19578
"27476",1315,2777873,2046448,25146
"19919",1142,5237310,3284069,91138
"34968",6829,22182000,13327774,167874
"34967",1716,6309618,4823213,60523
"35208",181,63256,23233,212
"20828",1484,7284382,4816079,60333
"11813",4000,10304022,6702145,84868
"12342",37,57693,36384,457
"26653",13,25985,20937,262
"18408",568,1606158,1229393,15387
"1047",91,191494,120310,1506
"1961",74,144584,132440,1368
"34554",29,70835,52253,662
"11521",27,53044,27600,288
"8560",25,50508,33846,429
"9644",402,1079791,699132,6558
"22559",63,212775,156268,1446
"33686",NA,4567172,NA,NA
"16604",56,422632,283234,3568
"5801",27,101148,62281,630
"4456",34,101495,74683,734
"33927",26,64207,42062,360
"11354",28,83951,51479,644
"14521",28,96011,54505,511
"19842",450,5348346,3474962,143734
"5170",115,378666,301179,2444
"32964",892,2823531,2062176,25856
"30125",827,3108047,1541067,13771
"15093",39,95092,52975,663
"34421",49,104518,96184,1204
"16601",21,60141,44182,376
"11782",38,122722,38612,485
"19434",106,308076,193261,2086
"13290",55,144611,90320,1779
"22130",69,265875,194918,2401
"34577",51,181676,140109,1753
"155",38,77458,54386,619
"34992",186,1365514,526927,6601
"26689",21,137471,114521,1411
"57029",18,55477,36816,445
"24799",35,122779,89272,878
"25178",1,111560,35144,62
"57117",1,6838505,3367328,6518
"35453",1,8602849,4248653,8197
"3510",125548,617857587,480830032,12407826
"27595",2095,35630919,36628861,1423169
"12773",231,488958,405349,4581
"34830",23,131132,93968,927
"8243",29,84334,67945,863
"34120",101,381845,289041,1878
"33482",24,172932,70594,890
"8252",18,77684,33520,286
"19877",55,154865,110605,1384
"33681",NA,54451,NA,NA
"23123",185,403760,261233,3267
"16282",9,31153,18212,159
"18930",27,49197,23416,193
"1623",40,57493,34468,356
"8595",24,55218,45337,439
"15817",5,13151,7539,95
"287",135,313579,197391,2482
"15267",8,26960,20281,254
"16959",8,31231,13228,114
"8278",13,22429,11931,151
"1756",8,16123,7648,96
"9788",37,136767,82369,1031
"32722",261,611144,500107,6261
"10883",15,49863,26480,253
"34397",30,109439,81766,2765
"6137",73,194835,148667,1689
"57102",12,35231,21046,263
"5605",28,51979,28839,274
"15833",25,51034,35213,367
"11245",31,147913,62682,379
"9385",24,65496,33333,417
"35439",23,66219,48407,532
