"","numemp","asset","RWAJT","RBCT2","rbc1rwaj","rbcrwaj"
"57899",14,111591,91888,1175,7.90636426954553,9.18509489813686
"15448",6,18155,11778,156,2.47919850568857,3.80370181694685
"16522",141,651257,387607,4920,14.9943112482489,16.2636381695893
"22039",21,102806,63085,696,14.6373939922327,15.7406673535706
"16419",47,109460,70066,824,17.5149145091771,18.6909485342391
"30367",38,242201,162035,1028,10.0311661060882,10.6655969389329
"4788",7,21140,14377,180,14.5162412186131,15.7682409403909
"31826",69,241906,134407,1681,16.7744239511335,18.0251028592261
"57298",41,124169,111047,1365,10.655848424541,11.8850576782804
"32487",16,45444,27161,310,16.5752365524097,17.716578918302
"58485",40,192297,134801,1701,20.0384270146364,21.3002870898584
"57657",43,272128,212176,2690,19.5262423648292,20.7940577633663
"35456",46,276454,184002,2216,10.8297735894175,12.0341083249095
"58358",9,38924,31753,416,8.89364784429818,10.2037602746197
"58773",42,61263,24132,129,33.5902536051716,34.1248135256091
"11706",17,51351,41792,371,11.9496554364472,12.8373851454824
"27552",121,676811,458183,4505,16.060176828909,17.0434084197799
"58321",47,383826,240055,2486,15.9900856053821,17.02568161463
"34393",8,114575,87370,1095,16.0249513563008,17.2782419594827
"57611",4,54287,35402,444,23.2726964578272,24.5268628891023
"1149",14,118290,77278,967,7.28667926188566,8.53800564196796
"1673",555,532102,351458,5205,24.0589202692783,25.5398938137701
"58548",18,61420,43291,448,14.6520061906632,15.6868633203206
"6646",45,107854,73361,886,16.9626913482641,18.1704175242977
"3564",86,282477,206330,1966,11.2921048805312,12.2449474143363
"26977",59,118085,68212,848,15.6116225884009,16.8548056060517
"35517",79,359698,317552,9039,3.35252179170656,6.19898473320905
"57157",15,90888,70806,905,7.45275824082705,8.73089851142559
"57633",84,281837,256320,3256,9.07849563046192,10.3487827715356
"9087",1166,4522551,3405054,43144,15.5117657458589,16.7788234782767
"57626",32,153609,133349,1528,9.81409684362087,10.959962204441
"22543",5,23852,14063,133,20.9343667780701,21.8801109293892
"8426",148,602691,382556,6171,11.0843902592039,12.6974874266774
"57869",24,109163,76468,714,12.8367421666579,13.7704660773134
"35408",214,1010445,517620,11512,14.6708009736873,16.8948263204668
"31249",36,130834,92100,680,11.2269272529859,11.9652551574376
"9751",52,385693,333788,4001,13.328519898858,14.5271849197694
"91005",53,179501,139476,1782,23.0498437007084,24.3274828644355
"27831",55,250850,118861,1505,18.762251705774,20.0284365771784
"35029",52,156780,104046,1317,10.3550352728601,11.6208215596948
"32257",136,233551,121769,1024,32.778457571303,33.6193940986622
"30332",16,36138,27421,282,34.5939243645381,35.6223332482404
"30619",17,87670,51731,649,16.4640157739073,17.7185826680327
"19795",67,274181,225070,2821,10.953925445417,12.2073132803128
"26549",18,93190,56762,637,14.6330291392129,15.7552587999013
"27942",154,1238073,811739,9091,20.0391997920514,21.1591410539595
"32266",83,1387290,879172,11001,13.8002575150255,15.0515485024546
"19600",269,497165,256033,3352,16.3814820745763,17.6906883097101
"4061",19,66467,47766,551,9.05455763513796,10.2080978101579
"58562",37,112946,98570,1234,9.17824896012986,10.430151161611
"58727",16,82654,69338,758,18.2439643485535,19.3371599988462
"16476",9,35555,25785,331,1.99728524335854,3.28097731239093
"35189",328,665967,545553,6852,12.1711364432053,13.4271097400253
"14936",31,127445,94890,1188,11.0812519759722,12.3332279481505
"18489",145,496662,455762,5702,11.7096203720363,12.9607119505356
"26568",44,196890,125032,1573,13.8196621664854,15.0777400985348
"14311",14,88757,70672,783,11.8858954041204,12.9938306542902
"32304",6,23946,12266,143,33.0670145116582,34.2328387412359
"7506",244,946510,644989,8111,11.8491943273451,13.1067351536228
"58697",8,44309,33265,419,21.0401322711559,21.99909815121
"22658",68,289897,205454,98,12.2153864125303,12.2630856542097
"9812",9,35928,26334,153,26.1069340016708,26.6879319510898
"57962",17,54092,35471,60,21.039722590285,21.2088748555158
"28380",144,497593,264327,3013,13.0141831897612,14.1540591767016
"8251",27,102897,79661,907,10.8585129486198,11.9970876589548
"8822",11,33831,23081,193,13.5262770243924,14.3624626316017
