"","numemp","asset","RBCT2"
"15448",9,13783,96
"23309",46,87207,739.48
"16419",35,49277,398.39
"4788",7,14142,58.75
"23406",165,881285,5455.28
"33619",40,88965,727
"27552",31,68645,390
"1673",65,33405,318.97
"19713",17,20554,120.89
"6646",26,60055,229
"26977",25,34036,245
"21170",41,52737,345
"28738",73,206104,1414
"20662",9,18494,120
"19593",9,18900,173.91
"9087",688,1541738,18915.43
"14181",12,43377,224.51
"22536",28,50986,242
"22543",6,14447,88
"27789",66,216080,1731.62
"27136",168,257312,2566.76
"8841",27,67435,557
"27831",59,157740,393
"32257",87,89616,700
"30332",9,30989,133.65
"30619",13,42409,261
"19795",36,89250,876
"22051",146,417234,2593
"27942",55,231388,1263
"25002",30,56945,334
"32266",47,405863,1050
"26668",15,20755,171.08
"21109",44,62900,535.22
"14936",15,38010,278.78
"23064",6,11752,64
"18489",85,148832,1436.32
"26568",30,88078,645.81
"14311",9,31938,280
"32304",6,19582,10
"7506",175,459966,3054.2
"22658",38,82258,852.7
"9812",6,16776,84
"26202",20,27762,148.34
"5682",20,47554,418.05
"9531",10,24412,178.31
"28380",58,94871,750
"26973",29,37750,238.15
"10922",9,12387,87.33
"33914",12,39230,30
"8251",14,37601,208
"8822",11,19852,141
"13435",71,125006,904.46
"33104",130,320395,584
"31372",26,35411,110
"29472",29,81310,219
"33535",18,52376,729
"33979",0,268464,460
"28923",238,929408,5147
"25332",66,315704,2792.04
"13693",59,191463,1743.06
"91005",15,187831,1441.85
"27318",28,39016,394.38
"19600",34,59373,280.87
"15696",33,42939,329
"19158",149,491700,3944.37
"10361",66,84396,493
"29087",31,135134,568
"29849",55,102285,357
"17230",105,289399,1910
"32106",927,2908073,15981
"230",13,25688,234.23
"29349",21,57552,233
"16321",9,16429,133.9
"17622",29,46142,394.57
"9831",61,120268,784.51
"4061",8,12816,93.45
"29561",12,41047,138
"13080",49,116631,676.94
"10326",93,170789,718.86
"23032",23,31063,198.02
"20153",31,65112,658.63
"32575",57,48007,236
"6058",76,199218,1004
"26984",56,107601,943
"1078",80,211842,1700
"8583",26,43305,223.31
"15062",22,41914,302
"23124",17,45493,946.65
"33468",25,47838,306
"163",243,439992,3432.37
"3640",23,48455,288
"33684",NA,318964,0
"32474",182,361711,2518
"10623",12,19770,115
"15699",23,41178,347.89
"15426",8,10925,102.64
"24473",11,19603,164
"23091",41,70785,514
"18545",125,217339,1826.17
"27532",34,69823,554
"22306",19,39302,276
"20937",24,47229,367
"33210",17,25013,169
"21687",16,49041,341
"23403",31,76547,440
"19590",29,56935,396.29
"8276",12,27437,91
"14498",8,18423,137
"27711",32,83769,377
"10173",11,27163,164
"9465",29,133286,1041.48
"19950",11,21094,170.71
"11892",62,96194,600
"903",176,577892,3033.54
"622",422,1847364,5458
"14531",377,828118,7237.69
"33197",49,138407,874
"28701",30,125091,296
"6423",175,944012,8061.37
"14341",65,151473,1318
"9266",144,462245,2904
"3735",409,1116646,7101
"15082",32,93843,512
"10447",20,33388,198.04
"10817",10,18286,110
"10459",57,109721,378
"27267",31,82129,512
"29031",106,286262,842
"31335",474,1052496,7390
"20289",78,154263,1328.66
"29289",97,328120,1048
"6782",45,73873,442.28
"26213",29,64480,613.63
"20726",27,50537,449.53
"21946",21,32271,218.2
"22968",92,144716,918.79
"21614",30,49480,241
"19838",37,87400,782.65
"20311",72,146563,1150
"19594",40,52050,381.67
"19234",30,32285,277.21
"17906",44,58136,358.84
"19281",76,82608,588.07
"26904",14,50949,365
"20156",46,103752,564
"20537",77,133778,929
"21919",59,73385,501.59
"20663",19,53904,485.81
"10973",22,48625,371.65
"10570",61,140569,1306.84
"5243",370,748529,6406.86
"4624",17,47010,231
"27501",69,140489,675
"22989",95,248693,806
"18609",99,174532,958
"26498",122,475693,3671.73
"20639",127,220104,1550
"10892",11,14892,80
"21260",41,67306,519.77
"16749",32,85091,484.01
"19862",44,129185,585
"24678",16,29275,220.82
"20473",163,315777,2545.2
"21567",18,18812,107
"23886",72,115516,723.54
"20504",46,95717,903.2
"27006",56,167141,1197
"21663",53,78619,407
"21224",63,111168,726
"9771",110,234376,2267.87
"33994",10,7762,24
"15001",141,413978,2529
"31581",6,19018,0
"30809",29,100827,511
"428",38,52019,242.29
"10647",9,22019,156.63
"2328",16,28809,165
"26365",1079,10665284,92600.53
"27471",92,225335,2531.44
"29242",13,51233,127
"28574",600,1274384,8669
"31346",5,18949,50
"29140",80,156956,1193
"30182",72,112761,532
"27930",549,1552886,3335
"32328",15,69161,600
"22461",42,69299,543
"18362",44,67343,538
"31758",8,29815,71
"25711",33,52785,352
"26306",148,23135,274.86
"23348",33,65383,318
"8843",42,73472,358
"25046",24,27869,240.54
"22675",120,294536,2586.73
"239",5,11671,109.5
"1439",21,42400,431.25
"14993",11,20284,207.92
"4488",11,22156,175
"25192",207,193453,2218.51
"26764",13,56680,511.27
"30950",3,6213,16
"16730",59,122441,614
"26398",17,34864,289
"26248",50,97159,536
"25621",23,42433,361.16
"10882",51,138415,597
"32972",61,132871,586
"24472",42,64648,470
"22373",52,147427,955.22
"20241",133,207593,771
"19300",98,219304,1328
"22695",46,110660,879.53
"22962",18,22225,135
"24179",52,70672,220
"18806",22,28170,276.1
"33993",9,13167,120
"33812",11,21116,152
"6837",107,250533,1958.62
"894",549,1408205,12719.72
"3619",2106,6104598,150768.83
"13085",156,313357,1327
"13595",65,105582,813.83
"22322",35,45541,260
"24525",24,40872,192
"15872",321,572029,3554
"24481",17,30263,220
"24334",19,40170,260.61
"27528",32,58662,479
"28268",132,424393,1697
"23001",34,46104,284.73
"20393",178,280063,2453.76
"24655",74,119725,1144.62
"29899",11,39620,0
"29781",26,64397,592
"30617",38,147532,866
"29597",20,96854,552
"18246",221,1186466,3009
"9104",8,27285,172.6
"31980",13,26349,198.88
"30385",8,34093,66
"32633",2957,19123260,93577
"32526",742,3182682,7584
"30473",704,3466237,16187
"29878",26,66127,341
"17784",156,200678,1007
"17540",20,38957,296
"8733",40,78169,485
"15432",9,17051,123.34
"1117",30,73112,618.59
"228",53,146833,1436.18
"9645",44,40193,229.44
"22569",24,40279,310
"20006",10,14287,92.16
"14542",5,11065,68.83
"16701",285,744131,2611.98
"26944",21,46451,382
"20292",21,18629,82.4
"5617",15,19489,72.04
"15444",78,152087,1175.57
"19115",42,59115,421
"10204",8,12339,91.67
"22263",7,9081,84.91
"20712",16,25544,244
"22554",25,54664,532
"21131",24,41277,350.69
"13150",167,348645,2966
"13099",45,102928,296
"10120",12,32585,172.24
"4858",154,306398,2473.79
"6770",27,62337,365.69
"30713",3,6613,0
"25057",40,61734,429.81
"19355",36,84027,595
"8205",19,35165,229
"5174",19,38925,260
"1804",96,169780,669
"29668",22,64252,366
"1424",74,156545,973
"28705",109,287072,1960
"23671",59,53969,452
"26478",6,19503,113.06
"5417",27,41313,414.17
"28949",6,34061,42
"2782",4648,9125851,83740
"27083",1544,6710378,48514.7
"33766",95,311732,2328.91
"33431",226,1107374,8676.82
"26800",21,59777,340.27
"29688",43,119064,594
"15954",136,339740,2232
"33784",48,141748,1021.21
"32520",53,492643,1646
"15354",20,39080,303.66
"22381",14,21951,107.84
"33467",10,18718,151
"18903",42,107743,820
"28454",87,212200,1830
"32113",46,190278,1082
"11681",4,8860,47
"29979",510,1513093,11754
"22959",7,13446,71
"9923",41,57918,477.04
"33991",11,10260,0
"25244",48,85492,734.17
"10858",10,35949,139
"16782",43,64455,450
"18483",6,11605,71.39
"23284",246,1054350,7097.67
"16410",18,28324,179.73
"22015",35,65296,459.13
"17751",90,230168,1102
"32018",19,34441,201
"33134",19,61292,555.36
"11682",21,49420,121
"10989",33,63032,417.25
"30079",6,21234,87
"23339",146,134563,1174
"9619",23,25446,212.78
"6051",52,104864,687
"16068",891,3857291,23050.6
"17453",8,41283,114
"22288",88,679792,3107.7
"33655",NA,219497,0
"21001",58,91870,533
"26987",27,88809,848.07
"14203",18,23561,148
"31813",3,5659,19.62
"12612",229,535903,3753.6
"28507",14,46012,99
"32569",38,172779,623
"15392",7,12818,105
"18775",197,447415,13598
"90713",15,20898,151.39
"97",159,389592,2994.46
"32960",13,34686,3
"33901",30,65879,175
"19732",72,139851,1074
"18277",41,118971,391
"18434",17,38668,267.07
"26822",18,32576,150
"1391",18,34089,252.85
"1431",10,33552,283.19
"29471",7,58375,296
"4666",170,264624,2154.59
"29743",16,32061,113
"9967",42,94581,164
"1198",22,62220,295.02
"15085",68,89964,354
"17123",76,308421,581
"28780",63,244116,549
"22671",26,97930,708.29
"8023",31,75552,779.11
"32422",4,7575,13
"31217",21,64228,461
"29663",154,313824,1705
"29884",7,60911,190
"17305",29,34724,283.32
"22552",7,14283,119.64
"1436",3,4086,39.72
"11343",8,23259,153.77
"9049",65,113404,390
"25745",61,155876,1304.64
"33825",18,23343,76
"24497",22,33330,298.35
"33013",10,23287,185.21
"19601",76,263684,3559.78
"5296",437,990598,21840.99
