"","numemp","asset","RBCT2"
"15448",9,19239,161
"23309",90,182182,1734.43
"22039",19,42086,423.56
"16419",39,69903,580.5
"4788",7,16504,101.43
"31826",47,95639,346
"33619",116,447655,3292
"35048",24,70525,369
"11706",17,34213,117
"27552",53,151836,980
"34393",9,58922,413
"1673",263,106621,1329.84
"19713",53,126185,1110.33
"6646",32,61221,252
"26744",68,182751,1303
"26977",52,69830,371
"19593",16,25757,221
"9087",921,2870678,30187.37
"27789",80,327047,2592.63
"22536",26,80097,442
"22543",5,20867,116
"8426",106,221568,2010
"31249",41,84920,500
"8841",12,37367,324.28
"9751",35,82344,778.1
"27831",55,205477,1166
"35018",1,5965,0
"34799",8,2258,0
"32257",123,182562,821
"30332",15,35384,89
"30619",12,48954,340
"19795",47,139820,1488.25
"22051",248,703000,4591.4
"27942",84,403323,1346
"25002",30,87146,711
"27093",21,178656,1480
"32266",60,777440,3056
"35189",58,29539,205
"14936",18,63621,480
"18489",118,237823,2392.36
"26568",38,121986,651
"14311",13,48083,419
"32304",7,24630,70
"7506",152,501310,3389
"22658",44,142545,1316
"9812",6,21543,134
"5682",20,70229,484
"28380",76,170006,1159
"26973",60,169917,1217
"10922",14,21445,149
"33914",4,106102,0
"8251",18,57347,323
"8822",10,24018,186
"31372",20,39707,731
"11687",230,470939,2205
"29472",53,148626,659
"33535",180,775766,17701.69
"18664",1083,2518047,12908
"34939",13,39897,243
"25332",20,20754,0
"35405",108,3130,14
"31217",56,126290,1096
"91005",43,175304,1601.2
"34885",7,25452,135
"27197",52,278274,2719.41
"19600",27,69889,330.96
"15696",32,75608,575.65
"34676",15,28019,262.89
"35314",10,10653,20
"10361",84,140922,800
"29087",42,153460,470
"29849",55,118604,551
"35029",18,44628,348
"17230",120,358707,1797
"34947",14,32957,282
"34106",17,38820,340.7
"17622",43,97539,876.68
"9831",62,156679,880
"4061",8,22264,220.81
"29561",15,45181,156
"13080",50,132577,748.61
"2773",230,612307,4825
"20093",28,32302,161
"34388",24,57555,360
"6058",103,242142,1654.57
"35078",10,16387,143
"34987",8,19862,74
"1078",201,782588,7848.25
"8583",22,53424,449.52
"15062",23,43077,271.13
"4822",5404,16435364,327213
"23834",2,45726,160
"1932",78,257451,2130
"11569",181,310960,2062
"34566",18,40279,279
"34664",13,44130,280
"23124",31,130150,3408.78
"9296",25,64340,608.75
"30196",72,186370,1770.15
"34930",9,23275,234
"35140",17,31878,176
"16635",14,22194,187
"34473",30,78490,441
"7237",255,549074,3562
"33468",70,91964,802
"35146",12,51879,30
"35173",15,18026,88
"33684",NA,745041,0
"34782",19,62067,0
"15699",27,69145,730.84
"15426",11,14105,146.81
"10790",53,142424,738.35
"23091",413,760337,5564
"18545",176,313573,2325
"35377",9,21064,0
