"","numemp","asset","RBCT2"
"26979",9,13444,87
"26606",21,39028,219
"16419",33,46088,354.58
"4788",7,14247,52.8
"23406",146,685574,4315.8
"33619",13,20440,90
"27552",25,51360,259
"1673",41,29964,253.02
"28284",290,657111,3385
"6646",29,57708,234
"26977",20,27278,163
"17316",39,152990,813
"21170",34,42121,249.73
"30187",15,37318,76
"22419",158,261861,1063
"20662",9,18444,111
"19593",11,18341,151
"9087",704,1372308,18515.86
"14181",19,40455,235.26
"22536",31,43582,258
"22543",6,13157,82.82
"27136",75,130788,1171.66
"21442",38,96087,1052.09
"8841",21,50762,405.29
"27831",60,146651,185
"32257",90,65971,647
"30619",14,40078,260
"19795",31,74042,682.49
"22051",116,323176,2150.71
"27942",55,196984,970
"33504",35,69819,0
"25002",29,61800,242
"32266",41,201920,812
"26668",16,25146,215.32
"21109",46,53848,375.58
"14936",17,35934,244.15
"23064",6,9689,57.7
"2730",7,14035,85.78
"18489",74,137839,1249.76
"26568",32,82358,588.96
"14311",9,28329,218
"32304",6,19998,10
"7506",162,443639,2849.14
"22658",37,65603,776.32
"9812",6,15752,84
"26202",17,22807,111.39
"5682",20,41942,368.84
"9531",11,23127,148
"28380",50,79542,643
"26973",26,31022,242.03
"10922",9,11166,89.26
"8251",14,34530,211
"8822",10,20788,180.9
"13435",74,120733,841.9
"33104",140,376249,585
"31372",28,34782,203
"29472",28,65692,111
"33549",9,6733,0
"90309",45,104058,986.48
"28923",178,625149,3563
"25332",54,399896,3324.16
"13693",72,164390,1004
"91005",13,139660,1254.99
"27318",24,44853,421.91
"19600",40,53900,285.67
"15696",32,41688,329.48
"19158",80,221279,1574
"10361",66,79612,597.05
"29087",29,125085,437
"29849",59,109444,666
"17230",108,242265,1365
"32106",912,2803701,11885
"230",9,16936,138.44
"29349",16,43007,138
"6747",50,97816,696.56
"16321",9,17932,141.25
"17622",22,41223,299.06
"9831",44,109062,582
"892",139,338691,2555.71
"4061",8,13561,99.16
"29561",12,43342,119
"13080",36,103493,611.2
"10326",108,228241,1002
"23032",26,32652,217.06
"20153",34,70473,577
"32575",44,27134,186
"6058",72,194545,834
"26984",46,97280,668.03
"1078",26,40873,283
"11010",12,36576,298.16
"8583",26,46815,186.28
"15062",23,37316,321
"23124",18,47221,961.78
"33468",18,27250,231
"5373",21,48228,184.82
"163",145,261601,1720.1
"3640",22,47431,261.87
"33684",NA,281802,0
"32474",161,199001,1417
"10623",12,21250,120
"15699",23,37436,298.89
"33562",2,4416,0
"24473",9,15819,136.86
"23091",32,46595,448.17
"18545",79,127386,954.46
"27532",18,50147,400
"22306",14,29281,243.32
"20937",21,29271,240
"33210",8,11609,91
"21687",16,41142,325
"23403",30,68345,417
"19590",30,50976,342.22
"8276",12,26701,84
"14498",8,17765,116
"27711",32,80297,354
"18272",20,34868,171
"10173",12,26482,153
"33413",0,546466,0
"9465",31,139175,654
"19950",15,18827,117.23
"11892",51,88935,637.41
"32136",27,49030,0
"903",182,478740,2018
"622",464,1911426,6202.19
