"","numemp","asset","RWAJT","RBCT2","rbc1rwaj","rbcrwaj"
"57899",14,78804,64572,818,6.29065229511243,7.55745524375891
"22039",23,134076,69318,737,16.4964367119651,17.5596526154823
"16522",139,785634,352815,4462,18.2154953729292,19.4801808313139
"16419",40,109834,64536,816,16.8758522375108,18.1402627990579
"30367",38,240928,157903,1155,12.4082506348834,13.1397123550534
"4788",7,24975,17979,172,11.7081038989933,12.6647755715001
"31826",66,189136,111125,107,14.3865016872891,14.4827896512936
"57298",39,143876,117222,1467,15.2710242104724,16.5224957772432
"32487",14,48801,26714,334,17.4140899902673,18.6643707419331
"58485",53,288316,198711,2495,15.8471347836808,17.1027270760049
"57657",49,405108,261232,3293,16.0642647148894,17.3248300361365
"35456",44,290589,179893,2258,12.7881574046794,14.0433479901942
"58358",6,26375,18389,247,3.877317961825,5.22051226276578
"58773",34,51322,31562,364,12.7716874722768,13.9249730688803
"11706",18,61188,43926,400,11.747029094386,12.6576515048035
"27552",140,791727,589560,5534,10.7705746658525,11.7092407897415
"58321",63,567061,405600,4850,12.0098619329389,13.2056213017751
"34393",8,112522,79011,998,17.8683980711546,19.1315133335865
"57611",5,50600,31336,395,26.1169262190452,27.3774572376819
"1673",446,515594,279377,4734,36.4561148555536,38.150599369311
"58548",20,91132,59367,755,13.8528138528139,15.1245641518015
"6646",55,112359,81130,886,15.4505115247134,16.5425859731295
"3564",91,302282,202867,2006,14.434087357727,15.4229125486156
"26977",55,130195,68276,859,17.3838537699924,18.6419825414494
"57157",15,62804,46314,598,3.82173856717191,5.11292481754977
"57633",86,283794,239468,3010,11.0373828653515,12.2943357776404
"9087",1163,4361631,3305989,41848,14.9692573084786,16.2350812419521
"57626",38,173787,147794,1848,11.5735415510779,12.8239306061139
"22543",5,24944,13655,116,23.6982790186745,24.5477846942512
"8426",156,730461,413309,6531,13.0972226590759,14.6773963305904
"57869",26,136957,96117,869,12.2236441004193,13.1277505540123
"35408",284,1416005,651963,8201,18.6835756016829,19.9414690710976
"31249",38,128372,90263,803,12.3904589920565,13.2800815395012
"9751",52,362073,286151,3570,15.4879766277245,16.7355696817415
"91005",31,187661,114482,1431,32.8907601194948,34.1407382820007
"27831",46,239845,110184,1383,20.2724533507587,21.5276265156466
"35029",57,148499,107875,1358,10.0746234067207,11.3334878331402
"32257",112,233256,129311,1421,30.4714989444054,28.9016402316895
"30332",18,41606,31890,400,34.4026340545626,35.6569457510191
"30619",15,77708,41954,532,13.8771034943033,15.1451589836488
"19795",68,302562,221202,2774,12.9108235911068,14.1648809685265
"26549",21,101038,60367,699,15.0181390494807,16.1760564546855
"32266",83,994311,578652,7252,21.0152215839572,22.2684791550016
"19600",267,282084,152405,2036,35.533611101998,36.8695252780421
"4061",18,68961,46633,588,12.3903673364356,13.6512769926876
"58727",26,140801,109232,1366,14.4627947854109,15.7133440749963
"35189",286,808645,617618,7774,13.538141699238,14.7968485374455
"58562",31,107192,66836,841,18.0621222095876,19.3204261176611
"14936",33,124513,92666,927,12.3367794012907,13.3371463104051
"7506",259,988859,685376,8604,12.0668071248483,13.3221764403773
"18489",142,550175,452570,5684,15.0089488918841,16.2648871997702
"26568",42,193424,117309,1468,15.2264532133084,16.4778490993871
"14311",15,122484,89564,791,10.4271805636193,11.3103479076415
"32304",6,26106,12055,150,32.7664869348818,34.0107839070925
"58697",10,55342,34692,440,19.2753372535455,20.5436411852877
"9812",8,38388,29373,193,25.727709120621,26.3847751336261
"28380",153,580713,282723,3095,13.9779925934572,15.0727036710844
"27015",226,518825,436329,1948,11.3370873813109,11.7835394851133
"8251",29,118059,84536,1054,11.7038894672092,12.9506955616542
"8822",11,37427,24237,179,13.966249948426,14.7047901968065
"31372",24,65760,39923,504,11.9204468602059,13.1828770382987
"18152",31,56093,37144,388,16.2933448201594,17.3379280637519
"57072",60,347684,246194,3143,6.60739091935628,7.88402641819053
"29864",211,765926,607213,7676,7.87812513895453,9.14226144697166
"10375",27,121690,91109,1143,13.6078762800601,14.8624175438211
"34885",165,227903,168993,2113,14.7657003544526,16.0160480019882
"57264",25,302262,242544,3040,4.77232996899532,6.02571079886536
"57478",36,177646,93298,1160,12.2885806769706,13.531908508221
"35267",37,1061809,383161,2418,36.0036642560177,36.6347305701781
"3304",70,299056,215624,2709,13.5138018031388,14.7701554557934
"35224",19,54926,35865,469,1.57535201449881,2.88303359821553
"35314",7,33514,22531,293,35.3690470906751,36.6694776086281
"13947",35,175274,95555,1197,16.3026529224007,17.5553346240385
"57845",88,283974,211421,2677,8.8945752787093,10.1607692707915
"29849",59,171394,130721,1634,15.4596430565862,16.7096334942358
