"","numemp","asset","RWAJT","RBCT2","rbc1rwaj","rbcrwaj"
"35260",6,491347,478102,3840,9.88366499198916,10.6868408833262
"57899",12,78635,71330,656,14.783401093509,15.703070236927
"15448",7,35108,30928,381,8.76551991722711,9.99741334712882
"16522",125,438547,276866,3416,11.5406008682901,12.7744107257663
"22039",22,94994,70219,528,11.8728549253051,12.624788162748
"16419",47,106236,65120,787,16.7536855036855,17.9622235872236
"30367",38,184103,127452,720,12.5725763424662,13.1374949000408
"4788",6,17718,10721,134,19.7649472996922,21.0148307060909
"31826",66,169035,110338,1094,11.7556961336983,12.7471949826896
"57298",37,115841,86915,920,11.4859345337399,12.5444399700857
"58485",27,58609,32235,406,91.2982782689623,92.5577788118505
"33025",143,659912,531197,6644,10.3737408155543,11.624500891383
"57657",37,228202,180034,2251,31.0363597987047,32.286679182821
"35048",45,305275,199513,2064,13.9720218732614,15.0065409271576
"35456",34,197631,137788,1339,13.4213429326211,14.3931256713212
"58358",13,28320,23539,294,28.5143803899911,29.7633714261438
"11706",17,49614,37198,306,11.6189042421636,12.4415291144685
"27552",104,430143,336707,3318,16.5033693983196,17.4887958967292
"58321",29,167536,91068,777,27.1588263715026,28.0120349628849
"34393",11,125103,90034,1103,14.1202212497501,15.3453139924917
"57611",5,55074,38685,449,19.819051311878,20.9797078971177
"1149",20,107524,90183,799,9.78898462016123,10.6749609128106
"1673",516,304186,310368,6555,20.6181049592742,22.7301139292711
"11338",104,340222,264000,2966,13.8003787878788,14.9238636363636
"6646",56,113396,80208,253,16.2103530819868,16.5257829642928
"3564",93,340605,200553,1545,15.9319481633284,16.7023180904798
"26977",63,103156,64564,641,13.4440245337959,14.4368378663032
"35517",101,420929,382311,9497,9.33114663193055,11.81524988818
"57157",18,79934,73477,790,14.5991262571961,15.6742926357908
"57633",125,260395,226337,2655,15.2869393868435,16.4599689843022
"9087",1125,3937653,3399209,43584,10.5522196487477,11.8344002972456
"57626",30,119823,111895,1236,10.155949774342,11.2605567719737
"22543",4,23389,14008,121,20.1741861793261,21.0379782981154
"8426",141,460821,308719,3804,11.7064385411977,12.9386270362368
"57869",23,71004,59003,614,14.5619714251818,15.6025964781452
"35408",111,351152,301764,2359,11.3827361779404,12.1644728993518
"31249",40,115872,90479,893,10.6068811547431,11.5938505067474
"9751",51,364775,360913,3605,11.5432250985695,12.5420807784702
"91005",56,158880,93157,1182,35.0086413259336,36.2774670717176
"27831",58,255990,123659,1546,23.6513314841621,24.9015437614731
"35018",186,50843,24190,0,190.901198842497,190.901198842497
"27207",21,81906,56686,725,13.4054263839396,14.6844017923297
"32257",136,246798,126008,1028,28.356929718748,29.1727509364485
"30332",14,27052,18074,85,41.1807015602523,41.6509903729114
"30619",16,87121,52820,663,15.9049602423325,17.1601666035593
"19795",61,238705,200980,2513,11.1433973529704,12.3937705244303
"27942",147,1080968,675327,1833,24.2383319488189,24.5097560144937
"32266",84,1423104,869558,4058,13.4363665218421,13.9030403952353
"19600",257,274298,236737,2964,13.8254687691404,15.0774910554751
"4061",18,74232,40400,505,14.8069306930693,16.0569306930693
"16476",12,43629,31150,392,9.35152487961477,10.6099518459069
"35189",224,641293,520945,6532,10.6481490368465,11.9020242060102
"14936",29,118039,90272,780,10.0496277915633,10.9136830911024
"18489",151,449405,377844,4732,9.63783995511375,10.8902086575412
"26568",40,193587,126919,1376,15.0647263215121,16.1488823580394
"14311",12,77588,70571,617,10.7310368281589,11.6053336356294
"32304",6,23487,12211,140,34.0594545901237,35.2059618376873
"7506",237,990980,604536,5537,12.0608201992933,12.9767292601268
"22658",72,342321,286418,3581,9.56608872347408,10.8163593070268
"9812",7,30902,22759,152,29.7464739224043,30.4143415791555
"28380",145,452563,250161,3127,11.856764243827,13.1067592470449
"8251",27,85961,66018,666,11.1378714895937,12.146687267109
"8822",10,27932,20477,163,15.6272891536846,16.4233041949504
"31372",31,71777,46787,284,18.5500245794772,19.1570307991536
"18664",21,36242,14634,183,103.245865791991,104.496378297116
"33535",845,2343905,2209422,43070,19.0832262917632,21.0326049075279
"57072",78,341527,321401,3111,10.728342475599,11.6962921708395
"29864",316,1047173,765547,6253,10.3945283568481,11.2113299379398
"18152",45,48506,35379,443,14.175075609825,15.4272308431555
"10375",26,113629,105393,1276,8.88389171956392,10.0945983129809
