"","numemp","asset","RWAJT","RBCT2","rbc1rwaj","rbcrwaj"
"15448",6,19761,15418,193,11.6292644960436,12.8810481255675
"22039",20,46038,34957,441,16.6490259461624,17.9105758503304
"16419",40,80670,50395,571,15.5412243278103,16.674273241393
"30367",28,193328,101608,728,11.1605385402724,11.8770175576726
"4788",6,17433,10594,133,19.331697187087,20.5871247876156
"31826",60,140249,85438,960,12.1690582644725,13.2926800720991
"57298",17,51301,45286,510,13.9402905975357,15.0664664576249
"33025",109,234488,183932,2300,12.6247743731379,13.8752365004458
"35048",36,187234,134465,1143,10.3142081582568,11.1642434834344
"35456",24,112727,67883,750,13.8797637110911,14.9846058659753
"11706",15,45252,29493,184,9.99220153934832,10.6160783914827
"161",45,195903,117192,1472,15.8483514233053,16.9892142808383
"27552",70,276319,186626,1751,14.6587292231522,15.596969339749
"34393",12,104370,80040,907,12.6874062968516,13.8205897051474
"1149",18,62858,46915,590,7.66066290099115,8.91825642118725
"1673",420,235003,355054,5956,11.0684571924271,12.7459485036079
"6646",41,80529,54888,251,21.9210027692756,22.378297624253
"26744",78,242208,178555,1796,11.7885245442581,12.7943770826916
"3564",87,233698,146995,1122,14.9896254974659,15.7529167658764
"26977",58,89875,51005,517,16.3513381041074,17.3649642191942
"35517",43,128052,123748,1264,11.0603807738307,12.0818114232149
"57157",10,46562,37937,322,18.4015604818515,19.2503360835069
"35086",40,76819,46609,329,16.810058143277,17.5159303997082
"9087",1086,3122340,2581987,33884,11.8801140362055,13.1923592179202
"27789",84,359948,255563,3208,21.6803684414411,22.9356362227709
"22543",5,21692,13147,129,17.5629421160721,18.5441545599757
"8426",120,331952,202361,3507,12.3595949812464,14.0926364269795
"35408",35,54015,37418,481,21.831738735368,23.1172163130044
"31249",39,107937,69407,762,11.1660207183713,12.263892690939
"9751",53,191592,179043,1171,9.52843730277084,10.1824701328731
"91005",57,210729,128399,1652,22.7143513578766,24.0009657396086
"27831",68,239912,127202,1595,22.4446156506973,23.698526752724
"35018",184,42302,7804,0,488.736545361353,488.736545361353
"32257",167,247669,160654,888,19.8756333486872,20.4283740211884
"30332",17,33295,16242,88,36.6580470385421,37.1998522349464
"30619",13,65520,38239,479,15.5208033682889,16.7734511885771
"19795",55,179280,136052,1708,12.6863258165995,13.9417281627613
"27942",106,603725,353256,1453,14.8928822157302,15.3041986547999
"22051",304,827520,415362,4238,13.6158338991049,14.6361487088371
"32266",63,855087,482463,3726,15.0044666637649,15.7767538650632
"35559",15,42080,32882,411,15.0051700018247,16.2550939723861
"35189",271,290329,203624,2546,9.90993203158763,11.1602758024594
"14936",21,83162,61272,767,11.5207598903251,12.7725551638595
"30400",53,157667,114783,1443,13.555143183224,14.8122979883781
"18489",131,284265,232723,2924,9.51818256038294,10.7746118776399
"26568",40,158799,105158,703,15.4985830845014,16.1671009338329
"14311",13,62685,52823,548,12.2919940177574,13.3294208962005
"32304",6,26138,13247,122,27.4477240129841,28.3686872499434
"7506",209,865521,505094,3928,12.8148423857737,13.5925194122282
"22658",60,230487,175726,2450,12.4995731991851,13.8937891945415
"9812",6,26670,19995,201,30.4626156539135,31.4678669667417
"5682",20,70868,48286,604,17.0463488381726,18.2972290104792
"28380",110,281160,173368,2048,13.1546767569563,14.3359789580545
"8251",19,65001,50417,460,10.9467044845984,11.8590951464784
"8822",11,26571,16003,176,18.4527901018559,19.5525838905205
"31372",38,85006,45444,678,19.3336854150163,20.8256315465188
"29472",94,326364,206332,1275,9.64513502510517,10.2630711668573
"33535",668,1267076,1193662,25216,20.7847782705657,22.8972690761706
"18664",2,184923,170640,644,28.7265588373183,29.1039615564932
"57072",45,135776,121905,1260,10.3416594889463,11.3752512202125
"27642",307,1032861,645635,5329,11.5263267945511,12.3517157527086
"34939",37,128173,100090,914,12.3858527325407,13.299030872215
"18152",38,39914,28040,351,12.9529243937233,14.2047075606277
"10375",20,53485,39952,508,11.4487384861834,12.7202643171806
"57103",29,113770,91817,988,10.2965681736498,11.3726216278031
"25332",19,4093,1268,7,202.208201892744,202.760252365931
"31217",83,191874,142918,1126,11.9383142781175,12.726178647896
"34885",16,84161,47986,445,14.3500187554703,15.2773725669987
"27197",150,763798,605954,7209,9.13765731392152,10.3273515811431
"57478",11,42294,14711,150,46.9512609611855,47.9709061246686
"35267",22,1012059,406926,967,17.6813474685815,17.9189828125998
"3304",21,17556,12513,161,17.5177815072325,18.804443378886
"19600",94,84564,49786,622,28.6265215120717,29.8758687181135
"15696",33,81941,41166,516,14.1791769907205,15.4326385852402
"35224",24,44545,29018,363,16.0727824109174,17.3237300985595
"34676",41,135573,93819,3177,11.2343981496285,14.6207058271779
"35314",12,60985,45714,510,22.5904536903356,23.7060856630354
"10361",120,250647,178962,1402,11.5231166392866,12.3065231725171
"29087",43,157584,76483,553,34.7371311271786,35.460167618948
"27311",24,68567,25804,324,20.3611843125097,21.6168035963417
"29849",71,162166,103883,1102,13.8838886054504,14.9446973999596
"35029",48,130382,93870,1060,13.2683498455311,14.3975711089805
"17230",120,422698,296560,2959,17.0478149446992,18.0455894254114
"34947",51,99849,70941,826,13.305422816143,14.4697706544875
"34106",36,97575,79601,997,12.9583799198503,14.2108767477795
"9831",60,182104,99587,1247,26.0656511392049,27.3178226073684
"17622",54,187063,126903,1595,11.9414040645217,13.1982695444552
"3931",298,501455,420902,7029,12.3572708136336,14.0120503109988
"4061",9,29912,22299,281,13.2382618054621,14.4984080003588
"29561",20,50684,28270,354,25.3767244428723,26.6289352670676
"13080",47,143554,57037,714,30.1681364728159,31.4199554675036
"2773",246,704226,508509,6425,12.2969308311161,12.9608325516363
"20093",30,50384,32969,253,9.35424186356881,10.1216294094452
"34388",66,174873,120555,1043,11.1899133175729,12.0550785948322
"6058",87,298796,175299,2914,20.773079139071,22.4353818333248
"35078",16,66036,54053,657,12.8281501489279,14.0436238506651
"34987",15,67894,50453,462,11.8209026222425,12.7366063465007
"35265",14,56098,40636,407,14.3591888965449,15.3607638547101
"1078",501,2437305,1951286,21039,11.0061774645029,12.0843894744287
"8583",28,83964,62806,786,11.0690061459096,12.3204789351336
"15062",20,44790,20043,255,15.6064461407973,16.8787107718405
"11569",165,429474,252558,2099,13.3034788048686,14.1345750283103
"12511",38,116913,79519,1000,12.4159006023718,13.6734616884015
"23124",53,260316,206647,5084,9.97062623701288,12.4308603560661
"34664",76,368655,172318,1369,14.7703664155805,15.5648278183359
"34566",22,82475,73017,605,10.542750318419,11.3713244860786
"34930",13,49416,41188,516,13.0547732349228,14.3075653102845
"1932",93,361056,338926,3729,9.82338327540525,10.9236234458259
"57512",43,170275,106555,1225,17.1836140960068,18.3332551264605
"35140",19,76032,62676,555,14.2399004403599,15.1254068542983
"34473",42,135620,72966,913,15.1015541485075,16.3528218622372
