"","numemp","asset","RWAJT","RBCT2"
"57899",16,77129,64362,816
"22039",21,136166,74618,739
"16419",43,117915,66118,828
"30367",38,240203,157633,1998
"4788",7,24513,17422,202
"57298",48,199158,128514,1607
"32487",15,48887,26569,332
"58485",55,303519,223897,2805
"57657",52,454481,299061,3755
"35456",44,273392,175855,2211
"58358",4,23225,17041,230
"58773",37,56936,32350,383
"11706",17,65530,46003,411
"27552",140,777499,603659,6257
"58321",65,619076,470972,5120
"34393",11,116999,80411,1015
"57611",5,52388,30625,388
"1673",415,515486,276028,4058
"58548",21,91617,59754,760
"6646",57,118649,79007,988
"3564",89,304125,205670,2021
"26977",54,140902,69289,871
"57157",14,56236,42392,549
"57633",111,340911,272595,3419
"9087",1207,4477205,3487922,44390
"57626",39,176560,148169,1855
"22543",5,27754,12960,121
"8426",161,779158,424774,6646
"57869",27,135910,100595,930
"35408",315,1605048,798887,9172
"31249",37,135306,93216,1165
"9751",48,363539,276702,3463
"29132",171,688989,439923,5448
"91005",28,182035,121657,1461
"27831",48,227646,105590,1304
"35029",49,130823,96272,1216
"32257",117,262907,153947,1557
"30332",18,45295,35059,439
"30619",15,76565,40132,506
"19795",70,313717,221698,2783
"11694",89,340531,260806,3259
"26549",25,103152,61908,671
"32266",78,957659,574993,7145
"19600",268,289226,138892,1864
"4061",17,71255,50277,633
"58727",31,143336,118642,1485
"35189",300,840330,651117,8192
"58562",26,119574,71364,899
"14936",42,153970,117668,1039
"7506",262,1031657,657947,8336
"18489",145,536470,455317,5710
"90140",90,399044,239771,2128
"14311",16,133654,95051,848
"32304",6,25971,12427,149
"58697",14,62676,35744,452
"9812",8,43116,28197,204
"28380",161,584547,293186,3152
"27015",224,630964,522611,2756
"8251",29,120590,86385,1080
"8822",10,36546,23233,188
"31372",20,63030,38335,484
"18152",30,55036,36003,447
"57072",51,288376,221215,2830
"29864",213,766155,587991,7434
"10375",29,123609,94491,1185
"34885",205,261786,202204,2533
"57264",23,274190,216318,2710
"57478",36,174391,89183,1117
"35267",37,1007497,341462,2342
"3304",85,332750,243790,3064
"35314",10,35592,26767,227
"13947",35,181345,99690,1249
"57845",96,282359,208901,2632
"29849",70,176608,136449,1707
"17230",92,534283,345564,4342
"34106",39,131815,87818,1119
"9831",57,241593,140870,1603
"17622",46,165257,117886,1477
"3931",523,1190967,931395,12684
"13080",36,150339,60525,761
"20093",49,129664,90542,1028
"6058",94,406624,247633,3109
"58629",113,688022,530430,6547
"15062",21,55993,30625,386
"11569",186,558442,307395,3881
"10973",156,584946,487716,6197
"12511",44,151135,99403,1245
"197",69,284593,173417,2194
"34566",42,150371,142945,1787
"34930",22,85344,50097,632
"57733",39,206078,155733,1965
"15657",58,207511,132286,1673
"34664",52,506935,305338,3832
"7237",339,1417732,873642,8957
"57424",14,59158,43283,542
"35173",31,162580,103407,1300
"1946",48,110986,93304,1171
"15083",6,15098,6298,80
"91",55,169362,131744,1682
"55130",35,131554,89423,1124
"4051",9,42663,19523,245
"57803",1028,87336387,80283525,831112
"58424",121,851191,596994,7488
"15699",24,87579,57638,727
"15426",13,25977,22131,243
"59060",99,826324,212250,2904
"23091",486,2273481,1626286,20637
"18545",336,1095691,663241,8512
"35377",16,223023,153867,1967
"19590",55,148704,100961,1267
"58275",39,212755,176771,1545
"1149",31,147164,120731,1393
"8276",16,59934,32575,340
"27711",48,211700,133711,810
"10173",9,45874,29531,240
"9465",34,222986,140878,1763
"622",442,3878433,2512060,31666
"903",186,973159,406639,5146
"14531",664,3086293,2688977,32114
"34302",40,121771,61978,775
"28701",52,311231,165776,2000
"6423",249,2245832,2200502,27927
"24107",1653,12434817,9925217,125506
"27267",38,289851,221453,1960
"29031",154,447117,304846,3865
"20726",21,134932,95771,1210
"8893",10,28327,18344,235
"19838",54,222097,134162,1704
"20311",70,311521,265012,17614
"34422",51,509033,373339,4456
"32328",305,456810,219293,2780
"1117",91,384805,291581,3649
"19234",47,106701,73911,892
"17906",46,146714,82323,1033
"35568",60,240320,174293,2190
"31980",36,145212,98693,1228
"6183",34,132660,91718,1135
"20537",46,194673,102427,716
"34955",196,420116,271628,3456
"22559",266,942767,578477,5536
"4624",28,105055,65060,861
"34232",25,49481,37074,478
"18609",159,644003,449728,5633
"15423",38,110943,80026,1013
"34606",46,144728,117194,748
"20843",176,387568,240984,3203
"20473",490,1947633,1341276,16880
"5216",183,605575,444347,5712
"5800",37,238123,203661,2555
"21567",11,49795,19533,176
"23886",88,372902,241899,3033
"20241",235,1084603,649138,8161
"34788",95,1229848,491519,6190
"27006",329,2261826,1682797,36716
"21663",51,229404,184167,2315
"35033",30,157482,132793,1693
"35412",58,512819,350283,4418
"57444",28,143856,98851,1248
"57359",24,171379,129604,1017
"58514",8,74568,62236,625
"34090",49,265474,211573,2739
"57709",46,191953,154628,1962
"428",28,70429,45400,568
"10647",9,41919,24869,310
"2328",15,44871,24816,321
"35328",329,34581439,37312511,869149
"27471",134,34490981,30212113,378896
"29140",113,448954,305816,3373
"30182",89,314681,197785,1625
"34656",196,865620,744237,8401
"57113",91,380951,268050,3361
"313",109,401630,244880,3127
"35223",33,94812,75123,991
"57025",20,67973,51525,644
"4190",235,792613,333244,4186
"8843",46,208744,145525,1835
"1439",18,107147,82277,1034
"57695",9,88889,43124,547
"30950",3,5604,2966,38
"34334",20,79154,57078,406
"21272",135,531027,329120,4138
"58309",179,989052,929118,8747
"24472",100,305623,190373,2209
"19300",465,2055895,1391905,17411
"26398",36,223063,157911,1975
"22373",144,441324,305242,3839
"33812",26,249584,211149,2635
"6837",315,1289971,907711,11358
"26499",61,266390,211790,2668
"57169",29,86764,67887,855
"58614",37,271037,211167,2655
"58469",34,261348,236979,2974
"58584",23,114676,87475,1094
"24655",114,589794,329500,4144
"58281",25,154025,129424,1635
"29899",11,41062,24843,318
"9104",7,54913,33110,309
"32526",1123,4964275,3808651,39463
"29597",51,237601,145143,1819
"29878",36,178224,115943,1455
"33121",86,450244,284867,3583
"57636",23,165935,116168,1455
"26944",34,145403,97633,1053
"16701",548,3153815,1532311,19238
"15432",7,30712,12405,148
"228",87,562484,525946,6352
"9967",62,220717,168764,1083
"57144",54,296047,188953,2127
"15444",96,468798,254151,3187
"10204",7,24300,12270,155
"22263",7,25111,14550,182
"22554",23,159186,78079,5
"13150",260,866004,683109,8558
"10120",6,33674,27847,273
"58076",12,54971,40522,510
"57689",34,129289,93763,1188
"30713",3,6886,2168,0
"8205",39,121590,85198,1085
"22441",699,2204553,1561965,5004
"58360",18,106864,67777,868
"2838",40,147434,103412,1302
"58303",87,5568656,3235434,14785
"20504",839,2928250,1702376,21340
"7542",282,969882,729730,9183
"15510",64,188523,128196,1613
"11763",91,406046,318316,4015
"5417",56,232963,175784,2211
"57295",106,184838,110655,584
"26658",12,24215,16370,205
"28949",11,98536,46443,464
"15354",29,65254,46901,503
"22381",27,77694,49123,618
"19220",473,1911861,892321,11207
"28454",140,471266,307925,3889
"8868",282,1303159,1019835,12801
"57931",19,116341,84407,1087
"4208",46,173209,101161,1132
"11681",3,15063,6674,81
"29979",730,2784027,1656451,21712
"22959",13,51289,26070,327
"9923",185,436104,331348,4185
"10858",10,82070,42450,463
"18483",6,21514,11178,81
"16410",19,66344,53159,578
"22015",91,278962,191389,2411
"17751",160,717671,587010,6571
"32018",22,55708,25076,171
"58889",28,182008,110736,1058
"11682",20,70693,34631,335
"10989",32,122525,132940,1042
"30079",9,59288,34799,443
"29679",35,117764,66592,743
"33316",141,306297,158281,1988
"35599",52,219548,183263,1619
"6051",47,147226,68915,551
"16068",602,8518699,2774360,11752
"17453",57,266534,178503,2232
"34193",44,224970,101470,1276
"58296",53,194458,167966,2026
"33450",52,217012,153955,1891
"18625",167,574328,327984,4223
"3598",20,119580,40123,503
"9641",15,65604,34059,428
"28507",13,59445,30550,128
"57620",94,268104,200637,2573
"3858",57,164570,125281,840
"1391",15,54970,29412,368
"35354",57,20371,6810,90
"4666",1052,1731592,919632,12560
"2315",212,619588,420521,4476
"29471",6,86802,47384,225
"29743",24,98271,52566,640
"1198",42,128671,76005,421
"15085",157,561604,456135,5783
"17123",134,516280,381405,4846
"28780",76,485621,187651,565
"8728",5089,13632169,8550370,108400
"29663",169,777828,402160,5121
"1436",4,20107,13146,132
"11343",6,40539,30746,264
"25745",81,465615,367455,4607
"34759",25,73053,48995,617
"33013",13,53638,33720,423
"5296",4779,21808106,14964860,189734
"29805",1525,17288553,10192782,130665
"17636",39,188655,139613,1732
"24064",18,80748,27061,185
"29085",97,293137,190266,2401
"9631",37,125213,67869,667
"90146",85,333144,168905,2017
"9096",8,70671,46043,399
"58492",85,1034865,905000,10310
"24829",67,589980,277958,3586
"45826",156,781770,438694,5544
"58075",15,81175,57778,729
"34677",37,158792,86986,1116
"26390",147,698671,478599,6056
"30783",18,107751,58128,727
"1396",13,42923,27408,344
"284",19,67531,42803,535
"28288",18,74631,52430,694
"11477",21,94019,54036,511
"35",160,766702,456811,5720
"28191",27,191485,121639,922
"5814",27,90304,62451,785
"30890",1440,721299,76768,0
"3276",428,1334636,939243,11744
"58484",16,79647,50310,636
"35115",21,70855,20313,54
"2326",72,259975,181299,2287
"6106",100,671327,491306,6144
"57510",44,387731,325506,4076
"90215",197,1042282,715801,7582
"26617",13,68227,28063,253
"10171",17,107706,49417,624
"57866",20,86166,63983,830
"30691",24,147176,77145,969
"21265",146,1200948,644514,8265
"2469",38,109016,67178,840
"2987",171,519975,334206,4204
"26704",83,200693,188401,2376
"34456",18,45169,21443,268
"6959",112,390811,242505,3047
"34440",4,50809,15281,192
"32341",141,640602,384912,3716
"18923",253,1430436,754428,9688
"4033",64,301249,146742,1841
"27476",1589,5653792,3458203,37436
"19919",967,5006597,3603323,119678
"34968",6188,27304000,17992000,415000
"34967",1403,8669514,5581618,71409
"20828",1317,6724641,4150794,52488
"11813",4232,13140904,9559127,120484
"12342",24,67490,47551,598
"26653",15,45609,20801,262
"58932",9,37567,17794,138
"57815",150,667321,376414,4015
"18408",663,2650893,1754218,22236
"1047",92,266301,188357,2281
"57730",29,105127,68291,704
"58460",17,78911,56652,724
"34554",12,65169,37935,484
"11521",51,104148,77470,969
"8560",23,53794,32788,420
"30789",13,39085,24087,306
"4147",58,240443,203753,2351
"5304",174,933589,737544,7955
"8941",184,449616,371166,4658
"33686",NA,6129691,NA,NA
"16604",470,1070743,855037,9224
"14521",218,1108548,686669,8593
"19842",478,5668658,4356694,129726
"5170",186,664613,496611,5810
"30125",679,2633147,1411713,17750
"15093",38,122422,73550,926
"16601",26,95690,64576,636
"11782",41,167952,64392,806
