"","numemp","asset","RWAJT","RBCT2"
"15448",8,20418,14393.8,161
"22039",18,43333,36259,454.7
"16419",38,69965,47157.2,560
"30367",26,118651,74499,704
"4788",7,17647,8494.8,106.7
"31826",50,105468,65242,557
"35048",29,115039,86201.5,629
"35456",12,30728,17411.2,110
"11706",17,37298,25349.7,147
"27552",49,178840,121944.9,1133
"34393",10,69091,47275.1,466
"1673",312,141325,138978.92,1761.02
"19713",63,151767,111583.67,1396.77
"6646",39,71092,48273,247
"26744",70,197049,139189.5,1373
"26977",53,69572,42173,448
"35517",15,16105,5041.8,12
"19593",14,36011,30685.9,273
"35086",5,8028,1995,0
"9087",911,3120414,2585897.47,32483.57
"27789",82,344840,228524.39,2866.39
"22543",6,21095,13675.1,133
"8426",105,224464,150485.95,1796.55
"31249",40,89165,56927,514
"8841",14,38867,28717,339
"9751",40,91450,73702.2,898
"91005",60,213098,154450.59,2013.09
"27831",58,195832,89862,1130
"35018",2,19947,2398,0
"34799",10,2801,1244,0
"32257",143,205577,119994,821
"30332",15,32776,18756.4,81
"30619",12,50124,29230,366
"19795",49,151426,124076.11,1560.11
"27942",91,432513,255475.7,1344
"22051",248,728246,398433.8,4007.2
"25002",31,95172,61200.93,766.83
"32266",57,812336,439989,3039
"35559",8,16674,9841.4,112
"35189",68,52636,39572.3,489
"14936",18,66750,49049,503
"18489",119,265218,221890.17,2779.97
"26568",38,129370,84531.2,699
"14311",13,49158,42228.3,412
"32304",6,24720,12563,80
"7506",165,565836,320968.7,3695
"22658",55,159984,131330.89,1891.79
"9812",6,23603,16367.7,134
"5682",20,79341,45272.3,467
"28380",79,180458,117590.63,1470.93
"26973",85,301325,244072.1,2381
"10922",14,20877,14515.39,185.59
"33914",1,70890,16838,0
"8251",18,60585,43553.8,352
"8822",10,25975,16586.4,188
"31372",20,40204,19932,730
"11687",250,551840,312837.25,2342.15
"29472",57,163074,105415,705
"33535",210,970679,1477525.28,18734.68
"18664",960,1356626,2092126.7,18535
"35408",19,11629,6354.2,54
"57072",13,17332,12738.2,126
"34939",27,66011,46447.1,375
"25332",22,5080,1815,0
"31217",60,147817,107259,1194
"34885",8,29232,18620,184
"27197",56,346983,255559.2,3199
"35267",13,21860,5985,29
"19600",55,73112,33380,304
"15696",32,73719,41992.45,525.75
"35224",12,18572,11712.8,102
"34676",24,50085,43474.3,544.3
"35314",11,17632,12429,105
"10361",90,167794,124178.9,893
"29087",42,145707,72932,414
"29849",66,134485,86289,588
"35029",21,59191,41785.1,460
"17230",120,388596,301074.5,1902
"34947",19,61550,47689.4,507
"34106",19,50799,34504.38,432.78
"9831",60,160962,87328.7,1063
"17622",45,111639,80309.59,1011.79
"3931",251,444800,397344.11,7500.41
"4061",8,23736,18901.68,236.68
"29561",24,48875,19058,238
"13080",48,135418,61554.62,770.12
"2773",240,646857,502396,5371.7
"20093",28,32934,18760.9,185
"34388",39,68665,43612.3,430
"6058",97,245286,121435.13,1964.53
"35078",13,31742,27640.7,293
"34987",10,37610,22162.2,184
"35265",14,38797,17278.1,78
"1078",270,1132974,874956.08,10953.88
"8583",24,54858,37290.4,466.6
"15062",22,43100,21147.31,268.51
"4822",5522,16949922,14970883.9,316271
"23834",1,59586,23795.3,160
"9296",25,63568,51331.12,644.22
"11569",172,306467,197977.2,1940
"23124",37,124516,105054.04,3821.94
"34664",13,69531,46582.7,430
"34930",10,30424,23773.05,297.45
"34566",19,47240,32227.9,323
"1932",90,296255,244656.7,2659
"35140",18,48288,31359.1,284
"16635",16,26740,19845.6,233
"34473",32,91402,48722.5,500
"7237",275,583028,343832.3,3370
"33468",79,103312,78508.5,830
"35146",11,57521,24264,203
"35173",15,34349,21301.1,208
"33684",NA,1077743,NA,0
"34782",26,68327,26904,0
"15699",27,74600,57819.25,724.35
"15426",10,15601,12508.38,158.08
"10790",51,155400,109580.8,681.05
"23091",423,838228,680867.7,5940
"18545",167,339400,251976.6,2303
"35377",10,78001,22037.7,80
"19590",55,101469,75513.9,885
"8276",13,33714,19218.1,137
"27711",40,112269,59577.2,856.2
"10173",11,36419,25080.3,205
"9465",36,173728,117256.53,1472.03
"622",509,2762133,1125900.7,4614.25
"903",198,539494,344461.11,4317.41
"14531",532,1362559,969604.2,12129.4
"34302",31,47641,32006.47,400.27
"28701",35,171969,87387,525
"6423",218,1448854,1127652.8,14292.7
"3735",1187,4205711,2920573.6,28588
"27267",28,123731,98910.8,765
"29031",157,557186,315726,1408
"6782",75,85308,30218,379
"20726",31,91678,73549.4,781
"35461",12,19149,12306.8,64
"19594",43,72907,53838.54,679.74
"19838",56,171815,125933.64,1583.64
"21614",58,127000,87861.1,775
"20557",32,74896,54725.26,684.16
"27501",156,491882,340075.34,4269.84
"34422",40,244172,159525.8,1242
"32328",34,134175,79898,721
"22968",90,274930,226158.3,2215
"24678",33,66092,43510.06,545.36
"19234",27,53604,38782,487.2
"17906",43,82749,38780.23,485.93
"35568",11,19683,13923.3,156
"20156",75,192173,131952.8,1154
"20537",60,163267,103209.1,930
"34955",98,265357,169982.55,2125.35
"21919",60,99581,59851.06,748.16
"10973",25,63304,45798.2,517
"4624",25,76791,57574.1,323
"34232",12,17832,13226.45,165.35
"18609",140,341412,259436.2,2871
"26498",143,907087,513115.91,6430.01
"10892",16,33417,22553.4,275
"20311",65,230043,195138,1702
"34606",24,35214,26523,150
"20473",300,691762,514194.76,6440.66
"23433",43,97296,72118.6,901.7
"10954",24,80981,56162.2,563
"15836",13,24334,17645.2,148
"21567",18,24916,17858.69,226.69
"23886",81,189633,127259.5,1218
"20241",213,405915,273960.4,2584
"5800",29,117777,98523.3,1187
"20504",58,161830,119706.66,1499.56
"34788",29,179442,101809.6,1105
"27006",141,661710,498087,5415
"21663",42,95391,69641.2,500
"21224",116,266435,228233.56,2861.56
"35412",23,103965,50996.1,523
"34868",65,140792,116280.3,1385
"33994",26,138910,105297.9,1222
"35033",10,26723,7660.35,96.05
"34523",17,49405,38646.5,433
"31581",7,24091,10702,403
"34090",26,124456,74962.3,441
"428",38,53528,32666.2,210
"10647",9,26295,17758.85,222.05
"2328",16,33737,16381.66,206.66
"27471",1371,18037112,18670640.11,236049.21
"35328",11,4379,753,0
"29140",130,270385,173850,2191
"30182",72,158936,95934,665
"34656",60,190811,137091.4,1481
"32525",28,90787,53153,165
"35223",6,17005,10920.15,136.55
"57025",15,7189,2969.4,20
"8843",69,150542,116749.2,1269
"239",21,50258,42280.1,466
"1439",16,64838,58167.2,598
"25192",456,544625,462233.37,6016.67
"26764",48,93607,85943.52,1088.72
"30950",3,5812,3240,20
"16730",81,226907,172358.5,2006
"34334",13,28759,21929.64,275.74
"19300",231,716373,601362.7,7015
"18806",20,29701,26194.91,331.01
"22373",84,218517,154619.8,1419
"35562",4,12950,12102.9,80
"33993",15,68462,56544,662
"26398",30,93039,79356.9,928
"24472",52,99360,61603.4,516
"25621",48,124600,83360.9,643
"33812",19,82953,70962.31,889.21
"6837",197,540932,367217.04,4592.14
"3619",1432,12341365,12999450.71,545678.41
"24481",27,80169,63328.3,650
"24334",15,45845,28961.5,286
"23001",30,78673,69965.3,629
"24655",66,225496,179627.05,1971.25
"29899",10,32743,19933,63
"31980",20,42541,30500.7,504.7
"9104",7,35451,18325.52,229.12
"18246",301,1880865,1133825.8,42024.55
"30385",13,47611,28004.7,177
"30617",41,225813,123323,1518
"32526",1142,5972818,3350692,30978
"29597",25,132704,74082,719
"29878",28,133195,78265,551
"34549",5,26988,17220.1,202
"26944",29,70483,51555.8,549
"22569",17,44148,24973.41,313.61
"16701",526,1293893,559376.79,7023.79
"20292",15,15577,7896.21,98.71
"15432",8,20618,11533,121
"9645",36,49454,27921.6,270
"5617",68,189098,128559.4,1047
"228",62,236273,196163.97,2452.67
"1117",44,110375,92125.47,1163.67
"15444",72,160487,113176.13,1414.83
"19115",74,114462,82426.9,862
"10204",7,15895,11106.78,140.58
"22263",8,14227,9982.9,122
"20712",17,41577,37610.33,471.03
"22554",30,87569,75089.5,760
"21131",32,130166,111743.5,1309
"8266",154,179820,129369.8,985
"13150",178,534647,423584.3,4772
"13099",56,109623,51738.5,450
"10120",9,34923,19118.74,239.34
"30713",3,8492,2199,145
"8205",44,87039,70326.6,817
"5174",96,96949,70550.4,553
"29668",27,76753,33486,420
"22441",44,131693,104334.8,998
"34294",13,23866,17588.41,220.51
"19418",48,140594,105309.9,888
"2838",31,124209,78467.8,764
"23671",60,61231,40529.81,514.81
"22444",37,115209,88647.3,800
"26478",5,21042,11632.4,124
"5417",41,85795,72295.2,649
"28393",169,109177,33848,168
"28949",7,44688,24965,74
"26800",11536,38917484,33534638.4,680434
"33784",78,101826,63200,531
"91325",10,149600,32016.2,0
"15354",25,46590,25561.1,295
"22381",19,37497,18620.39,232.99
"33467",24,63975,48175.7,515
"5147",19,61248,44540.18,556.78
"18903",68,224336,161402.9,1522
"12922",10,43035,30964.2,340
"8868",43,161855,124022.3,1264
"28454",111,367795,291470.7,1858
"11681",4,12909,7805.7,58
"29979",703,3090905,2093955,23849
"22959",8,19686,9709.6,84
"34149",10,39050,32105.8,307
"9923",110,190164,138974.94,1737.94
"10858",13,44012,23246.87,291.27
"18483",6,12984,7473.32,94.02
"23284",283,1691536,1098615.1,12858.35
"16410",21,47253,30809.1,297
"22015",80,160272,110659.61,1387.01
"17751",145,442112,351971.5,2842
"32018",22,45664,22080,182
"33134",47,242180,194712.45,2438.55
"11682",22,53006,18750.7,148
"10989",33,89059,54192.97,677.77
"30079",7,29872,17021.58,212.88
"23339",136,230225,175128,1486
"9619",32,58818,43255,433
"6051",55,116595,76762.41,959.81
"23684",24,77903,62760.7,652
"16068",727,6013439,1959120.18,25630.93
"17453",27,129547,72690,844
"32649",139,52648,42941,272
"33655",NA,398197,NA,0
"21001",51,123015,85650.4,500
"18625",84,272799,139451.1,1301
"31813",3,5210,1746.91,22.11
"18478",714,2453037,1690821.29,21182.19
"14876",49,10417,2819.4,0
"28507",18,53582,25313,96
"32569",42,442626,235218,2940
"15392",8,16835,11804,113
"32960",22,79514,33974.6,200
"13304",44,89150,60696.6,700
"33901",158,463630,350629,3798
"18277",45,107904,68272.7,666
"26822",54,93487,64020,513
"1391",18,49183,31580.7,273
"35354",5,4260,2689.1,26
"4666",561,438186,162268.27,2041.87
"2315",148,233992,180355,1151
"29471",8,53938,20430,162
"29743",22,66187,35326,213
"9967",50,102338,36425.9,247
"1198",34,84747,40961.3,161
"35578",9,7876,5488.84,68.64
"15085",83,144733,100831.24,1261.34
"17123",131,400652,294814.3,2301
"28780",67,305653,134746,2780
"26867",293,450239,335310.66,4202.86
"3879",43,41895,31364.4,293
"3891",203,575762,420881.1,5283.5
"4081",79,108863,80419.08,1006.48
"34012",120,174172,148236.7,1775
"13595",60,136107,76597.46,958.56
"25661",333,589803,440193.9,5253
"22671",23,101329,54596.35,694.35
"32422",4,8865,2632,25
"29663",136,407370,257921.6,2837
"1436",4,6935,6124.91,77.01
"11343",7,26112,17161.77,216.27
"25745",86,293944,191486.6,1989
"34095",26,118493,105154.73,1320.33
"33825",40,88390,61327.41,768.81
"24497",17,49566,40154.2,350
"34759",19,17718,13446.53,168.43
"33013",15,44106,26643.43,333.93
"34831",16,24755,18649.85,233.95
"22177",116,661053,497414,6002
"5296",341,2505850,1709639.56,24270.71
"34916",692,2764390,1679320.7,19717.1
"11619",117,623635,498178.9,6090
"1509",520,2909572,1876085.8,23221
"21222",167,699143,521096.81,6533.91
"12340",303,1493295,945448.82,12015.62
"13237",262,1002242,700378.56,8759.56
"5311",152,763889,563533.64,7350.79
"34208",58,25242,11861.2,0
"33792",4,185438,90297,1162.2
"33367",506,457439,168800.01,2146.01
"34976",8,12253,3521,15
"29805",1862,22301289,9808615,79931
"24064",19,41018,20078.8,140
"29085",63,142354,94902,714
"28225",192,687322,530495.2,6544
"9631",15,49916,29624.3,197
"90146",74,196260,113152.74,3131.84
"27293",21,72987,43418.17,1227.77
"9096",7,22052,13495,125
"21641",86,227174,158935.2,1650
"5915",349,1933699,1204948.19,15120.19
"24829",25,205771,204479.6,2570.8
"45826",123,334231,259864,3163
"30243",21,112662,57183,358
"34677",26,92707,64414.9,725
"32335",51,485190,267905,1565
"34340",296,678237,459998,4473
"26390",82,231020,163025.1,2040.1
"30783",10,64099,18481,50
"1396",8,20353,15518.54,194.04
"284",24,52622,35315.11,443.51
"34557",26,56527,42710.5,440
"28288",12,50506,25589,161
"11477",20,64591,39660.3,391
"35",114,402014,276602.64,3458.74
"26336",44,250570,145597.1,998
"28191",20,99970,48083.2,399
"5814",25,57019,39770.66,498.56
"28242",30,100566,56906,546
"11694",75,179567,133629.7,1399
"3276",291,567490,414835.3,3918
"35115",5,4732,330,0
"13191",12,58039,21418.23,268.53
"26617",7,40373,20291.57,253.67
"10171",15,75890,46255.7,498
"34290",18,26171,10094.6,0
"30691",9,63386,37790,226
"21265",105,456210,260287.47,3263.87
"13272",17,57264,41689.56,521.76
"2987",186,382979,293977.25,2879.65
"26704",43,77079,71225.55,895.25
"32004",40,105796,48810.8,419
"34456",18,34846,18762.25,238.15
"6959",115,245963,151431.6,1281
"34440",2,12422,5821.2,42
"32477",29,39086,16776,217
"32341",123,326372,202059,1597
"11652",94,280781,180225.55,4328.75
