"","numemp","asset","RWAJT","RBCT2"
"57899",13,83730,67296,853
"22039",22,127167,67997,739
"16522",137,768136,352654,4465
"16419",42,111046,64831,820
"30367",39,239175,155546,1186
"4788",7,22487,16463,172
"31826",63,191470,114731,83
"57298",38,138996,111122,1392
"32487",16,48394,26921,337
"58485",51,235732,198315,2488
"57657",44,384358,218845,2769
"35456",43,281258,178922,2246
"58358",5,32158,19743,269
"58773",30,51458,29950,357
"11706",18,59696,44059,385
"27552",145,742461,530675,5508
"58321",59,563140,367240,4360
"34393",8,110037,81070,1023
"57611",4,50762,31313,395
"1673",446,517960,282058,3020
"58548",20,90155,58901,738
"6646",52,110567,81125,778
"3564",84,299231,198151,2106
"26977",56,129768,67300,843
"57157",16,67784,48924,636
"57633",81,285639,239804,3021
"9087",1144,4294276,3312071,42218
"57626",38,175930,147624,1846
"22543",5,26184,13604,104
"8426",155,730754,401818,6872
"57869",26,130973,92756,827
"35408",241,1242555,604409,11993
"31249",36,128514,90589,950
"9751",53,367005,287620,3602
"91005",31,182352,112428,1276
"27831",51,241839,110425,1385
"35029",57,141421,109040,1377
"32257",115,221678,119631,1170
"30332",18,42622,32960,413
"30619",15,80703,43082,554
"19795",68,298429,219670,2752
"26549",21,100177,59499,689
"27942",156,1156687,739518,4483
"32266",83,1023814,588771,7344
"19600",258,293912,151719,2036
"4061",19,68104,44767,564
"58562",29,108648,67183,843
"58727",29,131400,104335,1268
"35189",261,764048,607671,7649
"14936",33,120513,87692,990
"7506",257,1008825,674350,8500
"18489",143,512221,458738,5761
"26568",43,196387,119633,1499
"14311",14,118216,90982,791
"32304",6,25945,12303,154
"58697",10,55059,36627,463
"9812",8,38838,27921,191
"28380",154,600850,276113,3154
"27015",222,396833,303028,1614
"8251",29,119352,85131,1069
"8822",11,35244,22419,169
"31372",29,70291,42250,532
"18152",31,52106,35180,361
"57072",61,354083,250854,3222
"29864",212,791065,618321,7851
"10375",27,119276,96044,1202
"34885",164,203416,152444,1906
"57264",24,332171,247398,3118
"57478",35,179649,91658,1152
"35267",37,1097136,393272,2901
"3304",64,287642,207965,2609
"35224",22,59455,40308,517
"35314",7,33770,22900,297
"13947",35,175483,93565,1172
"57845",86,300371,216678,2742
"29849",61,176050,129714,1621
"17230",95,525891,367916,4617
"34106",37,132440,98465,1255
"9831",59,225297,135598,1512
"17622",46,175316,126096,1596
"3931",452,1159486,826936,11697
"13080",40,147065,60346,760
"2773",263,928608,671839,8592
"20093",47,125776,87283,1009
