"","numemp","asset","RWAJT","RBCT2"
"15448",7,23979,16750,210
"22039",18,46633,36280,297
"16419",41,86343,52874,610
"30367",33,182949,109368,758
"4788",6,18089,10060,126
"31826",61,142968,88887,1036
"57298",20,63400,58399,605
"33025",111,355761,330128,4132
"57657",23,86147,48153,383
"35048",39,217335,156687,1602
"35456",25,136471,84716,971
"11706",17,45460,31848,241
"27552",89,335737,242175,2005
"34393",12,107500,88849,917
"57611",4,31971,22888,244
"1149",12,58726,45826,567
"1673",430,231122,316465,5824
"57647",49,181906,141044,1705
"11338",85,297609,209682,5072
"6646",45,91531,63531,239
"26744",89,317470,240123,2362
"3564",85,248974,185860,1325
"26977",66,89412,50163,510
"35517",54,209709,196323,2265
"57157",13,54562,46524,494
"57633",132,260578,198322,2489
"35086",38,97774,57727,598
"9087",1055,3471747,2648682,33576
"57626",16,23323,18151,172
"27789",82,370230,278206,3484
"22543",5,19642,12253,127
"8426",133,374598,230785,3670
"57869",10,10532,5323,5
"35408",70,143200,107720,1328
"31249",38,109730,78493,661
"9751",54,297629,275427,3357
"91005",63,209287,136705,1740
"27831",66,271324,132436,1658
"35018",184,48024,9708,0
"27207",21,38975,25524,322
"32257",143,217596,190388,1351
"30332",16,28537,14161,82
"30619",15,69114,42446,533
"19795",54,200699,159226,1995
"27942",113,720117,420389,1413
"32266",61,957580,565322,4059
"35559",17,45608,36070,442
"4061",9,32071,27195,340
"35189",220,419495,314012,3928
"29088",125,366178,177559,1295
"14936",25,98369,75134,834
"30400",56,173164,132625,1447
"18489",170,359018,294597,3704
"26568",41,173499,112914,971
"14311",13,63472,54305,567
"32304",6,25018,12950,140
"7506",223,917145,529003,3938
"22658",68,251229,208202,2808
"9812",6,25459,19492,197
"5682",20,79507,55466,607
"28380",142,377382,207520,2320
"8251",25,69756,53098,603
"8822",11,28827,17427,90
"31372",34,73151,38834,420
"33535",850,1228986,1306467,28091
"18664",2,87032,23298,292
"29864",267,1057685,714718,6476
"57072",58,203979,198967,1905
"34939",42,146820,116610,1098
"18152",45,40009,796,368
"10375",21,84866,61998,778
"57103",34,230471,168523,1281
"31217",79,219184,172012,1352
"34885",19,101986,63268,716
"27197",137,1006773,794252,9543
"57478",12,102817,41949,390
"35267",34,1663205,900900,1049
"3304",20,41936,31618,397
"19600",157,106194,86103,1082
"57840",6,30720,9218,33
"15696",31,80786,39889,502
"35224",23,60440,36771,460
"34676",48,147055,101773,2778
"35314",10,61278,39068,490
"10361",134,293045,212881,1471
"29087",47,156774,81451,401
"13947",35,106576,77732,929
"27311",30,76232,28991,363
"29849",75,162451,121211,1180
"35029",55,155362,112190,994
"17230",120,488428,340440,3163
"34947",50,120626,88175,1103
"34106",49,105284,85867,1074
"9831",61,182764,102003,1283
"17622",62,190897,152043,1908
"3931",295,631033,495860,7366
"13080",41,137437,59361,743
"2773",249,740213,547563,6864
"20093",32,51135,34222,298
"34388",70,200843,141056,1203
"6058",82,308034,186174,3160
"35078",21,87498,71854,899
"34987",15,71647,58296,554
"35265",13,76009,57013,503
"8583",40,106441,79752,877
"15062",21,44231,22185,280
"11569",194,418475,266915,2228
"12511",38,120158,77858,980
"23124",73,409443,340682,3478
"34664",96,478947,270345,2300
"34930",17,53565,50634,634
"34566",40,104105,90468,736
"1932",90,404927,380487,4750
"57733",16,21679,16151,200
"57512",79,332925,280349,3448
"7237",293,889983,535681,5397
"33468",59,129843,91812,1153
"57424",11,30695,19288,243
"28299",34,193464,80755,570
"35173",30,96345,70824,852
"1946",33,73093,46427,583
"15083",11,20478,15721,198
"91",39,127614,84325,764
"55130",34,143672,98463,631
"33684",NA,1128610,NA,NA
"4051",6,17917,8373,105
"34782",55,970666,326993,14
"15699",29,75726,63018,791
"15426",9,12576,10037,82
"10790",54,221741,143041,481
"23091",421,1327274,1186291,8758
"18545",171,439724,353298,3967
"35377",13,172549,102074,1050
"19590",54,120842,86817,915
"8276",13,42051,20696,249
"27711",50,159084,106405,1277
"10173",11,42070,29350,287
"9465",31,170356,142490,1782
"622",513,4076631,1845690,9221
"903",217,670376,420623,5058
"14531",548,1605726,1167252,14623
"34302",38,78091,43793,552
"28701",43,208775,90136,750
"6423",238,2285219,1984209,25025
"3735",1353,4892027,3773694,41040
"27267",36,139244,115446,973
"29031",154,428461,261265,3128
"6782",54,90765,53142,665
"20726",26,123407,92743,1161
"35461",27,64374,38914,489
"8893",15,31284,22523,282
"19594",34,48464,29500,372
"19838",56,176273,125089,1596
"20311",73,335554,333981,2822
"20557",25,76420,67651,672
