"","numemp","asset","RWAJT","RBCT2","rbc1rwaj","rbcrwaj"
"57899",13,126262,103902,1055,10.3770861003638,11.3924659775558
"15448",7,26154,17633,235,9.9812850904554,11.3140134974196
"16522",123,467198,306300,3843,12.5781913157036,13.8328436173686
"22039",24,100755,66728,692,12.5929145186428,13.6299604363985
"16419",48,107827,69819,693,16.3794955527865,17.3720620461479
"30367",35,200244,145801,826,11.3490305279113,11.9155561347316
"4788",7,20354,12268,154,16.9383762634496,18.1936746005869
"31826",69,205880,128396,1127,12.1724975855946,13.0502507866289
"57298",42,119965,99804,1090,11.6919161556651,12.7840567512324
"58485",33,131441,108852,1366,25.0073494285819,26.2622643589461
"33025",129,797959,519879,6825,1.38513000140417,2.6979354811408
"57657",42,259194,236847,2990,21.352180943816,22.6145992982812
"35456",39,232735,162030,1750,12.0076529037832,13.0876998086774
"58358",15,52616,29570,374,15.9891782211701,17.2539736219141
"11706",16,49906,37716,342,12.2017181037226,13.108495068406
"27552",113,545140,426201,3685,16.6752307010073,17.5398462227916
"58321",40,243653,173368,1735,14.7789672834664,15.7797286696507
"34393",12,121141,94549,1113,14.512051951898,15.6892193465822
"57611",5,63291,44537,557,17.6100770146171,18.8607225452994
"1149",24,132562,106784,1332,9.6306562780941,10.8780341624213
"1673",676,655569,547206,8870,14.5568579291894,16.1778196876496
"58548",16,39363,29692,230,25.7678836050114,26.5425030311195
"6646",46,103848,73969,669,16.6948316186511,17.5992645567738
"3564",97,346201,222594,1594,12.9949594328688,13.7110613942874
"26977",61,119149,70626,797,12.8522074023731,13.9806869991221
"35517",105,420443,381287,9770,6.17120436836294,8.73357864285958
"57157",20,82733,74934,944,13.1622494461793,14.4220247150826
"57633",112,255369,243233,3072,11.4400595313958,12.7030460504948
"9087",1251,4445830,3686328,46500,11.9315210149504,13.1929388811847
"57626",32,137981,125540,1198,9.64553130476342,10.5998088258722
"22543",5,24383,14291,127,20.2994891890001,21.1881603806592
"8426",145,511038,333407,3731,11.670420836995,12.7894735263507
"57869",20,89130,65735,638,14.1781394995056,15.1487031261885
"35408",145,617568,483588,10799,8.02894199194356,10.2620412417182
"31249",39,124165,89451,594,11.1591821220557,11.8232328313825
"9751",66,384028,349410,4386,12.4421167110272,13.6973755759709
"91005",61,154343,114402,1447,28.7215258474502,29.9863638747574
"27831",58,244058,115277,1456,21.3902166086904,22.5075253519783
"27207",14,55128,41815,532,6.41396628004305,7.6862369962932
"32257",131,229024,120107,991,29.7676238687171,30.5927214900047
"30332",17,32763,20379,85,42.9412630649198,43.358359095147
"30619",17,89707,55072,690,15.9246077861708,17.1775130737943
"19795",63,259053,219325,2742,10.6722899806224,11.9224894562863
"26549",18,83123,55039,430,14.8821744581115,15.6634386525918
"27942",157,1189710,755075,9465,22.0624441280668,23.3159619905307
"32266",82,1526130,936531,11707,12.1407620249623,13.3908007316362
"19600",278,433945,296672,3770,13.324479559918,14.5952432315824
"4061",19,52739,39017,393,13.6709639387959,14.6782171873799
"58562",19,58196,50063,572,24.2933903281865,25.4359507021153
"58727",13,47831,40555,360,32.1859203550734,33.0736037479966
"16476",12,38450,31157,395,11.1884969669737,12.4562698591007
"35189",285,701209,531114,6662,11.0019694453545,12.2563140869945
"14936",31,115240,99930,1191,9.89792854998499,11.0897628339838
"18489",156,480763,423638,5301,9.27867660597019,10.5299807854819
"26568",42,204016,132303,1657,14.0155552028299,15.2679833412697
"14311",12,79442,67074,742,11.6259653517011,12.7322062199958
"32304",6,22609,12325,140,33.0628803245436,34.1987829614604
"7506",240,960896,639379,7393,11.6229966889748,12.7792748901669
"58697",10,33867,27648,347,25.0108506944444,26.2659143518519
"22658",74,330010,271556,3468,10.3945410891308,11.6716257420201
"9812",8,32063,26095,174,26.6257903812991,27.2925847863575
"57962",19,48142,36771,66,22.7570639906448,22.9365532620815
"28380",148,479567,265033,2875,11.7257096286123,12.8104802043519
"8251",27,99517,77478,832,10.1422339244689,11.2160871473192
"8822",10,32227,22190,241,13.8575935105904,14.9436683190626
"31372",39,76011,52143,350,17.02241911666,17.6936501543831
"18664",18,52629,10721,134,136.004104094767,137.253987501166
"33535",763,3106694,1105703,32812,35.4353745987847,38.4028984275162
"57072",77,426541,381860,4385,9.87246634892369,11.020792960771
"29864",255,998508,665523,8411,10.5121836510534,11.7760017309695
"18152",38,47086,33549,420,15.7351932993532,16.9870935050225
"10375",27,114637,112236,1267,9.10224883281657,10.2311201397056
"57103",56,393877,321621,5334,8.95152990631831,10.6100037000071
"31217",88,285728,217881,1505,11.9198094372616,12.6105534672596
"28225",273,1600387,1383041,17291,10.0834320891427,11.3336480986464
"34885",43,129465,108195,892,10.3054669809141,11.1299043393872
"27197",165,1231605,928399,11714,6.41577597563117,7.67751796372034
"57478",36,134864,92711,1110,11.8561982936221,13.0534672261112
"35267",40,1261305,380576,1847,28.6166232237451,29.1019402169343
"3304",50,156122,115940,1429,10.8159392789374,12.0484733482836
"57840",15,294193,205757,2573,10.4506772552088,11.7011814907877
"35224",24,81501,67928,847,9.10522906606996,10.3521375574137
"35314",9,100564,34104,238,29.8469387755102,30.544804128548
"13947",35,133534,89799,1128,14.3431441330082,15.5992828427934
"57845",66,257646,222016,2714,9.52093542807726,10.7433698472182
"29849",72,190449,153016,1671,10.4910597584566,11.5831024206619
