"","numemp","asset","RWAJT","RBCT2"
"57899",6,21595,20482,156
"15448",7,22615,17875,224
"22039",18,51169,36952,300
"16419",42,88164,56701,671
"30367",34,208526,134344,793
"4788",6,16730,9972,125
"31826",60,149953,93704,1089
"57298",22,69962,60892,690
"33025",124,424737,387777,4859
"57657",28,118148,67414,624
"35048",38,221404,167061,1948
"35456",28,158609,95692,1076
"11706",16,44821,32019,246
"27552",89,347047,255634,2191
"34393",12,109949,77199,966
"57611",5,36160,24496,283
"1149",13,63941,49119,614
"1673",426,237824,261507,5522
"57647",61,219856,177123,2008
"11338",85,316423,243925,2757
"6646",50,91854,69833,247
"26744",92,347095,257490,2558
"3564",87,244604,172252,1374
"26977",62,98962,51409,497
"35517",65,233389,206968,7577
"57157",13,63959,51013,527
"57633",111,250309,192345,2410
"35086",37,118717,74654,739
"9087",1059,3355212,2692233,33973
"57626",20,39345,33382,306
"27789",72,370737,282532,3540
"22543",5,21556,12512,134
"8426",139,398593,242339,3745
"57869",10,18587,12580,128
"35408",84,197087,163090,1679
"31249",38,112739,79598,711
"9751",56,319374,305029,3318
"91005",76,216308,145340,1844
"27831",66,266855,130514,1633
"35018",187,52366,10125,0
"27207",20,64728,52204,635
"32257",141,223689,117633,1355
"30332",15,27165,13223,85
"30619",15,70854,42494,534
"19795",54,211914,171717,2151
"27942",117,797030,467292,1390
"32266",61,1051376,631483,3559
"19600",185,125891,97582,1229
"4061",9,31391,26036,327
"35189",258,474526,355187,4442
"29088",128,372857,187016,1651
"14936",27,100720,79930,880
"30400",56,182330,143471,1304
"18489",165,368060,306081,3850
"26568",41,177798,114913,1091
"14311",13,63424,56270,590
"32304",6,24729,12985,140
"7506",248,902139,517241,4086
"22658",70,257797,223751,2958
"9812",6,26074,19933,190
"5682",20,80612,53738,613
"28380",142,388291,215252,2479
"8251",25,71382,56853,480
"8822",11,27461,17123,124
"31372",38,73092,39445,383
"33535",863,1491551,1662724,31995
"18664",2,105604,25416,318
"29864",298,1060281,724102,6540
"57072",66,247831,241362,2330
"34939",45,165981,124900,1172
"18152",49,41786,31093,389
"10375",24,94721,73647,922
"57103",37,245963,197136,1310
"31217",83,211823,169501,1424
"34885",19,101969,67193,834
"27197",146,1078634,789767,9506
"57478",12,96355,44788,445
"35267",36,2132309,1083700,1049
"3304",20,48825,33432,419
"57840",12,109738,45565,333
