"","numemp","asset","RWAJT","RBCT2"
"57899",14,78804,64572,818
"22039",23,134076,69318,737
"16522",139,785634,352815,4462
"16419",40,109834,64536,816
"30367",38,240928,157903,1155
"4788",7,24975,17979,172
"31826",66,189136,111125,107
"57298",39,143876,117222,1467
"32487",14,48801,26714,334
"58485",53,288316,198711,2495
"57657",49,405108,261232,3293
"35456",44,290589,179893,2258
"58358",6,26375,18389,247
"58773",34,51322,31562,364
"11706",18,61188,43926,400
"27552",140,791727,589560,5534
"58321",63,567061,405600,4850
"34393",8,112522,79011,998
"57611",5,50600,31336,395
"1673",446,515594,279377,4734
"58548",20,91132,59367,755
"6646",55,112359,81130,886
"3564",91,302282,202867,2006
"26977",55,130195,68276,859
"57157",15,62804,46314,598
"57633",86,283794,239468,3010
"9087",1163,4361631,3305989,41848
"57626",38,173787,147794,1848
"22543",5,24944,13655,116
"8426",156,730461,413309,6531
"57869",26,136957,96117,869
"35408",284,1416005,651963,8201
"31249",38,128372,90263,803
"9751",52,362073,286151,3570
"91005",31,187661,114482,1431
"27831",46,239845,110184,1383
"35029",57,148499,107875,1358
"32257",112,233256,129311,1421
"30332",18,41606,31890,400
"30619",15,77708,41954,532
"19795",68,302562,221202,2774
"26549",21,101038,60367,699
"32266",83,994311,578652,7252
"19600",267,282084,152405,2036
"4061",18,68961,46633,588
"58727",26,140801,109232,1366
"35189",286,808645,617618,7774
"58562",31,107192,66836,841
"14936",33,124513,92666,927
"7506",259,988859,685376,8604
"18489",142,550175,452570,5684
"26568",42,193424,117309,1468
"14311",15,122484,89564,791
"32304",6,26106,12055,150
"58697",10,55342,34692,440
"9812",8,38388,29373,193
"28380",153,580713,282723,3095
"27015",226,518825,436329,1948
"8251",29,118059,84536,1054
"8822",11,37427,24237,179
"31372",24,65760,39923,504
"18152",31,56093,37144,388
"57072",60,347684,246194,3143
"29864",211,765926,607213,7676
"10375",27,121690,91109,1143
"34885",165,227903,168993,2113
"57264",25,302262,242544,3040
"57478",36,177646,93298,1160
"35267",37,1061809,383161,2418
"3304",70,299056,215624,2709
"35224",19,54926,35865,469
"35314",7,33514,22531,293
"13947",35,175274,95555,1197
"57845",88,283974,211421,2677
"29849",59,171394,130721,1634
"17230",92,523409,357456,4489
"34106",37,129690,95810,1209
"9831",58,229963,138228,1560
"17622",45,163980,119958,1507
"3931",454,1154398,827302,11291
"13080",38,147307,59996,755
"20093",48,125815,87565,976
"6058",96,407355,240819,3023
"58629",104,617193,454490,5543
"15062",22,54250,30453,384
"10973",160,594790,520316,6607
"11569",191,545231,326308,4097
"12511",41,147981,97736,1224
"197",70,290082,182386,2307
"34566",39,143128,128544,1608
"34930",22,85668,51482,649
"57733",36,224530,155426,1968
"15657",57,204152,127099,1382
"34664",58,505610,303654,3818
"7237",328,1403481,853465,10720
"57424",14,60148,42297,533
"35173",30,154371,103487,1314
"1946",47,106284,102624,1287
"15083",6,14172,6441,82
"91",60,174541,141448,1782
"55130",27,136147,93782,1190
"4051",10,38237,17196,217
"34782",32,114679,12864,0
"57803",1033,85381954,74334365,722431
"58424",110,745327,531717,6657
"15699",24,89425,58491,736
"15426",11,23782,19521,243
"59060",107,854235,168969,2320
"23091",493,2256513,1652477,21118
"18545",327,1038968,687137,8809
"35377",16,243314,161272,2054
"19590",55,147860,103918,1296
"58275",22,115312,96912,1208
"1149",27,134512,109210,1169
"8276",15,60242,33948,343
"27711",49,210480,133774,700
"10173",10,46641,30867,241
"9465",32,206324,145216,1821
"622",439,4164845,2662930,33561
"903",186,880755,430921,5441
"14531",647,3157134,2493058,31164
"34302",39,119553,61172,775
"28701",49,295894,156721,1759
"6423",244,2301019,2168966,27538
"24107",1653,12197624,9964680,126457
"27267",39,268299,230863,1956
"29031",151,427154,315729,3991
"20726",22,122585,95080,1198
"8893",12,28215,18977,243
"19838",51,228354,134033,1710
"20311",71,332263,277904,18555
"34422",47,498784,372194,4399
"32328",314,419837,239052,3047
"1117",90,378139,288824,3615
"19234",46,110741,68126,857
"17906",47,156831,87746,1100
"35568",61,239814,171060,2145
"31980",36,139573,94923,1191
"6183",33,134294,98163,1228
"20537",47,169128,97272,505
"34955",196,465591,324557,4123
"22559",262,896529,545961,5551
"4624",30,111291,72293,952
"34232",24,46229,37885,490
"18609",156,645272,459753,5747
"15423",37,103931,74911,951
"34606",44,140648,109917,684
"20843",190,413334,279259,3674
"20473",275,1140346,932953,11732
"23433",220,775482,408980,5133
"5216",178,618857,458427,5913
"5800",39,242684,201441,2524
"20241",232,1053569,672971,8687
"21567",10,49658,17367,171
"23886",88,357205,235748,2950
"34788",94,1174712,476995,6004
"27006",338,2326510,1730890,37299
"21663",55,240817,183611,2277
"35033",28,156605,137568,1747
"35412",62,541570,369619,4655
"57444",26,129081,95472,1206
"57359",23,158222,124240,1406
"58514",7,67975,56998,713
"31581",3,19259,9417,30
"34090",48,300949,232323,2995
"57709",47,194881,156545,1998
"428",28,71332,46132,467
"10647",9,41568,27086,334
"2328",15,44666,23535,303
"35328",221,35401794,37277579,869890
"27471",128,35152624,32034961,402050
"29140",118,439564,300818,3345
"30182",85,317462,212578,1168
"34656",241,868864,732333,7131
"57113",102,379501,281157,3534
"313",104,448904,270025,3444
"35223",23,92930,67478,910
"57025",19,71600,51776,647
"4190",237,752549,335548,4206
"8843",47,211551,146579,1848
"1439",17,110498,81059,1019
"57695",8,84679,43728,534
"30950",3,6089,2928,37
"34334",20,83013,61355,791
"21272",137,525362,331517,4181
"58309",167,934877,870541,8574
"24472",100,295657,176478,2206
"19300",436,1928109,1272761,15941
"26398",36,213842,149268,1703
"22373",144,467285,299794,3773
"33812",25,258108,215438,2695
"6837",315,1303819,898402,10729
"26499",59,277828,219272,2764
"57169",33,94194,72116,911
"58614",38,259163,195946,2460
"58469",34,212899,187817,2357
"58584",25,114034,83770,1047
"24655",110,581604,343931,4333
"58281",21,142235,115818,1471
"29899",11,40319,26664,297
"9104",8,50921,32325,309
"32526",1096,4910064,3676967,37906
"29597",48,226379,137426,1719
"29878",34,179061,114603,1337
"33121",97,423967,302765,3806
"57636",26,168889,119898,1501
"26944",34,137467,95412,1015
"16701",584,3079063,1625093,20365
"15432",7,28544,13856,148
"228",87,567776,492646,6178
"9967",53,207494,142248,1369
"57144",54,322030,194265,2238
"15444",77,467132,241575,3032
"10204",7,25092,12564,159
"22263",7,23787,15647,196
"22554",25,148463,78170,922
"13150",255,860893,701802,8808
"10120",6,30855,23340,230
"58076",11,51585,37712,475
"57689",35,138457,91200,1168
"30713",3,6827,3616,0
"8205",45,123957,89908,1150
"29668",23,99301,74565,820
"22441",673,2274641,1546374,5803
"58360",18,100393,74234,949
"2838",35,145444,102404,1286
"58303",105,5152186,2785979,16473
"20504",745,3003189,1719756,21665
"7542",272,952077,677888,8559
"15510",65,187935,123025,1547
"11763",92,431656,319496,4027
"5417",57,248730,190339,2390
"57295",111,198425,97619,422
"26658",13,22714,15857,208
