"","numemp","asset","RBCT2"
"15448",9,18486,114
"23309",68,124365,1169.47
"16419",34,58590,481
"4788",7,14230,67.51
"31826",37,71268,410
"23406",209,1109667,8473.69
"33619",70,206945,1786
"11706",19,25393,146
"27552",34,80934,490
"1673",117,52619,506.42
"19713",29,43370,394.01
"6646",31,57712,257
"26977",30,42437,288
"28738",78,301020,1860
"20662",11,22496,130
"19593",17,20727,192.3
"9087",796,2034659,23596.75
"22536",29,61220,335
"22543",6,17295,102
"27789",72,247833,2019.95
"8426",85,161048,2258
"31249",40,74240,310
"27136",285,569572,5513.64
"8841",24,83555,416
"27831",59,187396,826
"32257",99,133891,660
"30332",12,32434,126
"30619",14,41834,266
"19795",38,107632,1183.25
"22051",163,492028,1945
"27942",55,277102,1244
"25002",29,55995,376
"32266",49,537676,1617
"21109",58,80373,680
"14936",17,50227,309
"23064",7,12395,55
"18489",92,172867,1605.93
"26568",32,97818,612
"14311",12,39723,307
"32304",6,21296,15
"7506",166,462151,3168
"22658",45,113631,1062.96
"9812",6,18893,84
"26202",23,34829,251.24
"5682",20,56002,486
"28380",62,127151,1031.97
"26973",28,45700,322.78
"10922",13,14693,100
"33914",30,86348,339
"8251",19,43294,250
"8822",10,22989,154
"13435",135,160145,1335
"33104",108,305811,1664
"31372",23,35465,220
"29472",35,103748,345
"33535",101,211805,2607.69
"33979",836,1809167,81370.2
"18664",1494,2712945,92560.01
"28923",263,1009445,5796
"25332",70,212439,1972
"91005",14,240804,2081.24
"27197",12,20258,114.07
"19600",35,59076,316.43
"15696",33,46704,387.4
"10361",75,106883,608
"29087",35,142961,549
"29849",54,109003,724
"32106",1174,3480470,25210
"17230",107,307608,2028
"230",14,27058,247.62
"34106",19,24291,173.95
"29349",27,65666,197
"9831",55,133436,901
"17622",32,61756,529.94
"4061",9,15215,137.32
"29561",12,44738,131
"13080",50,122647,725
"2773",233,489932,3640
"23032",25,36079,235.16
"20093",28,24065,149
"6058",80,220473,1169.23
"1078",103,389840,3428
"8583",23,41839,231.45
"15062",24,43314,302.45
"9296",26,54615,495.61
"11569",210,309942,1966.65
"23124",20,52326,1015.4
"30196",64,168130,1347
"33468",32,57263,461.92
"163",235,487527,3561.99
"3640",27,53617,357
"33684",NA,353239,0
"15699",25,50570,445.09
"15426",10,12805,124.91
"23091",263,451867,3191
"18545",158,277622,1708
"31751",8,25797,82
"19590",32,67468,394
"8276",12,31382,94
"27711",37,92742,435
"10173",12,30586,176
"9465",34,143193,1030.44
"11892",63,109209,583
"903",184,589681,2963
"622",435,2037958,5081
"14531",394,1012422,7440.05
"3831",112,283907,1886
"4415",175,449115,3536
"33197",77,224550,1421
"28701",31,136650,321
"6423",179,1081078,8897.39
"14341",56,175051,1412
"9266",141,590063,3503
"3735",337,1459095,7586
"15082",32,149778,511
"3706",124,437184,1848
"27267",28,111216,601
"29031",126,324187,870
"29738",247,857554,3030
"6782",56,56953,350.93
"26213",67,127144,961
"20726",27,66985,604.15
"20557",36,59171,561.92
"22968",88,160043,1030
"26248",51,153338,1122
"21614",39,67735,407
"19594",40,58040,451.94
"19838",40,105232,907.48
"20311",77,175026,1143
"19234",22,39860,362.55
"17906",44,64689,398.18
"34063",4,7971,59
"20156",66,131316,763
"20537",68,133033,1043.08
"21919",60,81443,545.89
"10973",20,57614,446
"4624",19,54043,240
"27501",135,234467,986
"18609",132,218185,1592
"34232",7,6756,35
"22989",119,309752,1360
"26498",131,588583,4497.3
"20639",143,273458,1619
"10892",11,17529,118
"19862",49,147335,711
"24678",22,44345,422.19
"20473",195,416238,3690.85
"20241",162,267139,1091
"21567",15,19523,74
"23886",79,133652,841.68
"5800",17,50435,426
"20504",52,119683,1018
"27006",79,274896,2293
"21663",55,76341,462
"21224",68,125087,936
"33994",19,64445,555
"15001",154,373660,3248
"31581",7,21177,42
"34090",15,57223,165
"10647",9,23673,189.02
"428",41,49936,308
"2328",17,32087,102
"27471",1063,10957961,139510.22
"29140",145,284722,2104
"28574",569,1307419,10008
"31346",3,18170,50
"30182",72,136057,529
"32328",14,68198,481
"25711",32,69269,439
"26306",40,17732,160.89
"23348",33,73163,450
"8843",53,96594,606
"25046",25,30472,261
"22675",106,231952,2356.74
"239",5,13834,118.54
"1439",20,46197,456
"14993",7,15556,144.96
"4488",9,23345,171
"25192",153,203335,2226
"26764",21,56593,508.89
"30950",3,6030,21
"16730",62,127238,676
"34334",8,10776,0
"33993",13,40107,301
"18806",20,28486,291.33
"24472",42,77697,399
"22373",61,165865,1062
"19300",107,267916,2200
"26398",22,43619,400.86
"25621",32,58120,503
"32972",51,128807,1055.74
"33812",14,42640,378
"6837",175,430875,3035.68
"3619",2306,8325519,235077.73
"13085",143,329077,2250
"13595",62,114276,877.3
"15872",255,565040,3415
"24481",19,34231,279.86
"24334",19,41610,262.22
"27528",45,81634,492
"28268",145,498163,2201
"23001",30,37532,355.45
"20393",165,312499,2532
"24655",69,147458,1174
"18246",249,1412804,5629
"9104",8,30124,196.77
"31980",18,30510,256.57
"30385",9,38964,139
"30617",39,151883,914
"32633",3184,22803165,270094
"32526",788,3634892,13995
"29597",23,107215,643
"29878",29,92961,350
"17784",196,244911,1554.82
"8733",41,81734,509
"15432",8,18585,127.99
"9645",41,44406,270
"228",58,186665,1800
"1117",32,70585,558.41
"20292",19,16898,64
"5617",17,24698,112.16
"22569",21,49415,390.83
"26944",23,50258,411
"20006",11,15668,88.41
"16701",320,790342,3439.14
"15444",74,150919,1235.47
"19115",50,83899,647
"10204",8,14690,115.14
"22263",8,10956,95.66
"20712",16,29604,290
"22554",28,64677,547
"21131",26,63640,439
"13150",165,401046,3623
"13099",56,106595,351
"10120",12,32908,214.23
"6770",202,421766,3617.98
"30713",3,6993,0
"25057",33,66984,523.14
"19355",36,101949,686
"8205",23,45230,356
"5174",34,68858,404
"1804",91,171011,1039.01
"29668",24,70966,138
"28705",71,214592,1940.25
"23671",58,47433,397.88
"28254",448,1301280,10221
"26478",6,20686,123
"5417",28,42239,419.98
"28949",6,37646,44
"19157",175,332253,2300
"2782",4310,9701845,91500
"27083",1298,6845910,56121.22
"33766",76,331855,2475.71
"33431",255,1132940,10422.73
"26800",13,64774,319
"29688",40,152282,810
"15954",175,466972,2493
"33784",44,125982,780.58
"15354",20,39291,312.93
"22381",12,25473,132.57
"33467",13,26526,202
"18903",52,154781,1176
"8868",34,88281,683
"28454",96,256630,2116
"32113",45,163033,1122
"11681",4,11690,73
"29979",561,1860537,14286
"22959",7,14919,77
"34149",8,10922,60
"9923",51,68535,598.95
"33991",24,49923,453.81
"25244",33,111686,1050.25
"10858",11,39058,123
"16782",43,78865,519.96
"18483",5,11949,80.02
"23284",252,1159982,7903.32
"34067",15,61975,250
"16410",19,37084,215
"22015",47,99588,853.64
"17751",100,246656,1583
"32018",22,35133,206
"33134",22,112999,1064.47
"11682",22,49772,148
"10989",33,70241,495
"30079",5,20558,97
"23339",159,184506,1228
"9619",30,40905,327
"6051",61,103924,775.31
"16068",828,4380807,22044.59
"17453",20,73136,280
"22288",80,563372,3051.02
"33655",NA,343846,0
"21001",56,108650,526
"18625",45,84055,435.29
"31813",3,5715,21.31
"12612",225,609227,4851.78
"28507",15,46390,90
"32569",55,239499,725
"15392",7,13947,111
"18775",326,688592,16423
"90713",13,21042,147.94
"97",155,419754,3224.22
"32960",14,46968,34
"33901",82,150212,872
"19732",88,152663,1419.77
"18277",46,127316,501
"18434",18,43989,355
"26822",32,51280,263
"1391",17,40623,246
"4666",233,262199,1560.25
"2315",120,159555,789
"29471",7,56158,264
"29743",16,42185,112
"9967",42,95754,226
"1198",28,70099,296
"15085",75,101685,618
"17123",93,350301,848
"28780",64,273116,734
"34012",11,5358,6
"22671",27,102923,780.41
"8023",35,83684,855.04
"32422",4,8457,31
"31217",26,80843,559
"29663",154,334268,1994
"17305",25,35526,292.62
"1436",3,4111,34.96
"11343",7,24288,178.25
"9049",73,140501,514
"25745",65,216327,1588.6
"34095",13,28048,228
"33825",22,41654,307
"24497",18,34470,296
"33013",11,30800,259.97
"19601",85,308865,3284
"22177",54,134601,970.39
"5296",387,1233835,24063.55
"11619",144,384830,9479.5
"1515",66,159564,1907.08
"1509",251,735142,9133.28
"12340",170,495014,5812.52
"13237",25,68967,636.17
"5319",89,210946,1689.32
"15389",36,141979,1133.52
"18233",29,76857,545.29
"5311",215,484214,6624.05
"33792",5,79105,870.93
"33367",323,382285,4220.59
"13073",53,112067,713.73
"29805",925,7639817,14024
"26243",8,80166,1016.25
"24064",13,30497,128
"29085",58,140790,777
"28225",172,536861,4621.16
"9631",11,38046,103
"90146",64,166075,890
"27293",20,61186,429
"9096",6,17151,104
"21641",34,55896,445.48
"27184",51,263299,2233
"25663",188,470197,3920.98
"5915",316,967785,8085.12
"24829",18,99012,1062.28
"29973",70,187954,1321
"30243",25,108376,543
"32335",51,306280,1276
"26390",59,129085,1021.34
"30783",10,58928,20
"1396",9,14581,132.53
"284",13,45961,342.73
"28288",7,26923,99
"11477",17,58202,344.86
"35",103,252321,2094.85
"26336",32,139613,641
"28191",12,70779,335
"5814",17,54674,403.04
"28242",31,87937,335
"14418",66,116131,2189
"18836",51,161738,1538
"23658",34,79518,526
"11694",73,100289,956.24
"17270",12,21199,157.67
"25294",98,155875,570
"1214",19,62639,449.16
"3276",66,134106,831
"19483",38,78094,228
"11556",33,82157,588.92
"26579",33,58330,246
"90030",4,4348,29.86
"22314",1,2212,0
"13191",13,49164,270.64
"26617",7,33675,180
"10171",16,60104,431.71
"28626",192,633689,4981
"34167",8,16162,142
"28522",45,206770,524
"1814",9,27250,136
"18331",47,87600,602.03
"30691",9,57636,162
"13272",17,42165,332.9
"33365",32,75882,617.71
"2987",148,258180,1114
"26704",28,35579,410.25
"32004",35,58167,351
"6959",90,165959,656
"32477",13,27054,227
"32341",80,266897,844
"32404",12,36696,168
"11652",98,255360,1750.3
"27476",774,1234819,9429.08
"19919",572,1218462,35570.94
"9828",58,417819,1819
"22302",62,77684,778
"16876",7069,14790000,103566.25
"33976",643,1339621,10422
"22043",193,465248,3531.05
"24553",67,136231,1162.65
"20828",1628,5355587,83436.54
"12342",13,26807,226.49
"14618",76,264714,2589.01
"26653",10,16001,105
"18408",283,800294,7425.96
"1047",71,112631,867.88
"1961",48,64713,546.59
"8560",17,37737,327.97
"33927",9,17488,66
"21269",48,104360,430
"27122",23,51983,581.94
"24516",56,498161,9770
"15279",38,89427,341
"9644",267,626684,4102
"22559",56,110376,799
"33658",NA,396364,0
"33686",NA,1765769,0
"16604",116,259180,2134.68
"33666",NA,160006,0
"33660",NA,293964,0
"19842",352,2019198,18402.26
"14570",31,85315,795.12
"5170",38,109436,570
"32964",491,1259232,12432.59
"15093",40,70388,474.6
"34421",6,7108,0
"16601",20,43485,296
"11782",38,96336,397.64
