"","numemp","asset","RBCT2","rbc1rwaj","rbcrwaj"
"15448",9,19437,142,10.4786258268942,11.4653399299572
"23309",74,137228,1262.33,9.63635073494376,10.8997099937319
"16419",36,61033,529.62,12.1362259499984,13.3862430615577
"4788",7,14927,77.42,33.1594161335632,34.420940456443
"31826",37,73677,463,12.0898141122914,13.1875948406677
"23406",206,1142348,8829,12.5579967814897,13.7786251099105
"33619",74,236447,1819,9.83058258119526,10.9024419419334
"11706",20,24731,111,15.9336396729725,16.6696504943208
"27552",40,95106,590,10.0624117986126,11.0396666070376
"34393",6,12663,25,116.904900816803,117.512640995722
"1673",146,63796,828.84,9.185002441407,10.4649112214231
"19713",31,56151,519.03,11.8865870380426,13.1397853460571
"6646",30,58333,256,22.8717037158812,23.5292908847116
"26977",35,48634,317,15.6239663042759,16.7890562403981
"28738",78,341157,1914,13.7935418255784,14.7668446478515
"20662",10,22659,110,12.6991134164735,13.5084427767355
"19593",17,25018,209.72,13.5257526272894,14.7770189885577
"9087",803,2231658,25016.21,9.95635357543035,11.3777033735712
"22536",31,67832,369,13.2885382607913,14.2947912093306
"22543",7,17884,140.85,14.0197113222084,15.2742706231824
"27789",72,258730,2132.24,13.5858593420009,14.8426736386467
"8426",87,164988,2286,12.6606963922228,14.7150938902794
"31249",41,74325,443,10.1800581603792,11.0624228179899
"27136",354,724028,7124.32,10.3203461823885,11.576096702689
"8841",24,81580,521,13.0773647140054,14.0548836546075
"27831",60,185499,817,14.4679472071647,15.2702490376306
"32257",109,147571,722,15.9798426976876,17.1132984819228
"30332",12,32931,114,22.8827719637675,23.5511388620174
"30619",13,42818,269,15.1288790519666,16.3692534698206
"19795",33,120535,1308.2,10.6782101230932,11.9363596757394
"22051",165,501118,2193,12.4177136404276,13.3069233061732
"27942",56,283800,1263,16.1680032901501,16.9058334735386
"25002",30,67892,395,16.6175697001578,17.656496580747
"27093",8,16074,65,107.093734564383,107.587674303735
"32266",49,566976,1950,9.2488213496318,9.95655598180941
"21109",56,81096,776.45,9.96233770123186,11.2192855576052
"14936",17,51910,357,15.3312780010161,16.3618308623158
"18489",100,196352,1911.89,10.5640978690602,11.8197642088101
"26568",32,99007,633,19.2256398942318,20.267845088464
"14311",12,48471,333,10.2881356374443,11.1570043078143
"32304",6,21347,17,28.373253493014,28.5429141716567
"7506",164,469633,3176,17.6901250943036,18.8198117734267
"22658",49,120973,1099,9.34217213320749,10.5697004897827
"9812",6,19177,134,38.3141762452107,39.4159143604164
"26202",21,36117,267.15,10.6826993472207,11.9404706696579
"5682",20,57671,466,12.6796028004214,13.8402185743354
"28380",74,131681,1093.6,8.6579942997525,9.90875486648337
"26973",27,45903,367,12.7293284697078,13.9643035010028
"10922",13,15595,98,13.8624736836752,14.8591885926996
"33914",32,107711,406,39.6870333499253,40.9500995520159
"8251",17,45882,263,13.8332777221666,14.7473862751641
"8822",10,22618,185.12,17.9429318655911,19.195891332569
"13435",84,169133,1409,9.86365245158614,11.0889454914173
"33104",104,299034,1691.9,22.3698979005177,23.6250175259774
"31372",20,35622,197,33.8733942830691,35.0133086448328
"29472",38,105062,298,18.1165666052428,18.5594127087915
"33535",123,278528,3298.89,11.4408694829359,12.7134063158892
"18664",3622,4806048,176729.03,12.8758454995844,16.6371112445388
"28923",290,1022467,5782,13.6050639764292,14.8090077146516
"25332",68,223223,2173,8.78761158848989,10.0399384498349
"91005",14,246469,2092.95,13.3129388887217,14.58558506791
"27197",16,55478,326,18.0755023936206,19.1622994759371
"19600",35,62584,380.72,18.8781564231471,20.1309526081603
"15696",31,49088,360,14.4473503436251,15.5563154019844
"10361",76,103716,542,12.9192194333932,13.6954323735217
"29087",37,148095,542,31.8928761095516,32.6348531977847
"29849",59,112881,735,10.8081865489357,11.923292825391
"32106",1223,3698120,26458,10.5160005574011,11.6976908312019
"17230",118,312923,1838,14.3774283245283,15.2008131709321
"230",13,26689,256,11.7477800221045,12.96733869431
"34106",22,29608,237.14,16.8396707190202,18.0907231984401
"29349",29,70227,231,14.9022731798913,15.5594753762554
"17622",33,68146,565.4,12.7175963831832,13.9755615677619
"9831",54,140117,806,19.9385023790715,20.863952014403
