"","numemp","asset","RWAJT","RBCT2"
"15448",6,20510,16343,204
"22039",20,44864,32560,411
"16419",42,83290,49943,617
"30367",27,182294,101933,740
"4788",6,17929,9679,122
"31826",60,134854,86064,973
"57298",20,53990,49690,580
"33025",109,283897,235119,2741
"57657",16,29463,6675,0
"35048",38,199289,141850,1348
"35456",25,121838,72988,833
"11706",15,44281,30041,222
"161",47,189305,111270,1396
"27552",78,294740,202739,1847
"34393",12,112871,86219,917
"57611",5,27619,20723,177
"1149",11,54641,40098,501
"1673",421,223593,378131,6739
"57647",39,111617,69195,826
"6646",41,86244,58865,241
"26744",84,298159,215442,2198
"3564",83,253149,156970,1262
"26977",59,92668,52200,541
"35517",45,152960,149147,1591
"57157",13,43592,36113,420
"35086",35,87465,48101,401
"9087",1065,3143943,2553150,32385
"27789",84,360608,259995,3258
"22543",5,21031,12348,128
"8426",123,349172,210138,3671
"35408",39,82922,54896,691
"31249",40,104902,72466,748
"9751",55,198057,186412,1439
"91005",60,201000,118230,1522
"27831",65,245406,131476,1647
"35018",183,44293,7683,0
"32257",155,220309,138667,1408
"30332",17,29970,15318,92
"30619",15,65834,41818,524
"19795",54,182714,142037,1782
"27942",111,611070,359054,1503
"22051",290,815453,409802,4163
"32266",63,930453,543148,3703
"35559",16,41568,33040,413
"35189",328,334012,250132,2829
"14936",23,87027,66356,831
"30400",52,154494,110265,1382
"18489",144,277029,221805,2789
"26568",39,161909,104970,695
"14311",13,62846,47650,530
"32304",6,25751,13010,129
"7506",199,860876,510661,4043
"22658",65,220161,184820,2482
"9812",6,26661,20102,201
"5682",20,74132,46471,580
"28380",119,294064,178171,2228
"8251",20,67370,50904,574
"8822",11,27512,16357,193
"31372",37,78233,43422,528
"29472",94,319277,212309,1605
"33535",788,1034077,1093059,25401
"18664",2,82377,21535,272
"57072",46,163592,147900,1520
"27642",277,1042807,662454,5460
"34939",44,135347,106225,972
"18152",37,42248,28960,365
"10375",21,68498,48347,609
"57103",35,191439,148432,1235
"25332",19,3447,1188,31
"31217",86,199873,158284,1177
"34885",18,97998,58500,548
"27197",125,861022,677060,8466
"57478",11,81805,27315,245
"35267",23,1238886,535375,967
"3304",21,27091,21043,266
"19600",131,90745,54550,684
"15696",33,84959,41037,515
"35224",25,53140,30139,377
"34676",45,135687,96636,3207
"35314",12,57535,41217,516
"10361",121,270451,190248,1569
"29087",45,156677,77677,573
"27311",25,67927,25868,327
"29849",74,162839,117515,1312
"35029",53,142052,95895,1066
"17230",120,429094,309411,3007
"34947",52,115678,82726,1013
"34106",43,100520,82145,1029
"9831",62,185304,102389,1201
"17622",58,194672,141999,1781
"3931",296,589017,445530,4153
"4061",8,29605,23287,292
"13080",45,142958,56986,714
"2773",251,678685,530879,6658
"20093",31,56640,35106,277
"34388",55,189161,131747,1131
"6058",86,315519,184286,2885
"35078",18,72350,60446,756
"34987",15,68397,52752,510
"35265",14,68582,47934,446
"1078",495,2469974,2061511,20889
"8583",32,100947,71072,695
"15062",22,43926,20745,263
"11569",162,424187,259918,2229
"12511",39,120812,78108,983
"23124",61,297429,240323,5505
"34664",91,459681,201405,1509
"34566",29,90561,84147,618
"34930",13,48286,46871,587
"1932",89,371887,359771,4126
"57512",65,253042,178216,2220
"7237",284,859662,503109,5892
"33468",62,136569,87701,1098
"28299",34,182564,76489,571
"35173",27,95966,69204,775
"1946",29,56989,40925,515
"15083",9,21095,14668,184
"91",45,113794,76060,734
"55130",22,127878,90856,624
"32317",9,21712,7855,98
"33684",NA,993286,NA,NA
"34782",48,965424,315984,0
"15699",28,77293,66136,830
"15426",10,11753,9315,116
"10790",54,212146,147053,669
"23091",415,1220298,1041584,7872
"18545",176,437656,341834,3606
"35377",13,182458,94654,780
"19590",51,119128,81631,852
"8276",13,41218,20511,226
"27711",50,151693,94994,1105
"10173",11,41505,29207,259
"9465",36,162595,124650,1563
"622",541,3635739,1672481,7935
"903",202,612303,398694,4931
"14531",547,1484815,1156872,13799
"34302",37,73764,40867,514
"28701",42,204833,102174,697
"6423",236,2255851,1828038,23082
"3735",1326,4569444,3491225,43759
"27267",34,141684,108645,962
"29031",167,427703,263683,3226
"6782",56,79209,36759,460
"20726",25,104392,78753,988
"35461",26,59792,36236,456
"8893",15,32313,21732,272
"19594",32,55498,36444,458
"19838",58,170675,128757,1641
"20557",25,69787,63340,668
"34422",46,496687,271647,2459
"32328",65,236579,163658,1326
"1117",55,153246,127341,1595
"19234",32,72266,56183,704
"17906",45,101870,46587,583
"35568",27,109189,86776,1086
"31980",18,54030,41861,496
"6183",26,80080,56293,674
"20156",102,286869,225621,1946
"21919",57,125835,78277,766
"20537",58,135640,83786,900
"34955",161,451159,301399,3771
"10973",24,70017,64300,557
"4624",31,88341,71558,360
"34232",18,27999,21729,273
"18609",152,425619,335922,4190
"20311",76,312923,280153,2512
"34606",28,52907,43075,254
"20843",149,565189,537348,20545
"20473",299,800491,593520,7444
"23433",105,236607,176693,1764
"5216",128,382260,303296,3792
"5800",39,158598,132119,1394
"20241",256,572540,440390,4812
"21567",17,24744,17347,218
"23886",88,248693,184462,1604
"15836",21,41893,25323,203
"20504",53,188782,125576,1574
"34788",49,375335,177167,2136
"27006",205,1409428,1181845,12931
"21663",42,132494,94958,660
"35033",13,55119,37986,478
"34868",74,283963,227006,2645
"35412",42,285729,226843,2838
"57359",15,68916,55965,458
"31581",7,35297,15603,37
"34090",55,208930,173916,946
"57709",18,15485,5913,22
"428",35,61298,45002,430
"10647",10,30420,17581,221
"2328",16,38397,21539,270
"35328",34,789139,713579,6419
"27471",149,19574320,20055817,274056
"29140",114,231602,162826,2065
"30182",73,205187,125495,637
"34656",69,192665,157749,1975
"57113",27,152782,121519,1522
"313",80,248788,170725,1893
"35223",10,75713,52197,652
"57025",35,66701,60735,765
"4190",204,464337,233949,2029
"8843",64,165887,138535,1733
"57174",300,155003,83407,3691
"34794",111,265178,211346,2057
"239",5,22403,18064,228
"1439",14,81476,67416,709
"25192",82,160878,114839,111
"26764",5,66806,59531,408
"57695",14,7046,5324,19
"30950",3,5458,2846,29
"16730",111,313299,237460,2973
"34334",23,54774,39801,500
"19300",295,997562,853631,10596
"18806",19,32118,28849,365
"33993",36,164797,144288,1644
"22373",101,241867,182578,1978
"26398",26,135109,118382,1121
"19220",535,1315594,897725,11353
"25621",67,173888,118933,1487
"24472",59,126038,81773,771
"33812",24,137336,117312,1468
"6837",207,645320,459387,5323
"24481",40,130672,105865,1256
"26499",82,226057,210468,2643
"24334",15,49293,27508,344
"23001",30,113607,103673,951
"57198",20,40322,22084,162
"24655",78,404002,306041,3859
"29899",10,31898,18299,48
"9104",7,39370,21751,273
"30385",13,50402,24359,204
"30617",57,390590,196525,1425
"32526",1323,6506876,3132217,38451
"29597",37,161643,98780,1663
"29878",32,149930,91077,559
"34549",2,31838,17792,223
"22569",16,45632,27095,341
"26944",27,89596,60011,720
"16701",560,1703637,799824,9998
"20292",9,9485,6357,80
"15432",8,18870,10523,116
"9645",35,67818,47039,590
"5617",97,283257,179616,2050
"228",68,266719,242590,2436
"15444",72,195408,119504,1334
"57144",34,117470,92361,947
"19115",82,159999,124934,1428
"10204",8,19127,12311,155
"22263",7,16301,8999,113
"20712",20,61926,55905,692
"22554",35,105196,75559,815
"8266",125,227623,127688,1319
"13150",187,618093,523124,5801
"13099",64,142111,69618,547
"10120",12,32889,19645,246
"57432",12,41597,33145,323
"57689",12,16379,9437,112
"30713",2,8633,2417,121
"8205",50,123451,116908,1218
"5174",89,91749,65153,591
"29668",27,109637,62503,266
"22441",362,1012981,955811,11955
"34294",19,30696,18227,229
"19418",46,187712,144087,1667
"18957",221,660884,617477,7327
"2838",42,165157,116597,1302
"23671",79,79308,54137,686
"22444",40,162984,137288,1296
"7542",340,1092719,598664,7483
"15510",46,118178,65648,390
"57115",37,120331,103002,1288
"5417",41,122552,107863,1049
"26658",16,14448,10625,135
"28949",7,56297,25413,118
"26800",12486,47407870,39177872,1067230
"91325",9,151445,32753,0
"15354",34,69675,49893,258
"22381",19,37127,22993,287
"5147",32,88479,75969,874
"13810",55,238804,192058,2166
"18903",60,320661,211251,2485
"12922",12,49295,36651,459
"8868",87,287386,233986,2679
"28454",155,463925,324048,4052
"11681",4,13660,8892,78
"29979",841,3732667,2910727,23232
"22959",9,22124,12323,129
"34149",15,57851,51016,399
"9923",126,233174,165158,2062
"10858",10,53750,29753,331
"18483",6,14698,9088,114
"16410",24,50578,28318,293
"22015",89,177711,118105,1494
"17751",148,481748,360698,3366
"32018",22,42757,21882,196
"33134",63,332342,294638,3688
"11682",23,57341,24928,148
"10989",36,104788,68889,862
"30079",6,32689,21742,272
"6051",50,128850,73531,640
"33989",114,429441,344002,3916
"16068",655,6848273,1916036,11461
"17453",36,191697,113117,1115
"33655",NA,363357,NA,NA
"18625",142,419712,279677,3455
"31813",3,5330,1681,20
"9641",12,37961,15978,202
"28507",17,56785,26030,97
"15392",7,15538,10868,105
"57620",17,45854,37124,356
"32960",25,203091,51936,652
"13304",45,110006,65405,822
"33901",133,519013,415267,4257
"18277",60,166473,168939,1843
"26822",45,95403,56566,683
"1391",18,56192,32400,338
"35354",45,15750,11068,140
"4666",651,549043,305277,3808
"2315",160,309032,239930,1994
"29471",7,65729,31808,152
"29743",23,66614,37868,286
"9967",56,121790,53864,291
"1198",35,107173,56474,319
"35578",20,64193,53247,540
"15085",160,395719,304876,3129
"17123",145,472308,443961,4590
"28780",68,352818,126492,2360
"8728",4085,7033952,4716082,61496
"278",34,273013,218826,2741
"29663",156,504272,362884,3812
"1436",4,11094,8417,105
"11343",7,29153,17897,217
"25745",92,341654,241661,2321
"34095",26,136345,122712,1588
"33825",51,120189,82890,619
"34759",23,47784,35401,445
"33013",16,53145,40255,505
"22177",110,690773,620509,7783
"18704",301,1963341,1329216,16759
"5296",2919,12938594,9307756,197272
"33792",113,356724,314612,4083
"34976",9,36776,24216,300
"29805",1951,22553355,11298163,82966
"24064",18,48878,21866,251
"29085",66,179501,101839,1277
"28225",212,901103,737873,9179
"9631",17,63458,63865,456
"90146",88,255288,147454,2376
"27293",23,83381,51704,1271
"9096",7,29395,18464,156
"5915",434,3214813,1666357,18259
"24829",38,333267,258248,3235
"45826",162,626456,418017,5168
"30243",24,156564,90681,582
"34677",36,143973,86124,834
"26390",108,396442,265541,2964
"30783",10,65567,18016,50
"1396",8,19901,14147,178
"284",19,55217,33006,416
"34557",25,108649,76081,954
"28288",14,57191,32879,235
"11477",25,70249,38999,488
"35",130,605608,317673,3975
"28191",24,142398,66810,421
"5814",26,63473,46256,583
"11694",73,222040,161096,1838
"3276",309,616680,460218,4620
"35115",5,4095,725,0
"26617",9,57073,22580,250
"10171",16,101877,55962,702
"34290",0,20373,4417,0
"30691",22,137303,78834,334
"21265",147,747016,350959,3275
"13272",16,81592,60309,754
"2987",190,393932,288883,3848
"26704",64,121279,116012,1463
"32004",48,112762,54397,611
"34456",18,37231,16931,214
"6959",119,292244,149866,1876
"34440",3,20821,8302,104
"32341",180,717965,335820,2069
"11652",100,384174,290459,19988
"27476",1385,3015415,2132130,26488
"19919",1168,5289263,3329762,91741
"34968",6805,22775000,13438100,169000
"34967",1681,6652353,5045387,63284
"35208",185,57888,22935,230
"20828",1489,7323176,4772957,59824
"11813",3960,10578583,6728740,85092
"12342",37,55662,35573,447
"26653",14,26415,19139,240
"18408",561,1652575,1245217,15759
"1047",91,195535,122470,1533
"57730",49,92638,48870,595
"1961",72,152759,125402,1377
"34554",28,66798,53552,678
"11521",27,57938,33935,301
