"","numemp","asset","RBCT2","rbc1rwaj","rbcrwaj"
"15448",9,14484,99,13.3665404661719,14.3607459553913
"23309",48,92021,878.98,8.88439412285554,10.1388848451218
"16419",34,52347,408.17,12.8915315317528,14.1446719045357
"4788",7,14202,63.58,38.5444776166997,39.8116223358671
"23406",166,869831,5618.12,14.3644428943007,15.6218229060381
"33619",41,105218,827,10.0374767068252,11.1106497173675
"27552",30,70960,412,14.5028054651708,15.6190311053072
"1673",67,36679,338.19,9.17642265616204,10.4498631067519
"19713",19,21644,131.2,34.0223034031917,35.2835993078254
"6646",29,62447,230,21.9314605431869,22.6017018300501
"26977",26,35717,265.73,16.692283770706,17.9424643136569
"21170",41,54271,345,13.0306098859415,14.1539383243847
"28738",73,223580,1564,20.3941998367504,21.5681567196428
"20662",9,18477,122,14.4777752687985,15.5373365062271
"19593",15,20536,185.09,12.9767466707781,14.228370454673
"9087",695,1649915,19283.66,10.7913539179382,12.418215924874
"14181",12,47081,241.93,22.1231914642264,23.382251382114
"22536",31,52522,264,14.4408935810093,15.4610690975697
"22543",6,14880,88,13.7112634584829,14.6890521005789
"27789",65,221403,1780.95,13.1098574606209,14.365666445372
"27136",164,307899,3109.76,10.7333485919446,12.0011777451822
"8841",27,72413,568,10.5426292203551,11.6148249942426
"27831",60,169299,430,12.0408528937466,12.4688924724761
"32257",81,99346,663,13.014748458735,14.1438741101536
"30332",9,32342,148.73,28.1461817061603,29.3980302722958
"30619",13,43129,259,14.5798014046985,15.8343424558004
"19795",36,92510,888.37,12.5180061066013,13.7821440041711
"22051",143,436472,2707,12.0353629210535,13.2516597711726
"27942",53,233947,1263,14.9448260970856,15.8418992096097
"25002",29,60331,329,18.8059737328627,19.7933923983769
"32266",47,441803,1003,8.54675553540951,9.01067997539304
"26668",15,22104,153.93,18.8447260575936,20.1472714918304
"21109",46,63378,540.5,11.0753691402896,12.3298194798383
"14936",16,40638,289.11,17.076530906871,18.3318057226568
"23064",6,11998,65,23.78520608652,24.9104159814427
"18489",88,154816,1467.49,9.61329714887032,10.8680705574797
"26568",30,88500,640,18.8917932343146,20.1111102643632
"14311",9,33584,280,13.1398926032251,14.2470758499609
"32304",6,20123,10,28.1313473256601,28.244188670729
"7506",176,456376,3103.26,19.8756258675557,21.1265990899418
"22658",38,84923,869.34,9.37659828379837,10.7046289048536
"9812",6,17265,84,38.5369343255572,39.3173351171066
"26202",20,27950,154.58,15.6468337403523,16.9085382576104
"5682",20,48046,425.09,10.9833981712258,12.2391627566498
"9531",10,25532,184.39,15.319956892249,16.572105319271
"28380",59,102265,770,7.91032548760122,9.12342061316444
"26973",31,36898,242,13.8631635199568,15.1187344674978
"10922",9,12266,93.35,14.8074693967799,16.0583990512499
"33914",12,51319,30,46.1093200468933,45.5964243845252
"8251",15,36312,215,25.0685621263303,26.1196036351371
"8822",11,20681,145,15.2062053605714,16.1341934823234
"13435",109,130167,940.99,12.4974191416582,13.7516796406032
"33104",123,332103,592,27.3570890584858,27.9158400235582
"31372",25,36422,111,30.9221682942518,31.571253143091
"29472",30,83985,198,11.6334871993005,12.036114443744
"33535",19,63941,885,13.1379298435467,14.1567756121709
"33979",0,269152,2350,18.8091265303062,19.6902829074411
"28923",245,952148,5046,16.0563882852321,17.3067630755354
"25332",63,294025,2476.21,6.81056438633665,8.06061165037124
"13693",59,190036,1710.31,10.0628524807934,11.3232404138894
"91005",14,201495,1903.85,11.3161806837035,12.569339745748
"19600",35,60603,289.24,25.9013385713736,27.1672566464638
"15696",33,42329,327,14.7066751121953,15.8084122855487
"19158",106,369356,2929.34,10.2192317831114,11.4723967375462
"10361",70,86043,502,13.822901380806,14.7541987225272
"29087",31,138492,568,31.1207816459917,31.969454448446
"29849",55,101624,568,12.7104945470914,13.8726904425757
"32106",923,2986614,16341,16.3432309468086,17.2681712551377
"17230",106,298665,1887,14.242699981645,15.2954625209283
"230",13,25847,244.93,10.8795098128059,12.1334949132532
"29349",23,60041,232,16.3504877228389,17.1308442650521
"16321",9,16546,126,16.4636542239686,17.7013752455796
"17622",30,49919,403.41,13.7537821347473,15.007094366728
"9831",62,120782,826.49,20.7362040988468,21.9868984961069
"4061",8,12777,89.88,21.7151928096721,22.9711526100153
"29561",12,41102,139,36.9277163483505,38.19793475281
"13080",47,122061,676.62,25.6819537377029,26.9337131050855
"10326",95,169455,728.9,45.7789814733303,47.0371655386336
"23032",22,32062,201.53,19.9323782999558,21.1888600637312
"20153",32,69290,620.77,10.0660678013907,11.322090496681
"6058",75,208022,1082,24.4758295729351,25.5997939052463
"26984",60,117651,944,11.0361728376899,12.028188373662
"1078",87,228095,1916.5,13.7386685173614,14.9887353745765
"8583",26,45664,233.62,35.7400492348966,36.9996042661617
"15062",23,40170,291.17,12.3265514004526,13.5983876765936
"23124",16,47065,954.74,8.189770610239,10.9873024858811
"33468",27,47696,388.2,11.5959315914183,12.8474024404004
"163",245,452731,3416.39,13.0156287482165,14.266267586611
"3640",23,47730,287,14.9926510465381,16.1205385564612
"33684",NA,348276,0,NA,NA
"32474",198,290042,2123,9.51855853170907,10.5730854723143
"10623",12,18941,117,13.9135050902023,14.9152774566969
"15699",23,42850,384.5,15.2429497695493,16.4944795979481
"15426",8,11127,107.7,10.0291885580852,11.286631640397
"24473",11,22250,163,10.0917611202313,11.1578382832888
"23091",50,72727,517,9.41386995136625,10.3598312273344
"18545",132,219803,1791,11.7131806812131,12.8964570419809
"27532",32,69072,548,9.64360751973182,10.7216770670213
"22306",18,42644,274,10.8131594843879,11.7810803268322
"20937",25,48603,367,10.1325188914823,11.1297391739103
"33210",17,27463,169,9.48265293612848,10.5185730047812
"21687",18,41410,336,11.3505521124988,12.4075880076761
"31751",8,23316,83,15.146418779113,15.9924165978656
"23403",30,80661,493,14.5193248613342,15.6083294492906
