"","numemp","asset","RWAJT","RBCT2","rbc1rwaj","rbcrwaj"
"35260",9,508519,474061,5932,10.2925572869314,11.5438730458738
"57899",12,91747,82548,794,12.7283519891457,13.6902166012502
"15448",8,30255,26114,321,10.8600750555258,12.089300758214
"16522",127,451490,292627,3658,11.5713860990271,12.8214416304716
"22039",24,100496,69154,591,12.2104288978223,13.0650432368337
"16419",47,106054,72907,730,14.4691181916688,15.4703937893481
"30367",37,185534,130674,724,12.3743055236696,12.9283560616496
"4788",6,19881,10814,136,19.6227113001665,20.8803402996116
"31826",66,188992,123344,1090,11.2652419250227,12.1489492800623
"57298",37,117780,85559,927,12.6894891244638,13.7729519980364
"58485",30,89274,68677,860,41.2015667545175,42.4538054952895
"33025",145,715231,540132,6756,10.2589737323469,11.509779091037
"57657",41,258655,211835,2582,27.376495857625,28.5953690372224
"35048",45,313880,206208,2180,13.1139432029795,14.1711281812539
"35456",36,228927,151063,1225,12.5934212878071,13.4043412351138
"58358",13,31685,29791,373,21.2681682387298,22.5202242287939
"11706",16,50832,38712,325,11.7276296755528,12.5671626369085
"27552",105,475345,394399,3513,14.6001891485526,15.4909114881123
"58321",34,188726,115379,1145,21.5931842016311,22.5855658308704
"34393",11,117188,92873,1042,14.0525233383222,15.1744855878458
"57611",5,52625,39628,459,20.0817603714545,21.2400323003937
"1149",26,122849,104334,1200,9.03923936588265,10.189391761075
"1673",592,445038,351214,7133,19.6236482600352,21.6546037458643
"11338",87,335776,270041,3415,12.8376802041172,14.102302983621
"58548",9,24960,12857,68,66.3529594773275,66.8818542428249
"6646",52,116891,77654,515,16.1614340536225,16.8246323434723
"3564",98,360053,211977,1456,15.3464762686518,16.0333432400685
"26977",61,116584,70037,693,12.580493167897,13.5699701586304
"35517",109,421801,383311,9524,9.79387494749694,12.2785414454581
"57157",20,79658,74490,932,13.9468385018123,15.1980131561283
"57633",113,268115,226364,2329,14.0870456433002,15.1159194924988
"9087",1148,4007025,3435458,43213,10.6721723857489,11.9300250505173
"57626",31,128737,117219,1077,10.1775309463483,11.0963239747822
"22543",4,25846,14288,125,19.9048152295633,20.7796752519597
"8426",144,488318,320060,3743,11.5793913641192,12.7488595888271
"57869",20,78925,66295,664,13.0447243381854,14.0463081680368
"35408",208,575509,466212,3939,8.411194907038,9.25608950434566
"31249",41,122095,91734,783,10.6863322214228,11.5398870647742
"9751",67,377651,359235,3725,12.0461536320236,13.0830793213356
"91005",64,160378,95077,1203,35.04527908958,36.3105693280183
"27831",57,258774,125157,1509,21.3915322355122,22.4629864889699
"35018",176,62668,36062,0,140.50801397593,140.50801397593
"27207",17,66918,44072,564,15.0980214194954,16.3777455073516
"32257",135,234333,126196,1018,28.4105676883578,29.2172493581413
"30332",16,30128,19840,85,42.9788306451613,43.4072580645161
"30619",16,90393,55323,694,15.4565009128211,16.7109520452615
"19795",62,243899,198572,2484,11.3228451141148,12.57377676611
"26549",19,83073,52256,318,15.4833894672382,16.0919320269443
"27942",156,1107956,694921,1850,23.896241443272,24.1624587543044
"32266",78,1538943,953482,4468,12.7222118508792,13.1908101044383
"19600",265,381410,288635,3474,11.9708282086372,13.1744244460997
"4061",18,48825,35125,441,15.6071174377224,16.8626334519573
"58562",18,32210,16635,158,83.0658250676285,84.0156296964232
"58727",13,21864,14186,60,99.6404906245594,100.06344283096
"16476",13,41574,30331,383,8.93475322277538,10.1974877188355
"35189",211,626500,499224,6264,11.5186769866833,12.7734243545983
"14936",30,118012,95850,1198,9.88419405320814,11.1340636411059
"18489",149,433544,378189,4735,9.68087384878989,10.9328933416889
"26568",40,198240,126594,1446,15.2163609649746,16.358595194085
"14311",12,74230,61262,617,12.2327054291404,13.2398550488068
"32304",6,23221,12011,140,34.4184497543918,35.5840479560403
"7506",231,909248,582600,5931,12.67988328184,13.6979059388946
"58697",9,21681,17925,225,40.1785216178522,41.4337517433752
"22658",75,341164,290204,3361,9.6011771030034,10.7593279210486
"9812",7,32116,24664,175,27.5137852740837,28.2233214401557
"57962",19,51344,32429,35,24.0217089641987,24.1296370532548
"28380",148,471594,260744,2378,11.4035222286994,12.3155278740834
"8251",26,89753,69198,733,10.9584092025781,12.0176883724963
"8822",10,27018,20502,163,15.0912106135987,15.8862549995122
"31372",30,70354,49354,343,17.690562061839,18.3855411922033
"18664",20,55072,15884,171,93.26366154621,94.3402165701335
"33535",789,2587476,2360062,44547,17.4516601682498,19.3391953262245
"57072",78,380357,361929,3491,9.70687621052748,10.6714300318571
"29864",274,1030542,700489,7853,11.1957503972225,12.3168243898191
"18152",38,49812,35801,448,14.2342392670596,15.485600960867
"10375",26,118866,112148,1281,8.86328779826658,10.0055284088883
"57103",50,360877,287648,1844,9.37778117699411,10.0188424741351
"31217",83,279238,211350,1585,12.0004731488053,12.7504140052046
"28225",235,1331234,1165781,12552,9.80467171792987,10.8813748036724
"34885",29,118776,94252,823,12.1960276705004,13.0692186903196
"27197",177,1172207,912645,11425,9.58740802831331,10.8392638977916
"57478",29,113442,82046,965,13.2462277259099,14.4223971918192
"35267",44,1354796,471648,1624,30.2598548069747,30.6041793880182
"3304",45,133678,87099,1083,9.8611924361933,11.1046051045362
"57840",14,263138,157876,1381,13.2224023917505,14.0971395272239
