"","numemp","asset","RBCT2","rbc1rwaj","rbcrwaj"
"15448",9,19896,167,12.5946418171229,13.8104251601631
"23309",95,187822,1786.19,8.87930131021602,10.138180805342
"22039",19,39771,386.94,16.6205580218319,17.8778715547679
"16419",41,70701,588.12,12.7354461619387,13.9869032374206
"4788",7,16410,104.3,24.4748088846084,25.7304520556191
"31826",48,96668,493,12.437227121335,13.2880045558873
"33619",96,483022,4567.46,8.92825886287585,10.1912502288889
"35048",25,87501,441,14.711497063387,15.4279819010406
"35456",12,6538,0,303.660289726861,303.660289726861
"11706",18,33988,125,10.6118872608674,11.118953739311
"27552",50,163140,1025,13.1562143089111,14.0912524219768
"34393",9,60703,426,13.6868275436253,14.6869284927821
"1673",267,118955,1412.78,8.98200786761528,10.2551694082202
"19713",56,141585,1196,9.29988807267561,10.4983220921692
"6646",37,71386,252,22.8364497993763,23.3997608163539
"26744",67,186009,1355,10.5356587520888,11.5437667677007
"26977",52,74214,416,15.8128026546795,16.8160245403507
"19593",16,27858,248,11.5286258111271,12.5615373722397
"9087",898,3061499,31827.12,10.7109214026647,11.9663914457287
"27789",80,335499,2737.53,23.3103916508423,24.5657009779108
"22536",27,79553,422,13.0388879865273,13.9407746822025
"22543",6,21197,130,14.966552023886,15.9492044294947
"8426",106,223286,1966,11.3410635670188,12.6671329718456
"31249",39,89086,515,10.3174891146589,11.2518142235123
"8841",13,37434,344.84,22.6919792190769,23.9419955312026
"9751",37,83733,856,10.6075008641549,11.8403617928333
"27831",57,201057,1152,19.9491768623284,21.210992694174
"35018",1,6363,0,744.563758389262,744.563758389262
"34799",10,2169,0,201.492537313433,201.492537313433
"32257",124,192130,821,16.3530626017228,17.1678377198206
"30332",16,33763,88,23.2806376848836,23.7155126830305
"30619",12,49451,353,14.3566992014197,15.6095829636202
"19795",47,142101,1486.25,11.2277459855732,12.4852619969566
"22051",254,716582,4332.55,10.6196444500509,11.7350147577299
"27942",85,420607,1346,15.6127268399323,16.1585498140512
"25002",30,90060,758.16,13.1301074584353,14.3803865680419
"32266",60,809550,3206,10.2183562967044,10.9964493135259
"35189",67,42053,343,29.8828553366619,30.9891499271071
"14936",18,65522,483,10.2153484729836,11.1609240407204
"18489",124,249188,2599.58,11.1348578467652,12.3880921958709
"26568",39,123590,668,17.2400951319365,18.0979263087062
"14311",13,49329,420,11.787674949236,12.7828153469604
"32304",7,24221,70,27.365308804205,27.9402102496715
"7506",158,518968,3443,18.591682377472,19.7738124708373
"22658",50,150172,1402,12.0983578239252,13.2407270096164
"9812",6,21645,134,35.6300078659325,36.5232578292693
"5682",20,68274,479,17.3945478392729,18.5623107565836
"28380",76,178479,1476.29,9.53788048097848,10.7881071247311
"26973",66,192207,1463,9.5127425832733,10.4656843268115
