"","numemp","asset","RBCT2"
"15448",10,17241,107
"23309",56,110297,1041.44
"16419",34,55823,450.83
"4788",7,14678,73.14
"23406",179,951731,7189.75
"33619",59,157119,1537.68
"11706",22,25615,128
"27552",37,80001,422
"1673",82,42902,409.08
"19713",28,35055,292.36
"6646",29,60577,227
"26977",28,41983,275
"28738",70,275107,1742
"20662",9,21574,122
"19593",16,19799,179.18
"9087",786,1866079,21285.77
"22536",38,57295,281
"22543",6,15884,95
"27789",68,232085,1839.43
"8426",82,147995,2141
"27136",269,439233,4367.79
"8841",29,81555,602
"27831",59,193864,638
"32257",87,121088,743
"30332",11,32531,125
"30619",13,43981,257
"19795",33,102298,1047.32
"22051",160,483621,1725
"27942",54,255283,1265
"25002",29,60326,358
"32266",49,541986,1239
"26668",14,22078,179.2
"21109",55,74313,657.46
"14936",17,50670,321.42
"23064",7,12199,56
"18489",89,170962,1553.61
"26568",30,95045,653
"14311",12,38073,295
"32304",6,21242,10
"7506",163,464222,3216.6
"22658",38,87959,827.28
"9812",6,18004,84
"26202",20,31113,219.52
"5682",20,54214,445
"28380",64,113806,925.21
"26973",30,39225,308
"10922",13,13094,99
"33914",24,70620,264
"8251",16,39901,212
"8822",11,22655,141
"13435",123,137047,1162.34
"33104",109,315806,625
"31372",27,36279,57
"29472",32,92015,325
"33535",58,90364,1075.66
"33979",1,2510349,79201
"18664",2,1489362,62844.66
"28923",250,991557,5578
"25332",62,236015,2058.56
"91005",16,243226,2179.7
"27197",8,14128,81.29
"19600",37,60355,308.32
"15696",34,43876,391.72
"19158",131,443419,4104.73
"10361",74,97825,633
"29087",34,141165,549
"29849",59,104656,717
"32106",1113,3311938,24101
"17230",108,315268,2025
"230",14,26572,252.41
"34106",14,12035,55.48
"29349",26,57115,243
"17622",31,57308,465.25
"9831",57,130427,847
"4061",9,14297,125.22
"29561",12,53514,168
"13080",50,126502,713.58
"2773",73,214397,1337
"23032",25,33810,211.93
"6058",75,226276,1072
"26984",56,132554,969
"1078",92,293110,2290
"8583",26,41643,212.07
"15062",24,42547,309.93
"9296",26,56636,480.18
"23124",20,48450,1002.74
"30196",65,171422,1027
"33468",32,51982,431.31
"163",263,458899,3403.96
"3640",26,51295,306
"33684",NA,405542,0
"32474",246,278670,2134
"15699",26,47243,430.93
"15426",9,12756,132.28
"23091",234,390306,2776
"18545",162,253533,1778
"31751",8,25141,90
"23403",32,92650,625
"19590",32,64394,401
"8276",12,29581,93
"14498",8,19033,134
"27711",37,89897,392
"10173",11,30015,177
"9465",32,142582,1005.72
"11892",65,104459,547
"903",187,551315,2979
"622",442,1952099,5156
"14531",393,863835,7250.53
"33197",66,186655,1178
"28701",31,134342,340
"6423",183,1081124,8828.93
"3706",30,183004,928
"14341",53,176085,1377
"11980",28,59849,159
"9266",141,546632,3004
"3735",345,1462350,6647
"15082",35,134778,507
"10817",10,18750,125.84
"10459",67,170258,692
"27267",28,108180,606
"29031",104,325669,873
"6782",50,59588,379.95
"26213",43,89071,765.1
"20726",24,65261,595.11
"20557",35,52527,505.39
"22968",82,164911,978
"21614",37,58687,314
"19594",39,52472,443.69
"19838",40,95686,830.05
"20311",81,165672,1182
"19234",26,35494,306.4
"17906",42,63380,396.68
"19281",71,88682,666.84
"34063",4,6727,44
"26904",16,57845,338
"20156",49,121074,575
"20537",67,129672,999.3
"21919",59,78078,518.49
"10973",22,51159,406.86
"10570",54,149635,1297
"5243",316,820245,7217.94
"4624",17,51441,202
"27501",112,189471,920
"18609",129,203593,1735
"22989",115,278810,1386
"26498",125,531638,4153.91
"20639",142,255132,1605
"10892",12,16451,78
"16749",34,91602,511.93
"19862",48,145831,653
"24678",20,35515,302.71
"20473",184,361905,3107.09
"20241",162,244791,1451
"21567",18,20389,82
"23886",77,125410,787.44
"5800",15,44967,371.83
"20504",48,116264,1032
"27006",73,222653,1822
"21663",47,75759,463
"21224",61,116221,693
"9771",80,275290,2563.28
"33994",13,41697,372
"15001",150,384563,2480
"31581",6,20096,0
"34090",10,37019,40
"10647",9,22593,182.77
"428",41,50825,295.29
"2328",17,31095,98
"26365",123,10746894,104534.66
"27471",102,220376,2666
"29140",115,210762,1545
"28574",649,1382465,9898
"31346",4,19503,50
"30182",70,127631,547
"32328",13,67395,555
"22461",44,81230,623
"25711",34,64882,389
"26306",87,19665,191.77
"23348",33,67690,471
"8843",52,91609,512
"25046",25,30119,264.4
"22675",129,237598,2373.99
"239",5,12840,110.61
"1439",21,45521,442
"14993",8,15467,137.96
"4488",10,22906,170
"25192",164,207094,2334.72
"26764",15,60668,591.39
"30950",3,6347,19
"16730",63,120632,648
"26398",22,44793,365.32
