"","numemp","asset","RBCT2","rbc1rwaj","rbcrwaj"
"15448",8,19061,151,14.21279937181,15.3985080486847
"22039",17,43916,450,15.5474860335196,16.804469273743
"16419",40,73082,617,13.7165634737566,14.9649953462021
"30367",26,136679,705,10.3689352116621,11.1917739469415
"4788",6,16872,117,21.794734013971,23.052122514777
"31826",51,107577,856,12.1877830037101,13.4381116531799
"57298",14,9480,14,187.103707684041,187.479849543256
"35048",32,141901,977,9.40879398364165,10.3026477100145
"35456",12,59026,245,19.7655447459061,20.5057707414345
"11706",17,38025,181,8.61799167970688,9.30880500744246
"161",53,172393,1599,8.67904999020897,9.79732564970487
"27552",51,221211,1315,11.7174292603165,12.6285231272344
"34393",10,75908,556,17.6291959122813,18.6402152962141
"1149",23,46086,387,8.98529814174482,9.94800865693176
"1673",378,170455,2482,11.6398359551937,13.1590867356308
"6646",36,77608,256,20.3875427297966,20.8710268371452
"26744",72,202966,1441,11.4242508541796,12.4521195780103
"3564",88,191293,1453,16.9152644489392,18.1658561776477
"26977",58,78242,493,15.7156580211335,16.768064894866
"35517",22,36111,217,29.4618435448578,30.2037746170678
"57157",8,14987,54,63.6298932384342,64.3985765124555
"35086",27,18884,89,67.2256400079381,68.1087517364556
"9087",957,3362077,36662,10.4512534936589,11.7416151306886
"27789",84,333509,2846,24.0686782305878,25.3232240858698
"22543",7,20761,153,15.8152604654514,16.9176453634988
"8426",105,246350,1917,12.0984494279412,13.3313182113434
"31249",40,93084,585,10.1831321343516,11.1439599244477
"8841",15,43768,341,18.4876894769123,19.4836297789071
"9751",40,99573,901,10.2862014990901,11.432789096601
"91005",64,220940,2097,15.9254299625422,17.219482995884
"27831",60,201186,1803,17.6876649287325,19.3339846781778
"35018",196,31888,0,331.434623984936,331.434623984936
"34799",97,220055,855,15.7989055841579,16.3113511180902
"32257",138,232720,882,16.7288201514562,17.4014505021849
"30332",16,35727,77,25.860587372997,26.2498104433099
"30619",12,51618,368,15.4666847881486,16.717067038157
"19795",51,158874,1555,11.6689280868385,12.9248239322866
"27942",94,472213,1280,15.1378344194895,15.5789597025161
"22051",264,791623,4653,11.559772720639,12.6915480487639
"25002",30,101109,660,15.6543075245365,16.8538713195202
"32266",60,682550,3676,13.550103027256,14.5076964355956
"35559",13,24907,212,24.1333700744007,25.3017360154312
"35189",114,97178,909,14.2383148619811,15.4897776554003
"14936",24,72358,517,8.57395612172682,9.48867657466384
"30400",64,160145,1324,11.662856403399,12.8050726825691
"18489",127,261944,2786,11.1746366429685,12.4298290667604
"26568",36,136507,782,15.8265340337543,16.7005700234716
"14311",13,52239,429,12.6952948613745,13.6638670640296
"32304",6,24676,99,26.6978742997468,27.4576011050572
"7506",174,580577,3778,18.6598399085902,19.8328913949315
"22658",57,168200,1945,13.7781123831034,15.2137168500845
"9812",6,24632,131,28.1600162247123,28.8242153830553
"5682",20,74680,511,17.5857059218943,18.6937571828176
"28380",87,205226,1541,11.9515289038063,13.1656699836906
"26973",117,485873,3954,9.64976641111643,10.6365297077144
"10922",11,25758,165,13.8953759925269,15.1798225128445
"33914",1,136491,0,86.8578578917109,86.8578578917109
"8251",18,61028,414,11.2971745824811,12.2277416889568
"8822",10,24978,159,15.1645647493079,15.979698554291
"31372",18,39912,961,31.4953621287361,35.9973765576689
"11687",248,614665,2795,13.0284453095323,13.8034198698486
"29472",67,194207,966,10.7344544510142,11.4889827926922
"33535",496,1003222,25750,18.4743965677156,20.6655241602663
"18664",3,336376,602,21.758044439047,22.0191444420831
"35408",22,28910,277,18.2047812359044,19.4542174109157
"27642",209,1005262,3311,12.3153763114562,12.8644177689781
"57072",18,53465,460,11.8446888921732,12.8159111542765
"34939",26,79568,549,16.7782440714095,17.6925126565414
"57103",20,64378,330,25.4216900407338,26.3238470160475
"25332",21,4804,0,207.196710075394,207.196710075394
"31217",68,160400,1170,13.6332757182537,14.4166688164831
"34885",10,41732,226,14.6072287257105,15.4980095384494
"27197",67,407804,3394,11.6701826335822,12.9219160298587
"35267",42,797035,1056,16.7037360587822,16.9867139725704
"19600",64,79212,380,27.9751949154723,28.9529887039086
"15696",32,74979,529,13.5053865277613,14.7579022138037
"35224",14,29500,179,19.9543354749642,20.9047947751288
"34676",28,90231,3408,7.49603694258736,12.1938107381625
"35314",10,36489,200,44.5317467526569,45.4400944681624
"10361",97,186183,932,10.8479929486944,11.5325572000441
"29087",44,157371,410,30.9663687734933,31.4269000024894
"29849",71,149090,877,12.8070848586036,13.7165434352024
"35029",24,77773,615,12.6452780290904,13.7152898601155
"17230",124,403761,2172,14.9979330591425,15.7588475578568
"34947",25,84081,705,9.05088405614212,10.0394004402754
"34106",26,53118,538,11.3066916676433,12.5676784249385
